especie,nomes
Scleria gaertneri,Scleria gaertneri
Scleria gaertneri,Scleria pterota var. melaleuca
Scleria gaertneri,Scleria pratensis var. melanocarpa
Scleria gaertneri,Scleria melaleuca
Scleria gaertneri,Scleria pterota
Scleria gaertneri,Schoenus latifolius
Scleria gaertneri,Scleria affinis
Scleria gaertneri,Scleria asperata
Scleria gaertneri,Scleria boliviana
Scleria gaertneri,Scleria communis
Scleria gaertneri,Scleria congolensis
Scleria gaertneri,Scleria conspersa
Scleria gaertneri,Scleria flagellata
Scleria gaertneri,Scleria pittieri
Scleria gaertneri,Scleria pratensis
Scleria gaertneri,Scleria selloana
Scleria gaertneri,Scleria simplicior
Scleria gaertneri,Scleria ottonis
Scleria gaertneri,Scleria platensis
Scleria gaertneri,Scleria margaritifera
Scleria gaertneri,Scleria scindens
Scleria gaertneri,Dichromena vahlii
Scleria gaertneri,Scleria pterota var. submelaleuca
