especie,nomes
Zygopetalum maculatum,Zygopetalum maculatum
Zygopetalum maculatum,Zygopetalum intermedium var. peruvianum
Zygopetalum maculatum,Zygopetalum brachypetalum
Zygopetalum maculatum,Zygopetalum intermedium
Zygopetalum maculatum,Zygopetalum mackayi
Zygopetalum maculatum,Zygopetalum sincoranum
Zygopetalum maculatum,Eulophia mackaiana
Zygopetalum maculatum,Maxillaria maculata
Zygopetalum maculatum,Zygopetalum rivieri
Zygopetalum maculatum,Zygopetalum bolivianum
Zygopetalum maculatum,Broughtonia maculata
Zygopetalum maculatum,Zygopetalum mackaii
Zygopetalum maculatum,Dendrobium maculatum
Zygopetalum maculatum,Zygopetalum mackaii var. intermedium
Zygopetalum maculatum,Zygopetalum mackaii var. intermedium
Zygopetalum maculatum,Zygopetalum mackaii var. parviflorum
Zygopetalum maculatum,Zygopetalum mackaii var. minor
Zygopetalum maculatum,Zygopetalum mackaii var. pictum
Zygopetalum maculatum,Zygopetalum massangei
Zygopetalum maculatum,Zygopetalum protheroeanum
Zygopetalum maculatum,Zygopetalum brachypetalum var. pallidum
Zygopetalum maculatum,Zygopetalum pallidum
