especie,nomes
Eugenia brasiliensis,Eugenia brasiliensis
Eugenia brasiliensis,Stenocalyx brasiliensis var. silvestris
Eugenia brasiliensis,Eugenia bracteolaris
Eugenia brasiliensis,Eugenia dombeyi
Eugenia brasiliensis,Eugenia filipes
Eugenia brasiliensis,Eugenia ubensis
Eugenia brasiliensis,Myrtus grumixama
Eugenia brasiliensis,Stenocalyx brasiliensis
Eugenia brasiliensis,Stenocalyx ubensis
Eugenia brasiliensis,Myrtus dombeyi
Eugenia brasiliensis,Eugenia brasiliensis var. leucocarpa
Eugenia brasiliensis,Stenocalyx brasiliensis var. iocarpa
Eugenia brasiliensis,Stenocalyx brasiliensis var. erythrocarpa
Eugenia brasiliensis,Stenocalyx brasiliensis var. leucocarpa
