especie,nomes
Cattleya tigrina,Cattleya tigrina
Cattleya tigrina,Cattleya guttata var. leopoldii
Cattleya tigrina,Cattleya guttata var. purpurea
Cattleya tigrina,Cattleya tigrina var. purpurea
Cattleya tigrina,Cattleya guttata var. leopardina
Cattleya tigrina,Cattleya tigrina var. caerulea
Cattleya tigrina,Cattleya tigrina var. immaculata
Cattleya tigrina,Cattleya leopoldii var. alba
Cattleya tigrina,Cattleya tigrina var. leopardina
Cattleya tigrina,Cattleya tigrina var. williamsiana
Cattleya tigrina,Cattleya leopoldii var. williamsiana
Cattleya tigrina,Epidendrum elatius var. leopoldii
Cattleya tigrina,Cattleya leopoldii
Cattleya tigrina,Epidendrum elegans
Cattleya tigrina,Cattleya sororia
Cattleya tigrina,Cattleya leopoldii var. leopardina
Cattleya tigrina,Cattleya leopoldii var. immaculata
Cattleya tigrina,Cattleya guttata var. williamsiana
