especie,nomes
Virola sebifera,Virola sebifera
Virola sebifera,Virola sebifera var. curvinervia
Virola sebifera,Virola peruviana var. tomentosa
Virola sebifera,Virola theiodora
Virola sebifera,Virola boliviensis
Virola sebifera,Virola venezuelensis
Virola sebifera,Virola panamensis
Virola sebifera,Virola warburgii
Virola sebifera,Myristica cordifolia
Virola sebifera,Myristica fulva
Virola sebifera,Myristica mocoa
Virola sebifera,Myristica panamensis
Virola sebifera,Myristica sebifera
Virola sebifera,Myristica sebifera var. cordifolia
Virola sebifera,Myristica sebifera var. curvinervia
Virola sebifera,Myristica virola
Virola sebifera,Palala mocoa
Virola sebifera,Palala sebifera
