especie,nomes
Cestrum schlechtendalii,Cestrum schlechtendalii
Cestrum schlechtendalii,Cestrum clausseni
Cestrum schlechtendalii,Cestrum lanceolatum var. dentatum
Cestrum schlechtendalii,Cestrum lanceolatum var. rugulosum
Cestrum schlechtendalii,Cestrum sessiliflorum
Cestrum schlechtendalii,Cestrum megalophyllum
Cestrum schlechtendalii,Cestrum baenitzii
Cestrum schlechtendalii,Cestrum graciliflorum
Cestrum schlechtendalii,Cestrum coriaceum
Cestrum schlechtendalii,Cestrum hassleri
Cestrum schlechtendalii,Cestrum lanceolatum
Cestrum schlechtendalii,Cestrum multiflorum
Cestrum schlechtendalii,Cestrum silvicola
Cestrum schlechtendalii,Cestrum baenitzii var. exstipulatum
Cestrum schlechtendalii,Cestrum mositicum
Cestrum schlechtendalii,Cestrum grandistipulatum var. exstipulatum
