especie,nomes
Genipa americana,Genipa americana
Genipa americana,Genipa brasiliensis
Genipa americana,Genipa americana var. riobranquenses
Genipa americana,Genipa americana var. caruto
Genipa americana,Genipa americana var. riobranquensis
Genipa americana,Genipa americana var. americana
Genipa americana,Genipa americana var. riobranguense
Genipa americana,Genipa spruceana
Genipa americana,Genipa barbata
Genipa americana,Genipa oleosa
Genipa americana,Gardenia brasiliensis
Genipa americana,Genipa excelsa
Genipa americana,Genipa oblongifolia
Genipa americana,Genipa humilis
Genipa americana,Genipa caruto
Genipa americana,Genipa grandifolia
Genipa americana,Genipa venosa
Genipa americana,Genipa brasiliana
Genipa americana,Gardenia genipa
Genipa americana,Genipa codonocalyx
Genipa americana,Genipa pubescens
Genipa americana,Gardenia oblongifolia
