especie,nomes
Galipea jasminiflora,Galipea jasminiflora
Galipea jasminiflora,Sciuris multiflora
Galipea jasminiflora,Galipea simplicifolia
Galipea jasminiflora,Costa aromatica
Galipea jasminiflora,Galipea jasminiflora var. tenuiflora
Galipea jasminiflora,Endostephium jasminoides
Galipea jasminiflora,Galipea multiflora
Galipea jasminiflora,Sciuris simplicifolia
Galipea jasminiflora,Ticorea jasminiflora
Galipea jasminiflora,Ticorea febrifuga
Galipea jasminiflora,Ticorea nitida
Galipea jasminiflora,Ticorea simplicifolia
Galipea jasminiflora,Galipea jasminiflora var. febrifuga
