"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"43","2020-11-19 10:22:41-03","CPAP","CPAP","15911","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","3295",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora e alimento de fauna. FREQUÊNCIA: Mancha ocasional. AMBIENTE: Água limpida, a sombra de árvores. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1998","04","05","MS","Miranda","Sede da Estância Caiman; Sub-região de Miranda; Pantanal","-56.305278","-19.954444","95","95",NA,NA,"56°18'19'' W","19°57'16'' S",NA,NA,NA,NA,"1998","04",NA,NA,NA,NA,NA,NA
"44","2020-11-19 10:22:41-03","CPAP","CPAP","17615","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Sanches, A. de L.","107",NA,"Brasil",NA,NA,"Flutuante fixa. FLOR: . FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Frequente. AMBIENTE: Brejao (secando). SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1999","05","20","MS","Corumbá","Estrada inacabada para Forte Coimbra, aproximadam 6km da BR-262","-57.483333","-19.45",NA,NA,NA,NA,"57°29' W","19°27' S",NA,NA,NA,NA,"1999","05",NA,NA,NA,NA,NA,NA
"45","2020-11-19 10:22:41-03","CPAP","CPAP","21855","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","4264",NA,"Brasil",NA,NA,"Erva aquática flutuante livre, estéril, planta Esparsa.. Rio de águas cristalinas, com vegetação aquática flutuante (Heteranthera zosterifolia e algas),. Solo: calcário,. Relevo: plano.",NA,NA,NA,"Phil.","V. J. Pott","2000","11","10","MS","Jardim","Nascente do rio Olho d'água, próximo a escada por onde entram os turistas","-56.416667","-21.433333",NA,NA,NA,NA,"56°25' W","21°26' S",NA,NA,NA,NA,"2000","11","10",NA,NA,NA,NA,NA
"46","2020-11-19 10:22:41-03","CPAP","CPAP","6690","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1068",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Lagoa, junto com camalote de Eichornia azurea. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Phil.","A. Schinini","1989","10","05","MS","Corumbá","Fazenda Leque (Murundu-alegre), Sub-região do Abobral, Pantanal - baía do búfalo","-57.05","-19.233333","95","95",NA,NA,"57°03' W","19°14' S",NA,NA,NA,NA,"1990","12",NA,NA,NA,NA,NA,NA
"47","2020-11-19 10:22:41-03","CPAP","CPAP","9307","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Bueno, N. C.","346",NA,"Brasil",NA,NA,"Erva flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Aquático. Lemna com Wolffiella oblonga e Wolffiella welwischii presas na raiz de Eichhornia azurea.. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","06","11","MS","Corumbá","Rio Paraguai, 10km do Porto da Manga, mais ou menos 7km da Foz do rio Taquari, Pantanal do rio Paraguai","-57.233333","-19.2","90","90",NA,NA,"57°14' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-19 10:22:41-03","CPAP","CPAP","9359","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Bueno, N. C.","398",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Aquático. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","07","30","MS","Corumbá","Estrada para Forte Coimbra a 10km da BR-262","-57.316667","-19.2","90","90",NA,NA,"57°19' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-19 10:22:41-03","CPAP","CPAP","9895","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1770",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Bacero com Eichhornia crassipes. SUBSTRATO: solo argiloso, vértico. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1992","05","05","MS","Corumbá","Braço da baía do Castelo, rio Paraguai, Pantanal","-57.566667","-18.566667","84","84",NA,NA,"57°34' W","18°34' S",NA,NA,NA,NA,"1992","05",NA,NA,NA,NA,NA,NA
"50","2020-11-19 10:22:41-03","CPAP","CPAP","9922","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1797",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Entre o camalote (vegetação flutuante fixa). SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","05","07","MS","Corumbá","Braço do rio Paraguai- porto/balsa do Morrinho - lado de Corumbá, Pantanal","-57.4","-19.45","84","84",NA,NA,"57°24' W","19°27' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-19 10:22:41-03","CPAP","CPAP","9932","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1807",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Córrego, em beira de mata secundária (calcária). Água corrente, com Najas cf. guardalupensis, Chara e Agrião. SUBSTRATO: solo calcário, m",NA,NA,NA,"Phil.",NA,"1992","05","21","MS","Corumbá","Estrada do Tamarineiro, mais ou menos 11km do Posto Esdra","-57.783333","-19.1","140","140",NA,NA,"57°47' W","19°06' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-19 10:22:41-03","CPAP","CPAP","9933","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1808",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Borda de lagoa. Água agitada na borda da lagoa; vegetação com Spirodela, Pistia, Alternanthera aquática, Hydrocotyle ramnculoide. SUBSTRA",NA,NA,NA,"Phil.",NA,"1992","05","21","MS","Corumbá","Lagoa do Jacadigo - via Tamarineiro, Pantanal","-57.783333","-19.216667","120","120",NA,NA,"57°47' W","19°13' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-19 10:22:41-03","CPAP","CPAP","9952","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1827",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Vazante que atravessa estrada. Água corrente vindo da lagoa do Jacadigo. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","05","27","MS","Corumbá","Estrada para Forte Coimbra - fazenda Três Alziras, 27km da BR-262, Pantanal","-57.716667","-19.466667","84","84",NA,NA,"57°43' W","19°28' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-19 10:22:41-03","CPAP","CPAP","9958","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1833",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Caixa de empréstimo com Typhal. Com Wolffiella lingulata.. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","05","27","MS","Corumbá","Estrada para Forte Coimbra a 10km da BR-262, lado esquerdo","-57.55","-19.516667","88","88",NA,NA,"57°33' W","19°31' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-19 10:22:41-03","CPAP","CPAP","10798","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Ferreira, C. J. A.","47",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Com algumas Wolffiella. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Phil.","V. J. Pott","1993","04","22","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,"1993","04",NA,NA,NA,NA,NA,NA
"56","2020-11-19 10:22:41-03","CPAP","CPAP","10797","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Ferreira, C. J. A.","46",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,"Phil.","V. J. Pott","1993","04","22","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,"1993","04",NA,NA,NA,NA,NA,NA
"57","2020-11-19 10:22:41-03","CPAP","CPAP","12168","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Freitas, C. S. A. M.","s.n.",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: . AMBIENTE: Tanque. Junto com Azolla. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Phil.","V. J. Pott","1994","01","01","RS","Porto Alegre","Tanque de aquáticas do museu da Puc","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,"1994","02","08",NA,NA,NA,NA,NA
"58","2019-12-19 08:07:55-03","FPS","FPS","2115","MachineObservation","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Schwirkowski, P.",NA,NA,"Brasil",NA,NA,NA,"FPS02115",NA,NA,"Phil.","Schwirkowski, P.","2016","02","13","Santa Catarina","São Bento do Sul","Serra Alta. Linha férrea, próximo à Estrada Saraiva","-49.359216","-26.282207",NA,NA,"FPS02115_v01 FPS02115_v02",NA,"-49.359216","-26.282207",NA,NA,NA,NA,"2016","02","13",NA,NA,NA,NA,NA
"59","2019-12-19 08:15:06-03","FPS","FPS","1667","MachineObservation","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Schwirkowski, P.",NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Lentilha-d'água","FPS01667",NA,NA,"Phil.","Schwirkowski, P.","2011","09","03","Santa Catarina","São Bento do Sul","Serra Alta. Ponte do Rio Banhados. Borda de mata.","-49.383623","-26.275631",NA,NA,"FPS01667_v01 FPS01667_v02 FPS01667_v03 FPS01667_v04",NA,"-49.383623","-26.275631",NA,NA,NA,NA,"2011","09","03",NA,NA,NA,NA,NA
"60","2019-12-19 08:07:55-03","FPS","FPS","2743","MachineObservation","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Schwirkowski, P.","2171",NA,"Brasil",NA,NA,NA,"FPS02743,FURB55836",NA,NA,"Phil.","Schwirkowski, P.","2016","12","18","Santa Catarina","São Bento do Sul","Serra Alta, Estrada de ferro, ao longo da Estrada Saraiva","-49.347331","-26.288092",NA,NA,"FPS02743_v01 FPS02743_v02 FPS02743_v03 FURB55836",NA,"-49.347331","-26.288092",NA,NA,NA,"FURB 55836","2016","12","18","voucher",NA,NA,NA,NA
"61","2019-02-15 11:44:23-02","IPA","IPA","80836","S","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Leite, M.S.","195","Southern America","Brasil",NA,NA,"Macrófita aquática flutuante livre distribuída ao longo de trechos mais calmos próximos a nascente do bananal e das margens do rio.; Material estéril.; Área de inundação próxima a nascente do bananal. Formação Ribeirinha Típica.","IPA0080836","Plantae",NA,"Phil.","Leite, M.S.","2006","09","22","Pernambuco","Maraial","Engenho Curtume, Rio Pirangi.","-35.838889","-8.801389","248","248",NA,NA,"-35.838889","-8.801389",NA,NA,NA,NA,"2006","09","22",NA,NA,NA,NA,NA
"62","2019-08-27 13:30:51-03","IAP","PACA-AGP","25559","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Rambo, B.",NA,NA,"Brasil",NA,NA,"Confirmado por Vali J. Pott em 1993. Habitat: in palude fluitans Fenofase: estéril","PACA025559","Magnoliophyta","Malvales","Phil.","Emrich-Rambo","1944","01",NA,"RS","São Gabriel","Fazenda Santa Cecilia","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,NA,"56206","auto","Magnoliatae",NA,"1954","08","17",NA,NA,NA,NA,NA
"63","2019-08-27 13:30:51-03","IAP","PACA-AGP","65210","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Reitz, R.","7891",NA,"Brasil",NA,NA,"HBR22608&nf;Confirmado por Vali J. pott em 1993. Habitat: banhado do campo","PACA065210","Magnoliophyta","Malvales","Phil.","L. B .Smith","1958","12","13","SC","São Joaquim","Bom Jardim - Fazenda da Laranja","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,"48290","auto","Magnoliatae",NA,"1960",NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:41:05-03","UFMS","CGMS","57736","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","V.J. Pott; A. Pott","4264",NA,"Brasil",NA,NA,"FlorEstéril. Habitat: Rio de águas cristalinas, com vegetação aquática flutuante (Heteranthera zosterifolia e algas). Solo calcário. Relevo plano. Esparsa. Habito: Erva aquática flutuante livre.","CGMS002903",NA,NA,"Phil.","V.J. Pott","2000","11","10","Mato Grosso do Sul","Jardim","Nascente do rio Olho d#?#água, próximo a escada por onde entram os turistas.","-56.4166667","-21.4333333",NA,NA,NA,NA,"-56,4166667","-21,4333333",NA,NA,NA,NA,"2000","11","10",NA,NA,NA,NA,NA
"65","2021-04-07 11:41:05-03","UFMS","CGMS","66554","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","V.M. Cotarelli; C.O. Souza; L.S. Damascena; N.M.P. Braga","988",NA,"Brasil",NA,NA,NA,"CGMS1099515",NA,NA,"Phil.","V.J. Pott","2011","07","22","Bahia","Sento Sé","Parque Nacional Boqueirão da Onça, Brejo da Martinha.","-41.2930555","-9.8813889","474","474",NA,NA,"-41,2930555","-9,8813889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:41:05-03","UFMS","CGMS","76952","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","V.J. Pott; A. Pott","9382",NA,"Brasil",NA,NA,"Flor ausente. Fruto ausente. Habitat: Caixa de empréstimo com Eichhornia crassipes e Salvinia auriculata. Solo argiloso. Relevo plano. Habito: Erva aquática flutuante livre. Esparsa.","CGMS1109940",NA,NA,"Phil.","V.J. Pott","2007","06","12","Mato Grosso","Poconé","Rodovia MT-370, fundos da sede do Hotel SESC Pantanal, 40,5 km de Poconé.","-56.3769445","-16.5111111","125","125",NA,NA,"-56,3769445","-16,5111111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:41:05-03","UFMS","CGMS","66553","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","V.M. Cotarelli; C.O. Souza; L.S. Damascena; N.M.P. Braga","982",NA,"Brasil",NA,NA,NA,"CGMS1099514",NA,NA,"Phil.","V.J. Pott","2011","07","21","Bahia","Sento Sé","Parque Nacional Boqueirão da Onça, Povoado do Limoeiro. Coleta próxima a uma nascente dentro da propriedade particular.","-41.3383333","-10.0516667","539","539",NA,NA,"-41,3383333","-10,0516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:41:05-03","UFMS","CGMS","30827","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","C. Bona; S.C. Alves-da-Silva; A.A. Padial","596",NA,"Brasil",NA,NA,"Material em álcool 70%. Habitat: Banco de macrófitas, juntamente com Eichhornia crassipes e Salvinia auriculata. Habito: Erva aquática flutuante livre.","CGMS1060240",NA,NA,"Phil.","V.J. Pott","2011","10","07","Paraná","Piraquara","Reservatório Piraquara I.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,"2011","11","30",NA,NA,NA,NA,NA
"69","2021-04-07 11:41:05-03","UFMS","CGMS","30829","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","C. Bona; S.C. Alves-da-Silva; A.A. Padial","599",NA,"Brasil",NA,NA,"Material em álcool 70%. Habitat: Banco de macrófitas, juntamente com Eichhornia crassipes e Salvinia auriculata. Habito: Erva aquática flutuante livre.","CGMS1060242",NA,NA,"Phil.","V.J. Pott","2011","10","07","Paraná","Piraquara","Reservatório Piraquara I.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,"2011","11","30",NA,NA,NA,NA,NA
"70","2020-10-14 09:58:30-03","FURB","FURB","55836","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Schwirkowski, P.","2171",NA,"Brasil",NA,NA,"Área úmida permanente (banhado) Habitat: Em área úmida permanente Habito: Aquática","FURB55836",NA,NA,"Phil.","Schwirkowski, P.","2016","12","18","Santa Catarina","São Bento do Sul","Serra Alta. Estrada de ferro, perto da Estrada Saraiva.","-49.3472222","-26.2888889","800","800","FURB55836",NA,"-49.3472222","-26.2888889",NA,NA,NA,NA,"2016","12","18",NA,NA,NA,NA,NA
"71","2021-03-16 17:50:02-03","UCS","HUCS","43585","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Demeda, C.","173",NA,"Brasil",NA,NA,"margem da lagoa",NA,"Angiospermae","Alismatales","Phil.","Demeda, C.","2015","09","13","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.191136","-29.863114","2","2",NA,NA,"-50.191136","-29.863114",NA,NA,NA,NA,"2015","11","18",NA,NA,NA,NA,NA
"72","2021-03-16 17:50:02-03","UCS","HUCS","44417","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Demeda, C.","198",NA,"Brasil",NA,NA,"Macrófita flutuante; em meio a população de A. filiculoides",NA,"Angiospermae","Alismatales","Phil.","Demeda, C.","2015","11","21","Rio Grande do Sul","Osório","Lagoa do Peixoto - margem leste","-50.270472","-29.885056","4","4",NA,NA,"-50.270472","-29.885056",NA,NA,NA,NA,"2016","01","14",NA,NA,NA,NA,NA
"73","2021-03-21 19:39:59-03","UFC","EAC","31351","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Rocha Neto, J.L.","s.n.","Southern America","Brasil",NA,NA,NA,"EAC0031351","Monocotyledon",NA,"Phil.","Lourenço, A.R.","2002","03","21","Ceará","Fortaleza","Estação Meteorológica do Campus do Pici","-38.543098449707","-3.71722006797791",NA,NA,"EAC0031351",NA,NA,NA,"19924","auto",NA,NA,"2017","08","30",NA,NA,NA,NA,NA
"74","2020-12-21 16:13:17-03","MBM","MBM","414549","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V.J.; Pott, A.; Pott, A.","4264","Southern America","Brazil",NA,NA,"Erva aquática flutuante livre. Esparsa. Flor: estéril.; Rio de águas cristalinas, com vegetação aquática flutuante (Heteranthera zosterifolia e algas). Solo calcário. Relevo plano.","MBM414549",NA,NA,"Phil.","Pott, V.J.","2000","11","10","Mato Grosso do Sul","Jardim","Nascente do rio Olho d'água, Próximo à escada por onde entram os turistas.","-56.416667","-21.433333",NA,NA,NA,NA,"-56.416667","-21.433333",NA,NA,NA,NA,"2000","11","10",NA,NA,NA,NA,NA
"75","2020-12-21 16:31:29-03","MBM","MBM","161508","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Ribas, O.S.","464","Southern America","Brazil",NA,NA,NA,"MBM161508",NA,NA,"Phil.","Pott, V.J.",NA,NA,NA,"Paraná","Curitiba","Pilarzinho","-49.2731018066406","-25.4277992248535",NA,NA,"MBM161508",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:31:29-03","MBM","MBM","140835","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Hatschbach, G.; Silva, J.M.; Silva, J.M.","54380","Southern America","Brazil",NA,NA,NA,"MBM140835",NA,NA,"Phil.","Pott, V.J.",NA,NA,NA,"Paraná","Guaratuba","Piçarras","-48.5746994018555","-25.8827991485596",NA,NA,"MBM140835",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:31:29-03","MBM","MBM","159643","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Pott, V.J.; et al.; et al.","2021","Southern America","Brazil",NA,NA,NA,"MBM159643",NA,NA,"Phil.","Pott, V.J.",NA,NA,NA,"Mato Grosso do Sul","Corumbá","Estrada inacabada para Forte Coimbra, Rod. MS-454, 9,3km da Rod. BR-262, Pantanal","-57.6533012390137","-19.0091991424561",NA,NA,"MBM159643",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:13:17-03","MBM","MBM","396156","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Engels, M.E.","2410","Southern America","Brazil",NA,NA,"Aquática, flutuante, verde. Em lago artificial.; Floresta Ombrófila Mista.","MBM396156",NA,NA,"Phil.","Pereira, S.F.","2014","04","21","Paraná","Carambeí","Catanduva de Fora","-50.0971984863281","-24.9178009033203",NA,NA,"MBM396156",NA,NA,NA,"26641","auto",NA,NA,"2015","02","12",NA,NA,NA,NA,NA
"79","2020-12-21 16:31:29-03","MBM","MBM","63644","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Hatschbach, G.","32652","Southern America","Brazil",NA,NA,NA,"MBM063644",NA,NA,"Phil.","Pott, V.J.",NA,NA,NA,"Paraná","Cerro Azul","Rio Turvo","-49.261100769043","-24.823600769043",NA,NA,"MBM063644",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-09-03 19:16:12-03","MNHN","RECOLNAT_MNHN_P","P02076953","PreservedSpecimen",NA,"Araceae","Lemna","valdiviana","Lemna valdiviana","Puiggari",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02076953' target='other'> <mi>dwc_moreinfo</mi></a>","P02076953",NA,NA,"Phil.",NA,"1885","10","1","São Paulo",NA,"Brésil prov. de Sao Paulo. Apiahy.",NA,NA,NA,NA,"P02076953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3277",NA,NA,NA
"81","2015-09-03 19:16:12-03","MNHN","RECOLNAT_MNHN_P","P02076964","PreservedSpecimen",NA,"Araceae","Lemna","valdiviana","Lemna valdiviana","Reineck|Czermack",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02076964' target='other'> <mi>dwc_moreinfo</mi></a>","P02076964",NA,NA,"Phil.",NA,"1897","7","18","Rio Grande do Sul","Porto Alegre","Marécage près de l´Avenida Brasil. Navegantes.","-51.2299995422363","-30.0331001281738",NA,NA,"P02076964_01",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,"8",NA,NA,NA
"82","2020-12-11 11:43:23-03","UFMG","BHCB","59970","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Hatschbach, G; et al.","54380","Southern America","Brasil",NA,NA,"Aquática, flutuante; águas de valos na restinga. Alt.: 3-5 m.; aquática, flutuante; águas de valos na restinga, Alt: 3-5m",NA,"Monocotyledon",NA,"Phil.",NA,"1990","07","06","Paraná","Guaratuba","Piçarras","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-07-29 13:25:00-03","UFMA","MAR","11532","S","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","SILVA JUNIOR, W.R.; FERREIRA, A.W.C.","300",NA,"Brasil",NA,NA,"Planta aquática de pequeno porte; flutuante; indivíduos soltos contidos no envelope da exsicata; Nome popular: lentilha d'água.",NA,NA,NA,"Phil.","FERREIRA, A.W.C.; ANDRADE, I.M.","2019","03","06","Maranhão","Igarapé do Meio","Ponte sobre o Igarapé Puraquéu","-45.029444","-3.593333",NA,NA,NA,NA,"45º1'46W","3º35'36S",NA,NA,NA,NA,"2019","03","15",NA,NA,NA,NA,NA
"84","2019-07-29 13:25:00-03","UFMA","MAR","11533","S","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","SILVA JUNIOR, W.R.; FERREIRA, A.W.C.","301",NA,"Brasil",NA,NA,"Planta aquática de pequeno porte; flutuante; indivíduos soltos contidos no envelope da exsicata; Nome popular: lentilha d'água.",NA,NA,NA,"Phil.","FERREIRA, A.W.C.; ANDRADE, I.M.","2019","03","06","Maranhão","Igarapé do Meio","Ponte sobre o Igarapé Puraquéu","-45.029444","-3.593333",NA,NA,NA,NA,"45º1'46W","3º35'36S",NA,NA,NA,NA,"2019","03","15",NA,NA,NA,NA,NA
"85","2021-02-11 17:19:22-03","UFPR","UPCB","45980","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Dunaiski Jr., A.","1592",NA,"Brasil",NA,NA,"Proliferação homogênea em um lago no interior da floresta..",NA,NA,NA,"Phil","Guimarães, O.A.","2000","08","02","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,"2002","09","10",NA,NA,NA,NA,NA
