"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","typeStatus"
"15","2021-04-05 14:33:49-03","UNESC","CRI","6343","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","C. M. Steiner","V. Citadini-Zanette; R. dos Santos & J. Silvano & Z. P. Topanotti",NA,"1998","07","22","Brasil","Santa Catarina","Criciúma","Bairro Mina União, Parque Ecológico Municipal José Milanese.","-49.431944","-28.69","49º25'55''W","28º41'24''S","58","58","Habito: arbustiva","CRI005494","CRI005494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:49-03","UNESC","CRI","6249","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Vanilde Citadini- Zanette","V. Citadini-Zanette; R. dos Santos & A. J. de Aguiar","2529","1993","01","06","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habito: arvoreta","CRI005672","CRI005672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:47-03","UNESC","CRI","11870","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Jean Gabriel Cemim, Marciel Fernandes & Kleber Emerick","Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo",NA,"-49.685","-28.915556","49º41'6''W","28º54'56''S","30","30",NA,"CRI005499","CRI005499","2009","08","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:49-03","UNESC","CRI","8478","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Vanilde C. Zanette","Kleber Haileê Emerich",NA,"2008","07","15","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30","Habitat: mata ciliar","CRI005485","CRI005485","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:42-03","UNESC","CRI","9249","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.",NA,"Birgit Harter Marques; Ricardo Vicente",NA,"2006","04","20","Brasil","Santa Catarina","Siderópolis","Malha II leste.","-49.425278","-28.598889","49º25'31''W","28º35'56''S",NA,NA,NA,"CRI005490","CRI005490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:47-03","UNESC","CRI","11429","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","D. Falkenberg","R.M. Klein","7192","1967","02","15","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.496667","-27.558611","48º29'48''W","27º33'31''S","200","200","Habitat: mata Habito: arvoreta","CRI005496","CRI005496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:33:47-03","UNESC","CRI","1473","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.",NA,"R. Negrelle; et al.","7","1992","01","11","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","Habito: arvoreta","CRI005675","CRI005675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:25:41-03","UNESC","CRI","14052","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Renato Colares","Valdemar Boff",NA,"2010","06","29","Brasil","Santa Catarina","Urussanga",NA,"-49.3175","-28.522778","49º19'3''W","28º31'22''S",NA,NA,"Habitat: Terrestre Habito: Arbórea","CRI012702",NA,"2018","10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:33:49-03","UNESC","CRI","7679","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Vanilde Citadini- Zanette","Jean Gabriel Cemin",NA,"2007","11","29","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30",NA,"CRI005687","CRI005687","2008","04","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:33:47-03","UNESC","CRI","1737","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","V. C. Zanette","V. Citadini-Zanette; R. dos Santos","1716","1992","10","15","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habitat: interior da mata","CRI005677","CRI005677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:33:49-03","UNESC","CRI","1781","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Daniel B. Falkenberg","V. Citadini-Zanette; C. M. Martinello","1758","1992","12","14","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habitat: interior da mata Habito: arvoreta","CRI005679","CRI005679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:33:49-03","UNESC","CRI","907","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","V. C. Zanette","Vanilde Citadini Zanette; F. M. Bastos","798","1987","12","21","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30",NA,"CRI005489","CRI005489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:25:42-03","UNESC","CRI","3233","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette","1856","1992","08","21","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005683","CRI005683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:25:41-03","UNESC","CRI","1013","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Kikio Yamamoto","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Robson dos Santos","1291","1992","08","21","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005678","CRI005678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:33:47-03","UNESC","CRI","11718","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.",NA,"Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo",NA,"-49.681944","-28.928056","49º40'55''W","28º55'41''S","30","30",NA,"CRI005500","CRI005500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:33:49-03","UNESC","CRI","4861","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.",NA,"Clair Maria Martinello","10","1995","09","02","Brasil","Santa Catarina","Criciúma","Parque Ecológico Municipal José Milanese - Mina União.","-49.431944","-28.69","49º25'55''W","28º41'24''S","58","58","Habitat: beira da mata Habito: arvoreta","CRI005673","CRI005673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:25:42-03","UNESC","CRI","3109","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Raquel Rejane Bonatto Negrelle","Robson dos Santos; Raquel Rejane Bonatto Negrelle","65","1993","12","22","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha (Bairro Itapema Norte).","-48.616389","-26.1175","48º36'59''W","26º7'3''S","5","5","Habitat: mata Atlântica (formação terras baixas) Habito: arbusto","CRI005681","CRI005681","1994","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 14:25:42-03","UNESC","CRI","3530","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Marcos Sobral","Robson dos Santos","172","1994","11","09","Brasil","Santa Catarina","Siderópolis",NA,"-49.416667","-28.583333","49º25'0''W","28º35'0''S","147","147",NA,"CRI005484","CRI005484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-05 14:25:41-03","UNESC","CRI","13957","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Fabio Speck","Alexandre Medeiros","937","2018","08","11","Brasil","Santa Catarina","Balneário Camboriú","Barra APA Costa Brava","-48.595556","-27.006111","48º35'44''W","27º0'22''S",NA,NA,"Habitat: Terrestre Habito: Arbórea","CRI012568",NA,"2018","08","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-05 14:25:42-03","UNESC","CRI","3403","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Vanilde Citadini- Zanette","Robson dos Santos","111","1994","09","17","Brasil","Santa Catarina","Forquilhinha","Horto Florestal de Forquilhinha.","-49.466667","-28.733333","49º28'W","28º44'S","42","42",NA,"CRI005685","CRI005685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-05 14:25:42-03","UNESC","CRI","14348","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Gasper, A.L. de","Schwirkowski, P.","2279","2017","07","15","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.055","-26.224722","49º3'18''W","26º13'29''S","700","700","Flores amarelas Habitat: Heliófita Habito: Árvore","CRI013502","CRI013502","2017","11","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-05 14:25:42-03","UNESC","CRI","4385","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","V. C. Zanette","Valdemar Boff","318","1995","12","08","Brasil","Santa Catarina","Imbituba","Lagoa do Peri.","-48.670556","-28.240556","48º40'14''W","28º14'26''S","2","2",NA,"CRI005676","CRI005676","1997","06","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-05 14:25:42-03","UNESC","CRI","3322","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1928","1993","03","21","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005686","CRI005686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-05 14:25:41-03","UNESC","CRI","11430","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","D. B. Falkenberg","R.M. Klein","7434","1967","05","18","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.599444","-27.596944","48º35'58''W","27º35'49''S","200","200","Habitat: mata Habito: arbusto","CRI005495","CRI005495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-05 14:33:49-03","UNESC","CRI","283","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","V. C. Zanette","V. Citadini-Zanette; Silva Caznok","511","1982","01","14","Brasil","Santa Catarina","Siderópolis","Alto Rio Fiorita.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","111","111","Habito: árvore","CRI005674","CRI005674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-05 14:25:42-03","UNESC","CRI","8451","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.",NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.793056","-29.356667","49º47'35''W","29º21'24''S",NA,NA,NA,"CRI005492","CRI005492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-05 14:25:41-03","UNESC","CRI","13881","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Alexandre Medeiros","Alexandre Medeiros","969","2018","06","02","Brasil","Santa Catarina","Balneário Camboriú","Barra APA Costa Brava","-48.595556","-27.006111","48º35'44''W","27º0'22''S",NA,NA,"Flor amarela Habitat: Terrestre Habito: Arbustivo","CRI012492",NA,"2018","06","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-05 14:25:41-03","UNESC","CRI","12622","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(A.DC.) Baill.","Aline Votri Guislon & Renato colares","Alexandre Medeiros",NA,"2017","06","13","Brasil","Santa Catarina","Balneário Camboriú","Praia da Laranjeiras.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 482. Fruto verde.","CRI010836",NA,"2017","09","18","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-23 10:42:02-03","E","E","360243","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora",NA,NA,"Sellow, F.",NA,NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00360243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00360243",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:385910",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-23 10:42:02-03","E","E","360242","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora",NA,NA,"Sellow, F.",NA,NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00360242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00360242",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:385911",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1128200","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(DC.) Baill.","L. B. Smith","R. M. Klein","1135","1955","02","08","Brazil","Santa Catarina",NA,"Cunhas, Itajaí",NA,NA,NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276016' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128200","NY01128200_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","1128204","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(DC.) Baill.","F. C. Hoehne","F. C. Hoehne","30210","1933","03","24","Brazil","São Paulo",NA,"Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276022' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128204","NY01128204_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1128058","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(DC.) Baill.","K. Yamamoto","A. F. M. Glaziou","13663",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274915' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128058","NY01128058_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","1128197","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(DC.) Baill.","L. B. Smith","R. Reitz","4203","1957","05","25","Brazil","Santa Catarina",NA,"Pôrto do Palmital, Garuva, S. Francisco do Sul",NA,NA,NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276010' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128197","NY01128197_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1128083","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(DC.) Baill.","K. Yamamoto","P. K. H. Dusén","8314","1909","03","22","Brazil","Paraná",NA,"Ypiranga",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128083","NY01128083_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","642159","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","parviflora","Ouratea parviflora","(DC.) Baill.","G. G. Hatschbach","A. C. Cervi","2655","1989","03","28","Brazil","Paraná","Quatro Barras","Rio do Corvo","-49.0767","-25.3658",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642159","NY00642159_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
