"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","26572","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Nakano, E.M.",NA,"Brasil",NA,NA,NA,"BOTU026572",NA,NA,NA,NA,"(Planch.) Engl","Yamamoto, K.","1997","09","12","Paraná","Tibagi",NA,NA,NA,NA,NA,NA,"1998","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:46:16-03","EAO","IAN","31247","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Sellow, F","Southern America","Brasil",NA,NA,NA,"IAN031247",NA,"s.n.","Dicotiledônea",NA,"(G.Planch.) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:22:00-03","UFBA","ALCB","040390","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Silva, JM; Abe, LM","Southern America","Brasil",NA,NA,"Arbusto, 1 m, flor amarela.; Matinha nebular.","ALCB037557",NA,"2307","Dicotyledon",NA,"(Planch.)Engler","Hatschbach, G","1998","04","08","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672","ALCB037557","61623","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:55:56-03","NBC","NL-BOTANY","L.2398690","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2398690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2398690",NA,NA,NA,"Malpighiales","Engl.",NA,"1961","08","22",NA,NA,"Parana. Bocaiuva do Sul. Lapinha.",NA,NA,"NL-L2398690",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 12:17:15-03","ESALQ","ESA","75276","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.",NA,"Brasil",NA,NA,"Árvore, 10m alt. Flores amarelas. Interior de mata.","ESA075276",NA,"93.0","Magnoliophyta",NA,"(Planchon) Engl.","Yamamoto, K.","2001","04","11","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente.","-467.333",NA,"ESA075276",NA,NA,NA,"-467,333","-23,983,333",NA,"800","800",NA,NA,NA,NA,NA
"16","2020-11-04 12:17:15-03","ESALQ","ESA","75249","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.",NA,"Brasil",NA,NA,"Arbusto, 50cm alt. Flores amarelas, frutículos roxos.","ESA075249",NA,"65.0","Magnoliophyta",NA,"(Planchon) Engl.","Yamamoto, K.","2001","04","11","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente.","-467.333",NA,"ESA075249",NA,NA,NA,"-467,333","-23,983,333",NA,"800","800",NA,NA,NA,NA,NA
"17","2020-11-04 12:17:15-03","ESALQ","ESA","61981","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Silva, J.M. et al.",NA,"Brasil",NA,NA,NA,"ESA061981",NA,"2327.0","Magnoliophyta",NA,NA,NA,"1998","04","20","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672","ESA061981","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 12:17:15-03","ESALQ","ESA","2345","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.",NA,"Brasil",NA,NA,NA,"ESA002345",NA,"46659.0","Magnoliophyta",NA,NA,NA,"1983","03","23","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672","ESA002345","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:17:15-03","ESALQ","ESA","49215","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Nakano, E.M. et al.",NA,"Brasil",NA,NA,NA,"ESA049215",NA,NA,"Magnoliophyta",NA,NA,NA,"1997","09","12","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625","ESA049215","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:32:21-03","MN","R","7992","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Glaziou, A.F.M.",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007992",NA,"2861",NA,NA,"Engl.","Yamamoto, K.","1868","09","08","Rio de Janeiro",NA,NA,NA,NA,"R000007992_001",NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:33:42-03","IAP","PACA-AGP","85449","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","R. Depieri",NA,"Brasil",NA,NA,"Arbusto 2m alt., fruto vermelho. Escassa Habitat: Mata ciliar","PACA085449",NA,NA,"Magnoliophyta","Theales","(Planch.) Engl.","K. Yamamoto","1997","09","14","PR","Tibagi","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,"56988","auto","1998",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:22:10-03","UNICAMP","UEC","153333","S","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","?",NA,"Brazil",NA,NA,NA,"UEC070730",NA,"s.n.","Magnoliopsida",NA,"(G.Planch.) Engl.","Yamamoto, K",NA,NA,NA,"São Paulo",NA,"Alto da Serra do Mar.",NA,NA,"UEC070730",NA,NA,"1978",NA,NA,NA,NA,NA,"11","08",NA,NA,NA
"23","2021-03-01 16:37:21-03","UNICAMP","UEC","158032","S","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Meireles, LD; Gonçalves, APS; Soares Júnior, FJ; Meneghetti, GIP; Rodrigues, RR",NA,"Brazil",NA,NA,"Árvore, 10m alt. Flores amarelas. Interior da mata.; Floresta ribeirinha altomontana com campo adjacente.","UEC015400",NA,"93","Magnoliopsida",NA,"(G.Planch.) Engl.","Yamamoto, K","2001","04","11","São Paulo","Parque Estadual da Serra do Ma","Núcleo Curucutu, Trilha do campo.",NA,NA,"UEC015400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-20 10:22:10-03","UNICAMP","UEC","158542","S","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Porto, L",NA,"Brazil",NA,NA,NA,"UEC032817",NA,"349","Magnoliopsida",NA,"(G.Planch.) Engl.","Yamamoto, K","1915",NA,NA,"São Paulo","Aparecida d'Oeste",NA,"-50.8800010681152","-20.4400005340576","UEC032817","15377","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:22:10-03","UNICAMP","UEC","148079","S","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Assumpção, CT; Carreia, A",NA,"Brazil",NA,NA,"Shrub, 1,5m; sandy soil.",NA,NA,"s.n.","Magnoliopsida",NA,"(G.Planch.) Engl.",NA,"1978","10","13","São Paulo","Santo André","Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"27258","auto",NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA
"26","2020-12-04 13:19:32-03","UDESC","LUSC","8546","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.",NA,"Brasil",NA,NA,NA,"LUSC007714",NA,"2792",NA,NA,"(Planch.) Engl.","Stival-Santos, A.","2010","05","21","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.7785987854004","-27.6881008148193","LUSC007714","22435","auto","2010",NA,NA,NA,NA,NA,"05","19",NA,NA,NA
"27","2019-11-08 08:54:05-03","FURB","FURB","49311","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Oliveira, A.A. de",NA,"Brasil",NA,NA,NA,"FURB49311",NA,"2857",NA,NA,"(Planch.) Engl.","Oliveira, AA de","2015","12","09","Santa Catarina","Alfredo Wagner","Soldadinho.","-49.41","-27.6291667","FURB49311",NA,NA,"2015","-49.4100000","-27.6291667",NA,"771","771","12","09",NA,NA,NA
"28","2020-10-14 10:03:45-03","FURB","FURB","20652","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Verdi, M.; Hasckel, R.P. & Klemz, G.",NA,"Brasil",NA,NA,"Fito IFFSC 221 /N/12 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB33440",NA,"3884",NA,NA,"(Planch.) Engl.","Sobral, M","2009","06","17","Santa Catarina","Anitápolis","Rio do Meio.","-49.23","-27.9","FURB33440",NA,NA,"2010","-49.2300000","-27.9000000",NA,"602","602","01","25",NA,NA,NA
"29","2020-10-14 10:03:45-03","FURB","FURB","26857","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.",NA,"Brasil",NA,NA,"Florística IFFSC 286 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; flor amarela","FURB02631",NA,"2792",NA,NA,"(Planch.) Engl.","Stival-Santos, A","2010","05","21","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","FURB02631",NA,NA,"2010","-48.7800000","-27.7200000",NA,"612","612","06","30",NA,NA,NA
"30","2020-10-14 10:03:45-03","FURB","FURB","42499","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Caglioni, E.; et al.",NA,"Brasil",NA,NA,NA,"FURB33444",NA,"254",NA,NA,"(Planch.) Engl.","Uhlmann, A","2012","05","21","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.0591667","FURB33444",NA,NA,"2012","-49.0783334","-27.0591667",NA,"320","320","08","01",NA,NA,NA
"31","2020-10-14 10:03:45-03","FURB","FURB","42615","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Caglioni, E.; et al.",NA,"Brasil",NA,NA,NA,"FURB33443",NA,"206",NA,NA,"(Planch.) Engl.","Uhlmann, A","2012","05","26","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.0591667","FURB33443",NA,NA,"2012","-49.0783334","-27.0591667",NA,"320","320","06","01",NA,NA,NA
"32","2021-03-16 17:53:24-03","UCS","HUCS","23547","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Motta, J.T.",NA,"Brasil",NA,NA,"flores amarelas,fruto imaturo verde-avermelhados sobre pedúnculo carnoso, vináceo; cerradão",NA,NA,"2229","Angiospermae","Malpighiales","(Planch.) Engl.","Hatschbach, G.","1991","05","03","Paraná","Jaguariaíva","Fazenda Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,"44368","auto","2003",NA,NA,NA,"930","930",NA,NA,NA,NA,NA
"33","2019-08-16 08:40:19-03","UTFPR","HCF","9419","S","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","B.P. Santos",NA,"Brasil",NA,NA,"arvoreta heliófita, com flores amarelas.",NA,NA,NA,NA,NA,"(Planch.) Engl.","E. Barboza & J. Cordeiro","2011","03","22","PR","Campo Mourão","BR-487, estrada boiadeira","-52.496944","-23.993333",NA,NA,NA,"2011","52°29'49 W","23°59'36 S",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:37:54-03","MBM","MBM","11045","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM011045",NA,"21345",NA,NA,"(Planch.) Engl.","Yamamoto, K.",NA,NA,NA,"Paraná","Balsa Nova","Serra Santana","-49.6356010437012","-25.5839004516602","MBM011045","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:37:54-03","MBM","MBM","52778","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM052778",NA,"8274",NA,NA,"(Planch.) Engl.","Smith, L.B.",NA,NA,NA,"Paraná","Bocaiúva do Sul","Lapinha","-49.1150016784668","-25.2061004638672","MBM052778","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:37:54-03","MBM","MBM","108964","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM108964",NA,"50784",NA,NA,"(Planch.) Engl.","Hatschbach, G.",NA,NA,NA,"Paraná","Bocaiúva do Sul","Passa Vinte","-49.1150016784668","-25.2061004638672","MBM108964","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:37:54-03","MBM","MBM","32743","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM032743",NA,"33769",NA,NA,"(Planch.) Engl.","Hatschbach, G.",NA,NA,NA,"Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043","MBM032743","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:37:54-03","MBM","MBM","8561","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM008561",NA,"20054",NA,NA,"(Planch.) Engl.","Yamamoto, K.",NA,NA,NA,"Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611","MBM008561","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:37:54-03","MBM","MBM","225413","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Dombrowski, L.T.","Southern America","Brazil",NA,NA,"Árvore; frequente.","MBM225413",NA,"12660",NA,NA,"(Planch.) Engl.","Chacon, R.G.","1981","09","02","Paraná","Palmeira","Fazenda Santa Ria","-50.0064010620117","-25.4293994903564","MBM225413","35166","auto","2009",NA,NA,NA,NA,NA,"12","07",NA,NA,NA
"40","2020-12-21 16:37:54-03","MBM","MBM","8557","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM008557",NA,"16783",NA,NA,"(Planch.) Engl.","Yamamoto, K.",NA,NA,NA,"Paraná","Paranaguá","Colônia Pereira","-48.5092010498047","-25.5200004577637","MBM008557","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:37:54-03","MBM","MBM","253002","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Jönsson, G.","Southern America","Brazil",NA,NA,NA,"MBM253002",NA,"233",NA,NA,"(Planch.) Engl.",NA,NA,NA,NA,"Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545","MBM253002","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:37:54-03","MBM","MBM","424184","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowi","Ouratea sellowi","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","Southern America","Brazil",NA,NA,"Arbusto, flor amarela.; Floresta Ombrófila Mista.","MBM424184",NA,"1722",NA,NA,"(Planch.) Engl.","Jesus, J.M.A.","2019","07","10","Paraná","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,"56988","auto","2019",NA,NA,NA,NA,NA,"10","01",NA,NA,NA
"43","2020-12-21 16:37:54-03","MBM","MBM","418292","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Roher, D.; Ariati, V.; Brotto, M.L.; Ariati, V.; Brotto, M.L.","Southern America","Brazil",NA,NA,"Árvore com 2,5 m de altura.; Floresta Ombrófila Mista.","MBM418292",NA,"485",NA,NA,"(Planch.) Engl.","Brotto, M.L.","2019","02","27","Paraná","Tibagi","Resgate de Flora UHE Tibagi Montante","-50.407778","-24.533333",NA,NA,NA,"2019","-50.407778","-24.533333",NA,"719","719","05","15",NA,NA,NA
"44","2020-12-21 16:37:54-03","MBM","MBM","230798","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Depieri, R.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM230798",NA,"s.n.",NA,NA,"(Planch.) Engl.","Yamamoto, K.",NA,NA,NA,"Paraná","Tibagi","Cânion Guartelá","-50.4136009216309","-24.5093994140625","MBM230798","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:37:54-03","MBM","MBM","8562","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM008562",NA,"20003",NA,NA,"(Planch.) Engl.","Yamamoto, K.",NA,NA,NA,"Paraná","Arapoti","Rio das Perdizes","-49.8266983032227","-24.1578006744385","MBM008562","41852","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:37:54-03","MBM","MBM","227357","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Silva, J.M.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","Southern America","Brazil",NA,NA,NA,"MBM227357",NA,"2327",NA,NA,"(Planch.) Engl.","Hatschbach, G.",NA,NA,NA,"Paraná","Balsa Nova","Serra da Bocaina","-49.6356010437012","-25.5839004516602","MBM227357","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:37:54-03","MBM","MBM","52777","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM052777",NA,"687",NA,NA,"(Planch.) Engl.","Smith, L.B.",NA,NA,NA,"Paraná","Bocaiúva do Sul","Bocaiúva do Sul, arredores","-49.1150016784668","-25.2061004638672","MBM052777","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:37:54-03","MBM","MBM","227358","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Silva, J.M.; Abe, L.M.; Abe, L.M.","Southern America","Brazil",NA,NA,NA,"MBM227358",NA,"2307",NA,NA,"(Planch.) Engl.","Hatschbach, G.",NA,NA,NA,"Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672","MBM227358","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:37:54-03","MBM","MBM","82670","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","sellowii","Ouratea sellowii","Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM082670",NA,"36659",NA,NA,"(Planch.) Engl.","Hatschbach, G.",NA,NA,NA,"Paraná","Bocaiúva do Sul","Serra Santana","-49.1150016784668","-25.2061004638672","MBM082670","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
