"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"375","2020-12-20 21:18:43-03","UFV","VIC","2085","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Kulhmann","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Fazenda Criciuma","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC002085","VIC002085",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"376","2020-12-20 21:18:43-03","UFV","VIC","11222","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Silva, A.F.; Capellari, J.r.L.","1486","1986","10","08","Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de ate 10 m, folhas brilhantes, botões florais de cor verde,casca rosada, lenho creme , suber liso, ramos decumbentes.","VIC011222","VIC011222",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"377","2020-12-20 21:18:43-03","UFV","VIC","13649","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Mota, A.L.P.; et al.","1193","1992","07","28","Brasil","Minas Gerais",NA,"Flora do Vale do Araguari",NA,NA,NA,NA,NA,NA,"Botões florais esverdeados, folhas alternas glabras,nervura secundária saindo na base, pecólos curvos, casca bastante lenticelada em sentido vertical,casca interna vermelha beterraba.CAP47+38cm, H 6 m.","VIC013649","VIC013649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2020-12-20 21:18:43-03","UFV","VIC","18017","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Ana Luiza","s.n.","1995","08","14","Brasil","Bahia",NA,"FLONA Rio Preto",NA,NA,NA,NA,NA,NA,"Altura de 26 m, P4 n°111","VIC018017","VIC018017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-12-20 21:18:43-03","UFV","VIC","20233","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Meira, Neto J A","2155","1994","09",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV Mata da Sivicultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Planta jovem de 0,5 m de altura.","VIC020233","VIC020233",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"380","2020-12-20 21:18:43-03","UFV","VIC","20524","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Meira, Neto J A","s.n.","1993","11",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV Mata da Sivicultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 9 m de altura.","VIC020524","VIC020524",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"381","2020-12-20 21:18:43-03","UFV","VIC","4962","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Hattsbach, G.","s.n.",NA,NA,NA,"Brasil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Árvore de 8 m, flor creme,mata pluvial de planicie litoranea.","VIC004962","VIC004962",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"382","2020-12-20 21:18:43-03","UFV","VIC","24058","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Cordeiro, I.,.; et al.","s.n.",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Árvore de 4 m altura,pedicelos e corola creme esverdeados, os primeiros formando-se avermelhados posteriormente.","VIC024058","VIC024058",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"383","2020-12-20 21:18:43-03","UFV","VIC","10952","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Silva, A.F.","s.n.",NA,NA,NA,"Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de ate 15 m, casca vermelha, lenho alaranjado.","VIC010952","VIC010952",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"384","2020-12-20 21:18:43-03","UFV","VIC","11012","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"Silva, A.F.; Capellari, J.r. .L.","s.n.",NA,NA,NA,"Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de até 15 m, frutos de cálice verde a vinoso,casca vermelha de estrias brancas, lenho creme, súber de placas quadrangulares.","VIC011012","VIC011012",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"385","2021-03-24 17:09:42-03","UFES","SAMES","7878","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Ribeiro,M.","2017","05","17","Ribeiro,M.; Scott A. Mori;Nathan P. Smith","885","2013","09","22","Brasil","Espírito Santo","Pinheiros","Reserva Biológica de Córrego do Veado.","-40.2132987976074","-18.3703002929688","-401466666.0","-183444444.0",NA,NA,"Flores de cor verde claro. Habito: Árvore","SAMES07878",NA,NA,NA,NA,NA,"28525","auto",NA,NA,NA,NA,NA,NA
"386","2021-03-24 17:09:42-03","UFES","SAMES","7488","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Stival-Santos,A.","2009","11","26","Stival-Santos,A.; Legal,E.;Silveira,S.","1388","2009","11","26","Brasil","Santa Catarina","Canelinha","Moura; mata ciliar na beira da estrada","-48.7677993774414","-27.2649993896484","-488711111.0","-271819445.0","260","260","Cálice e pedúnculo rosado; fruto verde Habitat: Floresta Ombrófila Densa Habito: Árvore","SAMES07488",NA,NA,NA,NA,NA,"15006","auto",NA,NA,NA,NA,NA,NA
"387","2021-03-24 17:09:42-03","UFES","SAMES","7487","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Verdi,M.","2010","01","31","Verdi,M.; Klettenberg,D.H.;Klemz,G.","3498","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasíia; interior do fragmento","-49.4575004577637","-28.5156002044678","-494986111.0","-284436111.0","555","555","Flor cálice bordô Habitat: Floresta Ombrófila Densa Habito: Arbórea","SAMES07487",NA,NA,NA,NA,NA,"11745","auto",NA,NA,NA,NA,NA,NA
"388","2021-03-24 17:09:42-03","UFES","SAMES","7878","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Ribeiro,M.","2017","05","17","Ribeiro,M.; Scott A. Mori;Nathan P. Smith","885","2013","09","22","Brasil","Espírito Santo","Pinheiros","Reserva Biológica de Córrego do Veado.","-40.2132987976074","-18.3703002929688","-401466666.0","-183444444.0",NA,NA,"Flores de cor verde claro. Habito: Árvore","SAMES07878",NA,NA,NA,NA,NA,"28525","auto",NA,NA,NA,NA,NA,NA
"389","2021-03-24 17:09:42-03","UFES","SAMES","7488","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Stival-Santos,A.","2009","11","26","Stival-Santos,A.; Legal,E.;Silveira,S.","1388","2009","11","26","Brasil","Santa Catarina","Canelinha","Moura; mata ciliar na beira da estrada","-48.7677993774414","-27.2649993896484","-488711111.0","-271819445.0","260","260","Cálice e pedúnculo rosado; fruto verde Habitat: Floresta Ombrófila Densa Habito: Árvore","SAMES07488",NA,NA,NA,NA,NA,"15006","auto",NA,NA,NA,NA,NA,NA
"390","2021-03-24 17:09:42-03","UFES","SAMES","7487","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Verdi,M.","2010","01","31","Verdi,M.; Klettenberg,D.H.;Klemz,G.","3498","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasíia; interior do fragmento","-49.4575004577637","-28.5156002044678","-494986111.0","-284436111.0","555","555","Flor cálice bordô Habitat: Floresta Ombrófila Densa Habito: Arbórea","SAMES07487",NA,NA,NA,NA,NA,"11745","auto",NA,NA,NA,NA,NA,NA
"391","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064917","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","A. C. Cervi",NA,NA,NA,"A. C. Cervi; J. M. Silva","8811","2004","12","22","Brazil","Santa Catarina",NA,"Garuva, estrada para Monte Crista (Mun. Garuva).","-48.855492","-26.02967",NA,NA,"10",NA,"Fruto creme e cálice róseo e persistente.",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064918","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","G. Hatschbach",NA,NA,NA,"J. M. Silva; F. J. Zelma","194","1986","10","7","Brazil","Parana",NA,"Res. Biol. Sapitanduva (Mun. Antonina).","-48.81152","-25.4483",NA,NA,NA,NA,"Arvore 5 m, flor creme esverdeado.",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064917","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","A. C. Cervi",NA,NA,NA,"A. C. Cervi; J. M. Silva","8811","2004","12","22","Brazil","Santa Catarina",NA,"Garuva, estrada para Monte Crista (Mun. Garuva).","-48.855492","-26.02967",NA,NA,"10",NA,"Fruto creme e cálice róseo e persistente.",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064918","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","G. Hatschbach",NA,NA,NA,"J. M. Silva; F. J. Zelma","194","1986","10","7","Brazil","Parana",NA,"Res. Biol. Sapitanduva (Mun. Antonina).","-48.81152","-25.4483",NA,NA,NA,NA,"Arvore 5 m, flor creme esverdeado.",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2019-11-21 14:40:35-03","UFJF","CESJ","70462","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","M. Verdi","2011","01","20","M. Verdi; S. Dreveck","5808","2010","10","14","Brasil","Santa Catarina","São Bento do Sul","APA Rio Vermelho/Humbold, Braço Esquerdo","-49.236667","-26.366944","-49.236667","-26.366944","334","334","Plano de Manejo APA do Rio Vermelho/Humbold; Floresta Ombrófila Densa; Estádio Sucessional avançado. Árvore ca. 14m alt, flor verde.","CESJ070462",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-11-21 14:40:35-03","UFJF","CESJ","35518","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"R.M. Castro; L.S. Fermandes; B.K.S. Franco; V.R. Almeida; M.O.D. Pivari; D.S. Pifano","735","2001","12","08","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore no declive no interior da mata, ciófita ocasional. Flores e frutos imaturos verdes.","CESJ035518",NA,"Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"397","2020-01-22 18:44:05-03","UFJF","CESJ","73011","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","D.S. Lucena","2019","01","19","L.S. Leoni; J.H.D. Pacheco","7263","2008","10","06","Brasil","Minas Gerais","Faria Lemos","Fazenda Santa Rita","-42.0297012329102","-20.8083000183105",NA,NA,NA,NA,"Interior da floresta. Árvore ereta ca. 8-10m alt.; caule rugoso; ramos patentes; corola de cor verde amarelado.","CESJ073011",NA,"Angiosperma",NA,"América do Sul",NA,"14353","auto",NA,NA,NA,NA,NA,NA
"398","2019-11-21 14:40:35-03","UFJF","CESJ","27958","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"M.L.G. Lisboa","s.n.","1994","05",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"CESJ027958",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"399","2019-11-21 14:40:35-03","UFJF","CESJ","49400","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","A.S.M. Valente","2007",NA,NA,"A.S.M. Valente; P.O. Garcia","s.n.","2007",NA,NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Benedito.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Fitossociologia: 752.","CESJ049400",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA
"400","2019-11-21 14:40:35-03","UFJF","CESJ","70462","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","M. Verdi","2011","01","20","M. Verdi; S. Dreveck","5808","2010","10","14","Brasil","Santa Catarina","São Bento do Sul","APA Rio Vermelho/Humbold, Braço Esquerdo","-49.236667","-26.366944","-49.236667","-26.366944","334","334","Plano de Manejo APA do Rio Vermelho/Humbold; Floresta Ombrófila Densa; Estádio Sucessional avançado. Árvore ca. 14m alt, flor verde.","CESJ070462",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2019-11-21 14:40:35-03","UFJF","CESJ","35518","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"R.M. Castro; L.S. Fermandes; B.K.S. Franco; V.R. Almeida; M.O.D. Pivari; D.S. Pifano","735","2001","12","08","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore no declive no interior da mata, ciófita ocasional. Flores e frutos imaturos verdes.","CESJ035518",NA,"Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"402","2020-01-22 18:44:05-03","UFJF","CESJ","73011","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","D.S. Lucena","2019","01","19","L.S. Leoni; J.H.D. Pacheco","7263","2008","10","06","Brasil","Minas Gerais","Faria Lemos","Fazenda Santa Rita","-42.0297012329102","-20.8083000183105",NA,NA,NA,NA,"Interior da floresta. Árvore ereta ca. 8-10m alt.; caule rugoso; ramos patentes; corola de cor verde amarelado.","CESJ073011",NA,"Angiosperma",NA,"América do Sul",NA,"14353","auto",NA,NA,NA,NA,NA,NA
"403","2019-11-21 14:40:35-03","UFJF","CESJ","27958","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"M.L.G. Lisboa","s.n.","1994","05",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"CESJ027958",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"404","2019-11-21 14:40:35-03","UFJF","CESJ","49400","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","A.S.M. Valente","2007",NA,NA,"A.S.M. Valente; P.O. Garcia","s.n.","2007",NA,NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Benedito.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Fitossociologia: 752.","CESJ049400",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA
"405","2021-04-07 11:46:45-03","UFMS","CGMS","66959","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,"2017","10","24","D.M. Pineda; A.L.B. Sartori; R.C. Oliveira; P.T.A. Ojeda; L.K. Reis","34","2017","10","24","Brasil","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari. Canyons.","-53.3075","-18.2313889","-53,3075","-18,2313889","786","786","Fruto verde com sépalas róseas. Arilo branco. Habitat: Cerrado stricto sensu. Habito: Arbusto. 2,50 m de altura.","CGMS1099920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2021-04-07 11:46:45-03","UFMS","CGMS","12713","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"G. Hatschbach; E. Barbosa, H. Lorenzi","72721","2001","11","27","Brasil","Paraná","Guaraqueçaba","Tagaçaba.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Calice persistente e avermelhado. Habitat: Floresta Atlantica, base do morro. Habito: Árvore. 8,00m de altura.","CGMS1042107",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"407","2021-04-07 11:46:45-03","UFMS","CGMS","68806","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","G. Hatschbach",NA,NA,NA,"G. Hatschbach","9823","1962","11","10","Brasil","Paraná","Guaratuba","Pedra Branca de Araraquara.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Flor creme. Coordenadas geográficas: -25.8827991485596 -48.5746994018555 Habitat: Mata pluvial vertente atlântica. Habito: Árvore, 6,00 m de altura.","CGMS1101764",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"408","2021-04-07 11:46:45-03","UFMS","CGMS","68808","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"G. Hatschbach","11733","1964","10","18","Brasil","Paraná","Guaratuba","Serra de Araraquara.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Flor creme. Coordenadas geográficas: -25.8827991485596 -48.5746994018555 Habitat: Mata. Habito: Árvore, 8,00 m de altura.","CGMS1101766",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"409","2021-04-07 11:46:45-03","UFMS","CGMS","68807","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","G. Hatschbach",NA,NA,NA,"G. Hatschbach; O. Guimarães","14727","1966","09","15","Brasil","Paraná","Morretes","Rio Ipiranga.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flor creme esverdeada. Coordenadas geográficas: -25.476900100708 -48.834400177002 Habitat: Mata pluvial. Habito: Árvore, 10,00 m de altura.","CGMS1101765",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"410","2021-04-07 11:46:45-03","UFMS","CGMS","46536","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","A.C. Cervi","2005",NA,NA,"A.C. Cervi; J.M. Silva","8811","2004","12","22","Brasil","Santa Catarina","Garuva","Garuva, estrada para Monte Crista.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Flor ausente. Fruto creme. Cálice róseo e persistente.","CGMS1076505",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"411","2021-04-07 11:46:45-03","UFMS","CGMS","66959","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,"2017","10","24","D.M. Pineda; A.L.B. Sartori; R.C. Oliveira; P.T.A. Ojeda; L.K. Reis","34","2017","10","24","Brasil","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari. Canyons.","-53.3075","-18.2313889","-53,3075","-18,2313889","786","786","Fruto verde com sépalas róseas. Arilo branco. Habitat: Cerrado stricto sensu. Habito: Arbusto. 2,50 m de altura.","CGMS1099920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2021-04-07 11:46:45-03","UFMS","CGMS","12713","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"G. Hatschbach; E. Barbosa, H. Lorenzi","72721","2001","11","27","Brasil","Paraná","Guaraqueçaba","Tagaçaba.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Calice persistente e avermelhado. Habitat: Floresta Atlantica, base do morro. Habito: Árvore. 8,00m de altura.","CGMS1042107",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"413","2021-04-07 11:46:45-03","UFMS","CGMS","68806","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","G. Hatschbach",NA,NA,NA,"G. Hatschbach","9823","1962","11","10","Brasil","Paraná","Guaratuba","Pedra Branca de Araraquara.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Flor creme. Coordenadas geográficas: -25.8827991485596 -48.5746994018555 Habitat: Mata pluvial vertente atlântica. Habito: Árvore, 6,00 m de altura.","CGMS1101764",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"414","2021-04-07 11:46:45-03","UFMS","CGMS","68808","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"G. Hatschbach","11733","1964","10","18","Brasil","Paraná","Guaratuba","Serra de Araraquara.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Flor creme. Coordenadas geográficas: -25.8827991485596 -48.5746994018555 Habitat: Mata. Habito: Árvore, 8,00 m de altura.","CGMS1101766",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"415","2021-04-07 11:46:45-03","UFMS","CGMS","68807","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","G. Hatschbach",NA,NA,NA,"G. Hatschbach; O. Guimarães","14727","1966","09","15","Brasil","Paraná","Morretes","Rio Ipiranga.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flor creme esverdeada. Coordenadas geográficas: -25.476900100708 -48.834400177002 Habitat: Mata pluvial. Habito: Árvore, 10,00 m de altura.","CGMS1101765",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"416","2021-04-07 11:46:45-03","UFMS","CGMS","46536","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","A.C. Cervi","2005",NA,NA,"A.C. Cervi; J.M. Silva","8811","2004","12","22","Brasil","Santa Catarina","Garuva","Garuva, estrada para Monte Crista.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Flor ausente. Fruto creme. Cálice róseo e persistente.","CGMS1076505",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"417","2021-03-01 16:37:22-03","UNICAMP","UEC","200494","S","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Tamashiro, JY","2008",NA,NA,"Pereira, LS; Belinello, R; Gomes; Rosado, BHP","N118","2008","12","07","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 9 metros de altura. Frequência da espécie na parcela: n=3; Mata Atlântica","UEC158048","UEC158048","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2021-03-01 16:37:22-03","UNICAMP","UEC","160416","S","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Marchiori, NM","2011","05",NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","614","2011","03","11","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333","-45.945278","-23.330333","999","999","Material vegetativo. Cerca de 14 m de altura e 3 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC009946","UEC009946","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2021-03-01 16:37:22-03","UNICAMP","UEC","132871","S","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Urbanetz, C",NA,NA,NA,"Urbanetz, C; Mariuza; Lelo; Domingos","142","2003","10","01","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, 100 msm","-47.916667","-24.883333","-47.916667","-24.883333",NA,NA,"Árvore 10 m, flores com pétalas esverdeadas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-08-20 10:22:11-03","UNICAMP","UEC","144514","S","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Pinho-Ferreira, MA","2006","12",NA,"Pinho-Ferreira, MA; Urbanetz, C; Galvão, JC; Coelho, RLG; Souza, CSD","670","2006","11","20","Brazil","São Paulo","Cananéia","Serra do Tambor, Vale do Ribeira, sul do Estado de São Paulo, Fazenda Folha Larga.","-47.933333","-24.9","-47.933333","-24.9","100","157","Árvore ca. 10m de altura, frutos verdes com lobos vermelhos.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2019-08-20 10:22:11-03","UNICAMP","UEC","147746","S","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Sobral, M","2007","09",NA,"Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","636","2006","05","08","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,"indivíduo E0849, altura 4m",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2019-08-20 10:22:11-03","UNICAMP","UEC","148833","S","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Aranha, BA","2008","10",NA,"Aranha, BA","491","2007","01","08","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","-45.084167","-23.366389","380","380",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
