"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"1","2021-04-05 14:33:47-03","UNESC","CRI","3472","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","Marcos Sobral","Robson dos Santos; Clair Maria Martinello","164","1994","11","12","Brasil","Rio Grande do Sul","Cambará do Sul","-50.144167","-29.047778","50º8'39''W","29º2'52''S","1019","1019","Habitat: mata atlântica Habito: árvore","CRI005215","CRI005215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-08 15:16:32-03","UNESC","CRI","14475","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","Sobral, M","Stival-Santos, A.; Uller, H.F. & Silveira, S.","261","2008","12","12","Brasil","Santa Catarina","Anita Garibaldi","-51.028611","-27.7175","51º1'43''W","27º43'3''S","828","828","Florística IFFSC 261(Arbórea), odor agradável Habitat: Floresta Ombrófila Mista; Estágio Inicial a Médio; interior da mata Habito: flor branca","CRI013596","CRI013596","2009","03","25","Pinheirinho. Pinheirinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:25:39-03","UNESC","CRI","9362","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","M. Sobral","M. Verdi; R. P. Hasckel & G. Klemz","1503","2009","01","29","Brasil","Santa Catarina","Anita Garibaldi","-51.136667","-27.690833","51º8'12''W","27º41'27''S","927","927","Floresta Ombrófila Mista","CRI005221","CRI005221",NA,NA,NA,"Centro De Anita Garibaldi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:33:47-03","UNESC","CRI","11363","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","M. Molz","M. Verdi; B.O. Boeni","6195","2012","02","10","Brasil","Rio Grande do Sul","Muitos Capões","-51.183889","-28.313611","51º11'2''W","28º18'49''S","927","927","Fom - Estepe Habitat: margem do rio Habito: árvore","CRI005216","CRI005216",NA,NA,NA,"Lajeado Bonito/PCH Lajeado Bonito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-09-23 10:41:47-03","E","E","82208","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma",NA,NA,"Silva, J.M. & Cruz, J.M.","1589","1995","12","15","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00082208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00082208",NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:90987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-09-23 10:41:47-03","E","E","285745","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma",NA,NA,"Fiebrig, K.","6472","1905","03","23","PY","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00285745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00285745",NA,NA,NA,NA,"In regione fluminis Alto Paraná.","E. Tropical South America","herbarium specimen of unspecif","BGBASE:297152","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","404969","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","nana","Eugenia nana","O.Berg",NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00404969","NY00404969_01",NA,NA,NA,NA,"South America","sheet",NA,"isotype","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","615723","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand",NA,"G. G. Hatschbach","40528","1977","12","08","Brazil","Paraná","Santa Helena","-54.3328","-24.8606",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615723","NY00615723_01",NA,NA,NA,"Rio Sao Francisco Chico","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","615693","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","A. Schinini","4358","1972","03",NA,"Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615693",NA,NA,NA,NA,"Roquedales cercanos al Salto Piraretá-Piribebuy","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","615715","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. B. Smith","14971","1965","01","22","Brazil","Paraná","Lapa","-49.73","-25.8",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615715","NY00615715_01",NA,NA,NA,"Fazendinha, Rio Passa Dois, 12-15 km southwest of Lapa","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","615700","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand",NA,"P. I. Oliveira","350","1982","02","03","Brazil","Paraná","Lapa","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615700","NY00615700_01",NA,NA,NA,"Lapa, arredores","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","615707","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","2718","1977","11","24","Brazil","Santa Catarina","Mafra","-49.67","-26.25",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378045' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615707","NY00615707_01",NA,NA,NA,"Ca. 15 km west of Rio Negrinho","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615703","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. B. Smith","8231","1956","12","04","Brazil","Santa Catarina","Lajes","-50.3258","-27.8161",NA,NA,"800","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378042' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615703","NY00615703_01",NA,NA,NA,"Rio Bandeirinhas, 23 north of Lajes","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-27 07:44:00-03","NY","NYBG","615692","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma",NA,NA,"Bertoni","470","1944","11","02","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615692",NA,NA,NA,NA,"San Antonio NE de Misiones","South America","sheet",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01096344","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","M. Sobral","G. G. Hatschbach","68772","1998","11","17","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236408' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096344","NY01096344_01",NA,NA,NA,"Virmond, arredores.","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615701","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","R. Kummrow","1825","1982","02","26","Brazil","Paraná","Clevelândia","-52.4706","-26.3958",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615701","NY00615701_01",NA,NA,NA,"Rio Rondinha","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615697","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","G. G. Hatschbach","J. M. Silva","1589","1995","12","15","Brazil","Paraná","Piraquara","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615697","NY00615697_01",NA,NA,NA,"Serra Piramirim","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","615706","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","2712","1977","11","24","Brazil","Santa Catarina","Mafra","-49.67","-26.25",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615706","NY00615706_01",NA,NA,NA,"Ca. 15 km west of Rio Negrinho","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1801308","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand",NA,"E. de Melo","2509","1998","11","08","Brazil","Paraná","Quatro Barras","-48.9267","-25.3319",NA,NA,"850","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801308","NY01801308_01",NA,NA,NA,"Taquari de Cim, ca. 3 km do entroncamento com a estrada da Graciosa.","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","615714","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","C. M. D. E. Legrand","R. Reitz","3577","1948","11","09","Brazil","Santa Catarina","Bom Retiro","-49.4892","-27.7972",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615714","NY00615714_01",NA,NA,NA,"Bom Retiro","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","615708","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","3005","1977","12","28","Brazil","Rio Grande do Sul",NA,"-50.33","-29.42",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615708","NY00615708_01",NA,NA,NA,"Mun. Rolante, Fazenda Englert near Santa Teresa","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615704","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","G. G. Hatschbach","41084","1978","01","03","Brazil","Paraná","Campo Largo","-49.5281","-25.4586",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615704","NY00615704_01",NA,NA,NA,"Bateias","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","615710","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","2458","1977","11","07","Brazil","Paraná","Araucária","-49.5","-25.58",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615710","NY00615710_01",NA,NA,NA,"Rio Iguaçu near highway","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","615722","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand",NA,"L. R. Landrum","3890","1981","11","30","Brazil","Paraná","Mandirituba","-49.25","-25.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615722","NY00615722_01",NA,NA,NA,"Cachoeira and surroundings to Rio Barigui","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 07:44:00-03","NY","NYBG","615691","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma",NA,"L. R. Landrum","C. M. D. E. Legrand","2117","1940","01",NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615691",NA,NA,NA,NA,"Zacuarembo; Gruta de los Helechos","South America","sheet",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","615936","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","17718","1967","11","07","Brazil","Paraná","Sao Joao do Triunfo","-50.2972","-25.6833",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615936","NY00615936_01",NA,NA,NA,"Sao Joao do Triunfo","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","615711","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","2433","1977","11","07","Brazil","Paraná","Contenda","-49.58","-25.67",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615711","NY00615711_01",NA,NA,NA,"Near Contenda","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","615699","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand",NA,"R. Kummrow","1733","1982","02","15","Brazil","Paraná",NA,"-50.003909","-24.788757",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615699","NY00615699_01",NA,NA,NA,"Castro, arredores","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","615709","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","2431","1977","11","07","Brazil","Paraná","Contenda","-49.58","-25.67",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615709","NY00615709_01",NA,NA,NA,"Near Contenda","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","615702","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","R. Reitz","7741","1958","12","10","Brazil","Santa Catarina","Sao Joaquim","-49.9317","-28.2942",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615702","NY00615702_01",NA,NA,NA,"Fazenda da Laranja, Bom Jardim, Sao Joaquim","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","615717","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","C. M. D. E. Legrand","R. Reitz","17790","1965","12","16","Brazil","Paraná","Guarapuava","-51.4581","-25.3956",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615717","NY00615717_01",NA,NA,NA,"Fazenda Campo Real","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","615694","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","R. M. Klein","3761","1962","12","11","Brazil","Santa Catarina","Canoinhas","-50.3897","-26.1772",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615694","NY00615694_01",NA,NA,NA,"Barra Grande","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","615720","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","4016",NA,NA,NA,"Brazil","Paraná","Sao José dos Pinhais","-49.17","-25.5",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615720","NY00615720_01",NA,NA,NA,"New suburb Jupiter","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","615719","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","M. Sobral","M. Sobral","2663","1983","12",NA,"Brazil","Rio Grande do Sul","Cambará do Sul","-50.143208","-29.047894",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615719","NY00615719_01",NA,NA,NA,"Faxinal, Cambará do Sul","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","615716","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","C. M. D. E. Legrand","R. Reitz","7834","1958","12","12","Brazil","Santa Catarina","Sao Joaquim","-49.9317","-28.2942",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615716","NY00615716_01",NA,NA,NA,"Morro Trombudo, Bom Jardim, Sao Joaquim","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","615721","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","4032","1982","01","01","Brazil","Paraná","Piraquara","-49.08","-25.5",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615721","NY00615721_01",NA,NA,NA,"Piraquara, from Piraquara E along railroad ca. 1 km and N along first road crossing railroad ca. 1 km","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","615695","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","C. M. D. E. Legrand","L. B. Smith","14156","1964","12","19","Brazil","Santa Catarina","Guaraciaba","-53.57","-26.53",NA,NA,"400","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615695","NY00615695_01",NA,NA,NA,"Rio Liso, 13 km northwest of Sao Miguel d'Oeste","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","615698","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","S. M. Silva","V. A. de O. Dittrich","s.n.","1996","01","23","Brazil","Paraná","Curitiba","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615698","NY00615698_01",NA,NA,NA,"Parque Barigui","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","615718","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","Z. A. Trinta","1197","1966","01","24","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615718","NY00615718_01",NA,NA,NA,"Inter arroio Grande e Herval","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","615713","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","C. M. D. E. Legrand","L. B. Smith","7688","1956","11","17","Brazil","Santa Catarina","Bom Retiro","-49.4892","-27.7972",NA,NA,"1650","1650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615713","NY00615713_01",NA,NA,NA,"Fazenda Campo dos Padres, Campo dos Padres","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","615705","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","M. Sobral","O. dos S. Ribas","1194","1996","02","10","Brazil","Santa Catarina","Otacílio Costa","-50.1219","-27.4831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615705","NY00615705_01",NA,NA,NA,"Fazenda do Cardoso","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","615696","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","C. M. D. E. Legrand","L. B. Smith","10564","1957","02","01","Brazil","Santa Catarina","Campo Alegre","-49.2656","-26.1925",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615696","NY00615696_01",NA,NA,NA,"Lower fazenda of Ernesto Scheide, Campo Alegre","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","615712","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma","(O.Berg) D.Legrand","L. R. Landrum","G. Jönsson","931a","1914","09","15","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615712","NY00615712_01",NA,NA,NA,"Curityba opp","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","405352","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","euosma","Myrceugenia euosma oblongata","(O.Berg) Mattos",NA,"G. G. Hatschbach","20598",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","-52.4158","-25.4081",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=69363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405352","NY00405352_01",NA,NA,NA,"Pinhal Ralo","South America","sheet",NA,"isotype","Magnoliophyta","Myrtales","oblongata",NA,NA,NA,NA,NA,NA,NA
