"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","class"
"15","2015-07-02 14:42:09-03","JBP","HPL","5160","S","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","H. Lorenzi","5532","2005","08","25",NA,"Brasil","ES","Alto Caparaó","Coletada na estrada de terra, trilha, que da acesso ao Pico da Bandeira em mata de altitude, muito comum.",NA,NA,NA,NA,NA,NA,NA,"G. Heiden",NA,"2015","05","27",NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:33:48-02","IPA","IPA","12675","S","Plantae","Plantae",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro","Andrade-Lima","3758",NA,NA,NA,"Southern America","Brasil","São Paulo",NA,"Campos altos.",NA,NA,NA,NA,"Capítulos alvos.","IPA0012675","IPA0012675","Heiden, G.",NA,"2008","08","12",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:31:29-03","UFJF","CESJ","45649","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","J. Cordeiro; et al.","2170","2004","05","13","América do Sul","Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"Arbusto, 2 m; capítulo alvacento.","CESJ045649","CESJ045649","G. Hatschbach",NA,"2004",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"18","2021-03-01 16:23:16-03","UNICAMP","UEC","168083","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Batista, TA; Naves, AR","386","2011","08","03",NA,"Brazil","Minas Gerais","Itamonte","Hotel Casa Alpina Campo rupestre próximo a pista de voo.","-44.81925","-22.377556","2135",NA,"Arvoreta com 1, 7 m de altura. Folhas discolores com face abaxial verde mais claro com pontinhos pretos. Flores inteiras amarelas. Ritidoma liso estriado.; Ponto 22 - Campo rupestre. Solo afloramento rochoso coberto por Eriocaulaceaes","UEC035907","UEC035907",NA,"2135",NA,NA,NA,NA,NA,"-44.81925","-22.377556",NA,NA,NA
"19","2021-03-01 16:23:16-03","UNICAMP","UEC","168084","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Batista, TA; Naves, AR; Coelho, P","366","2011","06","18",NA,"Brazil","Minas Gerais","Itamonte","Hotel Casa Alpina Nos campos de altitude próximo da pista de voo.","-44.819306","-22.377472","2131",NA,"Arbusto com 1, 60 m de altura. Flores beges amareladas com sépalas vedes.; Ponto 20 - Campo de altitude a 2100 m de altitude. Presênça de arvoretas, arbustos e gramineas. Solo com afloramento rochoso. Há Carquejas, Crotons, Asteraceas,","UEC035906","UEC035906",NA,"2131",NA,NA,NA,NA,NA,"-44.819306","-22.377472",NA,NA,NA
"20","2021-03-01 16:23:16-03","UNICAMP","UEC","198434","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Baitello, JB","1874","2007","09","23",NA,"Brazil","São Paulo","Caieiras","área particular na divisa com o parque estadual do Juquery, atrás do Morro Grande.","-46.740833","-23.363889",NA,NA,"Arbusto, 1,5m. Flor creme.; Campo cerrado","UEC017360","UEC017360","Monge, M",NA,NA,NA,NA,NA,NA,"-46.740833","-23.363889",NA,NA,NA
"21","2021-03-01 16:23:16-03","UNICAMP","UEC","120612","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Meireles, LD","446","2001","08","21",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Afloramento da Pedra do Selado","-46.1446990966797","-22.7553005218506",NA,NA,"Arbusto, 1,5m, capítulos amarelo-claro.","UEC087399","UEC087399",NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA
"22","2021-03-01 16:23:16-03","UNICAMP","UEC","120232","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Meireles, LD","329","2001","06","28",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Afloramento da Pedra do Selado","-46.1446990966797","-22.7553005218506",NA,NA,"Arbusto, 1m.","UEC087400","UEC087400","Nakajima, JN",NA,"2004","09",NA,"22140","auto",NA,NA,NA,NA,NA
"23","2021-03-01 16:23:16-03","UNICAMP","UEC","120601","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Meireles, LD","444","2001","08","21",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Afloramento da Pedra do Selado","-46.1446990966797","-22.7553005218506",NA,NA,"Arbusto, 1,5m, capítulos amarelo-claro.","UEC087401","UEC087401","Nakajima, JN",NA,"2004","09",NA,"22140","auto",NA,NA,NA,NA,NA
"24","2021-03-01 16:23:16-03","UNICAMP","UEC","120611","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Meireles, LD","445","2001","08","21",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Afloramento da Pedra do Selado","-46.1446990966797","-22.7553005218506",NA,NA,"Arbusto, 2m, capítulos esbranquiçados.","UEC087427","UEC087427","Nakajima, JN",NA,"2004","09",NA,"22140","auto",NA,NA,NA,NA,NA
"25","2021-03-01 16:23:16-03","UNICAMP","UEC","168086","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Coelho, P; Batista, TA; Naves, AR","2","2011","06","18",NA,"Brazil","Minas Gerais","Itamonte","Hotel Casa Alpina","-44.8699989318848","-22.283899307251",NA,NA,"Arbusto 1,0 metro. Folha simples, alterna, serreada na borda, botões florais acastanhados. Odor de terebentina, medula esponjosa","UEC035904","UEC035904",NA,NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA
"26","2021-03-01 16:23:16-03","UNICAMP","UEC","1508","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Hatschbach, G","25747","1970","07","03",NA,"Brazil","Paraná","Piraquara","Serra do Emboque. alt. 1200m.","-49.0633010864258","-25.4416999816895",NA,NA,"Arbusto 1m, capítulos creme.; MAtinha nebular.","UEC113828","UEC113828","Barroso, GM",NA,"1973",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"27","2021-03-01 16:23:16-03","UNICAMP","UEC","50268","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Lewinsohn, TM","20709","1988","07","23",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque nacional Itatiaia. Estrada para Agulhas negras. Km. 4 Altitude + - 1800m.","-43.2075004577637","-22.9027996063232",NA,NA,"Arvoreta a 3m. Flores creme comum.","UEC113826","UEC113826","Heiden, G",NA,"2010","09",NA,"57442","auto",NA,NA,NA,NA,NA
"28","2021-03-01 16:23:16-03","UNICAMP","UEC","50270","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Lewinsohn, TM","20710","1988","07","23",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional Itatiaia. Estrada para Agulhas Negras. Km. Altitude + - 1800m.","-43.2075004577637","-22.9027996063232",NA,NA,"Arvoreta a 3m. Flores creme-esverdeadas. de 20709.","UEC113825","UEC113825","Heiden, G",NA,"2010","09",NA,"57442","auto",NA,NA,NA,NA,NA
"29","2021-03-01 16:23:16-03","UNICAMP","UEC","36120","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Souza, LA; Kinoshita, LS; Stevaux, MCS; et al.","16525","1984","09","29",NA,"Brazil","São Paulo","Campos do Jordão","Estrada entre reserva do Inst. Florestal a S. José dos Alpes, +6 km. Alt. 1700 m.","-45.5900001525879","-22.7299995422363",NA,NA,"Arbusto 2 m alt. Capítulos esbranquiçados.; Em mata de encosta e campo de altitude.","UEC113830","UEC113830","Heiden, G",NA,"2010","09",NA,"21048","auto",NA,NA,NA,NA,NA
"30","2021-03-01 16:23:16-03","UNICAMP","UEC","36263","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Kinoshita, LS; Taroda, N","16490","1984","09","22",NA,"Brazil","São Paulo","Campos do Jordão","Estrada entre reserva do inst. Florestal para S. José dos Alpes, +/- 7 Km. Alt. 1700 metros.","-45.5900001525879","-22.7299995422363",NA,NA,"Arbusto em beia da mata. Capítulos velhos.; Em beira de mata.","UEC113827","UEC113827","Heiden, G",NA,"2010","09",NA,"21048","auto",NA,NA,NA,NA,NA
"31","2021-03-01 16:23:16-03","UNICAMP","UEC","36255","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Kinoshita, LS; Taroda, N","16499","1984","09","22",NA,"Brazil","São Paulo","Campos do Jordão","Estrada entre reserva Inst. Florestal a S. José dos Alpes +/- 5 Km.","-45.5900001525879","-22.7299995422363",NA,NA,"Arbusto em beira da mata. Capítulos creme.; Em beira da mata.","UEC113824","UEC113824","Heiden, G",NA,"2010","09",NA,"21048","auto",NA,NA,NA,NA,NA
"32","2021-03-01 16:23:16-03","UNICAMP","UEC","160046","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Sakita, MN","s.n.","2005","07","27",NA,"Brazil","São Paulo","Campos do Jordão","Parque estadual da região de São José dos Alpes, aproximidamente a 1800m de altitude.","-45.5900001525879","-22.7299995422363",NA,NA,"Flores brancas.","UEC017851","UEC017851","Heiden, G",NA,"2017","10","17","21048","auto",NA,NA,NA,NA,NA
"33","2021-03-01 16:23:16-03","UNICAMP","UEC","1485","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","3035","1976","09","29",NA,"Brazil","São Paulo","Campos do Jordão","Reserva do Instituto Florestal, São José dos Alpes. Alt. 1900 m.","-45.5900001525879","-22.7299995422363",NA,NA,"Àrvore 3 m. Capítulos creme.; Beira da mata.","UEC113829","UEC113829","Heiden, G",NA,"2010","09",NA,"21048","auto",NA,NA,NA,NA,NA
"34","2020-10-14 09:58:53-03","FURB","FURB","42597","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Uhlmann, A.; et al.","424","2011","09","01",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Pico da Caledônia.","-42.5869444","-22.3536111","2200",NA,"em escrube altomontana Habitat: Floresta Ombrófila Densa Alto Montana; Habito: arbustiva; flor capítulos creme","FURB16881","FURB16881","Heiden, G.","2200","2017","12","05",NA,NA,"-42.5869444","-22.3536111",NA,NA,NA
"35","2020-06-29 09:29:24-03","UFRRJ","RBR","33142","S","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","G. Heiden; A.L.O. Moura","1003","2008","04","29",NA,"Brasil","Rio de Janeiro","Teresópolis","Base da pedra do Sino","-42.9655990600586","-22.4122009277344",NA,NA,NA,"RBR00033142","RBR00033142","G. Heiden",NA,"2008","04","29","38539","auto",NA,NA,NA,NA,NA
"36","2020-12-21 16:14:35-03","MBM","MBM","418409","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2459","2018","11",NA,"Southern America","Brazil","Santa Catarina","Ponte Alta do Norte","FRP - Fazenda Rio das Pedras","-50.409906","-27.120944",NA,NA,"Arbusto ca. 2 m altura. Folhas que lembram espécies de Podocarpus. Flores com capítulos creme.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","MBM418409",NA,"Meyer, F.S.",NA,"2018","11",NA,NA,NA,"-50.409906","-27.120944",NA,NA,NA
"37","2020-12-21 16:14:35-03","MBM","MBM","217708","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Silva, J.M.; Barboza, E.; Ribas, O.S.; Barboza, E.; Ribas, O.S.","2054","1997","10","05","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, subida ao Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM217708",NA,"Robinson, H.",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"38","2020-12-21 16:14:35-03","MBM","MBM","254055","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","3260","2000","02","25","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM254055",NA,"Ribas, O.S.",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"39","2020-12-21 16:14:35-03","MBM","MBM","131739","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","662","1989","10","31","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375","1300",NA,"Arbusto 1 m, capítulos creme.; Matinha nebular.","MBM131739","MBM131739","Heiden, G.","1300","2014","02","01","17116","auto",NA,NA,NA,NA,NA
"40","2020-12-21 16:14:35-03","MBM","MBM","239424","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Franzen, R.","11","1999","06","05","Southern America","Brazil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","2200",NA,"Arbusto.; Solo rochoso.","MBM239424","MBM239424","Heiden, G.","2200","2010","07","12","19648","auto",NA,NA,NA,NA,NA
"41","2020-12-21 16:14:35-03","MBM","MBM","361177","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Cervi, A.C.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","9601","2010","06","03","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459","1800",NA,"Arbusto, 2,50 m. Capítulos creme.","MBM361177","MBM361177","Heiden, G.","1800","2010","07","12","19648","auto",NA,NA,NA,NA,NA
"42","2020-12-21 16:14:35-03","MBM","MBM","128298","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Lewinsohn, T.","20709","1988","07","23","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459","1800",NA,"Arvoreta a 3 m. Flores creme, comum.","MBM128298","MBM128298","Heiden, G.","1800","2010","07","12","19648","auto",NA,NA,NA,NA,NA
"43","2020-12-21 16:14:35-03","MBM","MBM","70193","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Imaguire, N.","464","1970","09","06","Southern America","Brazil","Rio de Janeiro","Itatiaia","Pico das Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,"Arbusto.","MBM070193","MBM070193","Oliveira, A.S. de",NA,"2005",NA,NA,"19648","auto",NA,NA,NA,NA,NA
"44","2020-12-21 16:14:35-03","MBM","MBM","243962","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Cordeiro, J.; Silva, J.M.; Barboza, E.; Ribas, O.S.; Silva, J.M.; Barboza, E.; Ribas, O.S.","1700","1999","12","28","Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666","1500",NA,"Arbusto, 1,30 m, flor creme.; Campo de altitude.","MBM243962","MBM243962","Heiden, G.","1500","2014","02","01","37493","auto",NA,NA,NA,NA,NA
"45","2020-12-21 16:14:35-03","MBM","MBM","248459","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro Luis","Robim, M.J.","469","1988","02","03","Southern America","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"Arbusto, flores alvas.; Em mata latifoliada.","MBM248459","MBM248459","Heiden, G.",NA,"2010","07","12","21048","auto",NA,NA,NA,NA,NA
"46","2020-12-21 16:14:45-03","MBM","MBM","6837","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","nebulae","Baccharis nebulae","Malag. & Hatschbach ex A.S. Oliveira","Hatschbach, G.","17311","1967","10","05","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465","1950",NA,"Do topo do morro, capítulos alvecentes.; Capítulos alvecentes.; Do too do morro.","MBM006837","MBM006837",NA,"1950",NA,NA,NA,"55154","auto",NA,NA,"HOLOTYPE",NA,NA
"47","2019-11-01 15:27:58-03","PUC-RIO","FCAB","3568","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","J.C. Siqueira","s.n.","1984","09",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Pico da Caledônia","-42.5311012268066","-22.2819004058838",NA,NA,NA,"003568",NA,"G. Heiden",NA,"2007","08","23","33190","auto",NA,NA,NA,NA,NA
"48","2020-10-01 14:15:15-03","JBB","HEPH","17941","S","Plantae","Dicotyledon","Asterales","Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Silva, JM da","662","1989","10","31","Southern America","Brasil",NA,NA,"Morro Mãe Catira",NA,NA,"1300",NA,NA,NA,NA,"Heiden, G","1300","2011","04",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:32:23-03","UFMG","BHCB","27332","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Malag.","Poliquesi, CB; J. Cordeiro","201","1994","11","09","Southern America","Brasil","Paraná","Guaratuba","Serra de Araçatuba.","-48.5746994018555","-25.8827991485596","1300",NA,"Arbusto, 1,7m. Capítulo creme; Mata nebular","BHCB023643",NA,NA,"1300","2013","02","04","41937","auto",NA,NA,NA,NA,NA
"50","2021-02-11 17:18:00-03","UFPR","UPCB","16911","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","grandimucronata","Baccharis grandimucronata","Teodoro","Hatschbach, G.","51452","1987","08","26",NA,"Brasil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia, subida para o planalto",NA,NA,NA,NA,"Arbusto 3m, capítulos alvescentes, feminina. Matinha nebular. Alt.: 2300m s.n.m..",NA,NA,"Hatschbach, G.",NA,"1987","01","01",NA,NA,NA,NA,NA,NA,NA
