"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","coordinatePrecision","geoFlag","class","typeStatus","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"131","2019-12-06 19:29:55-03","UFES","VIES","34259","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","M. Reginato","2016",NA,NA,"Araújo, E.A.","350","2016","09","13","Brasil","Ibitirama","Santa Marta. Parcela 08, indivíduo 163. Parque Nacional do Caparaó","-41.769722","-20.490833","41º46'11''W","20º29'27''S",NA,NA,NA,"VIES034259","VIES034259",NA,NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-12-06 19:29:55-03","UFES","VIES","34264","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","M. Reginato","2016",NA,NA,"Araújo, E.A.","256","2016","01","27","Brasil","Ibitirama","Santa Marta. Parcela 08, indivíduo 855. Parque Nacional do Caparaó","-41.769722","-20.490833","41º46'11''W","20º29'27''S",NA,NA,NA,"VIES034264","VIES034264",NA,NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-12-06 19:29:55-03","UFES","VIES","34269","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","M. Reginato","2016",NA,NA,"Araújo, E.A.","233","2015","12","20","Brasil","Ibitirama","Santa Marta. Parcela 08, indivíduo 320. Parque Nacional do Caparaó","-41.769722","-20.490833","41º46'11''W","20º29'27''S",NA,NA,NA,"VIES034269","VIES034269",NA,NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-16 08:40:02-03","UTFPR","HCF","20010","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.",NA,NA,NA,NA,"M. Augusto-Silva",NA,"2013","02","27","Brasil","Guaratuba","APA de Guaratuba","-48.962778","-25.862778","48°57'46 W","25°51'46 S",NA,NA,"FOM/FOD. Arbórea de dossel em mata secundária, estádio médio. Aproximadamente 7 m de altura e 25 cm de CAP.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-16 08:40:02-03","UTFPR","HCF","10246","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","R. Goldenberg","2013",NA,NA,"M.G. Caxambu","3699","2012","02","02","Brasil","Campina Grande do Sul","Morro Alpino (Morro da EMBRATEL)","-48.820556","-25.133111","48°49'14 W","25°07'59,2 S","1572","1572","arbusto ciófilo, ca. 1,0 m. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-08-16 08:40:02-03","UTFPR","HCF","5425","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","R. Goldenberg","2006",NA,NA,"J.M. Silva","3397","2001","08","18","Brasil","Campina Grande do Sul","Serra Ibitiraquire, subida para o Pico","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto, 2m, anteras alvas. Floresta Atlântica, encosta de morro.",NA,NA,NA,NA,NA,NA,NA,"PR","55154","auto",NA,NA,NA,NA,NA,NA
"137","2019-08-16 08:40:02-03","UTFPR","HCF","15290","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","R.S. Vieira","2014","08","03","R.S. Vieira","483","2014","08","03","Brasil","Guaraqueçaba","Serra Gigante","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"arvoreta com 3 m. Com flores amarelo esverdeadas.",NA,NA,NA,NA,NA,NA,NA,"PR","37295","auto",NA,NA,NA,NA,NA,NA
"138","2019-08-16 08:40:02-03","UTFPR","HCF","15264","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","R.S. Vieira","2014","06","11","R.S. Vieira","390","2014","06","02","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"arvoreta com 1,5 m, em Refúgio Altomontano. Com frutos azulados.",NA,NA,NA,NA,NA,NA,NA,"PR","12577","auto",NA,NA,NA,NA,NA,NA
"139","2019-08-16 08:40:02-03","UTFPR","HCF","26184","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","M. Selusniaki",NA,NA,NA,"M. Selusniaki","2742","2008","12","09","Brasil","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR","17116","auto",NA,NA,NA,NA,NA,NA
"140","2020-06-29 09:31:05-03","UFRRJ","RBR","46372","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.",NA,NA,NA,NA,"T.C. Alves","73","2019","04","30","Brasil","Teresópolis","Serra dos Órgãos. PARNASO","-43.028333","-22.46","43º1'42''W","22º27'36''S","2141","2141",NA,"RBR00046372",NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-06-29 09:31:05-03","UFRRJ","RBR","36553","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.",NA,NA,NA,NA,"K.C. Silva-Gonçalves; J.F.A. Baumgratz","479","2015","00","30","Brasil","Nova Friburgo","Parque Estadual dos Três Picos (PETP), Trilha para a Caixa de Fósforo. Ecossistema: Floresta Alto Montana. Altitude 1659 m. S 22 19#?# 45#?##?# W 42 43#?# 54#?##?#","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"RBR00036553",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","33190","auto",NA,NA,NA,NA,NA,NA
"142","2020-06-29 09:31:05-03","UFRRJ","RBR","37092","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.",NA,NA,NA,NA,"K.C. Silva-Gonçalves; F.S. Gonçalves","490","2014","00","25","Brasil","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para a pedra do Sino, proximo ao abrigo 4","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"RBR00037092",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","38539","auto",NA,NA,NA,NA,NA,NA
"143","2020-06-29 09:31:05-03","UFRRJ","RBR","37103","S","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.",NA,NA,NA,NA,"K.C. Silva-Gonçalves; F.S. Gonçalves","489","2014","00","25","Brasil","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra do Sino. Próximo ao Abrigo 4.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"RBR00037103",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","38539","auto",NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:34:20-03","MBM","MBM","272046","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Vasconcelos, M.F.","s.n.","2000","04","14","Brazil","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"MBM272046","MBM272046","Southern America",NA,NA,NA,NA,"Minas Gerais","11966","auto",NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:34:20-03","MBM","MBM","272045","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Vasconcelos, M.F.","s.n.","1999","10","10","Brazil","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"MBM272045","MBM272045","Southern America",NA,NA,NA,NA,"Minas Gerais","11966","auto",NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:34:20-03","MBM","MBM","253606","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Barboza, E.; Costa, E.F.; Costa, E.F.","601",NA,NA,NA,"Brazil","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM253606","MBM253606","Southern America",NA,NA,NA,NA,"Paraná","61623","auto",NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:34:20-03","MBM","MBM","310667","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Camargo, E.","2009","01",NA,"Imaguire, N.","5451","1979","09","17","Brazil","Curitiba","Sítio do Macanhã","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arbusto, 2m, flor alva","MBM310667","MBM310667","Southern America",NA,NA,NA,NA,"Paraná","25180","auto",NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:34:20-03","MBM","MBM","289792","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Scheer, M.",NA,NA,NA,"Scheer, M.; et al.; et al.","267","2001","04","29","Brazil","Guaraqueçaba","Morro do Queimado","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM289792","MBM289792","Southern America",NA,NA,NA,NA,"Paraná","37295","auto",NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:34:20-03","MBM","MBM","169821","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Wurdack, J.",NA,NA,NA,"Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","200","1994","11","09","Brazil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM169821","MBM169821","Southern America",NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:34:19-03","MBM","MBM","16879","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Wurdack, J.",NA,NA,NA,"Hatschbach, G.","25748","1970","12","03","Brazil","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM016879","MBM016879","Southern America",NA,NA,NA,NA,"Paraná","12577","auto",NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:34:20-03","MBM","MBM","289793","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Scheer, M.; et al.; et al.","283","2001","05","26","Brazil","São José dos Pinhais","Morro dos Padres","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM289793","MBM289793","Southern America",NA,NA,NA,NA,"Paraná","45291","auto",NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:34:20-03","MBM","MBM","22222","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata glabra","(DC.) Cogn.","Brade, A.C.",NA,NA,NA,"Richter, E.","s.n.",NA,NA,NA,"Brazil","Canela","Laje de Pedra","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,NA,"MBM022222","MBM022222","Southern America",NA,NA,NA,NA,"Rio Grande do Sul","16452","auto",NA,NA,"glabra",NA,NA,NA
"153","2020-12-21 16:34:20-03","MBM","MBM","258927","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Camargo, E.","2009","01",NA,"Ribas, O.S.; Barboza, E.; Barboza, E.","3549","2001","04","28","Brazil","Campo Alegre","Serra do Quiriri, Rio dos Alemães.","-49.2655982971191","-26.1924991607666",NA,NA,"1400","1400","Arbusto, 1m, fruto imaturo verde. Matinha nebular.","MBM258927","MBM258927","Southern America",NA,NA,NA,NA,"Santa Catarina","37493","auto",NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:34:20-03","MBM","MBM","3648","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Wurdack, J.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","6984","1958","08","21","Brazil","São Joaquim","Serra do Oratório, Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"MBM003648","MBM003648","Southern America",NA,NA,NA,NA,"Santa Catarina","48290","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:34:20-03","MBM","MBM","259866","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Chiea, S.A.C.",NA,NA,NA,"Xavier, S.; et al.; et al.","36","1991","05","27","Brazil","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"MBM259866","MBM259866","Southern America",NA,NA,NA,NA,"São Paulo","21048","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:34:20-03","MBM","MBM","257966","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Chiea, S.C.",NA,NA,NA,"Confucio, U.","9352",NA,NA,NA,"Brazil",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"MBM257966","MBM257966","Southern America",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:34:20-03","MBM","MBM","418506","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Meyer, F.S.","2019","01",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2556","2019","01",NA,"Brazil","Timbó Grande","FDT - Fazenda do Timbó","-50.459214","-26.630753","-50.459214","-26.630753",NA,NA,"Arbusto ca. 1,6 metros. Flores com hipanto alongado, cálice verde; pétalas, estames e estilete brancos.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","MBM418506",NA,"Southern America",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:34:20-03","MBM","MBM","397572","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Cordeiro, J.",NA,NA,NA,"Augusto-Silva, M.; Daniel, V.; Daniel, V.","s.n.","2013","02","27","Brazil","Guaratuba","APA de Guaratuba","-48.962683","-25.862875","-48.962683","-25.862875",NA,NA,"Arbórea de dossel, aprox. 7m de altura e 25cm de CAP.; Ecótono entre Floresta Ombrófila Mista e Floresta Ombrófila Densa. Mata secundária, estágio médio.","MBM397572","MBM397572","Southern America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:34:20-03","MBM","MBM","406230","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Ferreira, P.C.","2016","02","25","Ferreira, P.C.; Ariati, V.; Pfeffer, R.A.; Ariati, V.; Pfeffer, R.A.","104","2016","02","07","Brazil","Tijucas do Sul","Serra do Araçatuba, Confloresta","-48.995833","-25.944167","-48.995833","-25.944167","1235","1235","Arbusto, 1,00m; flores alvas.; Refúgio Vegetacional Altomontano.","MBM406230","MBM406230","Southern America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:34:20-03","MBM","MBM","406618","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Reginato, M.","2016","11","16","Völtz, R.R.","1022","2015","06","05","Brazil","Morretes","Serra do Marumbi, vale entre o morro Espinhento e Pelado","-48.943333","-25.4775","-48.943333","-25.4775","1270","1270","Arvoreta 4 m alt., crescendo no sub-bosque de Floresta Ombrófila Densa Altomontana, em fundo de vale; flore com pétalas e estames alvos.; Floresta Ombrófila Densa Altomontana.","MBM406618","MBM406618","Southern America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:34:20-03","MBM","MBM","424327","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Meyer, F.S.","2019","08",NA,"Meyer, F.S.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.","2588","2019","08","06","Brazil","Nova Friburgo","APA de Macaé de Cima, trilha para o Pico do Faraó, trecho que percorre uma estrada, início da trilha. Orla do Rio Macaé","-42.529083","-22.420889","-42.529083","-22.420889",NA,NA,"Arbusto ca. 2,5 m alt. Frutos imaturos de coloração verde.; Floresta Ombrófila Densa Montana (Floresta Pluvial Atlântica), provávelmente em estágio médio de regeneração.","MBM424327",NA,"Southern America",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:34:20-03","MBM","MBM","424333","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Meyer, F.S.","2019","08",NA,"Meyer, F.S.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.","2594","2019","08","06","Brazil","Nova Friburgo","APA de Macaé de Cima, trilha para o Pico do Faraó, trecho que a estrada se acaba, e a trilha se aproxima ao primeiro cruzamento com o rio. Orla do Rio Macaé","-42.534417","-22.426139","-42.534417","-22.426139",NA,NA,"Arbusto ca. 1,5 m alt. Flores com pétalas e estames de coloração branca/creme.; Floresta Ombrófila Densa Montana (Floresta Pluvial Atlântica), provávelmente em estágio médio de regeneração.","MBM424333",NA,"Southern America",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:34:20-03","MBM","MBM","430172","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Völtz, R.R.","2020","04","09","Völtz, R.R.; Meyer, F.S.; Brotto, M.L.; Meyer, F.S.; Brotto, M.L.","2197","2019","08","06","Brazil","Nova Friburgo","Trilha para o Pico do Faraó","-42.551111","-22.454444","-42.551111","-22.454444","1660","1660","Arvoreta 3 m alt.; flores alvas, frutos verdes; fisionomia arbórea de encosta.; Floresta Ombrófila Densa Altomontana.","MBM430172",NA,"Southern America",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:34:20-03","MBM","MBM","294302","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Ribas, O.S.; et al.; et al.","5798","2004","01","16","Brazil","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM294302","MBM294302","Southern America",NA,NA,NA,NA,"Paraná","61623","auto",NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:34:20-03","MBM","MBM","264345","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Tramujas, A.P.","236B","1991","02","03","Brazil","Campina Grande do Sul","Cerro Verde","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM264345","MBM264345","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:34:20-03","MBM","MBM","264342","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Tramujas, A.P.","201","1990","10","15","Brazil","Campina Grande do Sul","Entre o Pico Tucum - Camapuã","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM264342","MBM264342","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:34:20-03","MBM","MBM","264350","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Barddal, M.M.","47","1998","01","13","Brazil","Campina Grande do Sul","Morro Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM264350","MBM264350","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:34:20-03","MBM","MBM","264341","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Roderjan, C.V.; et al.; et al.","946","1991","07","05","Brazil","Campina Grande do Sul","Próximo ao Pico do Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM264341",NA,"Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:34:20-03","MBM","MBM","225083","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Imaguire, N.","228",NA,NA,NA,"Brazil","Campina Grande do Sul","Serra do Ibitiraquire","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM225083","MBM225083","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:34:20-03","MBM","MBM","242442","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.; Caddah, M.K.",NA,NA,NA,"Cordeiro, J.; Ribas, O.S.; Ribas, O.S.","1370","1996","11","30","Brazil","Campina Grande do Sul","Serra do Ibitiraquire, trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM242442","MBM242442","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:34:20-03","MBM","MBM","219602","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.; Caddah, M.K.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Ribas, O.S.; Barboza, E.; Ribas, O.S.","2050","1997","10","05","Brazil","Campina Grande do Sul","Serra do Ibitiraquire, trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM219602","MBM219602","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:34:20-03","MBM","MBM","259677","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.; Caddah, M.K.",NA,NA,NA,"Kuniyoshi, Y.S.; et al.; et al.","5429B","1991","07","05","Brazil","Campina Grande do Sul","Serra dos Orgãos","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM259677","MBM259677","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:34:20-03","MBM","MBM","264344","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.",NA,NA,NA,"Roderjan, C.V.","926B","1991","07","04","Brazil","Campina Grande do Sul","Serra dos Orgãos","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM264344","MBM264344","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:34:20-03","MBM","MBM","264347","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.; Caddah, M.K.",NA,NA,NA,"Tramujas, A.P.","142B","1991","07","04","Brazil","Campina Grande do Sul","Serra dos Orgãos","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM264347","MBM264347","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:34:20-03","MBM","MBM","259675","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Camargo, E.","2009","01",NA,"Roderjan, C.V.; et al.; et al.","927B","1991","07","04","Brazil","Campina Grande do Sul","Serra dos Órgãos","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arvoreta, comum em floresta altomontana a 1550m, proximidades do Pico Paraná. Inflorescências esverdeadas. Floresta Ombrófila Densa Altomontana","MBM259675","MBM259675","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:34:20-03","MBM","MBM","320405","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.",NA,"2010",NA,NA,"Cordeiro, J.; Barboza, E.; Marinero, F.; Barboza, E.; Marinero, F.","2369","2006","07","20","Brazil","Campina Grande do Sul","Serra Ibitiraquire, Trilha ao Morro Siririca","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto, 2,50m. Flor alva.; Beira do rio encachoeirado.","MBM320405","MBM320405","Southern America",NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:34:20-03","MBM","MBM","275900","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Scheer, M.",NA,NA,NA,"Cavassani, A.; et al.; et al.","4","2002","04","23","Brazil","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM275900","MBM275900","Southern America",NA,NA,NA,NA,"Paraná","37295","auto",NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:34:20-03","MBM","MBM","234044","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Baumgratz, J.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Cruz, J.M.; Barboza, E.; Cruz, J.M.","2654",NA,NA,NA,"Brazil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM234044","MBM234044","Southern America",NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:34:20-03","MBM","MBM","42178","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Wurdack, J.",NA,NA,NA,"Hatschbach, G.","6576","1959","11","22","Brazil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM042178","MBM042178","Southern America",NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
