"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"1171","2020-08-31 09:04:40-03","INPA","INPA","112923","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Fiedler, L","24","Southern America","Brasil",NA,NA,NA,"INPA0112923","1980","08","19","Dicotyledon Com-Clade","Malpighiales","Cambess.","Marquete, R","Distrito Federal",NA,"Escola Fazendaria.",NA,NA,"1139","INPA0112923 INPA0112923_e","1139",NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"1172","2021-01-10 20:46:10-03","INPA","INPA","113018","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Marcano-Berti, L","208-980","Southern America","Venezuela",NA,NA,NA,"INPA0113018","1980","11","30","Dicotyledon Com-Clade","Malpighiales","Cambess.","Sleumer, HO","Barinas",NA,"Rural Pintadora-San Rafaelde Catalina (Pio de filo), Carretera BariaspSan Cristobal.",NA,NA,NA,"INPA0113018 INPA0113018_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","2020-08-31 09:04:40-03","INPA","INPA","11630","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Guedes, M","MG1235","Southern America","Brasil",NA,NA,NA,"INPA0011630","1897","10","15","Dicotyledon Com-Clade","Malpighiales","Cambess.","Sleumer, HO","Pará","Belém","Boa Vista, Boa Vista","-48.5","-1.3",NA,"INPA0011630 INPA0011630_e",NA,NA,NA,NA,"-48.5","-1.3","1977",NA,NA,NA,NA,NA,NA,NA,NA
"1174","2020-08-31 09:04:40-03","INPA","INPA","11639","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Kuhlmann, M","198","Southern America","Brasil",NA,NA,NA,"INPA0011639","1959","09","05","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Pará",NA,"BR 010, Belem-Brasília, km 04, Rodovia Belem-Brasilia, km 04","-48","-1",NA,"INPA0011639 INPA0011639_e",NA,NA,NA,NA,"-48","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","2021-01-10 20:46:10-03","INPA","INPA","116708","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Daly, DC","723","Southern America","Brasil",NA,NA,NA,"INPA0116708","1980","10","20","Dicotyledon Com-Clade","Malpighiales","Cambess.","Sleumer, HO","Maranhão",NA,"Approx. 60 km of Caxias on BR-135 near km 490.","-43.783333","-4.7",NA,"INPA0116708 INPA0116708_e INPA0116708_e1",NA,NA,NA,NA,"-43.783333","-4.7","1981",NA,NA,NA,NA,NA,NA,NA,NA
"1176","2020-08-31 09:04:40-03","INPA","INPA","116852","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Daly, DC","902","Southern America","Brasil",NA,NA,NA,"INPA0116852","1980","11","13","Dicotyledon Com-Clade","Malpighiales","Cambess.","Coêlho, LF","Pará","Vigía","Estrada de Sao Caetano, 5 km NW of Vigia.","-48.066667","-0.85",NA,"INPA0116852 INPA0116852_e INPA0116852_e1",NA,NA,NA,NA,"-48.066667","-0.85","1990","03",NA,NA,NA,NA,NA,NA,NA
"1177","2020-08-31 09:04:40-03","INPA","INPA","117386","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Davidson, C","9975","Southern America","Brasil",NA,NA,NA,"INPA0117386","1980","05","24","Dicotyledon Com-Clade","Malpighiales","Cambess.","Davidson, C","Amazonas","Manaus","Praia Dourado, Praia Dourada, a private beach on Rio Negro.","-60.15265","-3.035408",NA,"INPA0117386 INPA0117386_e",NA,NA,NA,NA,"-60.15265","-3.035408","1981","05",NA,NA,NA,NA,NA,NA,NA
"1178","2020-08-31 09:04:40-03","INPA","INPA","117954","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Steward, WC","222","Southern America","Brasil",NA,NA,NA,"INPA0117954","1977","11","29","Dicotyledon Com-Clade","Malpighiales","Cambess.","Nee, MH","Roraima",NA,"Estrada Boa Vista-Venezuela, Santa Helena, Estrada Boa Vista-Venezuela, km 28 South of Santa Helena, Venezuela.","-61.1","4.4",NA,"INPA0117954 INPA0117954_e INPA0117954_e1",NA,NA,NA,NA,"-61.1","4.4","1995",NA,NA,NA,NA,NA,NA,NA,NA
"1179","2020-08-31 09:04:40-03","INPA","INPA","119395","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Souza, HC de","32","Southern America","Brasil",NA,NA,NA,"INPA0119395","1984","06","07","Dicotyledon Com-Clade","Malpighiales","Cambess.","Ramos, JF","Amazonas","Manaus","UFAM, Campus Universitario, estrada que leva do Campus novo, proximo ao de futebol.","-59.966667","-3.1",NA,"INPA0119395 INPA0119395_e INPA0119395_e1",NA,NA,NA,NA,"-59.966667","-3.1","1989","05",NA,NA,NA,NA,NA,NA,NA
"1180","2020-08-31 09:04:40-03","INPA","INPA","119412","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Souza, HC de","49","Southern America","Brasil",NA,NA,NA,"INPA0119412","1984","06","07","Dicotyledon Com-Clade","Malpighiales","Cambess.","Ramos, JF","Amazonas","Manaus","UFAM, Campus Universitario, proximo ao Campus novo.","-59.966667","-3.1",NA,"INPA0119412 INPA0119412_e INPA0119412_e1",NA,NA,NA,NA,"-59.966667","-3.1","1989","05",NA,NA,NA,NA,NA,NA,NA
"1181","2020-08-31 09:04:40-03","INPA","INPA","119655","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Corrêa, MPF","60","Southern America","Brasil",NA,NA,NA,"INPA0119655","1984","06","20","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Amazonas","Manaus","Campus da Universidade Federal do Amazonas, Campus Universitário Novo, lado esquerdo da estrada.","-59.966667","-3.1",NA,"INPA0119655 INPA0119655_e INPA0119655_e1",NA,NA,NA,NA,"-59.966667","-3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","2020-08-31 09:04:40-03","INPA","INPA","130364","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Oliveira, PEAM de","62","Southern America","Brasil",NA,NA,NA,"INPA0130364","1982","07","01","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Distrito Federal",NA,"Reserva Biologica de Aguas Emendadas. Entre 15º 32'S - 15º 38'S e 47º 33' W - 47º 37' W.",NA,NA,"1000","INPA0130364 INPA0130364_e","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","2020-08-31 09:04:40-03","INPA","INPA","131957","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Carreira, LMM","633","Southern America","Brasil",NA,NA,NA,"INPA0131957","1983","03","22","Dicotyledon Com-Clade","Malpighiales","Cambess.","Rosário, CS","Mato Grosso",NA,"São Vicente, Chapada dos Guimarães, Cachoeirinha.","-56.0967","-15.5961",NA,"INPA0131957 INPA0131957_e",NA,NA,NA,NA,"-56.0967","-15.5961","1983",NA,NA,NA,NA,NA,NA,NA,NA
"1184","2020-08-31 09:04:40-03","INPA","INPA","134547","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Silva, MFF da","1139","Southern America","Brasil",NA,NA,NA,"INPA0134547","1983","04","15","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Maranhão","Grajaú","MA 006, Grajaú/Arame, Estrada do Arame.","-46.1383","-5.8194",NA,"INPA0134547 INPA0134547_e",NA,NA,NA,NA,"-46.1383","-5.8194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","2020-08-31 09:04:40-03","INPA","INPA","135264","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Silva, MG da","5251","Southern America","Brasil",NA,NA,NA,"INPA0135264","1980","05","29","Dicotyledon Com-Clade","Malpighiales","Cambess.","Silva, MG da","Pará","Tucuruí","Rio Tocantins, Margem direita do rio Tocantins","-49.7","-3.9",NA,"INPA0135264 INPA0135264_e",NA,NA,NA,NA,"-49.7","-3.9","1980",NA,NA,NA,NA,NA,NA,NA,NA
"1186","2020-08-31 09:04:40-03","INPA","INPA","135337","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Silva, MG da","5349","Southern America","Brasil",NA,NA,NA,"INPA0135337","1980","06","04","Dicotyledon Com-Clade","Malpighiales","Cambess.","Silva, MG da","Pará","Tucuruí","Estrada para Repartimento, km 25, Estrada para Repartimento, km 25.","-49.7","-3.9",NA,"INPA0135337 INPA0135337_e",NA,NA,NA,NA,"-49.7","-3.9","1980",NA,NA,NA,NA,NA,NA,NA,NA
"1187","2020-08-31 09:04:40-03","INPA","INPA","138912","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Maciel, UN","329","Southern America","Brasil",NA,NA,NA,"INPA0138912","1978","12","13","Dicotyledon Com-Clade","Malpighiales","Cambess.","Maciel, UN","Pará","Santarém","Alter do Chão, Enseada de Alter do Chão.","-55.600342","-2.872022",NA,"INPA0138912 INPA0138912_1 INPA0138912_e INPA0138912_e1 INPA0138912_nd",NA,NA,NA,NA,"-55.600342","-2.872022","1979",NA,NA,NA,NA,NA,NA,NA,NA
"1188","2020-08-31 09:04:40-03","INPA","INPA","139880","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Equipe do Jardim Botânico de Brasília","510","Southern America","Brasil",NA,NA,NA,"INPA0139880","1985","07","31","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Distrito Federal",NA,"Jardim Botanico de Brasilia. Ca de 20 km s SE de Brasilia. Reserva Ecologica do Jardim Botanico",NA,NA,"1025","INPA0139880 INPA0139880_e","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","2020-08-31 09:04:40-03","INPA","INPA","141501","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Ackerly, DD","189","Southern America","Brasil",NA,NA,NA,"INPA0141501","1986","02","28","Dicotyledon Com-Clade","Malpighiales","Cambess.","Coêlho, LF","Pará","Santarém","Península de Alter do Chão","-54.95","-2.483333",NA,"INPA0141501 INPA0141501_e INPA0141501_e1",NA,NA,NA,NA,"-54.95","-2.483333","1987","05",NA,NA,NA,NA,NA,NA,NA
"1190","2021-01-10 20:46:10-03","INPA","INPA","145537","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Jangoux, JJ","1052","Southern America","Brasil",NA,NA,NA,"INPA0145537","1979","06","06","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Maranhão",NA,"Bom Passar, Aproximadamente a 24 km de Peritoro na estrada BR-316, entre Peritoro e a bifurcaçao para Codo; um pouco antes da fabrica de cimento.","-44.166667","-4.416667",NA,"INPA0145537 INPA0145537_e",NA,NA,NA,NA,"-44.166667","-4.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","2020-08-31 09:04:40-03","INPA","INPA","14692","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Duarte, AP","6556","Southern America","Brasil",NA,NA,NA,"INPA0014692","1962","10","06","Dicotyledon Com-Clade","Malpighiales","Cambess.","Sleumer, HO","Pará",NA,"Estrada Belém-Brasília, Estrada Belém-Brasília.&nf;Appa 717.","-54.333333","-3.333333",NA,"INPA0014692 INPA0014692_e INPA0014692_e1 INPA0014692_e2",NA,NA,NA,NA,"-54.333333","-3.333333","1977",NA,NA,NA,NA,NA,NA,NA,NA
"1192","2020-08-31 09:04:40-03","INPA","INPA","127587","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Silva, ASL da","1387","Southern America","Brasil",NA,NA,NA,"INPA0127587","1981","03","24","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Pará","Tucuruí","Rio Tocantins, Próximo à localidade de Breu Branco","-49.6","-3.5",NA,"INPA0127587 INPA0127587_e",NA,NA,NA,NA,"-49.6","-3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","2020-08-31 09:04:40-03","INPA","INPA","150830","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Thomas, WW","4360","Southern America","Brasil",NA,NA,NA,"INPA0150830","1985","10","13","Dicotyledon Com-Clade","Malpighiales","Cambess.","Nee, MH","Mato Grosso","Santa Terezinha","Road to Santa Terezinha (MT413) 7 km E BR158., Hillside forest along road to Santa Terezinha (MT413) 7 km E of jct with BR 158.","-51.216667","-10.333333",NA,"INPA0150830 INPA0150830_e INPA0150830_e1 INPA0150830_e2",NA,NA,NA,NA,"-51.216667","-10.333333","1995",NA,NA,NA,NA,NA,NA,NA,NA
"1194","2020-08-31 09:04:40-03","INPA","INPA","152109","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Pirani, JR","1238","Southern America","Brasil",NA,NA,NA,"INPA0152109","1985","10","11","Dicotyledon Com-Clade","Malpighiales","Cambess.","Nee, MH","Mato Grosso",NA,"Ilha do Bananal. Divisa com o Parque Nacional de A, Ilha do Bananal, na divisa com Parque Nacional do Araguaia; coletas no Parque Indigena","-50.5","-10.416667",NA,"INPA0152109 INPA0152109_e",NA,NA,NA,NA,"-50.5","-10.416667","1995",NA,NA,NA,NA,NA,NA,NA,NA
"1195","2020-08-31 09:04:40-03","INPA","INPA","152414","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Hopkins, MJG","809","Southern America","Brasil",NA,NA,NA,"INPA0152414","1986","06","17","Dicotyledon Com-Clade","Malpighiales","Cambess.","Nee, MH","Roraima","Alto Alegre","Ilha de Maracá. Road between Estação and Boa Vista, Ilha de Maraca. On road between SEMA Estaçao and Boa Vista, 14 km from Island.","-61.333333","3.3",NA,"INPA0152414 INPA0152414_e INPA0152414_e1",NA,NA,NA,NA,"-61.333333","3.3","1995",NA,NA,NA,NA,NA,NA,NA,NA
"1196","2021-01-10 20:46:10-03","INPA","INPA","154124","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Zarucchi, JL","2871","Southern America","Brasil",NA,NA,NA,"INPA0154124","1983","06","25","Dicotyledon Com-Clade","Malpighiales","Cambess.","Marquete, R","Amazonas","Borba","Amazonas. Mun. de Borbas, white sand campina % Km S of Borba.","-59.583333","-4.383333",NA,"INPA0154124 INPA0154124_e",NA,NA,NA,NA,"-59.583333","-4.383333","2007",NA,NA,NA,NA,NA,NA,NA,NA
"1197","2020-08-31 09:04:40-03","INPA","INPA","155519","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Ferreira, CAC","9463","Southern America","Brasil",NA,NA,NA,"INPA0155519","1987","11","06","Dicotyledon Com-Clade","Malpighiales","Cambess.","Nee, MH","Pará","Monte Alegre","Serra do Paituna, Pedra do Pilão, Serra da Paituna, proxima a Pedra do Pilao, a 30 km de Monte Alegre.","-54.25","-1.916667",NA,"INPA0155519 INPA0155519_e",NA,NA,NA,NA,"-54.25","-1.916667","1995",NA,NA,NA,NA,NA,NA,NA,NA
"1198","2021-01-10 20:46:10-03","INPA","INPA","161558","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Santos, TC","INPA161558","Southern America","Brasil",NA,NA,NA,"INPA0161558",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales","Cambess.","Nee, MH","Amazonas",NA,"Campus I do INPA","-59.985833","-3.096111",NA,"INPA0161558 INPA0161558_e INPA0161558_e1",NA,NA,NA,NA,"-59.985833","-3.096111","1995",NA,NA,NA,NA,NA,NA,NA,NA
"1199","2020-08-31 09:04:40-03","INPA","INPA","163538","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Magnusson, WE","29","Southern America","Brasil",NA,NA,NA,"INPA0163538","1987","09","22","Dicotyledon Com-Clade","Malpighiales","Cambess.","Torres, RB","Pará","Santarém","Alter do Chão","-54.9","-2.5",NA,"INPA0163538 INPA0163538_e",NA,NA,NA,NA,"-54.9","-2.5","1988",NA,NA,NA,NA,NA,NA,NA,NA
"1200","2021-01-10 20:46:10-03","INPA","INPA","163794","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Sanaiotti, TM","INPA163794","Southern America","Brasil",NA,NA,NA,"INPA0163794","1988","12","08","Dicotyledon Com-Clade","Malpighiales","Cambess.","Sanaiotti, TM","Pará","Santarém","Alter do Chão, Península em frente a Alter-do-Chão.","-54.95","-2.483333",NA,"INPA0163794 INPA0163794_e",NA,NA,NA,NA,"-54.95","-2.483333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","2021-01-10 20:46:10-03","INPA","INPA","163797","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Sanaiotti, TM","INPA163797","Southern America","Brasil",NA,NA,NA,"INPA0163797","1989","02","06","Dicotyledon Com-Clade","Malpighiales","Cambess.","Sanaiotti, TM","Pará","Santarém","Alter do Chão, Península em frente a Alter-do-Chão.","-54.95","-2.483333",NA,"INPA0163797 INPA0163797_e",NA,NA,NA,NA,"-54.95","-2.483333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","2020-08-31 09:04:40-03","INPA","INPA","16700","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Coêlho, DF","INPA16700","Southern America","Brasil",NA,NA,NA,"INPA0016700","1965","08","11","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Distrito Federal",NA,"Distrito Federal.",NA,NA,NA,"INPA0016700 INPA0016700_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","2020-08-31 09:04:40-03","INPA","INPA","167914","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Ribeiro, A","14","Southern America","Brasil",NA,NA,NA,"INPA0167914","1992","11","10","Dicotyledon Com-Clade","Malpighiales","Cambess.","Ramos, JF","Rondônia","Porto Velho","Universidade Federal de Rondônia, Campus Unir, Porto Velho km-10, BR-364. Area alterada proximo a marge da estrada.","-63.9408","-8.8339",NA,"INPA0167914 INPA0167914_e",NA,NA,NA,NA,"-63.9408","-8.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","2020-08-31 09:04:40-03","INPA","INPA","176055","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Ratter, JA","6900","Southern America","Brasil",NA,NA,NA,"INPA0176055","1993","11","28","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Amapá","Macapá","BR-210, 36 km from Macapa on the road Porto Grande.","-51.083333","0.333333",NA,"INPA0176055 INPA0176055_e",NA,NA,NA,NA,"-51.083333","0.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","2021-01-10 20:46:10-03","INPA","INPA","178685","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Assunção, PACL","86","Southern America","Brasil",NA,NA,NA,"INPA0178685","1994","11","21","Dicotyledon Com-Clade","Malpighiales","Cambess.","Zmarzty, S","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estrada que dá acesso a Reserva Ducke.","-59.966667","-2.883333",NA,"INPA0178685 INPA0178685_e",NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","2021-01-10 20:46:10-03","INPA","INPA","178686","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Assunção, PACL","101","Southern America","Brasil",NA,NA,NA,"INPA0178686","1994","12","01","Dicotyledon Com-Clade","Malpighiales","Cambess.","Zmarzty, S","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Entrada da Reserva, próximo a guarita.","-59.966667","-2.883333",NA,"INPA0178686 INPA0178686_e",NA,NA,NA,NA,"-59.966667","-2.883333","1995","04",NA,NA,NA,NA,NA,NA,NA
"1207","2020-08-31 09:04:40-03","INPA","INPA","178721","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Vicentini, A","358","Southern America","Brasil",NA,NA,NA,"INPA0178721","1993","11",NA,"Dicotyledon Com-Clade","Malpighiales","Cambess.","Zmarzty, S","Amazonas","Manaus","Praia da Lua, Margem esquerda do Rio Negro, próx. Tarumã. Barranco, local seco.","-60.116667","-3.033333",NA,"INPA0178721 INPA0178721_e",NA,NA,NA,NA,"-60.116667","-3.033333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","2020-08-31 09:04:40-03","INPA","INPA","178721","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Vicentini, A","358","Southern America","Brasil",NA,NA,NA,"INPA0178721","1993","11",NA,"Dicotyledon Com-Clade","Malpighiales","Cambess.","Zmarzty, S","Amazonas","Manaus","Praia da Lua, Margem esquerda do Rio Negro, próx. Tarumã. Barranco, local seco.","-60.116667","-3.033333",NA,"INPA0178721 INPA0178721_e",NA,NA,NA,NA,"-60.116667","-3.033333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","2020-08-31 09:04:40-03","INPA","INPA","187389","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Miranda, IS","866","Southern America","Brasil",NA,NA,NA,"INPA0187389","1995","08","08","Dicotyledon Com-Clade","Malpighiales","Cambess.",NA,"Roraima","Boa Vista","Estrada Vila do Taiano a Alto Alegre, km 18, 21 Km à direita do Km 18 da estrada que liga Vila do Taiano a Alto Alegre","-61","3.2",NA,"INPA0187389 INPA0187389_e",NA,NA,NA,NA,"-61","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","2021-01-10 20:46:10-03","INPA","INPA","188289","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Sothers, CA","939","Southern America","Brasil",NA,NA,NA,"INPA0188289","1996","11","26","Dicotyledon Com-Clade","Malpighiales","Cambess.","Sothers, CA","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,"INPA0188289 INPA0188289_e",NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","2020-08-31 09:04:40-03","INPA","INPA","197660","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Kirkbride Junior, JH","4839","Southern America","Brasil",NA,NA,NA,"INPA0197660","1982","06","16","Dicotyledon Com-Clade","Malpighiales","Cambess.","Marquete, R","Distrito Federal",NA,"Perto do Córrego Barreiro. Campo cerrado.","-48.183333","-15.583333","1000","INPA0197660 INPA0197660_e","1000",NA,NA,NA,"-48.183333","-15.583333","2007",NA,NA,NA,NA,NA,NA,NA,NA
"1212","2020-08-31 09:04:40-03","INPA","INPA","197661","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Kirkbride Junior, JH","4861","Southern America","Brasil",NA,NA,NA,"INPA0197661","1982","06","23","Dicotyledon Com-Clade","Malpighiales","Cambess.","Marquete, R","Distrito Federal",NA,"Na encosta muito inclinada na cabeça do vale do Córrego Capão da Onça.","-47.633333","-15.816667","970","INPA0197661 INPA0197661_e","970",NA,NA,NA,"-47.633333","-15.816667","2007",NA,NA,NA,NA,NA,NA,NA,NA
"1213","2021-01-10 20:46:10-03","INPA","INPA","202709","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Coêlho, LF","99-58","Southern America","Brasil",NA,NA,NA,"INPA0202709","1999","02","05","Dicotyledon Com-Clade","Malpighiales","Cambess.","Coêlho, LF","Amazonas","Manaus","Paraná do Xiborema, Estrada Manaus - Itacoatiara, km 14.","-59.6","-3.1",NA,"INPA0202709 INPA0202709_e",NA,NA,NA,NA,"-59.6","-3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","2020-08-31 09:04:42-03","INPA","INPA","205699","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Hernández, L","353","Southern America","Venezuela",NA,NA,NA,"INPA0205699","1986","11","13","Dicotyledon Com-Clade","Malpighiales","Cambess.","Marquete, R","Bolívar","Gran Sabana","8 km al SW de Paraitepuy. Sabana.","-60.983333","5.033333","1200","INPA0205699 INPA0205699_e","1200",NA,NA,NA,"-60.983333","5.033333","2007",NA,NA,NA,NA,NA,NA,NA,NA
"1215","2020-08-31 09:04:42-03","INPA","INPA","205798","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Proença, CEB","229","Southern America","Brasil",NA,NA,NA,"INPA0205798","1982","10","04","Dicotyledon Com-Clade","Malpighiales","Cambess.","Marquete, R","Distrito Federal",NA,"Estrada entre Taguatinga e Brasilândia 3 km ao norte de Tagua. Centro Oeste","-48.033333","-15.766667","1250","INPA0205798 INPA0205798_e","1250",NA,NA,NA,"-48.033333","-15.766667","2007",NA,NA,NA,NA,NA,NA,NA,NA
"1216","2020-08-31 09:04:42-03","INPA","INPA","209538","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Kinupp, VF","1415","Southern America","Brasil",NA,NA,NA,"INPA0209538","2000","07","13","Dicotyledon Com-Clade","Malpighiales","Cambess.","Marquete, R","Amazonas","Manacapuru","Lago Ubin-Estrada para Manacapuru, Lago Ubin - Estrada para Manacapuru. Área secundária.","-60.416667","-3.15",NA,"INPA0209538 INPA0209538_e",NA,NA,NA,NA,"-60.416667","-3.15","2007",NA,NA,NA,NA,NA,NA,NA,NA
"1217","2020-08-31 09:04:42-03","INPA","INPA","211970","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Oliveira, FPM","139","Southern America","Brasil",NA,NA,NA,"INPA0211970","2001","12","05","Dicotyledon Com-Clade","Malpighiales","Cambess.","Ramos, JF","Amazonas","Manaus","Campus da Universidade Federal do Amazonas, Campus da Universidade Federal do Amazonas (UFAM), mini-campus.","-59.966667","-3.1",NA,"INPA0211970 INPA0211970_e",NA,NA,NA,NA,"-59.966667","-3.1","2001",NA,NA,NA,NA,NA,NA,NA,NA
"1218","2020-08-31 09:04:42-03","INPA","INPA","213815","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Barbosa, RI","70","Southern America","Brasil",NA,NA,NA,"INPA0213815","2003","12","05","Dicotyledon Com-Clade","Malpighiales","Cambess.","Marquete, R","Roraima","Boa Vista","Monte Cristo, Campús do Cauamé, Monte Cristo (Campus do Cauamé/UFRR-CCA).","-60.716944","2.863333",NA,"INPA0213815 INPA0213815_e",NA,NA,NA,NA,"-60.716944","2.863333","2007",NA,NA,NA,NA,NA,NA,NA,NA
"1219","2020-08-31 09:04:42-03","INPA","INPA","205801","S","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Silva, AP da","45","Southern America","Brasil",NA,NA,NA,"INPA0205801","1993","09","25","Dicotyledon Com-Clade","Malpighiales","Cambess.","Silva, AP da","Goiás","Mineiros","Parque Nacional das Emas, Mineiros. Parque Nacional das Emas. Mata de galeria do Glória. Centro Oeste","-52.75","-18.316667","900","INPA0205801 INPA0205801_e","900",NA,NA,NA,"-52.75","-18.316667","1993","11",NA,NA,NA,NA,NA,NA,NA
