"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus","relatedCatalogItem"
"151","2019-10-07 09:31:31-03","UEFS","HUEFS","84595","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Filho, J.P.L.",NA,"2000","08","24",NA,"Brasil",NA,NA,NA,"HUEFS0084595","Angiospermae","Malpighiales","(Casar.) Cuatrec.","Minas Gerais","HUEFS0084595",NA,"Barão de Cocais","Mina de Brucutu","-43.4872016906738","-19.94580078125",NA,NA,NA,"21378","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA
"152","2019-10-07 09:31:31-03","UEFS","HUEFS","84598","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Lombardi, J.A.","3409","1999","11","17",NA,"Brasil",NA,NA,"Tereno arenoso (areal), vegetação ripária e área encharcada próximo a córrego.","HUEFS0084598","Angiospermae","Malpighiales","(Casar.) Cuatrec.","Minas Gerais","HUEFS0084598",NA,"São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.333333","-18.083333",NA,NA,NA,NA,NA,"Rosanae","43W20'","18S5'",NA,NA,NA,NA,NA
"153","2019-10-07 09:31:31-03","UEFS","HUEFS","84611","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Lombardi, J.A.","4075","2000","10","18",NA,"Brasil",NA,NA,"Vegetação (mata) ripária.","HUEFS0084611","Angiospermae","Malpighiales","(Casar.) Cuatrec.","Minas Gerais","HUEFS0084611",NA,"São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, trilha para o Poço dos Veados.","-43.340833","-18.1125",NA,NA,NA,NA,NA,"Rosanae","43W20'27''","18S6'45''",NA,NA,NA,NA,NA
"154","2019-10-07 09:31:31-03","UEFS","HUEFS","18385","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G.","59751","1993","11","29",NA,"Brasil",NA,NA,NA,"HUEFS0018385","Angiospermae","Malpighiales","(Casar.) Cuatrec.","Paraná","HUEFS0018385",NA,"Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,"24916","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA
"155","2019-12-16 13:37:35-03","F","FMNH-SEEDPLANTS","V0278075F","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0278075F","Spermatophyta",NA,NA,NA,"V0278075F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"156","2019-12-16 13:37:35-03","F","FMNH-SEEDPLANTS","V0278076F","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0278076F","Spermatophyta",NA,NA,NA,"V0278076F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"157","2019-09-04 19:21:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Humiriaceae","Sacoglottis","dentata","Sacoglottis dentata","A. Glaziou","18178",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA
"158","2019-09-04 19:21:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Humiriaceae","Sacoglottis","dentata","Sacoglottis dentata","A. Glaziou","18178",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA
"159","2020-04-29 16:29:55-03","UFVJM","HDJF","5458","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Moreira, SN; Pereira, E","2030","2015","10","21","Southern America","Brasil",NA,NA,NA,"HDJF005458","Dicotyledoneae",NA,"(Casar.) Cuatrec.","Minas Gerais","HDJF005458_01","Moreira, SN","Conceição do Mato Dentro","Linha de Transmissão - Anglo American","-43.403795","-18.904839","2015","10",NA,NA,NA,NA,"-43.403795","-18.904839",NA,NA,NA,NA,NA
"160","2019-01-25 15:41:30-02","IAC","IAC","19883","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","H.M. Souza","s/nº","1967","10","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,"R.B. Torres & E. Ramos","São Miguel Arcanjo",NA,"-47.9972","-23.8783","2004","06","10",NA,NA,NA,"-47.9972","-23.8783",NA,NA,NA,NA,NA
"161","2019-01-25 15:41:30-02","IAC","IAC","20439","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","H.F. Leitão Filho","650","1969","01","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,"R.B. Torres & E. Ramos","Iguape","Rodovia Pariquera-Açú a Iguape","-47.5553","-24.7081","2004","06","06",NA,NA,NA,"-47.5553","-24.7081",NA,NA,NA,NA,NA
"162","2020-07-23 12:08:52-03","CEPLAC","CEPEC","145335","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","M. M. da Silva","368","1995","06","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia",NA,"G. T. Prance","ILHÉUS","Olivença, Porto da Lancha (Loteamento Praia do Vila Rica).","-39.029444","-14.916111",NA,NA,NA,NA,NA,NA,"39W1'46","14S54'58",NA,NA,NA,NA,"30/03/2006"
"163","2019-11-13 16:04:44-03","UNISANTA","HUSC","2302","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Magenta, M.A.G.; Sampaio, P.S.P.","257","1999","12","02",NA,"Brasil",NA,NA,"Árvore com 10m de altura. Flores creme esverdeadas. Frutos verdes imaturos. Dossel.; Floresta de Restinga Seca alta.",NA,"Magnoliophyta",NA,"(Casar.) Cuatr.","São Paulo",NA,"Rossi, L.","Bertioga","Praia do Itaguaré.","-46.138599395752","-23.8544006347656","2001","04",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-13 16:04:44-03","UNISANTA","HUSC","1623","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Sampaio, P.S.P.; Martins, S.E.; Anunciação, E.A.; Lima, E.S.","183","1999","01","19",NA,"Brasil",NA,NA,"Árvore, 14m de altura. Frutos verdes imaturos.; Floresta de restinga baixa.",NA,"Magnoliophyta",NA,"(Casar.) Cuatr.","São Paulo",NA,"Rossi, L.","Bertioga","Praia do Itaguaré.","-46.138599395752","-23.8544006347656","1999","03","26","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-13 16:04:44-03","UNISANTA","HUSC","1348","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Sampaio, P.S.P.; Martins, S.E.; Rotundo, M.","105","1998","09","29",NA,"Brasil",NA,NA,"Árvore com 12m de altura. Flores com botões verdes imaturos.; Escrube.",NA,"Magnoliophyta",NA,"(Casar.) Cuatr.","São Paulo",NA,"Rossi, L.","Bertioga","Praia do Itaguaré. Trilha próximo ao Rio Itaguaré.","-46.138599395752","-23.8544006347656","1999","03","26","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-11-04 17:29:09-03","UEM","HUEM","32510","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, JM; Motta, JT","8698","2014","11","28",NA,"Brasil",NA,NA,"Árvore, 6,0m de altura. Flor creme.","HUEM000016649",NA,NA,"(Casar) Cuatr.","Paraná","HUEM000016649","Cordeiro, J; Silva, JM","Pontal do Paraná","Estrada para o Sambaqui. Rio Guaraguaçu. Restinga arbórea.","-48.295","-25.3901","2015","01","16",NA,NA,NA,"-48.295","-25.3901","13","13",NA,NA,NA
"167","2020-11-04 17:29:09-03","UEM","HUEM","4959","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G; J.M.Silva","56145","1991","12","05",NA,"Brasil",NA,NA,"Árvore; 10 m de altura; flor creme esverdeada; anteras amarelas; ramos muito rijos","HUEM000004483",NA,NA,"(Casar) Cuatr.","Paraná","HUEM000004483","J. Cuatrecasas","Guaraqueçaba","Estrada para Paruquara, Mata pluvial da encosta do morro","-48.3288993835449","-25.3066997528076","1992",NA,NA,"37295","auto",NA,NA,NA,"30","40",NA,NA,NA
"168","2020-11-12 17:01:07-03","UEL","FUEL","40055","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","França, GS; Raggi, F","545","2004","05","05",NA,"Brasil",NA,NA,NA,"FUEL019341","Tracheophyta","Malpighiales","(Casar.) Cuatr.","Minas Gerais",NA,"França, GS","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111",NA,NA,NA,NA,NA,NA,"-42.568611","-19.591111","2","2",NA,NA,NA
"169","2020-11-12 17:01:07-03","UEL","FUEL","35344","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, MM da; et al.","368","2000","05","06",NA,"Brasil",NA,NA,NA,"FUEL019285","Tracheophyta","Malpighiales","(Casar.) Cuatr.","Bahia",NA,"França, F","Ilhéus","Olivença, Porto da Lancha, Porto da Lancha","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-11-12 17:01:07-03","UEL","FUEL","19396","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G; Silva, JM","56145","1991","07","05",NA,"Brasil",NA,NA,NA,"FUEL019412","Tracheophyta","Malpighiales","(Casar.) Cuatr.","Paraná",NA,"Cuatrecasas, J","Guaraqueçaba","Estrada para Paruquara","-48.3288993835449","-25.3066997528076","1992",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-01 15:01:26-03","UnB","UB","132617","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G","59751","1993","11","29","Southern America","Brasil",NA,NA,"Flor creme.; Árvore 10m.; Restinga arbórea",NA,"Dicotyledoneae",NA,"(Casar.) Cuatrec.","Paraná ",NA,"Hatschbach, G","Paranaguá ","Pontal do Sul, 5-6km sudoeste","-48.5092010498047","-25.5200004577637","1994",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-01 15:01:26-03","UnB","UB","188070","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, JM; Campos, RP","8451","2012","05","08","Southern America","Brasil",NA,NA,"Árvore 6m.; frutos imaturos.; Restinga.",NA,"Dicotyledoneae",NA,"(Casar.) Cuatrec.","Paraná ",NA,"Cordeiro, J","Pontal do Paraná ","Rio Guaraguaçu, estrada para o Sambaqui.","-48.511100769043","-25.6735992431641","2012","05",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-01 15:01:26-03","UnB","UB","132615","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Giordano, LC","2808","2006","10","25","Southern America","Brasil",NA,NA,"Flores aromáticas.; Árvore 10m.; Floresta estacional",NA,"Dicotyledoneae",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,"Giordano, LC","Marliéria","Parque Estadual do Rio Doce","-42.602778","-19.775833","2006",NA,NA,NA,NA,NA,"-42.602778","-19.775833",NA,NA,NA,NA,NA
"174","2019-11-01 15:01:26-03","UnB","UB","132616","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Tamashiro, JY","18684","1986","11","03","Southern America","Brasil",NA,NA,"Flores brancacentas.; Árvore 12m.; Restinga",NA,"Dicotyledoneae",NA,"(Casar.) Cuatrec.","São Paulo",NA,"Giordano, LC","Bertioga","Praia de Itaguaré","-46.138599395752","-23.8544006347656","1995",NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-08-20 20:39:43-03","UFSC","FLOR","24424","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G.; Silva, J.M.","56145","1991","12","06",NA,"Brasil",NA,NA,"árvore, ramos muito rijos, flor creme-esverdeada, anteras amarelas, 10m altura","FLOR0024424",NA,"Malpighiales","(Casar.) Cuatrec.","Paraná",NA,"Cuatrecasas, J.","Guaraqueçaba","Estrada para Paruquara.","-48.3288993835449","-25.3066997528076","1992",NA,NA,"37295","auto",NA,NA,NA,"30","30",NA,NA,NA
"176","2018-10-03 21:33:27-03","UFMT","UFMT","16085","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G.; Silva, J.M.","56145","1991","12","05",NA,"Brasil",NA,NA,"Árvore, 10 m, flor creme esverdeados, anteras amarelas, ramos muito rijos.; Mata pluvial da encosta do morro.",NA,NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Cuatrec, J.","Guaraqueçaba","Estrada para Paruquara.","-48.3288993835449","-25.3066997528076","1992",NA,NA,"37295","auto",NA,NA,NA,"30","40",NA,NA,NA
"177","2021-03-04 15:44:40-03","IF","SPSF","16308","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","G. Hatschbach & J.M.Silva","56145","1991","12","06","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Malpighiales","Cuatrec.","PR",NA,NA,"Guaraqueçaba","Estrada para Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,NA,"37295","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"178","2021-03-04 15:44:40-03","IF","SPSF","17610","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","G. Hatschbach & E.Barbosa","59751","1993","11","29","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Malpighiales","(Casar.) Cuatrec.","PR",NA,NA,"Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,"24916","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"179","2021-03-04 15:44:40-03","IF","SPSF","24726","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","C.Kozera","826","1999","01","10","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,"Magnoliophyta","Malpighiales",NA,"SP",NA,NA,"Iguape","Estação Ecológica de Chauás","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"180","2021-03-04 15:44:40-03","IF","SPSF","50020","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","J.M.Silva & J.T.Motta","8698","2014","11","28","América do Sul","Brasil",NA,NA,"COLETA: Árvore, 6m.; GEOGRAFIA: Rio Guaraguçu. Restinga árborea.;",NA,"Magnoliophyta","Malpighiales","((Cuatrec.)) (Casar.)","SP",NA,"J.Cordeiro","Nazare Paulista","estrada para Piracaia","-48.497222","-25.650278",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"13","13",NA,NA,NA
"181","2021-03-04 15:44:40-03","IF","SPSF","34709","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","F. M. Souza & F. A. R. D. P. Arzolla & C. O. Araújo & W. Corrêa","558","2005","03","31","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFNovo; Árvore ca. 17 m, frutos imaturos verdes; GEOGRAFIA: Trilha de Guaratuba. Floresta Ombrófila Densa Montana (Floresta Sempre-verde do Planalto)&nf;UTM: X=407255 Y=7381404;",NA,"Magnoliophyta","Malpighiales",NA,"SP",NA,"G. A. D. C. Franco","Biritiba Mirim","Parque Estadual da Serra do Mar, Núcleo São Sebastião",NA,NA,"2005","04","07",NA,NA,"Magnoliopsida",NA,NA,"864","864",NA,NA,NA
"182","2021-03-04 15:44:40-03","IF","SPSF","53682","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","N.M.Ivanauskas & F.M.Souza & D.Souza","6866","2011","09","01","América do Sul","Brasil",NA,NA,"COLETA: Árvore. Coleta vegetativa 35 do Plano de Manejo.; GEOGRAFIA: Floresta Ombrófila Densa. TC.II - Trilha Morro do Carneiro;",NA,"Magnoliophyta","Malpighiales","(Casar.) Cuatrec.","SP",NA,"N.M.Ivanauskas","Bananal","Estação Ecológica de Bananal","-44.383056","-22.808889","2012","01","24",NA,NA,"Magnoliopsida",NA,NA,"1314","1314",NA,NA,NA
"183","2021-03-04 15:44:40-03","IF","SPSF","07070","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","R.J.F. Garcia & F.R.Branco & F.Branco",NA,"2006","03","11","América do Sul","Brasil",NA,NA,"COLETA: Mata ciliar&nf;Árvore 8m.; flores brancas.&nf;Voucher de estudo paleo ambiental IG/UNICAMP;",NA,"Magnoliophyta","Malpighiales","(Casar.) Cuatrec.","PR",NA,"R.J.F. Garcia","Mauá da Serra","Rio Preto","-51.2294006347656","-23.9013996124268",NA,NA,NA,"16036","auto","Magnoliopsida",NA,NA,"12","12",NA,NA,NA
"184","2021-03-04 15:44:40-03","IF","SPSF","24111","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","L.Rossi","1043","1992","03","13","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,"Magnoliophyta","Malpighiales",NA,"SP",NA,NA,"Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"185","2021-02-08 12:42:39-03","UFRGS","ICN","021424","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Magalhães, M","s.n.",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Arbusto 1 m alt. Floresce e frutifica 1º II - 2º IV. Frutos do tipo dupra. Muito isoladas.; Campo.",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","MG",NA,"Giordano, LC",NA,"Serra do Cipó Km 139 para Conceição",NA,NA,"1995","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-02-08 12:42:39-03","UFRGS","ICN","103989","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Sobral, M; Attili, D","7333","1991","10",NA,"América do Sul","Brasil",NA,NA,"Doação EEJI; Árvore 7 m, flores brancas.; Mata Atlântica. Beira de mata de restinga.",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","SP",NA,"Giordano, LC",NA,NA,NA,NA,"1995","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-02-08 12:42:39-03","UFRGS","ICN","177354","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Grings, M; Moser, A; Heilmann, A; Galdino, R; Cabral, E; Triverio, V","1760","2013","05","25","América do Sul","Brasil",NA,NA,"árvore com 15 m de altura; frutos imaturos verdes, alguns inicinado a ficar cor de vinho; beira de Floresta Ombrófila Densa de Terras Baixas",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","SC",NA,"Grings, M","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564","2013","05","25","18121","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-02-08 12:42:39-03","UFRGS","ICN","148892","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G; Silva, JM","56145","1991","12","06","América do Sul","Brasil",NA,NA,"Doação MBM.; Árvore 10m, flor creme esverdeada, anteras amarelas. Ramos muito rijos.; Mata pluvial da encosta de morro.",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","PR",NA,"J. Quatrecasas","Guaraqueçaba","estrada para Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,NA,"37295","auto",NA,NA,NA,"25","25",NA,NA,NA
"189","2020-08-27 12:19:40-03","IBt","SP","305847","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Souza, BM","15","1996","11","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,NA,"Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-10-08 08:53:11-03","IBt","SP","334683","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Sampaio, PSP","183","1999","01","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,NA,"Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-10-08 08:53:11-03","IBt","SP","334684","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Sampaio, PSP","105","1998","09","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,NA,"Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-04-15 17:20:07-03","IBt","SP","254566","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Sugiyama, M","922-A","1990","11","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,NA,"Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-09-24 08:24:46-03","IBt","SP","329573","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Fávero, OA","748","1993","01","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,NA,"Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-08-27 12:19:40-03","IBt","SP","302988","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hoehne, FC","s.n.","1918","03","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,NA,"São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-08-27 12:19:40-03","IBt","SP","3021","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hoehne, FC","s.n.","1918","03","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","São Paulo",NA,NA,"São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
