"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","169559","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee","isotype","M. de F. Agra","2820","1991","04","02","South America","Brazil","Paraíba","Municipio de Teixeira, Distr. de Matyréia, Pico de Jabre","-37.4314","-7.1861","900","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00169559","NY00169559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00852467","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee",NA,"K. C. Costa","113","1998","08","04","South America","Brazil","Pernambuco","Parque Estadual Pedra Furada. Face C.","-36.8792","-8.575","783","783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00852467","NY00852467_01","M. de F. Agra","Venturosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","169560","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee","isotype","M. de F. Agra","2820","1991","04","02","South America","Brazil","Paraíba","Municipio de Teixeira, Distr. de Matyréia, Pico de Jabre","-37.4314","-7.1861","900","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00169560","NY00169560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00829355","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee",NA,"L. S. Figueiredo","88","1995","06","16","South America","Brazil","Pernambuco","Fazenda Laranjeiras. Assentada em situados nas vertentes a sotavento da Chapada de São José.","-37.17","-8.62","790","790","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00829355","NY00829355_01","M. de F. Agra","Buíque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00852496","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee",NA,"K. C. Costa","158","1998","08","04","South America","Brazil","Pernambuco","Parque Estadual Pedra Furada.","-36.8792","-8.575","783","783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00852496","NY00852496_01","M. de F. Agra","Venturosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","770700","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee",NA,"M. de F. Agra","1998","1993","03","16","South America","Brazil","Paraíba","Distr. de Maturéia, Pico do Jabre.","-37.4314","-7.1861","800","1010","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770700","NY00770700_01",NA,"Teixeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","770701","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee",NA,"M. de F. Agra","2580","1994","03","25","South America","Brazil","Paraíba","Distr. de Maturéia, Pico do Jabre.","-37.4314","-7.1861","800","1010","sheet","(Inverno) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770701","NY00770701_01",NA,"Teixeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","04112090","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee",NA,"W. W. Thomas","15677","2012","05","01","South America","Brazil","Paraíba","Usina Japungu: Forest (Reserva Legal) 5.75 Km N of BR 101 o road to Lucena, then 1-2 Km E on Usina road.","-34.9714","-7.0306","24",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475923' target='other'> <mi>dwc_moreinfo</mi></a>","NY04112090","NY04112090_01","S. D. Knapp","Lucena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00852470","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee",NA,"K. C. Costa","15","1998","02","28","South America","Brazil","Pernambuco","Parque Pedra Furada. face A.","-36.8792","-8.575","783","783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928298' target='other'> <mi>dwc_moreinfo</mi></a>","NY00852470","NY00852470_01","M. de F. Agra","Venturosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00852497","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jabrense","Solanum jabrense","Agra & M.Nee",NA,"K. C. Costa","55","1998","05","18","South America","Brazil","Pernambuco","Parque Pedra Furada. Face C","-36.8792","-8.575","783","783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00852497","NY00852497_01","M. de F. Agra","Venturosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
