"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","typeStatus"
"16","2019-10-09 11:10:21-03","UFBA","ALCB","122719","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Alves, M","Alves, M; Roque, N; Gandara, A","329","2014","07","25","Southern America","Brasil","Bahia","Rio de Contas","Distrito de Arapiranga. Trilha a partir do Sítio Seco em direção ao Porco Gordo.","-41.757778","-13.456389","904","904",NA,"ca 1,5 m alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas, anteras negras.","ALCB010481","ALCB010481 ALCB010481_1","2014","05","-41.757778","-13.456389",NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:10:21-03","UFBA","ALCB","122728","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Alves, M","Alves, M; Roque, N; Gandara, A","330","2014","07","26","Southern America","Brasil","Bahia","Rio de Contas","Distrito de Arapiranga. Estrada da Cruzinha com acesso à Mato Grosso.","-41.805833","-13.489722","1151","1151",NA,"ca 1,5 m alt. Folhas discolores. Brácteas Involucrais verdes. Corolas amarelas, anteras negras.","ALCB010490","ALCB010490","2014","05","-41.805833","-13.489722",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:10:21-03","UFBA","ALCB","127157","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Alves, M","Guedes, ML; Alunos de Botânica BIOC05","25353","2017","02","03","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Caminho para o Rio Agua Suja.","-41.8","-13.583333","850","850",NA,"Folhas discolores, ásperas. Inflorescência capítulos heteromorfos, flores amarelas.","ALCB041718","ALCB041718","2017","03","-41.8","-13.583333",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 21:31:45-03","UFBA","ALCB","131521","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Roque, N","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","5107","2018","01","14","Southern America","Brasil","Bahia","Piatã","Povoado Mauricia, Trilha para os Gerais de Piatã, através da Serra da Tromba.","-41.808056","-13.155833","1353","1353",NA,"ca 1m alt., folhas discolores, brácteas involucrais verdes, corola amarela, estames negros.; Gerais","ALCB048079","ALCB048079","2018","01","-41.808056","-13.155833",NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:10:21-03","UFBA","ALCB","62344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Roque, N","França, F; Atkins, S; Silva, BM da; Harley, RM; Santos, RC dos","4215","2003","02","03","Southern America","Brasil","Bahia","Abaíra","Chapada Diamantina, Catolés: Trilha para a Serra do Barbado","-41.891667","-13.288611","1245","1245",NA,"Ca. 1 m alt. Folhas membranácea, discolor: face abaxial esbranquiçada. Pétalas amarelas.; Vegetação de encosta pedregosa.",NA,NA,"2008","09","-41.891667","-13.288611",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:10:21-03","UFBA","ALCB","65539","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Alves, M","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","987",NA,NA,NA,"Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Rio de Contas. Est. para o Pico das Almas","-41.9075","-13.518056","1239","1239",NA,"ca 1m alt. Brácteas involucrais verde, flores amarelas, anteras negras. Folhas discolores.",NA,NA,"2015","02","-41.9075","-13.518056",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:10:21-03","UFBA","ALCB","68972","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Alves, M","Guedes, ML; Cruz, FG; Martins, DV; Gomes, DF; et al.","11453","2004","09","18","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina","-41.880278","-13.060833",NA,NA,NA,"de ca 1m.",NA,NA,"2015","02","-41.880278","-13.060833",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:10:21-03","UFBA","ALCB","69794","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Alves, M","Guedes, ML; Velozo, ES; et al.","11857","2005","03","24","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Malhada de Areia de Baixo","-41.874444","-13.245278",NA,NA,NA,"de ca 1,80m. Folhas ásperas com a face adaxial bulada. Capítulo com flores do raio e do disco amarelas. Freqüente.; arbustivo",NA,NA,"2012","07","-41.874444","-13.245278",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:10:21-03","UFBA","ALCB","72863","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Alves, M","Harley, RM; Giulietti, AM","55024","2004","03","04","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, próximo a barragem, nos arredores da cidade, na estrada para o Pico das Almas","-41.829722","-13.571111","1016","1016",NA,"esguio, até 1,0 m. Folhas discolores, face superior verde, face inferior verde-acinzentada. Brácteas involucrais externas mais ou menos folháceas, verdes, as internas creme-esverdeadas com ápice verde. verdes. Corola amarelo-escura, aquelas do raio c",NA,NA,"2015","02","-41.829722","-13.571111",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:10:21-03","UFBA","ALCB","94435","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Abreu, IS","Abreu, IS","78","2010","01","04","Southern America","Brasil","Bahia","Arapiranga","Chapada Diamantina, Estrada para o Rio das Andorinhas",NA,NA,NA,NA,NA,"Altura cerca de 1,5m; folhas discolores; flores do raio com corola amarela; flores do disco com corola amarela e anteras negras.",NA,NA,"2010","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:10:21-03","UFBA","ALCB","98479","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Alves, M","Figueroa, LE; Neuracy; Luciana","128","2001","05","22","Southern America","Brasil","Bahia","Alagoinhas","Litoral Norte, Campus II/UNEB, km 03, BA-092, rodovia Alagoinhas/Salvador","-38.433333","-12.133333",NA,NA,NA,"capítulos com flores amarelas. Visitada por Apis.; secundária densa",NA,NA,"2012","07","-38.433333","-12.133333",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:10:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Hind, DJN","Melo, E; França, F; Sena, MP","PCD1732","1995","02","24","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333","920","920",NA,"0,40 m.; Campo rupestre queimado, em recuperação. Afloramentos rochosos de arenito.",NA,NA,"1996","11","-41.45","-12.433333",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:10:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Magenta, M","Harley, RM; Giulietti, AM; Fieroo, AF; Ganev, W; Queiroz, RF","50677","1992","01","07","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Estrada Piatã-Ubaíra, 4 km após Piatã","-41.783333","-13.15","1300","1300",NA,"até 2,0 m alt. Folhas verdes, mais claras na face inferior. Brácteas involucrais externas verdes, internas amarelas. Àpice patente verde. Corola amarelo-ouro.",NA,NA,"2003",NA,"-41.783333","-13.15",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:10:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Hind, DJN","Harley, RM; Hind, DJN","27203","1988","12","11","Southern America","Brasil","Bahia","Água Quente","Chapada Diamantina, Pico das Almas. Vale ao N-O da Serra do Pau Queimado. Próximo da Casa Folheta. Beira do Riacho Folheto","-42","-13.483333","1300","1300",NA,"de 1,5 - 2 m de altura, pouco ramificado na parte superior. Flores do raio +/- 15 - 20 mm x 4 mm, amarelo vivo. Flores do disco amarelo-opaco. Invólucros jovens +/- 10 mm de diâmetro. Brácteas involucrais verde-escuro.; entre rochas.",NA,NA,"1989","05","-42","-13.483333",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:48:49-03","NBC","NL-BOTANY","U.1114258","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Hind DJN","Harley RM; Hind DJN",NA,"1988","12","11","Southern America","Brazil","Bahia",NA,NA,"-42","-13.483333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1114258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1114258","NL-U1114258","1989","05","-42.0","-13.483333","Magnoliopsidae","01","U 0098842",NA,NA,NA,NA
"31","2020-02-08 08:48:49-03","NBC","NL-BOTANY","U.1114259","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Hind DJN","Harley RM; Stannard BL; Hind DJN",NA,"1988","11","30","Southern America","Brazil","Bahia",NA,NA,"-41.983333","-13.5",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1114259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1114259","NL-U1114259","1989","05","-41.983333","-13.5","Magnoliopsidae","01","U 0159678",NA,NA,NA,NA
"32","2020-02-08 08:48:49-03","NBC","NL-BOTANY","U.1114257","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Hind DJN","Hind DJN; Pirani JR",NA,"1992","01","30","Southern America","Brazil","Bahia",NA,NA,"-41.883333","-13.266667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1114257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1114257","NL-U1114257","1993","03","-41.883333","-13.266667","Magnoliopsidae","01","U 0102030",NA,NA,NA,NA
"33","2020-11-04 11:01:28-03","ESALQ","ESA","90834","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Dematteis, M.","Paula-Souza, J. ; Tsuji, R.","5214.0","2005","02","01",NA,"Brasil","Bahia","Rio de Contas","Estrada para o Pico das Almas (indo pela Faz. Silvina). 8,5km da barragem em direção a Rio de Contas. Campo rupestre","-418.775",NA,"1215","1215",NA,"Arbusto, 1,5m alt. Flores amarelas","ESA090834","ESA090834",NA,NA,"-418,775","-13,533,611",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:01:28-03","ESALQ","ESA","23924","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Hind, N.","Atkins, S. et al.",NA,"1994","03","03",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA023924","ESA023924",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"35","2019-02-15 11:34:05-02","IPA","IPA","24882","S","Plantae","Plantae",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H. Rob.) H. Rob.","Magenta, M.","Harley, R.M.","19904","1977","03","24","Southern America","Brasil","Bahia",NA,"Serra do Rio de Contas, Ca. 1 km south of small town of Mato Grosso on the road to Vila do Riio de Contas.","-41.816667","-13.483333","1200","1200",NA,"Herb. to 120cm. Leaves rugose, dark green above, tawny-grey beneath. Florets deep yellow.; Sandstone rock outcrops with small area of disturbed marsh at base, and nearby river with lush vegetation along rocky margins.","IPA0024882","IPA0024882","2007",NA,"-41.816667","-13.483333",NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:34:05-02","IPA","IPA","24883","S","Plantae","Plantae",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H. Rob.) H. Rob.","Magenta, M.","Harley, R.M.","19936","1977","03","24","Southern America","Brasil","Bahia",NA,"Serra do Rio de Contas, Ca. 3km south of small town of Mato Grosso on the road to Vila do Rio de Contas.","-41.816667","-13.483333","1200","1200",NA,"Herb to ca. 120cm. Leaves rugosa, dark green above, tawny-grey beneath. Florets deep yellow.; Sandstone rocks and dry hillside with scrub by vegetation.","IPA0024883",NA,"2007",NA,"-41.816667","-13.483333",NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:34:05-02","IPA","IPA","62176","S","Plantae","Plantae",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H. Rob.) H. Rob.","Hind, D.J.N.","Harley, R.M.; Hind, D.J.N.; Lughadha, E Nic; Souza, VCSakuragu; Ganev, W.; Hind, D.J.N.; Lughadha, E Nic; Souza, VCSakuragu; Ganev, W.","50387","1991","12","26","Southern America","Brasil","Bahia","Piatã","Quebrada da Serra do Atalho.","-41.833333","-13.216667","1600","1700",NA,"Campo rupestre, entre rochas.","IPA0062176",NA,"1998",NA,"-41.833333","-13.216667",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:24:00-03","UNICAMP","UEC","104234","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Moraes, MD","Harley, RM; Stannard, BL; Hind, DJN","26502","1988","11","30",NA,"Brazil","Bahia","Água Quente","Pico das Almas, Vertente norte, valo ao noroeste do Pico.","-41.983333","-13.5","1400","1400",NA,"Entre rochas.","UEC122574","UEC122574","2005",NA,"-41.983333","-13.5",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:24:00-03","UNICAMP","UEC","111265","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Moraes, MD","Moraes, MD; Aona, LYS","454","2000","03","23",NA,"Brazil","Bahia","Rio de Contas","ca. 12km em estrada para vila de Mato Grosso.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Arbusto ca. 1,50m, com xilopódio, flores e ramos do estilete amarelos, páleas amareladas.; Cerrado, solo arenoso, entre rochas.","UEC122573","UEC122573",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"40","2021-03-01 16:24:00-03","UNICAMP","UEC","142555","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Moraes, MD","Moraes, MD; Aona, LYS","449","2000","03","23",NA,"Brazil","Bahia","Rio de Contas","ca. 15 km de Rio de Contas para Pico das Almas, próximo da Fazenda Brumadinho.","-41.8114013671875","-13.5789003372192","1140","1140",NA,"Arbusto ca. 1,50m, com xilopódio, flores e ramos do estilete amarelos, páleas amareladas.; Cerrado, solo arenoso.","UEC122575","UEC122575",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"41","2021-03-01 16:24:00-03","UNICAMP","UEC","111264","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Moraes, MD","Moraes, MD; Aona, LYS","453","2000","02","23",NA,"Brazil","Bahia","Rio de Contas","Ca. 15km em estrada para vila de Mato Grosso.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Arbusto ca. 1,50m, com xilopódio, flores e ramos do estilete amarelos, páleas amareladas.; Cerrado, entre rochas.","UEC122564","UEC122564",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"42","2021-03-01 16:24:00-03","UNICAMP","UEC","111272","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","episcopale","Dimerostemma episcopale","(H.Rob.) H.Rob.","Moraes, MD","Moraes, MD; Aona, LYS","487","2000","03","25",NA,"Brazil","Bahia","Rio de Contas","Ca. de 3 km da vila Mato Grosso.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Arbusto ca. 1m, com xilopódio, flores e ramos do estilete amarelos, páleas amareladas.; Cerrado.","UEC122569","UEC122569",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
