"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"1","2020-09-23 10:38:55-03","E","E","326858","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla","isolectotype","Sellow, F.","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:399359","<a href=http://data.rbge.org.uk/herb/E00326858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00326858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:38:55-03","E","E","225610","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla","holotype","Davie, R.C.","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:239345","<a href=http://data.rbge.org.uk/herb/E00225610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00225610","156","1914","09","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00943153","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"W. R. Anderson","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943153","35751","1972","02","10","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Minas Gerais","Serra do Espinhaço, summit of the Pico do Itambé","-43.3919444","-18.43185","2000","2000","NY00943153_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","2527621","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"W. M. A. Brooke","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769512' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527621","6541",NA,NA,NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,NA,"Chulumani. Hedge above stream.",NA,NA,"1951",NA,"NY02527621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","2527660","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"G. Mandon","South America","Bolivia","sheet",NA,"[Illegible precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769551' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527660","559",NA,NA,NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Vicinis Sorata, ad [rivum Challasuyo].",NA,NA,"2700","3000","NY02527660_01","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00943161","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"P. Clausen","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1065020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943161","s.n.",NA,NA,NA,"Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Minas Gerais",NA,NA,NA,NA,NA,"NY00943161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","390892","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"J. C. Lindeman","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390892","4161","1967","11","02","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Rio de Janeiro","Parque Nacional de Itatiaia, planalto near Abrigo Rebouças","-44.678895","-22.385269","2350","2350","NY00390892_01 NY00390892_02","Resende",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","390894","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"G. J. Shepherd","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390894","12825","1980","08","01","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","São Paulo","Serrada Bocaina, estr.p/ Silveiras, 26km de S. J. do Barreiro","-44.5697","-22.64","1400","1400","NY00390894_01","Sao José do Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00943146","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"A. F. C. P. Saint-Hilaire","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943146","D191","1816",NA,NA,"Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Minas Gerais",NA,NA,NA,NA,NA,"NY00943146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","2527630","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"R. Seidel","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769521' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527630","990","1987","05","30","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","1 km al W de Yanacachi.",NA,NA,"2070",NA,"NY02527630_01","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00943143","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"P. Clausen","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943143","46","1841",NA,NA,"Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Minas Gerais",NA,NA,NA,NA,NA,"NY00943143_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2482092","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"L. B. Smith","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2743829' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482092","10157","1957","01","16","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","W. S. Judd","Santa Catarina","Source of Rio Capivaras, Serra do Oratório, 10 km east of Bom Jardim da Serra (Cambajuva)","-49.9317","-28.2942","1200","1200","NY02482092_01","Sao Joaquim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2527614","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. L. Luteyn","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769505' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527614","13712","1990","05","17","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Along road through cloud forest, 7.0-9.4 km NE of (above) Huancané.","-67.53","-16.33","2286","2499","NY02527614_01","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2527646","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. D. Boeke","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769537' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527646","3080","1980","08","17","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Puno","Ollachea-San Goban road, just N of Camatane tunnel. On large boulder near roadside.",NA,NA,NA,NA,"NY02527646_01","Carabaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2527625","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"S. G. Beck","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769516' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527625","206",NA,NA,NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Yanacachi, 1 km NW, cerca de acueducto.",NA,NA,"2050",NA,"NY02527625_01","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2527613","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"W. Galiano Sánchez","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769504' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527613","6376","2004","05","23","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Cusco","Dist. Machu Picchu, Wiñay Wayna.","-72.5425","-13.1803","2769",NA,"NY02527613_01","Urubamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00943147","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"A. F. C. P. Saint-Hilaire","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943147","B1 174+","1816",NA,NA,"Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Minas Gerais",NA,NA,NA,NA,NA,"NY00943147_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2527648","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"F. S. Zenteno-Ruíz","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769539' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527648","666",NA,NA,NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Pajan.","-68.9","-15.13","3000",NA,"NY02527648_01","Bautista Saavedra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","390904","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"J. N. Rose","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390904","20525","1915","07","26","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Rio de Janeiro","Vicinity of Itatiaia","-44.5631","-22.4961","2500","2500","NY00390904_01","Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","390885","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"B. D. Sucre","South America","Brazil","sheet",NA,"P. I. S. Braga collection number 727 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390885","2994","1968","05","07","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","São Paulo","Reserva Florestal da Bocaina, mais ou menos 1300, Posses","-44.601599","-22.775231",NA,NA,"NY00390885_01","Bocaína",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2527636","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"R. Seidel","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769527' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527636","865","1987","04","04","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Yanacachi 3.5 km hacia Chojlla, por la derecha al borde de un camino, Matorral.",NA,NA,"2000",NA,"NY02527636_01","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2527619","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"G. H. H. Tate","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769510' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527619","905","1926","04","26","Magnoliophyta","Ericales","mucronata","Luteyn",NA,NA,"Cordillera Real. Okara.",NA,NA,"2286",NA,"NY02527619_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","390887","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"A. C. Brade","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390887","16500","1940","07","30","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Rio de Janeiro","Flora da Serra dos Orgaos. Pedra Chapadao",NA,NA,"1900","1900","NY00390887_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","390901","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"G. Gardner","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390901","473",NA,NA,NA,"Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Rio de Janeiro","Organ Mounts.","-43.073169","-22.496706",NA,NA,"NY00390901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","866403","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. L. Luteyn","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=948714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866403","15681","2006","06","22","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Puno","Steep roadside slopes 13-24 km above (south of) Sandia.","-69.492","-14.408","2800","3120","NY00866403_01","Sandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2527649","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"A. Fuentes","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769540' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527649","10869","2006","05","19","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Concoroni (Siete Vueltas), entre Camata y Cuibaja.","-68.7664","-15.3181","2800",NA,"NY02527649_01","Muñecas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2527647","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. D. Boeke","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769538' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527647","3201","1980","08","25","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Puno","Ollachea-San Gaba'n road; Camatane.",NA,NA,NA,NA,"NY02527647_01","Carabaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2527655","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"A. Fuentes","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769546' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527655","5735","2003","11","07","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Parque Nacional Madidi, Virgen del Rosario, al E.","-68.6992","-14.5992","1270","1700","NY02527655_01","Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00943154","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"L. Riedel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943154","1659","1834","11",NA,"Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Minas Gerais","In sasosis ferruginosis mont. Serra da Piedade, Itacolumi.","-43.5081","-20.2878",NA,NA,"NY00943154_01","Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","390898","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"F. Rawitscher","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390898",NA,"1941","07","07","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","São Paulo","Itatiaia",NA,NA,NA,NA,"NY00390898_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00943152","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"B. D. Sucre","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943152","6747","1970","05","13","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Minas Gerais","Serra de Ibitipoca, Pico de Pião, Arenito da Serie de Lavras.",NA,NA,"1580","1600","NY00943152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2527623","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"S. G. Beck","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769514' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527623","11310","1985","07","16","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Bajando de la cumbre del Valle de Zongo, 32.5 kms.",NA,NA,"2340",NA,"NY02527623_01","Pedro Domingo Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2527667","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"R. S. Williams","South America","Bolivia","sheet",NA,"[Illegible precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769558' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527667","1442",NA,NA,NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,NA,"Near [Atter].",NA,NA,"1829",NA,"NY02527667_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","866405","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. L. Luteyn","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=948780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866405","15684","2006","06","22","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Puno","Steep roadside slopes 13-24 km above (south of) Sandia.","-69.492","-14.408","2800","3120","NY00866405_01","Sandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00943144","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"A. E. Brina","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943144","s.n.","2000","12","10","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Minas Gerais","Área da Samarco.","-43.4158","-20.3781",NA,NA,"NY00943144_01","Mariana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","390903","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"P. Capell","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390903","4","1951","06","15","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Rio de Janeiro","Al margen la via ferrea poco antes de las cascadas. Cascada Pinel","-42.5308","-22.2819",NA,NA,"NY00390903_01","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2527656","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"R. K. Brummitt","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769547' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527656","19495","1996","06","13","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Prov. Unduavi Valley just below Chaco. Hillside.","-67.83","-16.33","1850",NA,"NY02527656_01","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2527654","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"S. G. Beck","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769545' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527654","29920","2007","11","02","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Chulumani. Subiendo unos 6 km hacia El Paraiso con movilidad y despues a pie.","-67.55","-16.4","2500",NA,"NY02527654_01","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00943158","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"L. Riedel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1065003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943158","394x","1824","06","15","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn",NA,"In saxosis Punto do Morro, Serra St. Jozé.",NA,NA,"1219","1524","NY00943158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","390884","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"C. Farney","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390884","760","1985","07","01","Magnoliophyta","Ericales","eriophylla","(Pers.) Sleumer ex B.L.Burtt","J. L. Luteyn","Rio de Janeiro","Matas nebulares próximas ao Morro da Bandeira","-43.1783","-22.505","1500","1500","NY00390884_01","Petrópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2527620","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"G. H. H. Tate","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769511' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527620","683","1926","05","15","Magnoliophyta","Ericales","mucronata","Luteyn",NA,NA,"Cordillera Real. Nequejahuira.",NA,NA,"2438",NA,"NY02527620_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2527641","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"L. Valenzuela Gamarra","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769532' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527641","4713","2005","01","23","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Cusco","Dist. Machu Picchu, Pampacahua.","-72.27","-13.1","2581","2800","NY02527641_01","Urubamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
