"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","day","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem","fieldNumber","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","884805","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Sm.","H. E. Luther","Grupo Pedra do Cavalo","54","1980","05","South America","Brazil","Bahia","Cachoeira","Barragem de Bananeiras. Vale dos Riod. Paraguaçu e Jacuipe.","-39.08","-12.53","40","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884805","NY00884805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-10-09 11:27:36-03","UFBA","ALCB","000429","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.","Faria, APG de; Wendt, T; Sousa, LOF de","Costa, AL","s/n","1963","11","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã, entre o aeroporto e o Abaeté","-38.5","-12.966667",NA,NA,NA,NA,"ALCB011619","ALCB011619","2003","03","19","15","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-10-09 11:27:36-03","UFBA","ALCB","000430","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.","Faria, APG de; Wendt, T; Sousa, LOF de","Costa, AL","244","1952","05","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de areia de Itapuã.","-38.5","-12.966667",NA,NA,NA,"As folhas novas não lanceoladas e não truncadas.","ALCB011621","ALCB011621","2003","03","19","04","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-10-09 11:27:36-03","UFBA","ALCB","000431","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.","Faria, APG de; Wendt, T; Sousa, LOF de","Gusmão, EF de","s/n","1974","12","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã, entre o Aeroporto e Stella Mares.","-38.5","-12.966667",NA,NA,NA,NA,"ALCB011618","ALCB011618",NA,NA,NA,"01","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-10-09 11:27:36-03","UFBA","ALCB","000931","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.","Faria, APG de; Wendt, T; Sousa, LOF de","Costa, AL; Santana, W","s/n","1974","10","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã, entre o Aeroporto e Stella Mares.","-38.5","-12.966667",NA,NA,NA,NA,"ALCB011632","ALCB011632","2003","03","18","20","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-10-09 11:27:36-03","UFBA","ALCB","007781","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.",NA,"Grupo Pedra do Cavalo","683","1980","09","Southern America","Brasil","Bahia","Geolândia",NA,NA,NA,NA,NA,NA,"terrestre. Flores roxas, protegidas por brácteas róseas e dispostas em panículas.","ALCB011615","ALCB011615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-10-09 11:27:36-03","UFBA","ALCB","015407","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.","Faria, APG de; Wendt, T; Sousa, LOF de","Costa, AL","s/n","1968","09","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,NA,NA,"ALCB011633","ALCB011633","2003","03","19","22","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-10-09 11:27:36-03","UFBA","ALCB","017642","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.","Faria, APG de; Wendt, T; Sousa, LOF de","Alunos de Ecologia","s/n","1986","05","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,NA,NA,"ALCB011620","ALCB011620","2003","03","18","17","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-10-09 11:27:36-03","UFBA","ALCB","023954","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.","Guedes, ML; Bandeira, FP","Bandeira, FP","125","1993","01","Southern America","Brasil","Bahia","Paulo Afonso","Nordeste, Brejo do Burgo, Serrota","-38.216667","-9.4",NA,NA,NA,"folhas coriáceas, discolores, de verde a amareladas. Inflorescências com bractéolas alaranjadas e flores azuis.","ALCB011631","ALCB011631 ALCB011631_1","1993","02",NA,"11","-38.216667","-9.4",NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-10-09 11:27:36-03","UFBA","ALCB","027412","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","littoralis","Hohenbergia littoralis","L.B.Smith.","Faria, APG de; Wendt, T; Sousa, LOF de","Faria, LSS; Guedes, ML","03-95","1995","10","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Lagoa do Abaeté.","-38.5","-12.966667",NA,NA,NA,"terrestre. Folhas formando roseta, com margem armada. Inflorescência com 1 m.","ALCB011622","ALCB011622","2003","03",NA,"31","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
