"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","month","day","county","decimalLongitude","decimalLatitude","typeStatus","minimumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount"
"52","2020-12-21 16:19:29-03","MBM","MBM","180607","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Dombrowski, L.T.","1985","Southern America","Brazil","Paraná","Parque Vila Velha",NA,"Rupícola e raramente epífita.","MBM180607",NA,"Dombrowski, L.T.","12959","02",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:19:29-03","MBM","MBM","160884","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Hatschbach, G.; Kummrow, R.; Silva, J.M.; Kummrow, R.; Silva, J.M.","1993","Southern America","Brazil","Paraná","Guartelá, Canyon Rio Iapó",NA,"Rupícola e raramente epífita.","MBM160884","MBM160884","Hatschbach, G.","59096","03","31","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:19:29-03","MBM","MBM","245667","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Prata, A.P.; et al.; et al.","2000","Southern America","Brazil","São Paulo","Fazenda Santa Isabel",NA,NA,"MBM245667","MBM245667","Wanderley, M.G.L.","824","02","09","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-04-20 16:17:49-03","MNHN","RECOLNAT_MNHN_P","P00753199","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Mandon, G.","1861",NA,"Bolivie",NA,"Prov. Larecaja : Viciniis Sorrata, inter San Pedro et coaconi in scopulosis, super arbores","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753199' target='other'> <mi>dwc_moreinfo</mi></a>","P00753199","P00753199_01","Smith",NA,"3",NA,NA,NA,NA,NA,"2650",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1180",NA
"56","2015-09-03 21:17:44-03","MNHN","RECOLNAT_MNHN_P","P02175375","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Smith, L.B.|Klein, R.M.|Hatschbach, G.","1965",NA,"Brasil","Paraná","Vila Velha. Ponta Grossa, Paraná, Sul, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175375' target='other'> <mi>dwc_moreinfo</mi></a>","P02175375","P02175375_01",NA,NA,"1","14","Ponta Grossa","-50.03333","-25.21667",NA,"890",NA,NA,NA,NA,NA,NA,NA,NA,"920","14450",NA
"57","2009-07-03 11:05:14-03","MNHN","RECOLNAT_MNHN_P","P00753198","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Mandon, G.","1861",NA,"Bolivie",NA,"Prov. Larecaja : Viciniis Sorrata, inter San Pedro et coaconi in scopulosis, super arbores","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753198' target='other'> <mi>dwc_moreinfo</mi></a>","P00753198","P00753198_01 P00753198_02","Smith",NA,"3",NA,NA,NA,NA,NA,"2650",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1180",NA
"58","2015-09-03 21:17:45-03","MNHN","RECOLNAT_MNHN_P","P02175376","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Hatschbach, G.","1966",NA,"Brasil","Paraná","Rio São João. Carambeí, Paraná, Sul, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175376' target='other'> <mi>dwc_moreinfo</mi></a>","P02175376","P02175376_01",NA,NA,"4","14","Carambeí","-50.0971984863281","-24.9178009033203",NA,NA,"26641","auto",NA,NA,NA,NA,NA,NA,NA,"14207",NA
"59","2015-09-03 21:17:45-03","MNHN","RECOLNAT_MNHN_P","P02175377","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Glaziou","1886",NA,"Brasil","Rio de Janeiro","São Cristóvão. Valleé du Rio [Parahyba]. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175377' target='other'> <mi>dwc_moreinfo</mi></a>","P02175377","P02175377_01",NA,NA,"7","14","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-11 17:18:23-03","UFPR","UPCB","53499","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Novelino, R.F.","1985",NA,"Brasil","Paraná",NA,NA,"Rupícola, folhas esbranquiçadas, pelos escamosos, flores amarelas..",NA,NA,"Tardivo, R.C.","20497","01","27","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2001","06","05",NA,NA,NA,NA,NA
"61","2021-02-11 17:18:23-03","UFPR","UPCB","27920","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Mestre, L.A.M.","1996",NA,"Brasil","Paraná","Cachoeira São Jorge",NA,"Herbácea, rupícola, flor amarela. Campo..",NA,NA,"Tardivo, R.C.",NA,"07","23","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1996","07","30",NA,NA,NA,NA,NA
"62","2021-02-11 17:18:23-03","UFPR","UPCB","31215","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Cervi, A.C.","1997",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Rupícola com flores amarelas..",NA,NA,"Tardivo, R.C.","6250","02","19","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1997","02","19",NA,NA,NA,NA,NA
"63","2021-02-11 17:18:23-03","UFPR","UPCB","32438","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Tardivo, R.C.","1997",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Rupícola, xerofítica, folhas densamente lepidotas, corola amarelo-ouro, sépalas amareladas..",NA,NA,"Tardivo, R.C.","204","11","11","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1997","12",NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:18:23-03","UFPR","UPCB","53498","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Krieger, L.","1971",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Rupícola, folhas novas cinéreas, as velhas pardas, flores amarelas e frutos. Sobre arenito, paredão..",NA,NA,"Tardivo, R.C.","11268","12","18","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2001","06","05",NA,NA,NA,NA,NA
"65","2021-02-11 17:18:23-03","UFPR","UPCB","26688","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Tardivo, R.C.","1996",NA,"Brasil","Paraná","Parque Estadual do Guartelá",NA,"Rupícola, flor amarela..",NA,NA,"Tardivo, R.C.","183","05","09","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,"1996","05","09",NA,NA,NA,NA,NA
"66","2021-02-11 17:18:23-03","UFPR","UPCB","55478","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Kersten, R.","2004",NA,"Brasil","Paraná","Passo do Pupo, Furna Grande",NA,"Rupícola nos arenitos próximos a Furnas..",NA,NA,"Kersten, R.","890","05","20","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:18:23-03","UFPR","UPCB","5070","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Hatschbach, G.","1965",NA,"Brasil","Paraná","Rio São João",NA,"Afloramentos de arenito..",NA,NA,"Hatschbach, G.","12150","01","15","Castro","-50.0119018554688","-24.7910995483398",NA,NA,"50779","auto",NA,"1965","06",NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:18:23-03","UFPR","UPCB","5347","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","Baker","Hatschbach, G.","1966",NA,"Brasil","Paraná","Rio São João",NA,"Rupícola, flor amarela. Afloramentos de arenito..",NA,NA,"Hatschbach, G.","14207","04","14","Castro","-50.0119018554688","-24.7910995483398",NA,NA,"50779","auto",NA,"1966","07",NA,NA,NA,NA,NA,NA
"69","2020-10-23 11:40:00-03","MO","MOBOT","101230174","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Per Dusén","1910","South America","Brazil","Paraná","Villa Velha, in rupibus.",NA,NA,NA,NA,"G.K. Brown","Dusén 9238","1","25",NA,NA,NA,NA,"875.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2009-07-09 17:05:00-03","MO","MOBOT","2453547","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Gert G. Hatschbach","1965","South America","Brazil","Paraná","Ponta Grossa. Cambiju",NA,NA,NA,NA,NA,"Hatschbach 9796","3","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2011-05-03 17:19:00-03","MO","MOBOT","2518363","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Cornelius Osten","1893","South America","Uruguay","Soriano","Mercedes",NA,NA,NA,NA,NA,"Osten 3055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2012-10-11 12:46:00-03","MO","MOBOT","2793223","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","G. Mandon","1861","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file","Mandon 1180",NA,NA,"Larecaja",NA,NA,"Syntype","2650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2008-06-27 03:32:00-03","MO","MOBOT","2793222","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","mandonii","Tillandsia mandonii","E. Morren ex Mez","Walter Till","1982","South America","Bolivia","Tarija","14 km E of Entre de Dios",NA,NA,NA,NA,NA,"Till 73","7","15",NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2016-06-16 10:16:51-03","UNIOESTE","UNOP","2129","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Bernardon, E.; Martins, S.; Souza, T.; Cavali, A.P.; Liesenfeld, V.; Martins, S.; Souza, T.; Cavali, A.P.; Liesenfeld, V.","2015",NA,"Brasil","Paraná","Parque Estadual do Guartelá",NA,"Rupícola. Folha lepidotas. Flores com pétalas amplas e amarelas.",NA,NA,"Bernardon, E.","29","08","26","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,"2015","08",NA,NA,NA,NA,NA,NA
"75","2016-04-04 17:00:29-03","UNIOESTE","UNOP","2120","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Bernardon, E.; Souza, T.; Liesenfeld, V.; Souza, T.; Liesenfeld, V.","2015",NA,"Brasil","Paraná","Parque Estadual do Guartelá",NA,"Rupícola. Folha lepidotas. Flores com pétalas amplas e amarelas.",NA,NA,"Bernardon, E.","18","06","03","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,"2015","08",NA,NA,NA,NA,NA,NA
"76","2016-04-04 17:00:29-03","UNIOESTE","UNOP","2122","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Bernardon, E.; Souza, T.; Liesenfeld, V.; Souza, T.; Liesenfeld, V.","2015",NA,"Brasil","Paraná","Parque Estadual do Guartelá",NA,"Rupícola. Folha lepidotas. Flores com pétalas amplas e amarelas.",NA,NA,"Bernardon, E.","20","06","03","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,"2015","08",NA,NA,NA,NA,NA,NA
"77","2020-06-15 15:29:40-03","UNESP-RC","HRCB","27836","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Segecin, S.","1997",NA,"Brasil","Paraná",NA,NA,"Rupícola de partes ensolaradas, folhas com muitas escamas de aspecto aveludado prata. <ll>dwc_commonname:</ll> brómelia",NA,NA,"Jardivo, R. C.","3","10","18","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2011","05",NA,NA,NA,NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","2565198","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É. Morren) Baker","L. Smith, R. M. Klein & G. Hatschbach","1965","South America - Neotropics","Brazil","Paraná","Base sandstone cliffs, Vila Velha",NA,NA,"US01913755","US01913755_01",NA,"14450","1","14","Ponta Grossa","-50.03","-25.22",NA,"890",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"920",NA,"1"
"79","2020-09-12 05:00:02-03","US","US","2532969","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É. Morren) Baker","G. Hatschbach","1966","South America - Neotropics","Brazil","Paraná","Carambei, Rio S. João",NA,NA,"US01913756","US01913756_01",NA,"14207","4","14","Castro","-50.0119018554688","-24.7910995483398",NA,NA,"50779","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","2520936","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É. Morren) Baker","G. Hatschbach","1963","South America - Neotropics","Brazil","Paraná","Fda. Cambiju",NA,NA,"US01913760","US01913760_01",NA,"9796","3","14","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"100","46557","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","1481888","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É. Morren) Baker","P. K. Dusén","1910","South America - Neotropics","Brazil","Paraná","Vila Velha",NA,NA,"US01913759","US01913759_01",NA,"9238","1","25","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","1802524","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É. Morren) Baker","P. Goncalves","1939","South America - Neotropics","Brazil","Paraná","Vila Velha",NA,NA,"US01913757","US01913757_01",NA,"414","8","28","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"83","2020-09-12 05:00:02-03","US","US","2026796","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É. Morren) Baker","G. Tessmann","1948","South America - Neotropics","Brazil","Paraná","Fazenda Lagoa Dourada. Near Vila Velha",NA,NA,"US01913758","US01913758_01",NA,"s.n.","2","7","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"84","2019-12-09 17:29:36-03","UFPR","EFC","7662","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Cervi, A.C.; Tardivo, R.C.; Alquini, Y.","1997",NA,"Brasil","Paraná","P.E. Vila Velha",NA,"Rupícola abundante, flores amarelas.","EFC007662",NA,"Tardivo, R.C.","6250","02","19","Ponta Grossa","-50.0028","-25.2414",NA,NA,NA,NA,NA,"1997","02","19","-50.0028","-25.2414",NA,NA,NA
"85","2019-12-09 17:29:36-03","UFPR","EFC","8946","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Ziller, S.R.","1999",NA,"Brasil","Paraná","P.E. Vila Velha, oposto à mata da fortaleza",NA,"Herbácea rupestre, abundante nos afloramentos de arenito. Flores amarelas. __COMMOM_NAME__: Caraguatá","EFC008946",NA,"Hatschbach, G.","1893","05","23","Ponta Grossa","-50.0028","-25.2414",NA,NA,NA,NA,NA,"1999","12","01","-50.0028","-25.2414",NA,NA,NA
"86","2019-12-09 17:29:36-03","UFPR","EFC","1880","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Ziller, S.R.","1991",NA,"Brasil","Paraná","P.E. do Guartelá",NA,NA,"EFC001880",NA,"Kersten, R.","174","03","17","Tibagi","-50.2444","-24.5745",NA,NA,NA,NA,NA,"2004","09","01","-50.2444","-24.5745",NA,NA,NA
"87","2019-12-09 17:29:36-03","UFPR","EFC","8930","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Ziller, S.R.","1999",NA,"Brasil","Paraná","Fazenda Cambiju, Colonia Primavera",NA,"Herbácea rupestre muito comum nos afloramentos de arenito. Flores amarelas. __COMMOM_NAME__: Caraguatá","EFC008930",NA,"Hatschbach, G.","1850","09","01","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,"1999","12","01",NA,NA,NA,NA,NA
"88","2021-03-25 13:51:52-03","UNIVILLE","JOI","6776","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","E. Barbosa","2007",NA,"Brasil","Paraná","Cachoeira Tia Mariquinha.",NA,"; HABITAT: solo de arenito; HABITO: rupícola","JOI006776",NA,"G. Hatschbach","2126","02","28","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2007","01","01",NA,NA,NA,NA,NA
"89","2019-10-07 09:20:39-03","UEFS","HUEFS","9722","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Silva, J.M.","1991",NA,"Brasil","Paraná",NA,NA,NA,"HUEFS0009722","HUEFS0009722",NA,"985","03","04","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-07-09 12:55:14-03","F","FMNH-SEEDPLANTS","V0407690F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata",NA,"M. Haussen","1983","South America","Brazil",NA,NA,NA,NA,"V0407690F","V0407690F_01",NA,"19724","11","7",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-01-24 12:27:41-03","F","FMNH-SEEDPLANTS","V0527182F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata",NA,"O. L. Bueno","1980","South America","Brazil",NA,NA,NA,NA,"V0527182F",NA,NA,"12065","6","10",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-01-24 12:27:41-03","F","FMNH-SEEDPLANTS","V0527183F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata",NA,"L. W. Aguiar & L. Martau","1980","South America","Brazil",NA,NA,NA,NA,"V0527183F",NA,NA,"476","6","10",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-01-24 12:27:41-03","F","FMNH-SEEDPLANTS","V0527184F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata",NA,"P. Dusén","1910","South America","Brazil",NA,NA,NA,NA,"V0527184F",NA,NA,"9238","1","25",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-09-04 18:09:14-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","mandonii","Tillandsia mandonii",NA,"G. Mandon",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"1180",NA,NA,NA,"-64.435","-16.7261","Type [status unknown]",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-07-02 15:55:11-03","UEM","HUEM","2789","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) N.E.Br.","Moro; Takeda","1992",NA,"Brasil","Paraná","Cachoeira São Jorge",NA,"Corola amarela; rara; endêmica","HUEM000002699","HUEM000002699","L.C. Bahls","s.n.","05","10","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1992","07",NA,NA,NA,NA,NA,NA
"96","2019-05-06 11:54:38-03","UFU","HUFU","52814","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Krieger, L.","1971",NA,"Brasil","Paraná","Reserva Estadual",NA,"Rupícola. Folhas novas cinéreas, folhas velhas pardas, flores amarelas, presença de frutos.; Rupícola sobre arenito, paredão.","HUFU00025876","HUFU00025876","Martinelli, G.","11268","12","18","Vila Velha",NA,NA,NA,NA,NA,NA,NA,"1980","04",NA,NA,NA,NA,NA,NA
"97","2019-05-06 11:54:38-03","UFU","HUFU","51051","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Barbosa, E.; Silva, J.M.","2007",NA,"Brasil","Paraná","Cachoeira Tia Mariquinha",NA,"Rupícola. Flor amarela.; Solo de arenito.","HUFU00025877","HUFU00025877","Hatschbach, G.","2126","02","28","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2007",NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:09:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Tweedie, J",NA,"Southern America","Brazil",NA,"Habitat in Brasilia australi",NA,"(V. s. specimen sterile in herb. Leod., descriptio florum ex cl. Baker l. c.)",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:50:46-03","UFRGS","ICN","153278","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Barbosa, E; Silva, JM","2007","América do Sul","Brasil","PR","Cachoeira Tia Mariquinha",NA,"Doação do Herbário MBM.; Rupícula, flor amarela.; Solo de arenito.","ICN00030165",NA,"Hatschbach, G","2126","02","28","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:50:46-03","UFRGS","ICN","179141","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Mariath, JEA","2014","América do Sul","Brasil","RS","Lami",NA,"Mata Atlântica","ICN00030164",NA,"Waechter, JL; Kuhn, SA","s.n.","08","01","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,"2014","08","24",NA,NA,NA,NA,NA
"101","2021-02-08 12:50:46-03","UFRGS","ICN","051707","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Waechter, J L","1982","América do Sul","Brasil","RS","Parque Saint-Hilaire.",NA,"Corola laranja, flores fortemente aromáticas.; Epífita encontrada sobre o solo.","ICN00030160",NA,"Waechter, J L","1885","04","24","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,"1982",NA,NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:50:46-03","UFRGS","ICN","086401","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Waechter, J L","1989","América do Sul","Brasil","RS","Itapuã",NA,"Flores com corola laranja, fortemente aromáticas.; Epifítca em mata de restinga arenosa.","ICN00030159",NA,"Waechter, JL","2388","06","30","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,"1989",NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:50:46-03","UFRGS","ICN","083650","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Waechter, J L","1987","América do Sul","Brasil","RS","Itapuã",NA,"Epífito. Material com cápsulas fechadas, com sementes.; Em mata de restinga arenosa.","ICN00030158",NA,"Waechter, J L","2267","11",NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,"1987",NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:50:46-03","UFRGS","ICN","046248","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Waechter, J L","1979","América do Sul","Brasil","RS","Itapuã",NA,"Epifítica, comum, corola laranja; flores intensamente aromáticas; final da floração; maioria das plantas com frutos jovens.","ICN00030161",NA,"Waechter, J L","1359","09","08","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,"1979",NA,NA,NA,NA,NA,NA,NA
