"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","individualCount","typeStatus","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","fieldNumber","sex"
"85","2021-03-15 16:37:00-03","NY","NYBG","00957331","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"H. S. Irwin","1970","03","20","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Ca. 20 km E. of Diamantina","-43.5197222","-18.18055",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957331",NA,"Magnoliophyta","Piperales","27987",NA,NA,"South America","sheet",NA,"900","900","NY00957331_01",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-15 16:37:00-03","NY","NYBG","556172","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"R. de Mello-Silva","1993","05","12","Brazil","Espírito Santo","Domingos Martins","Domingo Martins. Km 44 da rodovia Vitória-Belo Horizonte (BR-262). Entrada para Soido","-40.6592","-20.3633",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556172",NA,"Magnoliophyta","Piperales","826",NA,NA,"South America","sheet",NA,NA,NA,"NY00556172_01",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-15 16:37:00-03","NY","NYBG","4136979","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. H. Nee","1994","01","16","Bolivia","Santa Cruz","Andrés Ibáñez","6 km NW of Terebino on road to El Hondo","-63.4208","-17.68",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464355' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136979",NA,"Magnoliophyta","Piperales","44507",NA,NA,"South America","sheet",NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 16:37:00-03","NY","NYBG","4137085","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"J. M. Schunke-Vigo","1967","11","20","Peru","Huánuco","Pachitea","Dtto. Honoria. Bosque Nacional de Iparia: Región de bosque seco tropical: (sensu Tosi, 1960) a lo largo del Río Pachutea cerca del campamento Miel de Abeja (1 km arriba del pueblo de Tournavista o unos 20 km arriba de la confluencia con el Río Ucayali). Varadero del Macuya a 6 km arriba del campamento de Iparía",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464506' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137085",NA,"Magnoliophyta","Piperales","2342",NA,NA,"South America","sheet",NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-15 16:37:00-03","NY","NYBG","4137052","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"J. Brandbyge","1980","06","22","Ecuador","Morona-Santiago",NA,"Taisha. Secondary vegetation 500 m NE of the military camp","-77.5","-2.38",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464472' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137052",NA,"Magnoliophyta","Piperales","32196",NA,NA,"South America","sheet",NA,"400",NA,"NY04137052_01",NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-15 16:37:00-03","NY","NYBG","556175","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"C. A. W. Schwacke","1884",NA,NA,"Brazil","Santa Catarina","Blumenau","Blumenau","-49.0658","-26.9194",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556175",NA,"Magnoliophyta","Piperales","84coll. IV",NA,NA,"South America","sheet",NA,NA,NA,"NY00556175_01",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-15 16:37:00-03","NY","NYBG","1189114","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"C. Figueiredo","1993","12","15","Brazil","Acre","Xapuri","Reserva Extrativista Chico Mendes. Seringal Floresta. Colocação Bom Princípio.","-68.5042","-10.6519",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=849028' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189114",NA,"Magnoliophyta","Piperales","277",NA,NA,"South America","sheet",NA,NA,NA,"NY01189114_01",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-15 16:37:00-03","NY","NYBG","4137065","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"J. M. Schunke-Vigo","1973","08","05","Peru","San Martín","Mariscal Cáceres","Camino a Santa Rosa (Márgen derecha del río Mishollo)",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464486' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137065",NA,"Magnoliophyta","Piperales","6714",NA,NA,"South America","sheet",NA,"350","370",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-15 16:37:00-03","NY","NYBG","694889","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","W. Trujillo Calderon",NA,NA,NA,"S. A. Mori","2003","07","27","Peru","Madre de Dios",NA,"Los Amigos field station, on the Madre de Dios River near mouth of the Los Amigos River. Carretera Trail, on SSE part of trail descending from Los Amigos center.","-76.1111","-12.5692",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00694889",NA,"Magnoliophyta","Piperales","25618",NA,NA,"South America","sheet",NA,"270","270","NY00694889_01",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-15 16:37:00-03","NY","NYBG","03044792","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"D. Monteiro","2012","03","20","Brazil","Rio de Janeiro","Guapimirim","PARNASO, Museu von Martius. Parque Nacional da Serra dos Orgãos","-43.0005556","-22.4947222",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281680' target='other'> <mi>dwc_moreinfo</mi></a>","NY03044792",NA,"Magnoliophyta","Piperales","653",NA,NA,"South America","sheet",NA,"431","431","NY03044792_01",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-15 16:37:00-03","NY","NYBG","4137083","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"F. Marin","1949","07",NA,"Peru","Cusco","La Convención","Amaybamba",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464504' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137083",NA,"Magnoliophyta","Piperales","1642",NA,NA,"South America","sheet",NA,"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-15 16:37:00-03","NY","NYBG","4137069","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"V. A. Funk","1986","06","02","Peru","Madre de Dios",NA,"Tambopata Nature Reserve. Near uplant forest type 1",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464490' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137069",NA,"Magnoliophyta","Piperales","8370",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-15 16:37:00-03","NY","NYBG","4136998","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. Saldías Paz","1996","08","02","Bolivia","Santa Cruz","Florida","El Sillar, cerca de 10 km S de Bermejo","-63.58","-18.13",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464374' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136998",NA,"Magnoliophyta","Piperales","4705",NA,NA,"South America","sheet",NA,"1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-15 16:37:00-03","NY","NYBG","4137060","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"W. H. Camp","1944","12","12","Ecuador",NA,NA,"Santiago-Zamora: (Oriente): Near Mendez. Upland benches along the río Paute",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464481' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137060",NA,"Magnoliophyta","Piperales","E1452",NA,NA,"South America","sheet",NA,"533","762","NY04137060_01",NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 16:37:00-03","NY","NYBG","556161","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"J. C. Betancur","1989","08","13","Colombia","Meta",NA,"Municipio Mesetas: Inspección de Policía La Uribe, Vereda La Lagartija. Bosque primario muy poco inter venido entre El Diviso y La Lagartija","-74.3267","3.1233",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556161",NA,"Magnoliophyta","Piperales","1371",NA,NA,"South America","sheet",NA,"440","440","NY00556161_01",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-15 16:37:00-03","NY","NYBG","556182","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"F. C. Hoehne","1926","05","01","Brazil","São Paulo","Sao José do Barreiro","Sao José do Barreiro","-44.5697","-22.64",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556182",NA,"Magnoliophyta","Piperales","s.n.",NA,NA,"South America","sheet",NA,NA,NA,"NY00556182_01",NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 16:37:00-03","NY","NYBG","02691902","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","W. Trujillo",NA,NA,NA,"D. Cárdenas-López","2010","10","28","Colombia","Caquetá","Belén de Los Andaquíes","Vereda las Verdes. Río Pescado, margen izquierda, parque Natural Municipal Andaki. Cerro Monserrate.","-75.90042","1.6061",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2352671' target='other'> <mi>dwc_moreinfo</mi></a>","NY02691902",NA,"Magnoliophyta","Piperales","40852",NA,NA,"South America","sheet",NA,"700",NA,"NY02691902_01",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-15 16:37:00-03","NY","NYBG","556178","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"G. G. Hatschbach","1962","07","14","Brazil","Paraná","Paranaguá","Sertao do Indaial","-48.5092","-25.5203",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556178",NA,"Magnoliophyta","Piperales","9196",NA,NA,"South America","sheet",NA,NA,NA,"NY00556178_01",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 16:37:00-03","NY","NYBG","556180","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"G. G. Hatschbach","1957","04","22","Brazil","Paraná","Bocaiúva do Sul","Descampado","-49.115","-25.2061",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556180",NA,"Magnoliophyta","Piperales","3904",NA,NA,"South America","sheet",NA,NA,NA,"NY00556180_01",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","4137005","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"A. Fuentes C.","2002","03","21","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Hondo, arroyo Negro","-67.7944","-14.6475",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464381' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137005",NA,"Magnoliophyta","Piperales","3918",NA,NA,"South America","sheet",NA,"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","00957338","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"B. A. S. Pereira","1983","05","31","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957338",NA,"Magnoliophyta","Piperales","512",NA,NA,"South America","sheet",NA,NA,NA,"NY00957338_01",NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","4136975","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. H. Nee","1995","12","22","Bolivia","Santa Cruz","Ichilo","1.5 km SW of Villa Nuevo Horizonte, dirt road off highway from Buena Vista to Villa Tunari","-64.17","-17.33",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464351' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136975",NA,"Magnoliophyta","Piperales","46476",NA,NA,"South America","sheet",NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","00957334","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","T. G. Yuncker",NA,NA,NA,"Y. E. J. Mexia","1930","05","21","Brazil","Minas Gerais","Viçosa","Cha-Cha Valley road, about 2 km. from Agricultural College.","-42.868031","-20.7613428",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957334",NA,"Magnoliophyta","Piperales","4727",NA,NA,"South America","sheet",NA,"675","675","NY00957334_01",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","702994","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"C. Figueiredo","1995","01","26","Brazil","Acre","Porto Acre","Reserva Florestal de Humaitá. Travessão da direita.","-67.63","-9.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00702994",NA,"Magnoliophyta","Piperales","636",NA,NA,"South America","sheet",NA,NA,NA,"NY00702994_01",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","4137082","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"S. F. Smith","1987","07","07","Peru","Madre de Dios",NA,"Along the Ant Trail, Explorer's Inn, near the confluence of Rio Tambopata and Rio La Torre, 39 km SW of Puerto Moldonado","-69.33","-12.83",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464503' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137082",NA,"Magnoliophyta","Piperales","902",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","00957332","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","T. G. Yuncker",NA,NA,NA,"Y. E. J. Mexia","1930","03","11","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Cha-cha Valley.","-42.860644","-20.766686",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957332",NA,"Magnoliophyta","Piperales","4453",NA,NA,"South America","sheet",NA,"660","660","NY00957332_01",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","4137010","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"J. L. Luteyn","1979","04","22","Colombia","Valle del Cauca","La Cumbre","4 kms above town of La Cumbre",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464386' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137010",NA,"Magnoliophyta","Piperales","7346",NA,NA,"South America","sheet",NA,"1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","556159","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","A. R. A. Görts-van Rijn",NA,NA,NA,"J.-J. de Granville","1986","01","12","French Guiana",NA,NA,"Mont Galbao - Région de Saül; Secteur Est. Versant Sud","-53.3","3.58",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556159",NA,"Magnoliophyta","Piperales","8634",NA,NA,"South America","sheet",NA,NA,NA,"NY00556159_01",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","00957339","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"E. P. Heringer","1979","05","02","Brazil","Distrito Federal","Brasília","Córrego da Papuda. Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957339",NA,"Magnoliophyta","Piperales","1304",NA,NA,"South America","sheet",NA,NA,NA,"NY00957339_01",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","01421843","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"E. H. G. Ule","1911","05",NA,"Brazil","Amazonas",NA,"Seringal, S. Francisco, Rio Acre.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1699985' target='other'> <mi>dwc_moreinfo</mi></a>","NY01421843",NA,"Magnoliophyta","Piperales","9287",NA,NA,"South America","sheet",NA,NA,NA,"NY01421843_01",NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 16:37:00-03","NY","NYBG","4136971","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"I. G. Vargas Caballero","1995","11","12","Bolivia","Santa Cruz","Manuel María Caballero","PARQUE NACIONAL AMBORO. Proximidades del Ceno Bravo a 10 Km al N de Comarapa, alrededores de la Parcela permanente.","-64.5503","-17.8236",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464347' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136971",NA,"Magnoliophyta","Piperales","4146",NA,NA,"South America","sheet",NA,"2400","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","556166","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556166",NA,"Magnoliophyta","Piperales","s.n.",NA,NA,"South America","sheet",NA,NA,NA,"NY00556166_01",NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","556168","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"R. M. Harley","1980","05","22","Brazil","Bahia","Lençóis","Serras dos lençois. Serra do Brejao ca. 14 km NW of Lençois. E6","-41.45","-12.45",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556168",NA,"Magnoliophyta","Piperales","22358",NA,NA,"South America","sheet",NA,"700","1000","NY00556168_01",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","556183","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"F. C. Hoehne","1926","05","01","Brazil","São Paulo","Sao José do Barreiro","Sao José do Barreiro","-44.5697","-22.64",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556183",NA,"Magnoliophyta","Piperales","s.n.",NA,NA,"South America","sheet",NA,NA,NA,"NY00556183_01",NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","4137050","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"D. A. Neill","1985","02","27","Ecuador","Pastaza",NA,"Hacienda San Antonio del Baron von Humboldt, 2 km al NE de Mera","-78.1","-1.45",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464470' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137050",NA,"Magnoliophyta","Piperales","5855",NA,NA,"South America","sheet",NA,"1300",NA,"NY04137050_01",NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","4136970","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"D. C. Daly","1990","05","19","Bolivia",NA,NA,"Deptos La Paz & Beni. Rio Beni. Upstream from Rurrenabaque. Forest on slopes above Arroyo Pacheco & Los Fosiles","-67.53","-14.45",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464346' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136970",NA,"Magnoliophyta","Piperales","6524",NA,NA,"South America","sheet",NA,"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","556191","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"G. Tessmann","1949","02","18","Brazil","Paraná","Bela Vista do Paraíso","Bela Vista (42 km ao norte de Londrina) Norte do Paraná","-51.1906","-22.9969",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556191",NA,"Magnoliophyta","Piperales","3807",NA,NA,"South America","sheet",NA,NA,NA,"NY00556191_01",NA,NA,NA,NA,NA,NA,NA,NA
"122","2016-09-27 18:47:00-03","NY","NYBG","00933164","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium",NA,"M. Carvalho-Silva",NA,NA,NA,"M. Carvalho-Silva","2001","01","20","Brazil","Distrito Federal","Brasília","Córrego Vicente Pires","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933164",NA,"Magnoliophyta","Piperales","42",NA,NA,"South America","sheet",NA,NA,NA,"NY00933164_01",NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","556176","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"G. Eiten","1961","06","22","Brazil","São Paulo","Sao Carlos","Fazenda Canchim, ca. 8 km NE of Sao Carlos","-47.8897","-22.0103",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556176",NA,"Magnoliophyta","Piperales","3165",NA,NA,"South America","sheet",NA,NA,NA,"NY00556176_01",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","4137045","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"G. W. Harling","1958","12","01","Ecuador",NA,NA,"Prov. Napo-Pastaza, road to Ybell Cleca",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464465' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137045",NA,"Magnoliophyta","Piperales","3465",NA,NA,"South America","sheet",NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","00957330","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"H. S. Irwin","1969","02","23","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra dos Três Irmãos, ca. 33 km west of Montes Claros, road to Agua Boa.","-43.5802","-16.82315",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957330",NA,"Magnoliophyta","Piperales","23736",NA,NA,"South America","sheet",NA,"1000","1000","NY00957330_01",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","4137054","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"A. F. Skutch","1939","08",NA,"Ecuador",NA,NA,"Napo-Pastaza: Vicinity of Puyo (Eastern foot-hills of the Andes)","-77.999278","-1.490813",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464474' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137054",NA,"Magnoliophyta","Piperales","4400",NA,NA,"South America","sheet",NA,"750","1000","NY04137054_01",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","02422369","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. C. de Assis","1999","02","14","Brazil","Espírito Santo","Santa Maria de Jetibá","Alto de São Sebastião à beira da estrada que liga Jatibocas à Santa Maria","-40.7461013793945","-20.040599822998","31867","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635462' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422369","auto","Magnoliophyta","Piperales","581",NA,NA,"South America","sheet",NA,NA,NA,"NY02422369_01",NA,NA,NA,NA,NA,NA,NA,NA
