"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"131","2020-06-29 11:30:43-03","UFRJ","RFA","30630","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","B.A.S. Pereira; D. Alvarenga","2988","1996","04","27",NA,"Brasil",NA,NA,"Árvore ca. 4m. altura. Fruto maduro cor marrom.","RFA20291",NA,NA,"(Mart.) Coville","B.A.S. Pereira","Goiás","Posse","ca. 5 km a leste da cidade de Posse","-46.166667","-14.166667",NA,"750","750",NA,NA,NA,"46º10'W","14º10'S",NA,NA,NA,NA,NA,NA,NA
"132","2020-06-29 11:30:43-03","UFRJ","RFA","30631","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","B.A.S. Pereira; D. Alvarenga","2943","1995","10","22",NA,"Brasil",NA,NA,"Árvore ca. 4m. de altura. Inflorescência alvacenta. Fragmento de cerradão no km 11 da rodovia Unaí/Paracatu","RFA20293",NA,NA,"(Mart.) Coville","B.A.S. Pereira","Minas Gerais","Unaí",NA,"-46.75","-16.25",NA,"650","650",NA,NA,NA,"46º45'W","16º15'S",NA,NA,NA,NA,NA,NA,NA
"133","2020-06-29 11:30:43-03","UFRJ","RFA","30651","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","M. L. Fonseca; F. C. A. Oliveira, B. S. Barros","377","1995","06","24",NA,"Brasil",NA,NA,"Árvore ca. 4,0 m de altura. Botões da inflorescências verdes. Inflorescência creme","RFA20292",NA,NA,"(Mart.) Coville","M. L. Fonseca","Goiás","Niquelândia","Baixada ca, 20 km de Niquelandia. Estrada de terra que vai para mina de Niquel","-48.405556","-14.3575",NA,NA,NA,NA,NA,NA,"48º24'20''W","14º21'27''S",NA,NA,NA,NA,NA,NA,NA
"134","2020-06-29 11:30:43-03","UFRJ","RFA","30658","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","R. C. Mendonça; J. M. Felfili, A. C. Servilha, C. W. Fagg, E. Cardoso","3525","1998","07","04",NA,"Brasil",NA,NA,"Árvore heliófia ca. 4m. de altura; troco com casca escamosa; folíolos sub-cartáceos, concolor verde; frutos secos, imaturos cor verde com penugem ferrugínea, inflorescência com galhas","RFA20330",NA,NA,"(Mart.) Coville","R. C. Mendonça","Goiás","Alto Paraíso de Goiás","Reserva Particular do Patrimônio Natural (RPPN), Fazenda Volta da Serra, propriedade do Sr. Lauro/Maria Amelia;","-47.736389","-14.156111",NA,"1075","1075",NA,NA,NA,"47º44'11''W","14º9'22''S",NA,NA,NA,NA,NA,NA,NA
"135","2020-06-29 11:30:43-03","UFRJ","RFA","32594","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","M. L. Fonseca; E.C.L.de Oliveira & D.Alvarenga","3561","2002","10","07",NA,"Brasil",NA,NA,"Arvoreta heliófita,cerca de 3,5m de altura,folhas discolores cartáceas,botões e flores cor verde. Comum","RFA21311",NA,NA,"(Mart.) Coville","M. L. Fonseca","Distrito Federal","Distrito Federal","APA Gama-Cabeça de Veado; lago Sul, fundos da QI-17;",NA,NA,NA,"970","970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-06-29 11:30:43-03","UFRJ","RFA","32598","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","M. L. Fonseca; D. Alvarenga, E.Cardoso","4431","2003","03","26",NA,"Brasil",NA,NA,"Árvore heliófita ca.1m de altura e 0,05m DAP,folhas concolores,cartaceas,frutos imaturos ferrugíneos.Comum.","RFA21322",NA,NA,"(Mart.) Coville","M. L. Fonseca","Goiás","Alexânia","Serra do Ouro; estrada que dá acesso a uma draga","-48.424722","-16.173056",NA,"995","995",NA,NA,NA,"48º25'29''W","16º10'23''S",NA,NA,NA,NA,NA,NA,NA
"137","2020-06-29 11:30:43-03","UFRJ","RFA","32599","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","E. Santos; K.M.O.Ramos,E.M.L.Meirelles, Renes P.Costa","469","2000","08","31",NA,"Brasil",NA,NA,"Porte arbóreo,flor com corola branca","RFA21323",NA,NA,"(Mart.) Coville",NA,"Distrito Federal","Brasília","Fazenda Água Limpa (FAL), Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-06-29 11:30:43-03","UFRJ","RFA","23758","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Rizzo; A. Barbosa (6046)","7058","1971","10","02",NA,"Brasil",NA,NA,"Árvore 10m - mata - corola branca","RFA19259",NA,NA,"(Mart.) Coville","E. M. Occhioni Martins","Goiás","Goiás","Serra dos Pirineus","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-06-29 11:30:43-03","UFRJ","RFA","19667","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","M. Barreto","6392","1932","08","31",NA,"Brasil",NA,NA,"Árvore de 2m, muita frequencia","RFA16507",NA,NA,"(Mart.) Coville","V. F. Toledo","Minas Gerais","Belo Horizonte","Serra Taquaril","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,"1947","02","27",NA,NA,NA,NA
"140","2020-06-29 11:30:43-03","UFRJ","RFA","11580","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","P. Occhioni; Elena e Carmem",NA,"1970","05","24",NA,"Brasil",NA,NA,"Planta tortuosa mais ou menos 4-5m,numerosos frutos","RFA11186",NA,NA,"(Mart.) Coville","Elena M.O.Martins","Minas Gerais","Belo Horizonte","Zoo - Pampulha","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-11-13 09:19:54-03","UFRJ","RFA","19670","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","E.P. Heringer",NA,"1937","11",NA,NA,"Brasil",NA,NA,NA,"RFA16510",NA,NA,"(Mart.) Coville","J. M. Toledo","Minas Gerais","Lavras",NA,"-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"20044","auto",NA,NA,"1947","02","27",NA,NA,NA,NA
"142","2020-06-29 11:30:43-03","UFRJ","RFA","19228","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","George Eiten; Liene T. Eiten","7793","1966","10","06",NA,"Brasil",NA,NA,"Small tree","RFA16064",NA,NA,"(Mart.) Coville","E. M. Occhioni Martins","São Paulo","Indaiatuba","2 km SW of Indaiatuba on road to Salto (14 km NE of Salto). Patch of 'cerrado' vegetation several hundred meters wide, a dense scrub plus a few trees.","-47.2099990844727","-23.0900001525879",NA,NA,NA,NA,"17640","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-13 09:19:54-03","UFRJ","RFA","19673","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","F.C. Hoehne","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"RFA16511",NA,NA,"(Mart.) Coville",NA,"São Paulo","Sorocaba",NA,"-47.4500007629395","-23.5",NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-06-29 11:30:43-03","UFRJ","RFA","23759","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Rizzo; A. Barbosa (5995)","7007","1971","09","18",NA,"Brasil",NA,NA,"Árvore 4m","RFA19260",NA,NA,"(Mart.) Coville","E. M. Occhioni Martins","Goiás","Goiás","Serra do Caiapó","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-06-29 11:30:43-03","UFRJ","RFA","23760","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Rizzo; A. Barbosa (5940)","6691","1971","09","04",NA,"Brasil",NA,NA,"Corola branca - árvore de 2m. Cerrado","RFA19262",NA,NA,"(Mart.) Coville","E. M. Occhioni Martins","Goiás","Goiás","Serra dos Pirineus","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-06-29 11:30:43-03","UFRJ","RFA","23761","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Rizzo; A. Barbosa (4808)","5560","1970","09","26",NA,"Brasil",NA,NA,"Árvore de 3m. Corola esverdeada","RFA19263",NA,NA,"(Mart.) Coville","E. M. Occhioni Martins","Goiás","Morrinhos","Estrada Morrinhos","-49.0993995666504","-17.7311000823975",NA,NA,NA,NA,"45214","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-13 09:19:54-03","UFRJ","RFA","11584","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","P. Occhioni; E.M. Occhioni & Carmem",NA,"1970","05","30",NA,"Brasil",NA,NA,"Arbusto de mais ou menos 2-3m .","RFA11158",NA,NA,"(Mart.) Coville","E.M. Occhioni Martins","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-06-29 11:30:43-03","UFRJ","RFA","19676","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","F. Chacur; A. G. Ferreira e M. Marques","106","1965","09","22",NA,"Brasil",NA,NA,"Árvore, inflorescência com estames vermelhos","RFA16515",NA,NA,"(Mart.) Coville","A. G. Ferreira","Minas Gerais","Paraopeba","Horto de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"26090","auto",NA,NA,"1965","09","28",NA,NA,NA,NA
"149","2020-06-29 11:30:43-03","UFRJ","RFA","23313","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","FA; JVA",NA,"1990","12","12",NA,"Brasil",NA,NA,NA,"RFA19007",NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-06-29 11:30:43-03","UFRJ","RFA","11572","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","P. Occhioni; Elena, Carmem",NA,"1970","05","28",NA,"Brasil",NA,NA,"Sub-arbusto ca. 30 cm","RFA11171",NA,NA,"Mart.",NA,"Minas Gerais","Minas Gerais","Serra do Cipó, Usina Km 113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-06-29 11:30:43-03","UFRJ","RFA","11574","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","P. Occhioni; Elêna, Carmem",NA,"1970","05","28",NA,"Brasil",NA,NA,"Sub - arbusto ca. 50 - 60 cm. Folíolos grandes","RFA11176",NA,NA,"Mart.",NA,"Minas Gerais","Minas Gerais","Usina da Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-11-13 09:19:54-03","UFRJ","RFA","11906","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","P. Occhioni; E.M. Occhioni & Carmem",NA,"1970","05","27",NA,"Brasil",NA,NA,"Arbusto de mais ou menos 1-2 m, sem flores","RFA11379",NA,NA,"Mart.",NA,"Minas Gerais","Minas Gerais","Serra do Cipó (2km antes da Lapinha via Lagoa Santa)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-13 09:19:54-03","UFRJ","RFA","23425","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","E.P. Heringer; T. S. Figueiras, R. C. Mendonça, B. A. S. Pereira, A. E. Heringer Salles, F. Chagas e Silva","2028","1979","09","29",NA,"Brasil",NA,NA,"Árvore pequena, flores amarelo-esverdeada","RFA19099",NA,NA,"Mart.",NA,"Distrito Federal","Distrito Federal","Reserva Ecológica do IBGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-11-13 09:19:54-03","UFRJ","RFA","11615","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","G.G. Hatschbach",NA,"1968","10","11",NA,"Brasil",NA,NA,"Árvore tipica de cerrado ,estames abundantes, anteras purpúreas","RFA11226",NA,NA,"Mart.","G.G. Hatschbach","Paraná","Arapoti","Capadão Santo Antônio","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-06-29 11:30:43-03","UFRJ","RFA","7307","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","Dobereimer","75","1958","12","02",NA,"Brasil",NA,NA,NA,"RFA26882",NA,NA,"Mart.",NA,"Minas Gerais","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-15 11:14:41-03","FUNED","FUNED-POL","3506","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Luiz",NA,"1998","09","17",NA,"Brasil",NA,NA,NA,"POL003506",NA,NA,NA,NA,"MG",NA,"Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-15 11:14:41-03","FUNED","FUNED-POL","3505","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Alba",NA,"1998","09","17",NA,"Brasil",NA,NA,NA,"POL003505",NA,NA,NA,NA,"MG",NA,"Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-15 11:14:41-03","FUNED","FUNED-POL","3507","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Sandra Matoso",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL003507",NA,NA,NA,NA,"MG",NA,"Brasilandia de Minas","-46.009444","-17.009722",NA,NA,NA,NA,NA,NA,"46W 00' 34","17S 00' 35",NA,NA,NA,NA,NA,NA,NA
"159","2020-12-15 11:14:41-03","FUNED","FUNED-POL","3508","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Andre Souza",NA,"2006","10","16",NA,"Brasil",NA,NA,NA,"POL003508",NA,NA,NA,NA,"MG",NA,"Fazenda da Funed Betim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-15 11:14:41-03","FUNED","FUNED-POL","4594","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","São-Thiago, P.S.,Silveira,M.A.,",NA,"2009","12","06",NA,"Brasil",NA,NA,NA,"POL004594",NA,NA,NA,NA,"MG","Januária","Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.","-44.628889","-14.935833",NA,NA,NA,NA,NA,NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA,NA,NA,NA
"161","2019-11-19 15:44:35-03","UNEB","HUNEB","7785","PreservedSpecimen","Plantae","Mimosaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Santana, D.L.","699","2002","03","29",NA,"Brasil",NA,NA,NA,"HUNEB0007785","Angiospermae","Florideophycidae","(Mart.) Colville",NA,"Bahia","São Desidério","Bairro Estivas","-45.200556","-12.4925",NA,NA,NA,NA,NA,NA,"45W12'2''","12S29'33''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"162","2019-11-19 15:44:35-03","UNEB","HUNEB","10287","PreservedSpecimen","Plantae","Mimosaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Guedes, M.L.","ALCB 74728","2006","10","13",NA,"Brasil",NA,NA,NA,"HUNEB0010287","Angiospermae","Florideophycidae",NA,NA,"Bahia","Piatã","Chapada Diamantina, Fazenda Beija flor.","-41.6","-13.15",NA,NA,NA,NA,NA,NA,"41W36'0''","13S9'0''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"163","2021-04-08 17:40:28-03","EAO","IAN","187627","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Stryphnodendron","adstringens","Stryphnodendron adstringens","Santos, SM","20","2011","11","27","Southern America","Brasil",NA,NA,"Flores de coloração bege,hábito arbusto.","IAN187627","Dicotiledônea",NA,"(Mart.) Coville","Oliveira, JCL de","Maranhão","Barreirinhas",NA,"-42.8264007568359","-2.74693989753723",NA,NA,NA,NA,"56843","auto",NA,NA,"2012","03","12",NA,NA,NA,NA
"164","2021-04-08 17:40:28-03","EAO","IAN","103801","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","Limão, J","2633","1929","12","21","Southern America","Brasil",NA,NA,"Arbusto de 3-4 metros de altura.","IAN103801","Dicotiledônea",NA,"(Vell.) Mart.","Martins, EMO","São Paulo",NA,"Margem da estrada de Dourados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA
"165","2021-04-08 17:40:28-03","EAO","IAN","129362","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","Irwin, HS","7880","1965","08","25","Southern America","Brasil",NA,NA,"Treelet ca. 2.5m. tall. Flowers white.","IAN129362","Dicotiledônea",NA,"(Vell.) Mart.","Forero, E","Goiás","Brasília","Distrito Federal, Cerrado. Chapada da Contagem, ca. 20km. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA
"166","2021-04-08 17:40:28-03","EAO","IAN","149203","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","Anderson, WR","8638","1973","04","11","Southern America","Brasil",NA,NA,"Tree 3m tall; fruit brown; cerrado.","IAN149203","Dicotiledônea",NA,"(Vell.) Mart.","Cowan, RS","Minas Gerais",NA,"30km by road SW of Gouveia, at km. 60 on road to Curvelo; pebbly cerrado and sandy, grassy campo.",NA,NA,NA,"1150","1150",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA
"167","2021-04-08 17:40:28-03","EAO","IAN","15517","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","Fróes, RL","20179","1943","02","18","Southern America","Brasil",NA,NA,"Arvore.","IAN015517","Dicotiledônea",NA,"(Vell.) Mart.","Martins, EMO","Bahia",NA,"Campos Gerais entre Ibyquara e Mucuge, regiao serra de Sincora.",NA,NA,"IAN015517 IAN015517_e IAN015517_e1",NA,NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA
"168","2021-04-08 17:40:28-03","EAO","IAN","58690","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","Pires, JM","2263","1950","05","26","Southern America","Brasil",NA,NA,NA,"IAN058690","Dicotiledônea",NA,"(Vell.) Mart.","Martins, EMO","Maranhão",NA,"Perto de Carolina; campo cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA
"169","2021-04-08 17:40:28-03","EAO","IAN","58738","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","Pires, JM","2312","1950","05","27","Southern America","Brasil",NA,NA,"Arvore pequena.","IAN058738","Dicotiledônea",NA,"(Vell.) Mart.","Martins, EMO","Maranhão",NA,"Serrra da Malicia, duas leguas de Carolina, rio Tocantins.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA
"170","2021-04-08 17:40:28-03","EAO","IAN","15262","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","Oliveira, JE de","1128","1942","09","27","Southern America","Brasil",NA,NA,"Arvore 5,00 metros de altura; flores allvas.","IAN015262","Dicotiledônea",NA,"(Vell.) Mart.","Barreto, M","Minas Gerais","Belo Horizonte","Cerrado - serra do Taquaril - muito frequente.","-43.937801361084","-19.9207992553711","IAN015262 IAN015262_e IAN015262_e1",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-12-04 15:25:15-03","PUCPR","HUCP","9124","S","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Cella, S","002","1995","05","05",NA,"Brasil",NA,NA,NA,"HUCP00014800","Eudicotiledonea",NA,"(Mart.) Coville.","Jaszczerski, JC; Bessa, FA","Mato Grosso","Sorriso","Fazenda Silva","-55.7113990783691","-12.5452995300293","HUCP00014800",NA,NA,NA,"139969","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-11-26 18:08:27-03","CPAN-UFMS","COR","1263","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Vasconcellos, S. T.; et alli","24","1986","10","26",NA,"Brasil",NA,NA,"Árvore; fruto marrom Habito: Árvore",NA,NA,NA,"(Mart.) Coville","Ratter, J. A.","Mato Grosso do Sul","Aquidauana","Estrada do Buriti","-55.7875","-20.471667",NA,NA,NA,NA,NA,NA,"55º47'15''W","20º28'18''S",NA,NA,NA,NA,NA,NA,NA
"173","2020-11-26 18:08:27-03","CPAN-UFMS","COR","7285","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Turma da Ecologia da disciplina de Campo II - UNICAMP",NA,"1994","02","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Mart.) Coville","Alunos do curso","São Paulo","Itirapina","Estação experimental do Instituto Florestal. Cerrado; arenoso;.","-47.8199996948242","-22.25",NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-06-09 13:34:32-03","UFBA","ALCB","74728","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Guedes, ML; Rigueira, D; Oliveira, D; Estagiários; Alunos de Botânica III; Alunos de Botâni","12528","2006","10","13","Southern America","Brasil",NA,NA,"de ca 6m., ramos com pêlos ferrugíneos. Caule com ritidoma fissurado. Folhas com folíolos membranáceos, discolores. Inflorescência racemosa, botões verdes, freqüente.","ALCB024988","Dicotyledon",NA,"(Mart.) Coville","Guedes, ML","Bahia","Piatã","Chapada Diamantina, Fazenda Beija Flor","-41.6","-13.15","ALCB024988",NA,NA,NA,NA,NA,"-41.6","-13.15","2006","12",NA,NA,NA,NA,NA
"175","2020-06-09 13:34:32-03","UFBA","ALCB","101899","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","18861","2011","04","23","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Ramos jovens coberto com pêlos ferrugíneos. folhas bipinadas, folíolos oblongo a obovado, coriáceos. Inflorescência espiga axilar. Frutos comprimidos lateralmente, glandular.","ALCB024994","Dicotyledon",NA,"(Mart.) Coville","Guedes, ML","Bahia","Rio de Contas","Chapada Diamantina, Caminho para o Campo do Queiroz","-41.905","-13.526111","ALCB024994",NA,NA,NA,NA,NA,"-41.905","-13.526111","2012","01",NA,NA,NA,NA,NA
"176","2020-06-09 13:34:32-03","UFBA","ALCB","106451","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Oliveira, GR de; Roque, N; Stadnik, A; Hurbath, F","40","2012","10","27","Southern America","Brasil",NA,NA,"Ca. 3 m, Folíolos concolores, botões verdes.","ALCB024992","Dicotyledon",NA,"(Mart.) Coville","Oliveira, GR de","Bahia","Licínio de Almeida","Serra Geral, Pedra preta, próx. ao Saco da Onça. Mina de extração de manganês.","-42.544167","-14.751667","ALCB024992",NA,NA,NA,NA,NA,"-42.544167","-14.751667","2012","11",NA,NA,NA,NA,NA
"177","2019-10-09 11:17:14-03","UFBA","ALCB","55464","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","9129","2001","07","01","Southern America","Brasil",NA,NA,"5,0 m. folíolos cartáceos, discolores. Frutos imaturos verdes, maduros amarronzados. Frequente.","ALCB025043","Dicotyledon",NA,"(Mart.) Coville","Guedes, ML","Bahia","São Desidério","Oeste, Assentamento Thainá","-44.816667","-12.583333","ALCB025043",NA,NA,NA,NA,NA,"-44.816667","-12.583333","2001","12",NA,NA,NA,NA,NA
"178","2020-06-09 13:34:32-03","UFBA","ALCB","57237","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Santana, DL; Loureiro, DM; Guedes, ML","699","2002","03","29","Southern America","Brasil",NA,NA,"5m. Folíolos cartáceos, discolores. Frutos imaturos ferrugíneos.","ALCB024996","Dicotyledon",NA,"(Mart.) Coville","Guedes, ML","Bahia","São Desidério","Oeste, Bairro Estivas","-45.200556","-12.4925","ALCB024996",NA,NA,NA,NA,NA,"-45.200556","-12.4925","2002","05",NA,NA,NA,NA,NA
"179","2021-02-08 21:32:23-03","UFBA","ALCB","68793","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","Pinheiro, MHO; Pinheiro, GHO","803","1998","07","05","Southern America","Brasil",NA,NA,"de 4,0 m alt. Frutos imaturos.","ALCB024995","Dicotyledon",NA,"(Mart.) Coville","Pinheiro, MHO","São Paulo","Bauru","Jardim Botânico Municipal","-49.05","-22.3","ALCB024995",NA,NA,NA,NA,NA,"-49.05","-22.3","1998","09",NA,NA,NA,NA,NA
