"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","coordinatePrecision","individualCount","geoFlag","recordNumber","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","fieldNumber","sex"
"47","2020-11-04 11:04:12-03","ESALQ","ESA","16639","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Haw.","Aona, L.Y.S.",NA,NA,NA,"Mandaji, M.","1994","09","16","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA016639","ESA016639","Magnoliophyta",NA,NA,"44778",NA,"auto","1.0",NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:04:12-03","ESALQ","ESA","28206","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Aona, L.Y.S.",NA,NA,NA,"Benedeti, R.R.","1994","10","07","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA028206","ESA028206_1 ESA028206_2","Magnoliophyta",NA,NA,"44778",NA,"auto","1.0",NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:04:12-03","ESALQ","ESA","10117","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Rodrigues, R.R. & Souza, V.C.",NA,NA,NA,"Barreto, K.D. et al.","1993","02","12","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA010117","ESA010117","Magnoliophyta",NA,NA,"44778",NA,"auto","55.0",NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:04:12-03","ESALQ","ESA","6407","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Souza, V.C.",NA,NA,NA,"van den Berg, C.","1990","10","20","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA006407","ESA006407","Magnoliophyta",NA,NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:04:12-03","ESALQ","ESA","10582","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia",NA,"Ettori Jr., O.",NA,NA,NA,"Ettori Jr., O.","1992","11","06","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA010582","ESA010582","Magnoliophyta",NA,NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:04:12-03","ESALQ","ESA","108282","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia",NA,"Crespi, B.",NA,NA,NA,"Crespi, B.","2007","10","16","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA108282","ESA108282","Magnoliophyta",NA,NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:04:12-03","ESALQ","ESA","98088","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia",NA,"Souza, V.C.",NA,NA,NA,"Romão, G.O. ; Duarte, A.R.","2000","09","21","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA098088","ESA098088","Magnoliophyta",NA,NA,"53584",NA,"auto","301.0",NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:04:12-03","ESALQ","ESA","130433","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Souza, V.C.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","02","28","Brasil","Rio de Janeiro","Piraí","Fragmento 58 (TAV). Floresta Ombrófila Densa.","-22.6152","-43.8856","-22.6152","-43.8856","406","406","Arbusto. Fruto verde.","ESA130433","ESA130433","Magnoliophyta",NA,NA,NA,NA,NA,"35636.0",NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:04:12-03","ESALQ","ESA","78484","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haworth","Krieger, L.",NA,NA,NA,"Krieger, L.","1969","10","01","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"ESA078484","ESA078484","Magnoliophyta",NA,NA,"36144",NA,"auto","7382.0",NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:04:12-03","ESALQ","ESA","112849","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia",NA,NA,NA,NA,NA,"Ismael, M.O.",NA,NA,NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA112849","ESA112849","Magnoliophyta",NA,NA,"44778",NA,"auto","2.0",NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:04:12-03","ESALQ","ESA","5077","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Capellari Jr., L.",NA,NA,NA,"Zandoval, J.A.","1984","12","15","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA005077","ESA005077","Magnoliophyta",NA,NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:04:12-03","ESALQ","ESA","6408","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Rodrigues, R.R. & Souza, V.C.",NA,NA,NA,"Benício, N.A.","1990","10","22","Brasil","São Paulo","Itapetininga",NA,"-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,"ESA006408","ESA006408","Magnoliophyta",NA,NA,"40712",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:04:12-03","ESALQ","ESA","51429","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia",NA,"Andreote, F.D.",NA,NA,NA,"Andreote, F.D.","2004","12","14","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA051429","ESA051429","Magnoliophyta",NA,NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:04:12-03","ESALQ","ESA","108454","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia",NA,NA,NA,NA,NA,"Galvão, M.","2009","10","21","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA108454","ESA108454","Magnoliophyta",NA,NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:04:12-03","ESALQ","ESA","70857","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Cortez, R.B.",NA,NA,NA,"Bessa, M.M.A. et al.","1998","01","29","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA070857","ESA070857","Magnoliophyta",NA,NA,"44778",NA,"auto","9.0",NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:04:12-03","ESALQ","ESA","5141","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Taylor, N.P.",NA,NA,NA,"Ferreira, C.P.M.","1987","10","27","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA005141",NA,"Magnoliophyta",NA,NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-01-14 15:26:43-03","MN","R","166659","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora var.violacea","Haw.",NA,NA,NA,NA,"Horst; Ubelmann","1982","08","12","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Ex Museo Botânico Berolinense","R010023805",NA,NA,NA,"var.violacea",NA,NA,NA,"226",NA,NA,NA,NA,NA,NA,NA
"64","2021-01-14 15:26:43-03","MN","R","166660","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora var.violacea","Haw.",NA,NA,NA,NA,"Leuenberger, B.; Carvalho, A.M. & Silva, L.A.M.","1983","04","13","Brasil","Bahia","Vitória da Conquista",NA,"-40.8394012451172","-14.8661003112793",NA,NA,NA,NA,"Ex Museo Botânico Berolinense","R010023807",NA,NA,NA,"var.violacea","70493",NA,"auto","3060",NA,NA,NA,NA,NA,NA,NA
"65","2021-01-14 15:26:43-03","MN","R","126923","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Hutchison, P.C.",NA,NA,NA,"Lannasoti, J.I.","1969","10","19","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010023798",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA
"66","2021-01-14 15:26:43-03","MN","R","91047","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Almeida, M.C.","2014",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010023799,R010023800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-01-14 15:26:43-03","MN","R","117069","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.",NA,NA,NA,NA,"Trinta, Z.A.; Trinta, E.F.","1964","12","08","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010023817,R010023818",NA,NA,NA,"var.grandifolia",NA,NA,NA,"1051",NA,NA,NA,NA,NA,NA,NA
"68","2021-01-14 15:26:43-03","MN","R","91063","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.","Leuenberger, B.","1983",NA,NA,"Groth",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010023819",NA,NA,NA,"var.grandifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-01-14 15:26:43-03","MN","R","91075","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.","Leuenberger, B.","1983",NA,NA,"Sampaio, A.J.","1909","10","10","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010023808",NA,NA,NA,"var.grandifolia",NA,NA,NA,"985",NA,NA,NA,NA,NA,NA,NA
"70","2021-01-14 15:26:43-03","MN","R","91076","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.","Leuenberger, B.","1983",NA,NA,"Vidal, J.","1927","02",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"595","595",NA,"R010023809",NA,NA,NA,"var.grandifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-01-14 15:26:43-03","MN","R","91101","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.","Leuenberger, B.","1983",NA,NA,"Bello, W.","1889",NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. W. Bello, 653; Gabinete de Botânica da Escola Polytechnica","R010023813,R010023814",NA,NA,NA,"var.grandifolia",NA,NA,NA,"653",NA,NA,NA,NA,NA,NA,NA
"72","2021-01-14 15:26:43-03","MN","R","91103","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.","Leuenberger, B.","1983",NA,NA,"Velloz, M.","1943","04","08","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010023820",NA,NA,NA,"var.grandifolia",NA,NA,NA,"375",NA,NA,NA,NA,NA,NA,NA
"73","2021-01-14 15:26:43-03","MN","R","91091","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.violacea","Haw.","Leuenberger, B.","1983",NA,NA,"Santos, M.G.","1922","01","24","Brasil","Minas Gerais","Itabira de Mato Dentro",NA,NA,NA,NA,NA,"1380","1380",NA,"R010023804",NA,NA,NA,"var.violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-01-14 15:26:43-03","MN","R","91094","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.violacea","Haw.","Leuenberger, B.","1983",NA,NA,"Santos, M.G.","1922","01","24","Brasil","Minas Gerais","Itabira de Mato Dentro",NA,NA,NA,NA,NA,"1386","1386",NA,"R010023803",NA,NA,NA,"var.violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-01-14 15:26:43-03","MN","R","91087","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.violacea","Haw.","Leuenberger, B.","1983",NA,NA,NA,"1934","02","11","Brasil","Minas Gerais","Itabira",NA,"-43.2268981933594","-19.6191997528076",NA,NA,NA,NA,NA,"R010023806",NA,NA,NA,"var.violacea","33779",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-01-14 15:26:43-03","MN","R","195469","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Alves, R.J.V.","2002",NA,NA,"Alves, R.J.V.","1998","10","17","Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,NA,"R010023795,R010023796;R010023797",NA,NA,NA,NA,"10355",NA,"auto","6316",NA,NA,NA,NA,NA,NA,NA
"77","2021-01-14 15:26:43-03","MN","R","218712","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Alves, R.J.V.","2002",NA,NA,"Laclette, P.P.H.","1974","09","29","Brasil","Rio de Janeiro","Rio Bonito",NA,"-42.6096992492676","-22.7085990905762",NA,NA,NA,NA,NA,"R010023821,R010023822",NA,NA,NA,NA,"20195",NA,"auto","943",NA,NA,NA,NA,NA,NA,NA
"78","2021-01-14 15:26:43-03","MN","R","91118","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.","Leuenberger, B.","1983",NA,NA,"Sampaio, A.J.","1939","04",NA,"Brasil","Rio de Janeiro","São João da Barra",NA,"-41.0511016845703","-21.6403007507324",NA,NA,NA,NA,NA,"R010023815,R010023816",NA,NA,NA,"var.grandifolia","31235",NA,"auto","8215",NA,NA,NA,NA,NA,NA,NA
"79","2021-01-14 15:26:43-03","MN","R","91095","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.","Leuenberger, B.","1983",NA,NA,"Freire, C.V.; Vidal, J.","1923","01",NA,"Brasil","Roraima","Boa Vista",NA,"-60.6733016967773","2.81972002983093",NA,NA,NA,NA,NA,"R010023811",NA,NA,NA,"var.grandifolia","90031",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-31 13:37:06-03","MN","R","9826","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Castellanos, A.","1964",NA,NA,"Glaziou, A.F.M.","1890","10","08","Brasil","Rio de Janeiro","Rio de Janeiro","Botafogo","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Plantas do Brasil Central","R000009826","R000009826_001",NA,NA,NA,"57442",NA,"auto","18268",NA,NA,NA,NA,NA,NA,NA
"81","2021-01-14 15:26:43-03","MN","R","91090","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var.grandifolia","Haw.","Leuenberger, B.","1983",NA,NA,"Lutz, B.M.J.","1925","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010023810",NA,NA,NA,"var.grandifolia","57442",NA,"auto","15701",NA,NA,NA,NA,NA,NA,NA
"82","2021-01-14 15:26:43-03","MN","R","218468","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Zappi, D.","2014",NA,NA,"Silva, Z.L.","1966","11","09","Brasil","Rio de Janeiro","Rio de Janeiro","São Cristovão","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010023801,R010023802",NA,NA,NA,NA,"57442",NA,"auto","140 c",NA,NA,NA,NA,NA,NA,NA
"83","2015-07-02 14:01:18-03","JBP","HPL","13715","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw",NA,NA,NA,NA,"N.P. Martinez","2014","08","08","Brasil","SP","Nova Odessa","Jardim Botânico Plantarum - Coletado no jardim de plantas medicinais, cultivada, origem sudeste.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440",NA,"auto","11",NA,NA,NA,NA,NA,NA,NA
"84","2016-02-02 14:37:54-02","BGBM","B","B 10 0277788","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia var. violacea","Leuenb.",NA,NA,NA,NA,"F. C. F. da Silva","1981","09","23","Brazil",NA,NA,"MinasGerais, Mun. de Santana do Riacho, Area do futuro Praque Estadual da Serra do Cipó; área de transição, Savana/Mata; Relevo de Várzea.",NA,NA,NA,NA,"650","650","<a href=http://herbarium.bgbm.org/object/B100277788 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100277788","B100277788",NA,NA,"var. violacea",NA,NA,NA,"89","Middle and South America",NA,NA,NA,"isotype",NA,NA
"85","2019-02-15 11:35:51-02","IPA","IPA","4488","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Pers","Zappi, D.C.","1983",NA,NA,"Pickel, B.","1929","01","20","Brasil","Pernambuco","São Lourenço da Mata","Tapera, beira da estrada.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"IPA0004488",NA,"Plantae",NA,NA,"21764",NA,"auto","1911","Southern America",NA,NA,NA,NA,NA,NA
"86","2019-02-15 11:35:50-02","IPA","IPA","27154","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Pers",NA,NA,NA,NA,"Grupo Flora Pedra do Cavalo","1980","12",NA,"Brasil","Bahia","Cachoeira","Vale dos Rios Paraguaçu e Jacuípe, Porto Castro Alves","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,"Subarbusto. Caule suculento com grupos de gloquídios. Folhas suculentas e flores róseas, protegidas por brácteas, em inflorescência terminal.","IPA0027154",NA,"Plantae",NA,NA,NA,NA,NA,"1011","Southern America",NA,NA,NA,NA,NA,NA
"87","2019-07-26 11:39:38-03","IPA","IPA","317","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Pers","Zappi, D.","1988",NA,NA,"Vasconcellos Sobrinho",NA,NA,NA,"Brasil","Pernambuco",NA,"Cultivado em cercas vivas.",NA,NA,NA,NA,NA,NA,NA,"IPA0000317",NA,"Plantae",NA,NA,NA,NA,NA,"317","Southern America",NA,NA,NA,NA,NA,NA
"88","2019-02-15 11:35:51-02","IPA","IPA","84582","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Pers","Rocha, E.A.","2005","11","24","Rocha, E.A.; Santiago, A.; Xavier, S.; Santiago, A.; Xavier, S.","2005","11","24","Brasil","Piauí","São Brás","ca. 1 km antes do povoado de Bom Jesus.","-42.15","-7.298889","-42.15","-7.298889","234","234","Arbusto ca. 2 - 4m de altura, com flores róseas, vistosas, ornitófilas. Planta usada com cerca-viva. Frequente no local.","IPA0084582",NA,"Plantae",NA,NA,NA,NA,NA,"1406","Southern America",NA,NA,NA,NA,NA,NA
"89","2019-02-15 11:35:51-02","IPA","IPA","65707","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Pers","Meiado, M.V.","2012","04","20","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","2003","12","16","Brasil","Alagoas",NA,"Usina Serra Grande, casa de hóspedes.",NA,NA,NA,NA,NA,NA,"Árvore armada; flores com corola rósea, cálice verde e estames amarelos.","IPA0065707",NA,"Plantae",NA,NA,NA,NA,NA,"1490","Southern America",NA,NA,NA,NA,NA,NA
"90","2019-02-15 11:35:51-02","IPA","IPA","52242","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Pers","Rocha, E.A.","1999","05","06","Miranda, A.M.; Esteves, F.; Esteves, F.","1990","02","08","Brasil","Bahia","Brumado","Serra das Éguas","-41.6652984619141","-14.2035999298096",NA,NA,NA,NA,"Arbusto 3m de altura; flores rosa-choque.; Solo latossolo vermelho-escuro.","IPA0052242",NA,"Plantae",NA,NA,"38387",NA,"auto","120","Southern America",NA,NA,NA,NA,NA,NA
"91","2019-08-28 09:36:17-03","IPA","IPA","60397","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Pers","Rita Pereira","2002","12","20","Fontes Junior, W.S.","2002","11","26","Brasil","Pernambuco","Vitória de Santo Antão","Faculdade de Formação de Professores","-35.2914009094238","-8.11806011199951",NA,NA,NA,NA,NA,"IPA0060397",NA,"Plantae",NA,NA,"21817",NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA
"92","2019-08-27 13:28:39-03","IAP","PACA-AGP","87540","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","N.P. Taylor","2010","08","20","Sehnem, A.","1972","01","20","Brasil","PE","Garanhuns","Jardim","-36.4928016662598","-8.89027976989746",NA,NA,NA,NA,"Habitat: arbustiva in horto","PACA087540",NA,"Magnoliophyta","Caryophyllales",NA,"21839",NA,"auto","12747",NA,NA,"Magnoliatae",NA,NA,NA,NA
"93","2020-12-20 21:16:31-03","UFV","VIC","7165","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.",NA,NA,NA,NA,"Júlio, N.M.","1981","04","08","Brasil","Minas Gerais","Viçosa","Campus da UFV, Cultivada no pátio do prédio da Biologia.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Arbusto ereto, flores róseas.","VIC007165","VIC007165",NA,NA,NA,"13937",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA
"94","2020-12-20 21:16:31-03","UFV","VIC","26309","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Zappi, D.C.","1989","05","15","Krieger, L.","1969","10",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Planta sarmentosa, cultivada em cercas. Flores róseas. Folhas comestíveis, cozidas.","VIC026309","VIC026309",NA,NA,NA,"36144",NA,"auto","7707",NA,NA,NA,NA,NA,NA,NA
"95","2020-12-20 21:16:31-03","UFV","VIC","26310","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Zappi, D.C.","1989","05","15","Krieger, L.","1970","04",NA,"Brasil","Minas Gerais","Juiz de Fora","Perto do Paraibuna, Lugar sombreado.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Formção de frutos na ponta dos galhos.","VIC026310","VIC026310",NA,NA,NA,"36144",NA,"auto","8244",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 14:33:02-03","UFJF","CESJ","19286","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.",NA,NA,NA,NA,"L. Krieger","1980","10","23","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Na beira da estrada, formando cerca arborescente. Ora-pro-nobis.","CESJ019286",NA,"Angiosperma",NA,NA,"36144",NA,"auto","CESJ19286","América do Sul",NA,NA,NA,NA,NA,NA
"97","2019-11-21 14:33:02-03","UFJF","CESJ","19966","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","L. Krieger",NA,NA,NA,"L. Krieger","1983","11","06","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"N.v.Ora-pro-nobis, Quiabento, Cacto-rosa. Arbusto, ramos longos, espinhosos, flores róseas em corimbo na ponta dos ramos. Folhas comestíveis depois de cozida.","CESJ019966",NA,"Angiosperma",NA,NA,"36144",NA,"auto","CESJ19966","América do Sul",NA,NA,NA,NA,NA,NA
"98","2020-02-28 19:10:01-03","UFJF","CESJ","2075","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.",NA,NA,NA,NA,"L. Roth","1952","07",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"N.v.Ora-pro-nobis.","CESJ002075",NA,"Angiosperma",NA,NA,"36144",NA,"auto","CESJ2075","América do Sul",NA,NA,NA,NA,NA,NA
"99","2019-11-21 14:33:02-03","UFJF","CESJ","23912","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","L. Krieger","1987","10","20","L. Krieger","1987","10","20","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Cultivado, arborescente, caule muito espinhoso, sublenhoso,folhas suculentas, flores róseas. Folhas comestíveis depois de cozidas.","CESJ023912",NA,"Angiosperma",NA,NA,"36144",NA,"auto","CESJ23912","América do Sul",NA,NA,NA,NA,NA,NA
"100","2019-11-21 14:33:02-03","UFJF","CESJ","7000","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","L. Krieger","1969","10","12","L. Krieger","1969","10","12","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Cultivda, asselvajada. Flores róseas e folhas comestíveis. Sarmentosa.","CESJ007000",NA,"Angiosperma",NA,NA,"36144",NA,"auto","CESJ7000","América do Sul",NA,NA,NA,NA,NA,NA
"101","2019-11-21 14:33:02-03","UFJF","CESJ","7382","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","L. Krieger","1970","06",NA,"L. Krieger","1969","10",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore em terreno não cultivado. Flores lilacíneas.","CESJ007382",NA,"Angiosperma",NA,NA,"36144",NA,"auto","CESJ7382","América do Sul",NA,NA,NA,NA,NA,NA
