"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","imagecode","infraspecificEpithet","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1491","2017-10-06 17:36:00-03","MO","MOBOT","99054","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Percy Núñez V.|M. Riley|M. Bolaños|John W. Terborgh","1989","8","18","South America","Peru","Manú National Park. Cocha Cashu Biological Station. Flood plain forest.",NA,NA,NA,NA,NA,NA,"DC.","R.E. Gereau","Núñez Vargas 11444","Madre de Dios",NA,NA,"Manu","-71.4166667","-11.8333333","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","5",NA
"1492","2017-10-06 17:36:00-03","MO","MOBOT","99159","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Percy Núñez V.|M. Riley|M. Bolaños|John W. Terborgh","1989","8","18","South America","Peru","Manú National Park. Cocha Cashu Biological Station. Flood plain forest.",NA,NA,NA,NA,NA,NA,"DC.","R.E. Gereau","Núñez Vargas 11456","Madre de Dios",NA,NA,"Manu","-71.4166667","-11.8333333","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","12",NA
"1493","2008-05-27 22:02:00-03","MO","MOBOT","993131","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Percy Núñez V.|O. Cjuno","1994","4","24","South America","Peru","Tambopata Collpa Research Center. Río Tambopata, pacal plot.",NA,NA,NA,NA,NA,NA,"DC.",NA,"Núñez Vargas 15523","Madre de Dios",NA,NA,"Tambopata","-69.56777","-13.13472","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112","1",NA
"1494","2008-05-27 22:02:00-03","MO","MOBOT","998487","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Percy Núñez V.|et al.","1995","11","2","South America","Peru","Cocha otorongo, Río Manu, P.N. Manu.",NA,NA,NA,NA,NA,NA,"DC.",NA,"Núñez Vargas 17519","Madre de Dios",NA,NA,"Manu",NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"144","1",NA
"1495","2011-06-09 17:24:00-03","MO","MOBOT","99911","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Percy Núñez V.","1986","8","20","South America","Peru","Manu Park, Cocha Cashu uplands.",NA,NA,NA,NA,NA,NA,"DC.","R.E. Gereau (MO)","Núñez Vargas 5877","Madre de Dios",NA,NA,"Manu","-71.16666","-11.75","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-36","4",NA
"1496","2008-05-27 22:02:00-03","MO","MOBOT","2912670","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Michael H. Nee","1992","5","20","South America","Brazil","Mun. de Manaus, ca. 80 km. N de Manaus. Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, acampamento ''Porto Alegre''. Formerly mata de terra firme sobre latosolo amarelo; secondary vegetation around camp roads, dominated by ca. 10 year-old and 15 m. tall Cecropia sciadophylla, C. purpurascens.",NA,NA,NA,NA,NA,NA,"DC.","J. Grimes","Nee 42778","Amazonas",NA,NA,NA,"-59.95","2.36666","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","2014-03-01 21:10:00-03","MO","MOBOT","2913671","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Terry W. Henkel|M. Chin|R. Williams|R. James","1994","3","15","South America","Guyana","Takutu-U. Acarai Mts; Sipu River, 7-10 km from juncture with Essequibo River. Swamp riverine forest and bank vegetation.",NA,NA,NA,NA,NA,NA,"DC.","O. Poncy","Henkel 5213","Essequibo",NA,NA,NA,"-58.9","1.41666","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","2015-08-13 05:50:00-03","MO","MOBOT","2911309","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"R.M. Harley","1968","9","19","South America","Brazil","Near base camp. Margin of dry gallery forest.",NA,NA,NA,NA,NA,NA,"DC.","T.D. Pennington","Harley 10125","Mato Grosso do Sul",NA,NA,NA,"-51.76666","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","2011-04-24 16:12:00-03","MO","MOBOT","100368934","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Manuel J. Macía|Romel Montúfar|Comunidad Huaorani de Tiputini","1997","9","27","South America","Ecuador","Parque Nacional Yasuní. Carretera Pompeya Sur - Iro Km 32,4. En territorio de la comunidad Huaorani de Tiputini. Parcela temporal de muestreo (0.1 ha) Nº 14.",NA,NA,NA,NA,NA,NA,"DC.","M. J. Macía","Macía 1528","Orellana",NA,NA,NA,"-76.4595167","-0.61125","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"97-10","2",NA
"1500","2011-04-24 13:00:00-03","MO","MOBOT","100368648","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Manuel J. Macía|A.P. Yanez|Comunidad Huaorani de Tiputini","1997","8","4","South America","Ecuador","Parque Nacional Yasuní. Carretera Pompeya Sur - Iro Km 41. En territorio de la comunidad Huaorani de Tiputini. Parcela temporal de muestreo (0.1 ha) Nº 2",NA,NA,NA,NA,NA,NA,"DC.","M. J. Macía","Macía 1046","Orellana",NA,NA,NA,"-76.42945","-0.6658833","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"97-06","2",NA
"1501","2011-04-23 16:36:00-03","MO","MOBOT","100368190","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Manuel J. Macía|A.P. Yanez|comunidad Huaorani de Dicaro","1997","5","12","South America","Ecuador","Parque Nacional Yasuní. Carretera Pompeya Sur - Iro Km 92,5. En territorio de la comunidad Huaorani de Dicaro. Parcela temporal de muestreo (0.1 ha) Nº 24.",NA,NA,NA,NA,NA,NA,"DC.","M. J. Macía","Macía 351","Orellana",NA,NA,NA,"-76.2253333","-0.8895","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"97-01","2",NA
"1502","2008-05-27 22:02:00-03","MO","MOBOT","1815450","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Alwyn H. Gentry|L. Puig R.","1975","6","23","South America","Venezuela","Between Quebrada Grande and El Nula, border with Apure.",NA,NA,NA,NA,NA,NA,"DC.","R. Liesner (MO)","Gentry 14297","Táchira",NA,NA,NA,"-71.91833","7.28861","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3926",NA,NA
"1503","2019-06-16 04:36:00-03","MO","MOBOT","101891","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Walter A. Palacios|Carlos Quelal|Carlos Aulestia|Nixon Revelo|Efraín Freire","1991","9","27","South America","Ecuador","Reserva Faunística Cuyabeno. Zancudo. Bosque en la ribera del Río Aguarico. Bosque ligeramente intervenido. Suelos aluviales, inundables.",NA,NA,NA,NA,NA,NA,"DC.","T.D. Pennington (K)","Palacios Cuenca 7721","Napo",NA,NA,"Aguarico","-75.53333","-0.48333","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-67","10",NA
"1504","2008-05-27 22:02:00-03","MO","MOBOT","84091","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"David N. Smith|Valentín García|Edgar García","1990","2","16","South America","Bolivia","Carretera Caranavi-San Borja, lado este de la Serranía del Pilón Lajas. Bosque tropical intervenido, pisos inferiores de cordillera subandina.",NA,NA,NA,NA,NA,NA,"DC.","D.A. Neill (MO)","Smith 13947","Beni",NA,NA,"Gral. Ballivian","-67.51666","-15.15","255.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","6",NA
"1505","2015-12-27 05:33:00-02","MO","MOBOT","2912020","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"T. D. Pennington","1993","11","8","South America","Ecuador","Gualaquiza-Zamora km 84. Roadside.",NA,NA,NA,NA,NA,NA,"DC.","T.D. Penn","Pennington 14759","Morona-Santiago",NA,NA,"Gualaquiza","-78.75","-3.85","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","2015-12-23 16:34:00-02","MO","MOBOT","2776561","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Gorky Villa","1999","3","10","South America","Ecuador","Parque Nacional Yasuni!4. Carretera Repsol YPF, Parcela de M.Aulestia. Tierra firme; lomas de 30-50 m, de arcilla rojiza.",NA,NA,NA,NA,NA,NA,"DC.",NA,"Villa Muñoz 864","Orellana",NA,NA,"Loreto","-76.5","-0.63333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","2009-12-03 11:40:00-02","MO","MOBOT","1780968","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Juan Guillermo Ramírez","1987","9","29","South America","Colombia","Quebrada La Cristalina. Bh-T/Bmh-T. Sector CE.",NA,NA,NA,NA,NA,NA,"DC.","R.E. Gereau (MO)","Ramírez Arango 1779","Antioquia",NA,NA,"San Luis","-74.0002167","6.0002","600.00000000","770.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","2009-12-03 11:40:00-02","MO","MOBOT","1780964","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Juan Guillermo Ramírez","1987","6","24","South America","Colombia","Quebrada La Cristalina. Bh-T/Bmh-T. Sector SE",NA,NA,NA,NA,NA,NA,"DC.","R.E. Gereau (MO)","Ramírez Arango 1073","Antioquia",NA,NA,"San Luis","-74.0002833","6.0005833","550.00000000","770.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","2009-02-05 03:32:00-02","MO","MOBOT","1117308","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"R. B. Wallace","1996","6","23","South America","Bolivia","Lago Caimán. Bosque sartenejal. Parcela de investigación T-10, árbol No. 19.",NA,NA,NA,NA,NA,NA,"DC.","T.D. Pennington (K)","Wallace 17","Santa Cruz",NA,NA,"Velasco","-60.9","-13.58333","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"1510","2011-03-24 17:27:00-03","MO","MOBOT","2912278","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Calvin R. Sperling|Milton G. da Silva|M. Condon|Carlos S. Rosário|R. Pereira de Lima|J.C. dos Santos","1982","6","8","South America","Brazil","Serra dos Carajás. AMZA camp 3-Alfa. Steep forested slopes on ridgetop above camp, selectively cut for lumber.",NA,NA,NA,NA,NA,NA,"DC.","J. Grimes","Sperling 5969","Pará",NA,NA,NA,"-50.55","-5.8","300.00000000","475.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","2008-05-27 22:02:00-03","MO","MOBOT","1062347","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana peltadenia",NA,"Nestor Jaramillo|Salomón Katip","1995","10","3","South America","Peru","Yamayakat. Bosque primario.",NA,NA,NA,NA,NA,NA,"(Harms) T.D. Penn.","T.D. Pennington (K)","Jaramillo 732","Amazonas",NA,"peltadenia","Bagua","-78.31666","-4.91666","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"1512","2009-09-04 15:02:00-03","MO","MOBOT","2892160","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana peltadenia",NA,"Jaime L. Jaramillo|Elena Grijalva|Mario Grijalva","1991","9","7","South America","Ecuador","Mataje, bosque húmedo tropical. Colecciones entre el Estero Molina-Hcda. Montero Riera (S. Marco). Vegetacióm intervenida suelo conpoca capa de humus. Vegetación representative de Carapa quianensis, Humiriastrum procerum, Jacaranda copaia y Jessenia bataua.",NA,NA,NA,NA,NA,NA,"(Harms) T.D. Penn.","C. Romero (COL)","Jaramillo Asanza 13790","Esmeraldas",NA,"peltadenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","2010-04-02 19:45:00-03","MO","MOBOT","2894076","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana peltadenia",NA,"C. Tello E.","1990","9","16","South America","Peru","Unidad Modelo de manejo y Producción Forestal Dantas. Dtto. Yuyapichis, Prov. Puerto Inca, Dpto. Huánuco. Bosque húmedo tropical, 2500 PMA, 23.5°C TMA. Bosque de lomadas, colinas bajas y terrazas altas.",NA,NA,NA,NA,NA,NA,"(Harms) T.D. Penn.","Carolina Romero (COL)","Tello E. 2983","Huánuco",NA,"peltadenia",NA,"-75.03333","-9.66666","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","2020-05-30 04:37:00-03","MO","MOBOT","2910721","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana peltadenia","Lectotype","Ernst Üle","1902","10",NA,"South America","Peru","Tarapoto.",NA,NA,NA,NA,NA,NA,"(Harms) T.D. Penn.","Carolina Romero (COL)","Üle 6451","Loreto",NA,"peltadenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1515","2013-01-28 05:13:00-02","MO","MOBOT","966859","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana peltadenia",NA,"René Guillén V.|V. Roca","1995","2","20","South America","Bolivia","Reserva ecologica El Refugio, a 7 km al E del campamento refugio sobre el camino hacia la serranía de huanchaca. Potrero dos. Pampa Termitera. Suelos areno-limosos con arena de granulo fino.",NA,NA,NA,NA,NA,NA,"(Harms) T.D. Penn.","C.Romero","Guillén Villarroel 3209","Santa Cruz",NA,"peltadenia","Velasco","-61.00472","-14.73861","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"1516","2020-07-08 10:38:00-03","MO","MOBOT","101203348","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana russotomentella","Lectotype","G. Malme","1902","9","24","South America","Brazil","Santa Anna da Chapada.",NA,NA,NA,NA,NA,NA,"(Malme) T.D. Penn.",NA,"Malme 1988","Mato Grosso",NA,"russotomentella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1517","2008-05-27 22:02:00-03","MO","MOBOT","2893000","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana russotomentella",NA,"Benedito V. Rabelo","1985","1","4","South America","Brazil","Municipio de Macapá, vicinity of Serra do Navio, 3 km NNW of the Village of Serra do Navio on road to Água Branca, ca. Non-inundated moist forest.",NA,NA,NA,NA,NA,NA,"(Malme) T.D. Penn.","C.Romero","Rabelo 3173","Amapá",NA,"russotomentella",NA,"-52.06666","1.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","2012-11-05 09:49:00-02","MO","MOBOT","940347","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana russotomentella",NA,"Antony Jardim|E. Gutiérrez|R.C. Quevedo","1993","11","7","South America","Bolivia","Parque Nacional Noel Kempff Mercado. Los Fierros. Bosque alto cerca la serrañia de Caparuch con Vochysia,Qualea, Erisma,Apuleia,Pseudolmedia,Brosimum. Substrato duricosta ferruginosa y latosol.",NA,NA,NA,NA,NA,NA,"(Malme) T.D. Penn.","T.D. Pennington (K)","Jardim 21","Santa Cruz",NA,"russotomentella","Velasco","-60.8283334","-14.5747223","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1519","2013-08-23 04:12:00-03","MO","MOBOT","2893238","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana russotomentella",NA,"W. Wayt Thomas","1985","10","4","South America","Brazil","Muns. Sinop & Colider: cerrado and adjacent cerradao forest of Serra Formosa along BR080, 65 km E of jct. with BR163. Sandstone outcrops present.",NA,NA,NA,NA,NA,NA,"(Malme) T.D. Penn.","C.Romero","Thomas 4190","Mato Grosso do Sul",NA,"russotomentella",NA,"-54.43333","-10.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","2020-04-17 09:50:00-03","MO","MOBOT","2898254","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Silvino Elcoro","1988","3",NA,"South America","Venezuela","Vega de Lomerio-Rio Uaña.",NA,NA,NA,NA,NA,NA,NA,"C.Romero","Elcoro 69","Bolívar",NA,"thibaudiana","Sucre","-63.75","4.1666667","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1521","2013-11-12 05:43:00-02","MO","MOBOT","100205693","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Eve J. Lucas","2006","11","30","South America","Brazil","Mun. Linhares, Reserva da Compania Vale do Rio Doce, estrada Mantegueira.",NA,NA,NA,NA,NA,NA,NA,"T.D. Pennington & G.P. Lewis","Lucas 838","Espírito Santo",NA,"thibaudiana",NA,"-40.0713889","-19.1522222","6.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1522","2008-05-27 22:02:00-03","MO","MOBOT","106194","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Alwyn H. Gentry|Adrian Juncosa|H. Mazuera","1983","2","17","South America","Colombia","Bahía de Malaga; steep hills overlooking Pacific Ocean near mouth of Quebrada La Sierpe.",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau (MO)","Gentry 40448","Valle del Cauca",NA,"thibaudiana","Buenaventura","-77.25","4.16666","0E8","20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-55","3",NA
"1523","2010-11-25 10:29:00-02","MO","MOBOT","1140281","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Randall J. Evans|Sylva Koemar|Usha Raghoenandan","1997","3","20","South America","Suriname","Vicinity of Blanche Marie Waterfall on the Nickerie River.",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau(MO)","Evans 2649","Sipaliwini",NA,"thibaudiana",NA,"-56.88055","4.75833","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"369","8",NA
"1524","2008-07-01 03:33:00-03","MO","MOBOT","1195805","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"G. Thomson","1997","7","16","South America","Bolivia","Proyecto Biomasa, Transecto 10",NA,NA,NA,NA,NA,NA,NA,"Carolina Romero (COL)","Thomson 40","Santa Cruz",NA,"thibaudiana","Velasco","-60.92694","-14.55555","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"1525","2011-03-19 06:33:00-03","MO","MOBOT","1234808","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"James S. Miller|Warren D. Hauk|Sylva Koemar","1998","2","3","South America","Suriname","Vicinity of Blanche Marie Waterfall on the Nickerie River, along the entrance road to the Blanche Marie Guest House.",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau (MO)","Miller 9305","Sipaliwini",NA,"thibaudiana",NA,"-56.90527","4.75555","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"678","5",NA
"1526","2008-10-20 10:13:00-02","MO","MOBOT","1244651","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Alwyn H. Gentry|Mary E. Fallen","1976","8","4","South America","Colombia","Vicinity of Bahia Solano, tropical wet forest, cliffs along coast.",NA,NA,NA,NA,NA,NA,NA,"T.D. Pennington (K)","Gentry 17195","Chocó",NA,"thibaudiana","Bahia Solano","-77.4077778","6.2191667","0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4100","1",NA
"1527","2008-05-27 22:02:00-03","MO","MOBOT","1244722","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Alwyn H. Gentry|Luis E. Forero","1975","7","24","South America","Colombia","25 km E of Barranca Bermeja.",NA,NA,NA,NA,NA,NA,NA,"T.D. Pennington (K)","Gentry 15391","Santander",NA,"thibaudiana",NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4044",NA,NA
"1528","2017-02-03 05:18:00-02","MO","MOBOT","1248494","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Dairon Cárdenas L.","1988","2","11","South America","Colombia","Región de Urabá. Zona Cerros del Cuchillo. Camino Telecom, bosque primario.",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau (MO)","Cárdenas López 1223","Chocó",NA,"thibaudiana","Riosucio",NA,NA,"20.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","2017-02-03 05:18:00-02","MO","MOBOT","1248495","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Dairon Cárdenas L.","1987","11","15","South America","Colombia","Región de Urabá. Cerro del Cuchillo. Cumbre noroeste.",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau (MO)","Cárdenas López 850","Chocó",NA,"thibaudiana","Riosucio","-76.843375","7.459133","500.00000000","520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","2008-05-27 22:02:00-03","MO","MOBOT","1263867","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"W.A. Córdoba|F. García Cossio","1984","7","30","South America","Colombia","Barrio El Jardín.",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau (MO)","Cordoba 277","Chocó",NA,"thibaudiana","Quibdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","2015-06-15 13:22:00-03","MO","MOBOT","1265751","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Wilson Devia A.|A. Cruz|et al.","1996","1",NA,"South America","Colombia","Corregimiento Córdoba, Vereda San Cipriano, Reserva Natural Escalerete. Parcela E.",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau","Devia Alvarez 4799","Valle del Cauca",NA,"thibaudiana","Buenaventura","-76.8694445","3.8280556","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143","1",NA
"1532","2015-06-15 13:29:00-03","MO","MOBOT","1265765","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Wilson Devia A.|A. Cruz|et al.","1996","1",NA,"South America","Colombia","Corregimiento Córdoba, Vereda San Cipriano, Reserva Natural Escalerete. Parcela E.",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau","Devia Alvarez 4602","Valle del Cauca",NA,"thibaudiana","Buenaventura","-76.8694445","3.8280556","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143","1",NA
"1533","2018-09-26 04:37:00-03","MO","MOBOT","1344457","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Dario A. Sánchez S.","1993","6","10","South America","Colombia","Vereda La Luz",NA,NA,NA,NA,NA,NA,NA,"R.E. Gereau (MO)","Sánchez S. 1974","Antioquia",NA,"thibaudiana","San Rafael","-75.03333","6.3","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","2012-01-05 15:19:00-02","MO","MOBOT","1717134","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Oscar Colque|L. Mendoza","2006","2","6","South America","Bolivia","Entre Ríos. Distrito Tres, Sector Coop.",NA,NA,NA,NA,NA,NA,NA,"Carolina Romero (MO)","Colque 407","Cochabamba",NA,"thibaudiana","Carrasco","-64.5163889","-17.1883333","280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"1535","2008-08-07 03:32:00-03","MO","MOBOT","2898075","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lourdes Vargas","1991",NA,NA,"South America","Bolivia","Estación Valle del Sajta UMSS. Senda Dendrológica-Campamento 2 Numero de placa 655. DAP 30 cm.",NA,NA,NA,NA,NA,NA,NA,"C.Romero","Vargas Ramírez 239","Cochabamba",NA,"thibaudiana","Carrasco","-64.83333","-17.33333","335.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","2010-10-08 17:17:00-03","MO","MOBOT","2898496","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Vicente Marcano","1987","3","29","South America","Venezuela","Ampliamente distribuido en la zona, vegetando cerca de afluente de agua, social, con Iriartea, Melastomatácea, Papilionáceas, Catheaceas, Aspidáceas, en bosque pluvial mesotérmico, procimidad al río Surukún y Peray Tepuy,",NA,NA,NA,NA,NA,NA,NA,"C.Romero","Marcano 874","Bolívar",NA,"thibaudiana",NA,"-61.36666","4.66666","940.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","2015-03-30 20:58:00-03","MO","MOBOT","2899036","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"E. J. Watkiss|S. Groves-Raines","1989","8","28","South America","Bolivia","(Limoero). Habitat: Dry primary forest in flat area of undulating land, sparse undergrowth, floor well lit.",NA,NA,NA,NA,NA,NA,NA,"C.Romero","Watkiss 182","Pando",NA,"thibaudiana",NA,"-69.33333","-11.2","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
