"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","phylum","scientificNameAuthorship","identifiedBy","decimalLongitude","decimalLatitude","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"1","2016-11-07 10:44:00-02","NY","NYBG","01477003","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","G. S. Bunting","10699","1982","02","19","South America","Venezuela","Zulia","Dtto. Perijá: a lo largo de la vía Machiques-Kuana.","150","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754340' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477003","NY01477003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1135372","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","J. M. Pires","75/8",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372026' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135372","NY01135372_01","Magnoliophyta","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-11-07 10:44:00-02","NY","NYBG","01476980","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","C. H. Dodson","14581","1984","07","28","South America","Ecuador","Esmeraldas","La Tola, km. 130 Norte de Essmeraldas, sur de la ciudad .0",NA,"5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753532' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476980","NY01476980_01","Magnoliophyta",NA,"R. C. Barneby","-79.02","1.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1182826","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","W. W. Thomas","4558","1985","10","25","South America","Brazil","Mato Grosso","Pantananl, 7-12 km SW of Rio Cassangé on rd to Porto Jofre (MT 060)",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409741' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182826","NY01182826_01","Magnoliophyta","L.f.","R. C. Barneby","-56.95","-16.95","Poconé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1135377","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","H. S. Irwin","5034",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372034' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135377","NY01135377_01","Magnoliophyta","L.f.","H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1135379","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","N. T. da Silva","137",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372094' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135379","NY01135379_01","Magnoliophyta","L.f.","H. S. Irwin; R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1135381","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","B. V. Rabelo","2790","1984","09","19","South America","Brazil","Amapá","Estrada de Mazagão entre o rio Matapi e o Vila nova.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372515' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135381","NY01135381_01","Magnoliophyta","L.f.","R. C. Barneby","-51.2894","-0.115","Mazagão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","00959179","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","E. P. Heringer","14863","1975","10","25","South America","Brazil","Distrito Federal","Campus da UnB.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959179","NY00959179_01","Magnoliophyta","L.f.","H. S. Irwin; R. C. Barneby","-47.9294","-15.7797","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00959156","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","E. P. Heringer","5474","1980","09","22","South America","Brazil","Distrito Federal","Plano Piloto- Sul",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959156","NY00959156_01","Magnoliophyta","L.f.","R. C. Barneby","-47.9294","-15.7797","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","01476993","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","N. L. Britton","2923","1921","04","12","South America","Trinidad and Tobago",NA,"Trinidad. Claxton Bay.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754095' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476993","NY01476993_01","Magnoliophyta","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2016-11-07 10:44:00-02","NY","NYBG","01476996","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","N. Ramírez","3078","1991","03","12","South America","Venezuela",NA,"Zona de Macaracuay, Caracas.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754222' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476996","NY01476996_01",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01491884","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","J. A. Steyermark","101999","1968","04","09","South America","Venezuela","Barinas","Reserva Forestal Caparo. Unidad I, parte sur entre pica 7 y 9, 16-18 kms sureste del Campamento Cachicamo, este de El Cantón.","100","100","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754501' target='other'> <mi>dwc_moreinfo</mi></a>","NY01491884","NY01491884_01 NY01491884_02","Magnoliophyta","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01476988","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","J. Cuatrecasas","27523","1969","02","25","South America","Colombia","Valle del Cauca","Municiopio de Buga, margen derecha del río Cauca junto a la Laguna de Sonsó.","900",NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753662' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476988","NY01476988_01","Magnoliophyta","L.f.","H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00959166","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","L. Rossi","s.n.",NA,NA,NA,"South America","Brazil","Mato Grosso","Pantanal Matogrossense, Reserva de Taiama",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959166","NY00959166_01","Magnoliophyta","L.f.","R. C. Barneby","-57.6789","-16.0708","Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01476966","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","M. Saldías Paz","2687","1993","06","22","South America","Bolivia","Santa Cruz","1-2 km.NW de Santa Rosa de la Roca","350",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476966","NY01476966_01","Magnoliophyta","L.f.","R. C. Barneby","-61.4333","-15.8667","José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01476983","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","W. R. Hostmann","834","1846",NA,NA,"South America","Suriname",NA,"Surinam.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753639' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476983","NY01476983_01","Magnoliophyta","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01476971","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","R. A.Toro","252","1927","05","19","South America","Colombia","Antioquia","Machado. Vicinity of Medellín",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753461' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476971","NY01476971_01","Magnoliophyta","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01476991","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","S. Stein","9","1975","01","07","South America","Trinidad and Tobago",NA,"Trinidad. Port of Spain",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754084' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476991","NY01476991_01","Magnoliophyta","L.f.",NA,"-61.514077","10.664628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-07 10:44:00-02","NY","NYBG","01476967","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","I. G. Vargas Caballero","2725","1993","09","04","South America","Bolivia","Santa Cruz","Reserva de Vida Silvestre Rios Blanco y Negro. Río San Martín (Concesión Oquiriquia).","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753240' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476967","NY01476967_01","Magnoliophyta",NA,"R. C. Barneby","-61.8033","-15.0558","Guarayos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00959186","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","D. O. Norris","408","1964","11","19","South America","Brazil","São Paulo","Fazenda Cambuhy, near city of Matao",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959186","NY00959186_01","Magnoliophyta","L.f.","H. S. Irwin","-48.36","-21.6003","Matao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01476977","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","J. Cuatrecasas","27523","1969","02","25","South America","Colombia","Valle del Cauca","Municiopio de Buga, margen derecha del río Cauca junto a la Laguna de Sonsó.","900",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753522' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476977","NY01476977_01","Magnoliophyta","L.f.","H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 19:37:00-03","NY","NYBG","01477011","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","G. S. Bunting","7075","1979","02","22","South America","Venezuela","Zulia","A lo largo de la carretera Lara-Zulia y, entre km. 30 y km. 40 al este del Puente sobre El Lago.",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754504' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477011",NA,NA,NA,"R. C. Barneby",NA,NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-01-31 09:03:00-02","NY","NYBG","01476994","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","L. Cárdenas de Guevara","2059","1975","11","28","South America","Venezuela","Guárico","Entre 86-87 a mano derecha, Hacienda Santa Cara, cerca Ortiz.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754152' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476994","NY01476994_01","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-11-07 10:44:00-02","NY","NYBG","01476978","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","A. H. Gentry","24245","1979","01","16","South America","Colombia","Chocó","26 km.NE of Bolivar on road to Bolambolo. Río Cauca Valley.","580",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753529' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476978","NY01476978_01",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-11-07 10:44:00-02","NY","NYBG","01477009","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","B. K. Holst","2727","1986","04","25","South America","Venezuela","Bolívar","SW base of Amaruay-tepui. E of Auyan-tepui, W of Aparamán-tepui","500",NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754499' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477009","NY01477009_01","Magnoliophyta",NA,"R. C. Barneby","-62.25","5.92","Piar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1135378","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","H. S. Irwin","5034",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372066' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135378","NY01135378_01","Magnoliophyta","L.f.","H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01476969","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","H. H. Smith","2061","1898","03","22","South America","Colombia","Magdalena","Santa Marta: Near Masinga","76.2","76.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753454' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476969","NY01476969_01","Magnoliophyta","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-11-07 10:44:00-02","NY","NYBG","01476981","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","D. A. Neill","8025","1987","11","30","South America","Ecuador","Los Ríos","5 km al W de Ventanas","30","30","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753579' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476981","NY01476981_01",NA,NA,"R. C. Barneby","-79.4","-1.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-07 10:44:00-02","NY","NYBG","01477015","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","S. White","473","1977","05","08","South America","Colombia","Magdalena","Finca Santa Teresa, approx. 13 km SE of Santa Marta","200","200","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754513' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477015","NY01477015_01","Magnoliophyta",NA,"R. C. Barneby","-74","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01476965","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","G. Tessmann","5455","1925","10",NA,"South America","Peru","Loreto","Yarina cocha.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753215' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476965","NY01476965_01","Magnoliophyta","L.f.",NA,"-75","-5.67","Requena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01476924","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","S. Stein","9","1975","01","07","South America","Trinidad and Tobago",NA,"Trinidad. Port of Spain",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751748' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476924","NY01476924_01","Magnoliophyta","L.f.",NA,"-61.514077","10.664628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1135374","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","H. S. Irwin","48247","1960","09","14","South America","Brazil","Amapá","Rio Oiapoque. Ca. 3 km NE of mouth of Riv. Eureupicigne.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372376' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135374","NY01135374_01","Magnoliophyta","L.f.","J. M. Pires","-52.85","2.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","471765","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","L. Riedel","1580","1833","10",NA,"South America","Brazil","São Paulo","In sylv. Prov. St. Paulo",NA,NA,"sheet","[Collector's name not given on, but inferred from, information on label.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471765","NY00471765_01","Magnoliophyta","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01476968","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","F. W. Pennell","4127","1918","01","28","South America","Colombia","Bolívar","Ciénaga de Oro.","50","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753443' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476968","NY01476968_01","Magnoliophyta","L.f.",NA,NA,NA,"Córdoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 19:07:00-03","NY","NYBG","01477012","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","I. G. Vargas Caballero","2725","1993","09","04","South America","Bolivia","Santa Cruz","Reserva de Vida Silvestre Rios Blanco y Negro. Río San Martín (Concesión Oquiriquia).","300","300","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754507' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477012",NA,"Magnoliophyta",NA,"R. C. Barneby","-61.8033","-15.0558","Guarayos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-11-07 10:44:00-02","NY","NYBG","01476945","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","D. A. Neill","8025","1987","11","30","South America","Ecuador","Los Ríos","5 km al W de Ventanas","30","30","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1752349' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476945","NY01476945_01",NA,NA,"R. C. Barneby","-79.4","-1.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01476982","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","W. R. Hostmann","834","1846",NA,NA,"South America","Suriname",NA,"Surinam.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753589' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476982","NY01476982_01","Magnoliophyta","L.f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","594548","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","J. P. P. Carauta","4880","1984","11","05","South America","Brazil","Rio de Janeiro","Ilha Muri no Rio Paraíba do Sul","375","375","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594548","NY00594548_01","Magnoliophyta","L.f.",NA,"-44.1714","-22.5444","Barra Mansa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01477000","PreservedSpecimen","Plantae","Fabales","Fabaceae","Cassia","grandis","Cassia grandis","B. Maguire","28984","1949","02","27","South America","Venezuela","Bolívar","La Urbana; Orinoco River",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1754219' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477000","NY01477000_01","Magnoliophyta","L.f.","R. S. Cowan","-66.935587","7.13458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
