"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"1","2021-04-05 14:25:39-03","UNESC","CRI","14485","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D.Legrand) Sobral","Sobral, M","2010","01","25","Dreveck, S.; Carneiro, F.E.","1078","2009","09","23","Brasil","Santa Catarina","Garuva","-48.780278","-26.100278","48º46'49''W","26º6'1''S","112","112","Florística IFFSC 1068 (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; interior do fragmento Habito: arbustiva; Fruto verde;","CRI013554","CRI013554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","778070","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand","M. L. Kawasaki",NA,NA,NA,"F. O. Souza","20","2000","07","17","Brazil","São Paulo","Caraguatatuba","-45.4097","-23.6203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778070","NY00778070_01","Magnoliophyta","Myrtales","South America","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Nova Trilha dos Tropeiros","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","777091","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand","M. L. Kawasaki",NA,NA,NA,"R. Simão-Bianchini","1391","2000","09","07","Brazil","São Paulo","Caraguatatuba","-45.4097","-23.6203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777091","NY00777091_01","Magnoliophyta","Myrtales","South America","Parque Estradual da Serra do Mar, Núcleo Caraguatatuba. Trilha dos Tropeiros, base perto da sede","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","887383","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D.Legrand) Sobral",NA,NA,NA,NA,"L. R. Landrum","3999","1981","12","10","Brazil","Paraná","Antonina","-48.67","-25.33",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887383","NY00887383_01","Magnoliophyta","Myrtales","South America","Along road to Guaraquecaba.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","887381","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D.Legrand) Sobral",NA,NA,NA,NA,"G. G. Hatschbach","13552","1966","01","19","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887381","NY00887381_01","Magnoliophyta","Myrtales","South America","Road Cacatú - Serra Negra above Antonina, NW of the town.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","887384","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D.Legrand) Sobral",NA,NA,NA,NA,"R. M. Klein","1420","1955","06","23","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"30","30","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887384","NY00887384_01","Magnoliophyta","Myrtales","South America","Cunhas.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","887385","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D.Legrand) Sobral",NA,NA,NA,NA,"G. G. Hatschbach","41871","1979","01","12","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887385","NY00887385_01","Magnoliophyta","Myrtales","South America","Rio Brumado.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","887386","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D.Legrand) Sobral",NA,NA,NA,NA,"G. G. Hatschbach","13552","1966","01","19","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887386","NY00887386_01","Magnoliophyta","Myrtales","South America","Estr. Cacatu-Serra Negra.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","887382","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D.Legrand) Sobral",NA,NA,NA,NA,"R. Callejas Posada","1809","1983","11","29","Brazil","Paraná","Antonina","-49.5","-25.5",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887382","NY00887382_01","Magnoliophyta","Myrtales","South America","Localidad de Serrinha","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-11-13 09:20:23-03","UFRJ","RFA","12010","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D. Legand","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","26266","1971","02","04","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"10","10","Arbusto de 2 m, flor alva,","RFA46611",NA,NA,NA,NA,"Rio do Costa",NA,"37295","auto",NA,NA,NA,NA,NA,NA
"11","2020-11-13 09:20:23-03","UFRJ","RFA","9053","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D. Legand","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach",NA,"1968","02","27","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"50","50","Arbusto 2 m, flor alva","RFA46612",NA,NA,NA,NA,"Serra de Araraquara",NA,"41937","auto",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441937","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand","Nic Lughadha EM",NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","01","19","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Rain forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441937","NL-U1441937",NA,"Myrtales","Southern America","Est. Paraná. Road Cacatú - Serra Negra above Antonina, NW of the town.",NA,NA,NA,"Magnoliopsidae","U 0252959",NA,NA,NA,NA
"13","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441938","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand","Nic Lughadha EM",NA,NA,NA,"Hatschbach GG",NA,"1962","12","29","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Mata pluvial.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441938","NL-U1441938",NA,"Myrtales","Southern America","Parana (Brasil), Mun. Paranagua. Sitio de Meio.",NA,NA,NA,"Magnoliopsidae","U 0252960",NA,NA,NA,NA
"14","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525850","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand",NA,NA,NA,NA,"Hatschbach GG",NA,"1963","12","30","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525850","NL-L2525850",NA,"Myrtales","Southern America","Est. Parana, Mun. Guaratuba. Serra de Araraquara, Morro do Cauvi.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525851","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","02","27","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525851","NL-L2525851",NA,"Myrtales","Southern America","Est. Paraná, Mun. Guaratuba. Serra de Araraquara.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525852","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand",NA,NA,NA,NA,"Klein RM",NA,"1955","06","23","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525852","NL-L2525852",NA,"Myrtales","Southern America","Plantas de SANTA CATARINA. Cunhas, Itajai.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441936","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand","Nic Lughadha EM",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","03","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441936 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441936","NL-U1441936",NA,"Myrtales","Southern America","Est. Paraná, Morro do Tabaquara, W. of Matinhos.",NA,NA,NA,"Magnoliopsidae","U 0252958",NA,NA,NA,NA
"18","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441939","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand","Nic Lughadha EM",NA,NA,NA,"Callejas Posada R; Hatschbach GG; Ramos C",NA,"1983","11","30","Brazil","Paraná",NA,"-49.5","-25.5","-49.5","-25.5",NA,NA,"Mata de la vertiente.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441939","NL-U1441939",NA,"Myrtales","Southern America","Parana: Municipio de Antonina, localidad de Serrinha.",NA,NA,NA,"Magnoliopsidae","U 0252961",NA,NA,NA,NA
"19","2020-02-08 10:06:37-03","NBC","NL-BOTANY","WAG.1115963","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand",NA,NA,NA,NA,"Hatschbach GG",NA,"1977","07","11","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1115963","NL-WAG1115963",NA,"Myrtales","Southern America","Rio Mãe Catira (mun. Morretes) Paraná.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:06:37-03","NBC","NL-BOTANY","WAG.1115964","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris","D.Legrand",NA,NA,NA,NA,"Hatschbach GG",NA,"1977","07","11","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115964 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1115964","NL-WAG1115964",NA,"Myrtales","Southern America","Rio Mãe Catira (mun. Morretes) Paraná.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-11-04 10:56:24-03","ESALQ","ESA","135432","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","flagellaris","Gomidesia flagellaris",NA,"F.F. Mazine","2002",NA,NA,"F.F. Mazine","458.0","2002","10","30","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA135432",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:50-03","ESALQ","ESA","67385","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","2164.0","2000","07","26","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA067385","ESA067385","Magnoliophyta",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:50-03","ESALQ","ESA","109918","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29391.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109918","ESA109918","Magnoliophyta",NA,NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,"34059","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:50-03","ESALQ","ESA","52112","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Lima, R.A.F.","573.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"400","400",NA,"ESA052112","ESA052112","Magnoliophyta",NA,NA,"trilha de acesso à Parcela permanente - Parque Estadual de Carlos Botelho",NA,"34059","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:50-03","ESALQ","ESA","128478","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris",NA,NA,NA,NA,NA,"Flores, T.B.","1800.0","2013","03","26","Brasil","São Paulo","Tapiraí","-47.31605","-24.02021","-47.31605","-24.02021","480","480",NA,"ESA128478",NA,"Magnoliophyta",NA,NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:50-03","ESALQ","ESA","87948","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Lucas, E.J.; Souza, V.C.; Mazine, F.F.; Forster, W.; Udulutsch, R. G.","83.0","2003","01","25","Brasil","São Paulo","Carlos Botelho",NA,NA,NA,NA,NA,NA,NA,"ESA087948","ESA087948","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:50-03","ESALQ","ESA","107941","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris",NA,"Gissi, D.S.","2011",NA,NA,"Santos, M.B.","54.0","2005","03","25","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA107941",NA,"Magnoliophyta",NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:50-03","ESALQ","ESA","29503","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1058.0","1996","01","09","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029503","ESA029503","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:50-03","ESALQ","ESA","29504","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1059.0","1996","01","09","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029504","ESA029504","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:50-03","ESALQ","ESA","29422","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Ivanauskas, N.M.; Gomes, A.; Dias Filho, S.","977.0",NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029422","ESA029422","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:50-03","ESALQ","ESA","29430","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Ivanauskas, N.M.; Gomes, A.; Dias Filho, S.","985.0","1996","01","30","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029430","ESA029430","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:50-03","ESALQ","ESA","29421","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Ivanauskas, N.M.; Gomes, A.; Dias Filho, S.","976.0","1996","02","13","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029421","ESA029421","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:50-03","ESALQ","ESA","14806","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R. et al.","957.0","1994","04","23","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA014806",NA,"Magnoliophyta",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:50-03","ESALQ","ESA","123925","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris",NA,"Souza, V.C.","2013",NA,NA,"Souza, V.C. ; Flores, T.B.","35026.0","2013","05","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore, ca. 6 m alt. Frutos imaturos verdes.","ESA123925",NA,"Magnoliophyta",NA,NA,"Área da Cia. Votorantim. Trilha do Rio Dezembro.",NA,"41034","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:50-03","ESALQ","ESA","128477","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris",NA,NA,NA,NA,NA,"Virillo, C.B.","71.0","2013","03","28","Brasil","São Paulo","Tapiraí","-47.558425","-24.166549","-47.558425","-24.166549","45","45","arvoreta, 6m, frutos verdes","ESA128477",NA,"Magnoliophyta",NA,NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:50-03","ESALQ","ESA","68275","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris","(D. Legrand) Sobral","Gissi, D.S.","2011",NA,NA,"Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3625.0","2000","04","20","Brasil","São Paulo","São Sebastião","-45.36","-23.45","-45.36","-23.45","190","190","Árvore 3,0m, com frutos imaturos verdes.","ESA068275","ESA068275","Magnoliophyta",NA,NA,"Parque Estadual da Serra do Mar. Trilha das cachoeiras do Ribeirão Itu. Floresta Ombrófila Densa de Encosta com sinais perturbação. Interior de floresta (próximo à borda do ribeirão)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:50-03","ESALQ","ESA","101542","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","flagellaris","Myrcia flagellaris",NA,"Gissi, D.S.","2011",NA,NA,"Carboni, M.","85.0","2005","03","23","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA101542","ESA101542","Magnoliophyta",NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
