"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","2207750","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","H. H. Rusby","701","1886","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341812' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207750","Magnoliophyta","Malvales","Mart.",NA,NA,"Falls of Madeira","-65.3465375","-10.7798649","NY02207750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","629401","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans candicans","R. M. Harley","16397","1974","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629401","Magnoliophyta","Malvales","Mart. & Zucc.",NA,"Bahia","4km. W. of Cansançao, on the Itiuba road","-39.53","-10.67","NY00629401_01",NA,"280","280","candicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","629394","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","E. Pereira","7772","1963","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629394","Magnoliophyta","Malvales","Mart.","M. C. d. S. Cunha","Paraná","Catanduba, Carmargopolis",NA,NA,"NY00629394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00996417","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","F. E. Drouet","2437","1935","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996417","Magnoliophyta","Malvales","Mart.","H. L. Setser","Ceará","Carnauba-flats of Rio Ceará 3 km east of Soure.","-38.6531","-3.7361","NY00996417_01","Caucaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","629391","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","I. Cordeiro","1144","1992","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520042' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629391","Magnoliophyta","Malvales","Mart.","G. L. Esteves","São Paulo","Presidente Epitácio, Reserva Estadual Lagoa Sao Paulo","-52.11","-21.7603","NY00629391_01","Presidente Epitácio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00996558","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","H. S. Irwin","25188","1970","01","23","South America","Brazil","sheet",NA,"See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996558","Magnoliophyta","Malvales","Mart.","C. M. Pannell","Goiás","Contraforte Central, ca. 20 km N.E. of Catalão","-47.81634","-18.03893","NY00996558_01","Catalão","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","629387","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","G. Gardner","X5375",NA,NA,NA,"South America","Brazil","sheet",NA,"Shuttl. 1842 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629387","Magnoliophyta","Malvales","Mart.","H. L. Setser","Rio de Janeiro",NA,NA,NA,"NY00629387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00996437","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","S. L. M. Moore","591","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996437","Magnoliophyta","Malvales","Mart.",NA,"Mato Grosso",NA,NA,NA,"NY00996437_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2207751","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","A. P. Duarte","7538","1962","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341813' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207751","Magnoliophyta","Malvales","Mart.",NA,"Minas Gerais","Faz. Mãe D'Agua.","-44.749531","-17.411382","NY02207751_01","Várzea da Palma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","629389","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","R. M. Harley","21412","1980","04","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629389","Magnoliophyta","Malvales","Mart.","R. M. Harley","Bahia","Basin of the Upper Sao Francisco River. Ca. 28km. S.E. of Bom Jesus da Lapa, on the Caitité road. F4","-43.22","-13.38","NY00629389_01",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","629403","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans candicans","J. A. Ratter","1920","1968","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629403","Magnoliophyta","Malvales","Mart. & Zucc.","M. C. d. S. Cunha","Mato Grosso","8 km. E. of the Base Camp of the Expedition. (Base Camp c. 270 km. N. of Xavantina on the Xavantina - Sao Felix road)","-51.87","-12.9","NY00629403_01",NA,NA,NA,"candicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00996423","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","H. S. Irwin","19197","1968","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996423","Magnoliophyta","Malvales","Mart.","H. L. Setser","Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","NY00996423_01","Cocalzinho de Goiás","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1182112","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","P. G. Delprete","9035","2004","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397218' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182112","Magnoliophyta","Malvales","Mart.","C. M. Pannell","Goiás","Parque Ecológico da Cachoeirinha, Junção do Córrego Tamanduá.","-51.1342","-16.4428","NY01182112_01","Iporá","460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00996429","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","C. C. Berg","P19934","1973","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996429","Magnoliophyta","Malvales","Mart.","H. L. Setser","Mato Grosso","Nucleo Pioneiro de Humboldt, lower port.","-59.35","-10.2","NY00996429_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00996428","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","H. S. Irwin","28013","1970","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996428","Magnoliophyta","Malvales","Mart.","M. C. d. S. Cunha","Minas Gerais","Serra do Espinhaço, Rio Jequití, ca. 25 km E. of Diamantina","-43.50795","-18.1448","NY00996428_01",NA,"790","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00996439","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","J. A. Ratter","R.4008","1976","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105997' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996439","Magnoliophyta","Malvales","Mart.","C. M. Pannell","Goiás","Fazenda Lagoa Santa.","-48.58","-15.5","NY00996439_01","Padre Bernardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00996436","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","D. Philcox","4193","1968","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996436","Magnoliophyta","Malvales","Mart.","L. J. Dorr","Mato Grosso","Near base camp.","-51.77","-12.82","NY00996436_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00996422","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","H. S. Irwin","17704","1966","06","24","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996422","Magnoliophyta","Malvales","Mart.","W. Meijer","Goiás","Ca. 6 km. N. W. of Piranhas. Drainage of the Upper Rio Araguaia.","-51.87","-16.47","NY00996422_01","Piranhas","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","777003","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","J. G. Jardim","3578","2001","04","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777003","Magnoliophyta","Malvales","Mart.","L. J. Dorr","Bahia","Feira da Mata: Estrada para Côcos ca. 2.5 km da cidade","-44.3028","-14.2278","NY00777003_01",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00996560","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","J. A. Ratter","R.6419","1989","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996560","Magnoliophyta","Malvales","Mart.","C. M. Pannell","Minas Gerais","Sagarana, Projeto Integrado de Colonização (INCRA), NW Minas Gerais.","-47","-16","NY00996560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00996432","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","G. T. Prance","59659","1964","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996432","Magnoliophyta","Malvales","Mart.","W. Meijer","Goiás","Serra do Caiapó. 40 km south of Caiaponia.","-51.8103","-16.9569","NY00996432_01","Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","629393","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","G. G. Hatschbach","15755","1967","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629393","Magnoliophyta","Malvales","Mart.","H. L. Setser","Paraná","Icaraima","-53.6139","-23.3958","NY00629393_01","Icaraíma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","629400","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans candicans","R. M. Harley","16762","1974","03","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629400","Magnoliophyta","Malvales","Mart. & Zucc.",NA,"Bahia","3km. N.W. of Lagoinha 95.5km. S.W. of Delfino) on the side road to Minas do Mimoso","-41.27","-10.45","NY00629400_01","Umburanas","640","640","candicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00996563","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","E. P. Heringer","17653","1979","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996563","Magnoliophyta","Malvales","Mart.","C. M. Pannell","Goiás",NA,"-48.6247","-17.7419","NY00996563_01","Caldas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02207748","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","H. H. Rusby","701","1886","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341810' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207748","Magnoliophyta","Malvales","Mart.",NA,NA,"Falls of Madeira","-65.3465375","-10.7798649","NY02207748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00996421","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","H. S. Irwin","17704","1966","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996421","Magnoliophyta","Malvales","Mart.","H. L. Setser","Goiás","Ca. 6 km. N. W. of Piranhas. Drainage of the Upper Rio Araguaia.","-51.87","-16.47","NY00996421_01","Piranhas","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00996430","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","C. C. Berg","P19934","1973","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996430","Magnoliophyta","Malvales","Mart.","W. Meijer","Mato Grosso","Nucleo Pioneiro de Humboldt, lower port.","-59.35","-10.2","NY00996430_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00996438","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","G. C. G. Argent","6705","1967","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996438","Magnoliophyta","Malvales","Mart.",NA,"Mato Grosso","c. 6 km S. of Xavantina (R & A transect).","-52.23","-14.63","NY00996438_01","Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","629396","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","T. C. Plowman","8726","1980","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629396","Magnoliophyta","Malvales","Mart.","L. J. Dorr","Pará","Range of low hills ca. 20 km. west of Redençao, near Côrrego Sao Joao and Troncamento Santa Teresa","-50.17","-8.05","NY00629396_01","Conceição do Araguaia","350","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00996434","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","D. R. Hunt","5472","1966","05","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996434","Magnoliophyta","Malvales","Mart.","M. C. d. S. Cunha","Distrito Federal","Calcareous zone 25 km N.E. of Brasilia, near Corrego Landim.","-47.9294","-15.7797","NY00996434_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02207747","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","L. O. A. Teixeira","542","1982","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341809' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207747","Magnoliophyta","Malvales","Mart.",NA,"Rondônia","Mineração Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.","-63.58","-10.583333","NY02207747_01","Ariquemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00996446","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","J. Ramos","R. & S.86","1967","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996446","Magnoliophyta","Malvales","Mart.","M. C. d. S. Cunha","Mato Grosso","Collected near the base camp of the expedition. (c. 270 km N of Xavantina).",NA,NA,"NY00996446_01 NY00996446_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00996426","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","H. S. Irwin","23215","1969","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996426","Magnoliophyta","Malvales","Mart.","H. L. Setser","Minas Gerais","Serra do Espinhaço, ca. 5 km N.E. of Francisco Sá, on road to Salinas","-43.44565","-16.4661","NY00996426_01 NY00996426_02","Francisco Sá","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","629390","PreservedSpecimen","Plantae","Malvaceae","Luehea","candicans","Luehea candicans","A. M. V. de Carvalho","3022","1990","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629390","Magnoliophyta","Malvales","Mart.","W. Meijer","Bahia","Ca. 40km na estrada de Andarai para BR 242","-41.33","-12.8","NY00629390_01","Andaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
