"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"46","2020-11-04 11:14:28-03","ESALQ","ESA","108600","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana",NA,"Mazine, F.F.","Zardini, E.M.","1994","12","26","Paraguai",NA,"Alto Paraná",NA,NA,NA,NA,"ESA108600",NA,"41751.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:14:28-03","ESALQ","ESA","108601","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana",NA,"Mazine, F.F.","Zardini, E.M.","1994","12","27","Paraguai",NA,"Alto Paraná",NA,NA,NA,NA,"ESA108601",NA,"41852.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:14:28-03","ESALQ","ESA","108895","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana",NA,"Mazine, F.F.","Gentny, A.","1989","05","27","Paraguai",NA,"Alto Paraná",NA,NA,NA,NA,"ESA108895","ESA108895","66151.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:14:28-03","ESALQ","ESA","103205","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana",NA,"Soares-Silva, L.H.","Soares e Silva, L.H.","1996","10","18","Brasil","Paraná","Curiúva","-50.4583015441895","-24.0324993133545",NA,NA,"ESA103205",NA,"616.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23566","auto","1996",NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:14:28-03","ESALQ","ESA","70279","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Sobral, M.","Hatschbach, G.","1969","02","28","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"ESA070279","ESA070279","21204.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 10:56:23-03","ESALQ","ESA","134176","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Valdemarin, K.S.","Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Rodrigues, R.R.","2009","04","22","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,"ESA134176",NA,"623.0","Parque Estadual da Klabin, trilha ecológica",NA,NA,NA,NA,NA,"arbusto, ca 3m, fruto verde imaturo",NA,NA,"35037","auto","2019","07","01",NA,NA,NA,NA,NA
"52","2020-11-04 11:14:28-03","ESALQ","ESA","80428","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Sobral, M.","Maschio, W.","2001","02","24","Brasil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"ESA080428","ESA080428","373.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 10:56:23-03","ESALQ","ESA","133811","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Valdemarin, K.S.","J.S. Silva; M.F. Silveira; R.T. Queiroz; A.J.C. Silva; L.C. Garcia","2009","04","20","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783","504234","240454","ESA133811",NA,"638.0","Fazenda Monte Alegre. Trilha Guarda da Jaguatirica próximo ao rio Tibagi.",NA,NA,NA,NA,NA,"Árvore de 6m com botões verdes.",NA,NA,"35037","auto","2019","07","01",NA,NA,NA,NA,NA
"54","2020-11-04 11:14:28-03","ESALQ","ESA","109839","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109839","ESA109839","29365.0","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-01-02 18:31:23-03","FPS","FPS","3094","MachineObservation","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Molz, M.","Schwirkowski, P.","2017","10","27","Brasil","Santa Catarina","São Bento do Sul","-49.396295","-26.247078","-49.396295","-26.247078","FPS03094,FURB57441","FPS03094_v01 FPS03094_v02 FPS03094_v03 FPS03094_v04 FPS03094_v05 FPS03094_v06 FPS03094_v07 FPS03094_v08 FURB57441","2522","Bairro Rio Negro. Em capão de FOM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","01","02",NA,"FURB 57441","voucher",NA,NA
"56","2019-08-27 13:31:18-03","IAP","PACA-AGP","57990","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D. Legrand) D. Legrand","M. Sobral","R. Klein","1952","01","30","Brasil","SC","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,"PACA057990",NA,"154","Mata do Hoffmann","50","50",NA,NA,NA,"15m de altura. HBR 4855. Eq. Ecologia nr. 59. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","19684","auto","1984","02",NA,"Magnoliatae",NA,NA,NA,NA
"57","2019-08-27 13:31:18-03","IAP","PACA-AGP","4717","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D. Legrand) D. Legrand","J. Mattos","Rambo, B.","1941","03","10","Brasil","RS","Palmeira",NA,NA,NA,NA,"PACA004717",NA,NA,"Salto Mucunan, flumen Uruguay",NA,NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: estéril","Magnoliophyta","Myrtales",NA,NA,"1973",NA,NA,"Magnoliatae",NA,NA,NA,NA
"58","2019-08-27 13:31:18-03","IAP","PACA-AGP","49995","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D. Legrand) D. Legrand","J. Mattos","Rambo, B.","1951","02","12","Brasil","RS","Palmeira",NA,NA,NA,NA,"PACA049995",NA,NA,"perto do rio Uruguai",NA,NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor nondum evoluto","Magnoliophyta","Myrtales",NA,NA,"1973",NA,NA,"Magnoliatae",NA,NA,NA,NA
"59","2019-08-27 13:31:18-03","IAP","PACA-AGP","66163","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D. Legrand) D. Legrand","C. D. Legrand","Reitz & Klein","1956","03","29","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"PACA066163",NA,"2954","Morro da Ressacada","100","100",NA,NA,NA,"10m de altura e com flores brancas. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","27253","auto","1961",NA,NA,"Magnoliatae",NA,NA,NA,NA
"60","2019-08-27 13:31:18-03","IAP","PACA-AGP","66166","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D. Legrand) D. Legrand","M. Sobral","Reitz & Klein","1958","03","06","Brasil","SC","Vidal Ramos","-49.3558006286621","-27.3918991088867",NA,NA,"PACA066166",NA,"6565","Sabiá","750","750",NA,NA,NA,"10m de altura e flores brancas. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","21797","auto","1984","02",NA,"Magnoliatae",NA,NA,NA,NA
"61","2020-12-20 21:18:36-03","UFV","VIC","34529","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Soares- Silva, L.H.; Silva-Chagas, F.","1996","05","06","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"VIC034529",NA,"595","Parque Estadual Mata dos Godoy",NA,NA,NA,NA,NA,"Árvore 9m; botões florais e flores crene; odorífera",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-24 17:09:31-03","UFES","SAMES","8483","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Sobral,M.","Ferreira Jr,M.",NA,NA,NA,"Brasil","Paraná","Santo Antônio do Paraíso","-50.6455993652344","-23.4936008453369","-506063889.0","-234994444.0","SAMES08483",NA,"237","Cachoeira: interior da mata",NA,NA,NA,NA,NA,"Fruto imaturo verde. Habito: Árvore",NA,NA,"24994","auto","2018","04","14",NA,NA,NA,NA,NA
"63","2021-03-24 17:09:31-03","UFES","SAMES","3816","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Sobral,M.","Verdi,M.; Hasckel,R.P.;Klemz,G.","2009","01","30","Brasil","Santa Catarina","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,"SAMES03816",NA,"1593","Popi. Fito IFFSC 2166/S/30.","742","742",NA,NA,NA,"Fruto: imaturo Tipo Veget: Floresta Estacional Decidual Estádio: Avançado.",NA,NA,"18767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034057","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","M. Sobral, 1999.","G. Hatschbach","1969","2","28","Brazil","Parana","Morretes","-48.8167","-25.4667",NA,NA,NA,NA,"21204","Sao Joao de Graciosa",NA,NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvoreta, 6m, flor alva. Mata pluvial.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034056","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","B.K. Holst, 2000.","R. Vanni; J. Davina, M. de Pompert, A. Radovacich.","1987","7","31","Argentina","Misiones","Libertador General San Martin","-55.0333","-26.8",NA,NA,NA,NA,"909","Salto Encantado, 10km NE de Aristobulo del Valle.",NA,NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arbolito 3m de alto; fruto maduro rojo oscuro.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034053","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","S.G. Tressens, 1994.","S. G. Tressens; J. Kehl, R. Rios, F. Robledo, A. Schinini, H. Keller, V. Marunak, V. Revilla.","1994","3","16","Argentina","Misiones","Guarani","-54.2","-26.9164",NA,NA,NA,NA,"4917","Predio Guarani. Tramo1, hacia ayo. Paraiso.",NA,NA,NA,NA,NA,"Arbusto 3m alto. Flores blancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018868","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"L.C. Stutz","1985","1","29","Paraguay","Alto Parana",NA,"-54.6167","-25.5167",NA,NA,NA,NA,"2266","Dto. Stroessner, km 16",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034059","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","M. Sobral, 1990.","G. Hatschbach; R. Campos","1989","7","14","Brazil","Parana","Morretes","-48.8167","-25.4667",NA,NA,NA,NA,"53203","Rio Bromado","100","300",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 5m; frutos avermelhados. Mata pluvial.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018850","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","M. Sobral","L.C. Stutz","1983","4","1","Paraguay","Alto Parana",NA,"-54.6167","-25.5167",NA,NA,NA,NA,"1636","Puerto Stroessner",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034058","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","L.H. Soares e Silva, May/1996.","L. H. Soares e Silva; F. Chagas","1996","5","6","Brazil","Parana","Londrina","-51.15","-23.3",NA,NA,NA,NA,"595","Porcao Norte-Parque Estadual Mata dos Godoy.",NA,NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 9.0m; botoes florais e flores crème, odorifera.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018867","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","M. Sobral","L.C. Stutz","1983","4","1","Paraguay","Alto Parana",NA,"-54.6167","-25.5167",NA,NA,NA,NA,"1606","Dto. Stroessner","250",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018859","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","M. Sobral","L.C. Stutz","1983","5","1","Paraguay","Alto Parana",NA,"-54.6167","-25.5167",NA,NA,NA,NA,"1750","Dto. Stroessner",NA,NA,NA,NA,NA,"arbuste, arboretum en sol bas","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034055","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","S.G. Tressens, 1999.","S. G. Tressens; L.Ferraro, H. Keller, V. Marunak, V. Revilla.","1999","4","27","Argentina","Misiones","Libertador General San Martin","-55.0333","-26.8",NA,NA,NA,NA,"6115","Predio Guarani. Sendero CIFOR en selva.",NA,NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arbolito 4m alto.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034054","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","S.G. Tressens, 1995.","S. G. Tressens; J. Kehl, R. Rios, F. Robledo, A. Schinini, H. Keller, V. Marunak, V. Revilla.","1995","9","21","Argentina","Misiones","Guarani","-54.2","-26.9164",NA,NA,NA,NA,"5496","Predio Guarani. Arroyo Soberbio",NA,NA,NA,NA,NA,"Arbol 2.50-3m alto; frutos morados.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018858","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","M. Sobral","L.C. Stutz",NA,NA,NA,"Paraguay","Alto Parana",NA,"-54.6167","-25.5167",NA,NA,NA,NA,"1311","Dto. Stroessner","250",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034052","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","B.K. Holst, 2000.","R.M. Britez","1987","2","24","Brazil","Parana","Sao Mateus do Sul","-50.3833","-26.8667",NA,NA,NA,NA,"1296","Fda. Do Durgo.",NA,NA,NA,NA,NA,"Arvoreta 4.5m, flores brancas aromaticas. Floresta ciliar do rio Iguacu.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 14:40:03-03","UFJF","CESJ","48429","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","Berg",NA,"O.S. Ribas; J.M. Silva","2006","06","30","Brasil","Paraná","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,"CESJ048429",NA,"7318","Parque Estadual Vila Rica do Espirito Santo",NA,NA,"América do Sul",NA,NA,"Árvore, 8 m, flor alva. Floresta estacional semidecídua.","Angiosperma",NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:40:03-03","UFJF","CESJ","51387","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","Berg",NA,"O.S. Ribas; J.M. Silva","2006","06","30","Brasil","Paraná","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,"CESJ051387",NA,"7318","Parque Estadual Vila Rica Do Espírito Santo",NA,NA,"América do Sul",NA,NA,"ÁSrvore, 8m, flor alva. Floresta estacional semidecídua.","Angiosperma",NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:40:03-03","UFJF","CESJ","61847","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","Berg","L. H. Soares-Silva","L. H. Soares-Silva; F. Chagas; J.C. Silva","1996","05","06","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"CESJ061847",NA,"595","Parque Estadual Mata dos Godoy, Porção Norte",NA,NA,"América do Sul",NA,NA,"Árvore 9m; botões florais e flores creme; odorífera","Angiosperma",NA,"63728","auto","1996",NA,NA,NA,NA,NA,NA,NA
"80","2021-04-07 11:46:29-03","UFMS","CGMS","50696","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"O.S. Ribas; J.M. Silva","2006","06","30","Brasil","Paraná","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,"CGMS1080692",NA,"7318","Parque Estadual Vila Rica do Espírito Santo.",NA,NA,NA,NA,NA,"Flor alva. Habitat: Floresta estacional semidecídua. Habito: Árvore. 8m de altura.",NA,NA,"16297","auto","2006",NA,NA,NA,NA,NA,NA,NA
"81","2021-04-07 11:46:29-03","UFMS","CGMS","63572","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"O.S. Ribas; J.M. Silva","2006","06","30","Brasil","Paraná","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,"CGMS1096540",NA,"7318","Parque Estadual Vila Rica do Espírito Santo.",NA,NA,NA,NA,NA,"Flor alva. Habitat: Floresta Estacional Semidecídua. Habito: Árvore. 8 m de altura.",NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:36:14-03","UNICAMP","UEC","166697","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Sobral, M","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.068056","-23.325278","-45.068056","-23.325278","UEC039993","UEC039993","550","PESM. Núcleo Santa Virgínia - Parcela K.","1080","1093",NA,NA,NA,"K0623 Árvore, ca. 16 m, sem flores ou frutos. Abundância: 1 ind ha(-1).; Floresta Ombrófila Densa Montana.","Magnoliopsida",NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:36:14-03","UNICAMP","UEC","169239","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, K","Santos, K; Belinello, R","2001","01","19","Brazil","São Paulo","Itatiba","-46.866667","-22.916667","-46.866667","-22.916667","UEC063479","UEC063479","3888","Mata da Fazenda Malabar (Fragmento M3); área total: 20 ha., Floresta estacional semidecídual.","717","717",NA,NA,NA,"Árvore zoocórica; altura total: 8 m; altura do fuste: 1,6 m; PAP: 27 cm. Pontuações depressas. Nervura coletora distante (ca. 2 mm da margem).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:36:14-03","UNICAMP","UEC","169234","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, K","Santos, K; Belinello, R","2000","08","23","Brazil","São Paulo","Itatiba","-46.85","-22.9","-46.85","-22.9","UEC063478","UEC063478","3301","Mata da Fazenda Malabar (Fragmento M2); área total: 21 ha., Floresta estacional semidecídual.","777","777",NA,NA,NA,"Árvore zoocórica; altura total: 8 m; altura do fuste: 2 m; PAP: 29 cm . 01-25 % da copa infestada por lianas. Pontuações depressas. Nervura coletora distante (ca. 2 mm da margem).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:36:14-03","UNICAMP","UEC","200456","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Meireles, LD","Pereira, LS; Belinello, R; Padgurschi, MCG","2009","10","27","Brazil","São Paulo","São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","UEC158017","UEC158017","N663","Parque Estadual da Serra do Mar","990","1045",NA,NA,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 14 metros de altura. Frequência da espécie na parcela: n=1; Mata Atlântica","Magnoliopsida",NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:36:14-03","UNICAMP","UEC","168945","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Vieira, LT","Vieira, LT; Sims","2006","07","25","Brazil","São Paulo","Campinas","-46.916667","-22.833333","-46.916667","-22.833333","UEC040385","UEC040385","327","Souza, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.","700","700",NA,NA,NA,"Árvore.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:36:14-03","UNICAMP","UEC","169233","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, K","Santos, K; Belinello, R","2000","02","03","Brazil","São Paulo","Campinas","-46.916667","-22.816667","-46.916667","-22.816667","UEC063476","UEC063476","1057","Mata Ribeirão Cachoeira (Área C1); área total: 244,9 ha., Floresta estacional semidecídual.","653","653",NA,NA,NA,"Árvore zoocórica; altura total: 8 m; altura do fuste: 3 m; PAP: 35 cm . Pontuações depressas. Nervura coletora distante (ca. 2 mm da margem).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:36:14-03","UNICAMP","UEC","169235","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, K","Santos, K; Belinello, R","2000","04","19","Brazil","São Paulo","Campinas","-46.916667","-22.816667","-46.916667","-22.816667","UEC063475","UEC063475","1220","Mata Ribeirão Cachoeira (Área C2); área total: 244,9 ha., Floresta estacional semidecídual.","660","660",NA,NA,NA,"Árvore zoocórica; altura total: 4,5 m; altura do fuste: 3 m; PAP: 21 cm . 01-25% da copa infestada por lianas. Pontuações depressas. Nervura coletora distante (ca. 2 mm da margem).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:36:14-03","UNICAMP","UEC","169236","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, K","Santos, K; Belinello, R","1999","07","20","Brazil","São Paulo","Campinas","-47","-22.783333","-47","-22.783333","UEC063477","UEC063477","308","Mata Furnas (Fragmento P2); área total: 13,2 ha., Floresta estacional semidecídual.","658","658",NA,NA,NA,"Árvore zoocórica; altura total: 6,5 m; altura do fuste: 3 m; PAP: 38 cm . Pontuações depressas. Nervura coletora distante (ca. 2 mm da margem).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:36:14-03","UNICAMP","UEC","169237","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, K","Santos, K; Belinello, R","2000","08","14","Brazil","São Paulo","Campinas","-46.9","-22.866667","-46.9","-22.866667","UEC063480","UEC063480","2905","Mata da Fazenda Capoeira Grande (Fragmento M1); área total: 19,9 ha., Floresta estacional semidecídual.","885","885",NA,NA,NA,"Árvore zoocórica; altura total: 5 m; altura do fuste: 1,6 m; PAP: 25 cm . 01-25 % da copa infestada por lianas. Pontuações depressas. Nervura coletora distante (ca. 2 mm da margem).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:36:14-03","UNICAMP","UEC","169238","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, K","Santos, K; Belinello, R","1999","09","28","Brazil","São Paulo","Campinas","-46.933333","-22.783333","-46.933333","-22.783333","UEC063482","UEC063482","464","Mata do Macuco (fragmento G1); área total: 41,8 ha, Floresta estacional semidecidual.","739","739",NA,NA,NA,"flor, Erva, flor amarelo claro.; Árvore zoocórica; altura total: 8,5 m; altura do fuste: 4,5 m; PAP: 46 cm . 01-25% da copa infestada por lianas. Pontuações depressas. Nervura coletora distante (ca. 2 mm da margem).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:36:14-03","UNICAMP","UEC","169241","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, K","Santos, K; Belinello, R","2001","09","13","Brazil","São Paulo","Campinas","-46.933333","-22.75","-46.933333","-22.75","UEC063484","UEC063484","4112","Mata da fazenda Recreio (Fragmento G2); área total: 63,4 ha, Floresta estacional semidecidual.","650","650",NA,NA,NA,"Árvore zoocórica; altura total: 9,5 m; altura do fuste: 7 m; PAP: 36 cm . 26-50 % da copa infestada por lianas. Pontuações depressas. Nervura coletora distante (ca. 2 mm da margem).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
