"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","phylum","minimumElevationInMeters","maximumElevationInMeters","continentOcean"
"1","2020-12-20 21:19:35-03","UFV","VIC","043084","PreservedSpecimen","Plantae","Thelypteridaceae","Goniopteris","littoralis","Goniopteris littoralis","(Salino) Salino & T.E.Almeida","Schwartsburd, P.B.; et al.","2829","2013","08","16","Brasil","Minas Gerais","Viçosa","mata da Biologia - UFV, Trilha principal floresta estacional semidecidual.","-42.8819007873535","-20.7539005279541","13937","Terrícola de interior de floresta.","VIC043084","VIC043084 VIC043084_1","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-12-20 21:19:35-03","UFV","VIC","040800","PreservedSpecimen","Plantae","Thelypteridaceae","Goniopteris","littoralis","Goniopteris littoralis","(Salino) Salino & T.E.Almeida","Schwartsburd, P.B.; Marques, J.P.R.","1877","2008","10","27","Brasil","São Paulo","Cananéia","Morro dos Biguás, Floresta ombrófila densa de terras baixas.","-47.9199981689453","-25.0100002288818","37574","Terrestre de interior de floresta.","VIC040800","VIC040800","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-27 10:26:59-03","UFES","VIES","24574","S","Plantae","Thelypteridaceae","Goniopteris","littoralis","Goniopteris littoralis","(Salino) Salino & T.E. Almeida","Pena, N.T.L.; Amaral, R.N.; Moraes, Q.S.","683","2018","01","23","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho.","-40.6002998352051","-19.9356002807617","23813",NA,"VIES024574","VIES024574","auto","N.T.L. Pena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-04-27 16:11:49-03","UFES","VIES","40896","S","Plantae","Thelypteridaceae","Goniopteris","littoralis","Goniopteris littoralis","(Salino) Salino & T.E. Almeida","Pena, N.T.L.; Alves-Araújo, A.; Silva, L.A.; Souza, W.O.; Luber, J. & Sossai, B.G.","106","2015","03","16","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante. Trilha Dona Ecília.","-40.433333","-18.783056",NA,NA,"VIES040896","VIES040896",NA,"Pena, N.T.L.","2015","07","01","40º26'0''W","18º46'59''S",NA,NA,NA,NA
"5","2020-09-29 14:53:50-03","UFPR","UPCB","70843","PreservedSpecimen","Plantae","Thelypteridaceae","Goniopteris","littoralis","Goniopteris littoralis","(Salino) Salino & T.E.Almeida","Labiak, P.H.","5121","2008","01","15","Brasil","Espírito Santo","Nova Venécia","BLOQUEADO",NA,NA,NA,"Terrestre no interior da mata..","UPCB0010298","UPCB0010298",NA,"Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"9999","9999","Polypodiophyta","300","300",NA
"6","2020-09-29 14:53:50-03","UFPR","UPCB","92231","PreservedSpecimen","Plantae","Thelypteridaceae","Goniopteris","littoralis","Goniopteris littoralis","(Salino) Salino & T.E.Almeida","Pena, N.T.L. | Alves-Araújo, A. |Silva, L.A.| Souza, W.O. | Luber, J. | Sossai, B.G.","106","2015","03","16","Brasil","Espirito Santo","Nova Venécia","APA Pedra do elefante. Trilha Dona Ecíla.","-40.433333","-18.783056",NA,"Terrícola.","UPCB0038261","UPCB0038261",NA,"Pena, N.T.L.","2015","07","01","-40.433333","-18.783056","Polypodiophyta",NA,NA,NA
"7","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","37512",NA,"Plantae","Thelypteridaceae","Goniopteris","littoralis","Goniopteris littoralis","(Salino) Salino & T.E. Almeida","P. Labiak; P.B.Schawartsburd, A.P.Fontana & L.J.C.Kollmann.","5121","2009","01","15","Brasil","Espírito Santo","Nova Venécia","APA da Pedra do Elefante. Fazenda Neblina, trilha que margeia a montanha. Mata Estacional.","-40.445556","-18.786944",NA,"Terrestre no interior da mata.","MBML037512","MBML037512",NA,"A. Salino/18-11-2015",NA,NA,NA,"40W26'44","18S47'13",NA,"300","300",NA
"8","2021-01-12 15:25:11-03","UFMG","BHCB-SL","74357","PreservedSpecimen","Plantae","Thelypteridaceae","Goniopteris","littoralis","Goniopteris littoralis","(Salino) Salino & T.E.Almeida","Prado, J; Yesilyurt, JC; Labiak, PH","977","1999","01","07","Brasil","São Paulo","Peruíbe","Estação Ecológica da Juréia; Arpuador, Trilha do Imperador","-46.9900016784668","-24.3199996948242","21922","Terrestre crescendo na margem da trilha. Fragmento de isótipo.","BHCB000429","BHCB000429","auto","Salino, A","2002","09",NA,NA,NA,NA,NA,NA,"América"
