"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","stateProvince","preparationType","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","individualCount","fieldNumber"
"105","2019-01-17 11:25:34-02","PUCRS","MPUC","2590","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil.& Tul.) Mart.","B.E. Irgang",NA,"1985","04","07","Brasil","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,"Fabales",NA,"South America","RS",NA,NA,NA,"1985",NA,NA,"Magnoliopsida",NA,"01","01",NA,"1",NA
"106","2019-01-17 11:25:34-02","PUCRS","MPUC","20999","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil.& Tul.) Mart.","Jarenkow. J.A.",NA,"1998","01","19","Brasil","Barra do Ribeiro","BR 116, cerca de 3km da divisa co Tapes","-51.3011016845703","-30.2910995483398",NA,NA,"Em borda de mata residual de encostA&nf; brancos e anteras amarelas; pistilo verde-claro.",NA,NA,NA,"Fabales",NA,"South America","RS",NA,NA,NA,"1998","31686","auto","Magnoliopsida",NA,"01","01",NA,"1","3828"
"107","2020-10-14 10:05:51-03","FURB","FURB","11739","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Verdi, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","01","27","Brasil","Cerro Negro","Araça.","-50.94","-27.63","-50.9400000","-27.6300000","Florística IFFSC 1195. Habitat: Floresta Ombrófila Mista; Habito: flor branca","FURB40358","FURB40358",NA,NA,"1463",NA,"Santa Catarina",NA,"995","995","2009",NA,NA,NA,NA,"01","27",NA,NA,NA
"108","2020-10-14 10:05:51-03","FURB","FURB","22279","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Verdi, M","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","2010","03","08","Brasil","Urubici","RPPN Leão da Montanha.","-49.375","-28.01","-49.3750000","-28.0100000","Florística IFFSC mv30 (Arvoreta) Habitat: Floresta Ombrófila Mista; Habito: árvore;","FURB40360","FURB40360",NA,NA,"3830",NA,"Santa Catarina",NA,"1050","1050","2010",NA,NA,NA,NA,"03","08",NA,NA,NA
"109","2020-10-14 10:05:51-03","FURB","FURB","3331","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Godoy, M.B.","2005","04","11","Brasil","Capão Alto","Fazenda Ciclone.","-50.5630556","-28.0933333","-50.5630556","-28.0933333","IFFSC / UA 162/M 17.","FURB40362","FURB40362",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:05:51-03","FURB","FURB","39364","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Verdi, M","Verdi, M.; Boeni, B.O.","2012","02","10","Brasil","Muitos Capões","Lajeado Bonito / PCH Lajeado Bonito.","-51.3605556","-28.4708334","-51.3605556","-28.4708334",NA,"FURB40359","FURB40359",NA,NA,"6204",NA,"Rio Grande do Sul",NA,"678","678","2012",NA,NA,NA,NA,"10",NA,NA,NA,NA
"111","2020-10-14 10:05:51-03","FURB","FURB","40355","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Rigon-Junior, MJ","Verdi, M.; Boeni, B.O.","2012","02","10","Brasil","Muitos Capões","Lajeado Bonito / PCH Lajeado Bonito.","-51.3605556","-28.4708334","-51.3605556","-28.4708334",NA,"FURB40356","FURB40356",NA,NA,"6039",NA,"Rio Grande do Sul",NA,"678","678","2013",NA,NA,NA,NA,"02","14",NA,NA,NA
"112","2020-10-14 10:05:51-03","FURB","FURB","45553","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Oliveira, AA de","Oliveira, A.A. de","2015","01","24","Brasil","Capão Alto","km 14.","-50.3997222","-27.9002778","-50.3997222","-27.9002778","Fito IFFSC 208 /S/72 Habitat: Floresta Ombrófila Mista; Habito: flor branca","FURB40357","FURB40357",NA,NA,"993",NA,"Santa Catarina",NA,"870","870","2015",NA,NA,NA,NA,"01","24",NA,NA,NA
"113","2020-10-14 10:05:51-03","FURB","FURB","58458","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Gasper, A.L.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","04","06","Brasil","Alfredo Wagner",NA,"-49.3222223","-27.8116667","-49.3222223","-27.8116667","fruto imaturo Habitat: borda do fragmento florestal Habito: árvore","FURB58458","FURB58458",NA,NA,"2567",NA,"Santa Catarina",NA,"112","112","2018",NA,NA,NA,NA,"04",NA,NA,NA,NA
"114","2020-10-14 10:05:51-03","FURB","FURB","62112","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","19","Brasil","Capão Alto","Fazenda Pessegueirinho. Fazenda Pessegueirinho.","-50.7608333","-28.17","-50.7608333","-28.1700000","Botão Habitat: Interior da unidade amostral. Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado Habito: Arbórea","FURB62112","FURB62112",NA,NA,"4400",NA,"Santa Catarina",NA,"766","766","2018",NA,NA,NA,NA,"12","19",NA,NA,NA
"115","2020-10-14 10:05:51-03","FURB","FURB","62657","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Kassner-Filho, A.","Kassner-Filho, A.","2019","02","09","Brasil","São Joaquim","Fazenda Agropec. Fazenda Agropec.","-50.1305556","-28.17","-50.1305556","-28.1700000","Arbórea; flor creme","FURB62657","FURB62657",NA,NA,"4753",NA,"Santa Catarina",NA,"1068","1068","2019",NA,NA,NA,NA,"02","09",NA,NA,NA
"116","2020-12-09 14:47:25-03","FURB","FURB","63924","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Kassner-Filho, A","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2019","02","26","Brasil","São Joaquim",NA,"-49.9477777","-28.4388889","-49.9477777","-28.4388889","Flor creme Habitat: Borda de fragmento forestal; Floresta Ombrófila Mista; Estágio Médio; Habito: Arbórea","FURB63924","FURB63924",NA,NA,"4805",NA,"Santa Catarina",NA,"1091","1091","2019",NA,NA,NA,NA,"02","26",NA,NA,NA
"117","2020-10-14 10:05:51-03","FURB","FURB","64362","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.","2019","01","25","Brasil","Urubici","Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim","-49.6352777","-28.1402777","-49.6352777","-28.1402777","Flores brancas Habitat: Margem de rio Habito: Árvore","FURB64362","FURB64362",NA,NA,"8721",NA,"Santa Catarina",NA,"1360","1360","2019",NA,NA,NA,NA,"01","25",NA,NA,NA
"118","2020-10-14 10:05:51-03","FURB","FURB","64564","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","14","Brasil","Cerro Negro","Araça.","-50.94","-27.63","-50.9400000","-27.6300000","Botão floral Habitat: Ecótono entre Floresta ombrófila mista e estacional decidual; Estágio avançado/Médio;Interior de unidade amostral Habito: Arbórea","FURB64564","FURB64564",NA,NA,"4250",NA,"Santa Catarina",NA,"995","995","2018",NA,NA,NA,NA,"12","14",NA,NA,NA
"119","2019-11-27 09:30:31-03","FURB","FURB","910","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Sobral, M","Sobral, M.","2000","01","01","Brasil","Cachoeira do Sul","B.R.","-52.8939018249512","-30.0391998291016",NA,NA,NA,"FURB40363","FURB40363",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,"2000","71201","auto",NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:05:51-03","FURB","FURB","38748","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Irgang, BE","Silva Filho, F.A.","1985","03","30","Brasil","Porto Alegre","Morro da Polícia.","-51.2299995422363","-30.0331001281738",NA,NA,NA,"FURB40361","FURB40361",NA,NA,"414",NA,"Rio Grande do Sul",NA,"300","300","1985","29946","auto",NA,NA,NA,NA,NA,NA,NA
"121","2019-11-27 09:30:31-03","FURB","FURB","3067","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Cordeiro, J","Pacheco, F.R.V.; Fendrich, R.","1999","05","22","Brasil","Barra Velha","Itajuba.","-48.684700012207","-26.6322002410889",NA,NA,NA,"FURB40365","FURB40365",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,"2006","15216","auto",NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:05:51-03","FURB","FURB","9432","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Gasper, AL de","Verdi, M.; Dreveck, S. & Godoy, M.B.","2008","01","22","Brasil","Ibiam",NA,"-51.2369003295898","-27.1814002990723",NA,NA,"Florística IFFSC 496 (ponto descartado).","FURB03255","FURB03255",NA,NA,"198",NA,"Santa Catarina",NA,"791","791","2008","13703","auto",NA,NA,"09","18",NA,NA,NA
"123","2021-03-16 17:52:23-03","UCS","HUCS","2742","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Sehnem, A.","Sehnem, A.","1975","03","30","Brasil","Santana de Boa Vista","Faz. S. Antônio",NA,NA,NA,NA,"Coleção sehnem 14588; arbor in silva campestri",NA,NA,"Angiospermae","Fabales","s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1975",NA,NA,NA,NA,"03","30",NA,NA,NA
"124","2021-03-16 17:52:23-03","UCS","HUCS","42454","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Gonzatti, F.","Gonzatti, F.","2015","02","03","Brasil","Esmeralda","Pousada São Jorge","-51.187944","-28.031194","-51.187944","-28.031194","arbórea em fragmento de mata de araucária",NA,NA,"Angiospermae","Fabales","1634",NA,"Rio Grande do Sul",NA,"918","918","2015",NA,NA,NA,NA,"02","23",NA,NA,NA
"125","2021-03-16 17:52:23-03","UCS","HUCS","48185","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Gasper, A.L.","Kassner-Filho, A.","2018","04","06","Brasil","Alfredo Wagner",NA,"-49.322222","-27.811667","-49.322222","-27.811667","FURB 58458; Borda do fragmento florestal. Árvore, fruto imaturo",NA,NA,"Angiospermae","Fabales","2567",NA,"Santa Catarina",NA,"112","112","2018",NA,NA,NA,NA,"04",NA,NA,NA,NA
"126","2021-03-16 17:52:23-03","UCS","HUCS","44229","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Waechter, J.L.","Waechter, J.L.","2005","04","06","Brasil","Encruzilhada do Sul","Boqueirão","-52.521900177002","-30.5438995361328",NA,NA,"relativamente comum nas florestas mistas de podocarpo da região, frutos verde claros, ainda fechados no momento da coleta.; árvore em beira de estrada.",NA,NA,"Angiospermae","Fabales","2716",NA,"Rio Grande do Sul",NA,NA,NA,NA,"62084","auto",NA,NA,NA,NA,NA,NA,NA
"127","2021-03-16 17:52:23-03","UCS","HUCS","31619","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Sobral, M.","Wasum, R.A.","2007","05","12","Brasil","Caxias do Sul","Criuva","-51.1794013977051","-29.1681003570557",NA,NA,"No campo",NA,NA,"Angiospermae","Fabales","4073",NA,"Rio Grande do Sul",NA,NA,NA,"2007","49662","auto",NA,NA,"10","22",NA,NA,NA
"128","2021-03-16 17:52:23-03","UCS","HUCS","12985","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Smith, S.F.","Kegler, A.","1999","01","20","Brasil","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,"Em orla do capoeirão",NA,NA,"Angiospermae","Fabales","85",NA,"Rio Grande do Sul",NA,NA,NA,"1999","49662","auto",NA,NA,"04",NA,NA,NA,NA
"129","2021-03-16 17:52:23-03","UCS","HUCS","20100","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Smith, S.F.","Wasum, R.A.","2003","01","15","Brasil","Bom Jesus","Fazenda Passo da Guarda","-50.4166984558105","-28.6678009033203",NA,NA,"Em orla da mata",NA,NA,"Angiospermae","Fabales","17141",NA,"Rio Grande do Sul",NA,NA,NA,"2003","55856","auto",NA,NA,"04",NA,NA,NA,NA
"130","2021-03-16 17:52:23-03","UCS","HUCS","32736","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Sobral, M.","Crippa, L.","2008","01","24","Brasil","Caxias do Sul","Fazenda Souza","-51.1794013977051","-29.1681003570557",NA,NA,"borda do pomar",NA,NA,"Angiospermae","Fabales","84",NA,"Rio Grande do Sul",NA,"780","780","2008","49662","auto",NA,NA,"06","30",NA,NA,NA
"131","2021-03-16 17:52:23-03","UCS","HUCS","12592","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Smith, S.F.","Wasum, R.A.","1998","05","31","Brasil","Caçapava do Sul","Minas Camaquã","-53.4914016723633","-30.5121994018555",NA,NA,"Junto ao lago",NA,NA,"Angiospermae","Fabales","s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1998","50525","auto",NA,NA,"08",NA,NA,NA,NA
"132","2021-03-16 17:52:23-03","UCS","HUCS","12580","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Smith, S.F.","Wasum, R.A.","1998","05","31","Brasil","Caçapava do Sul","Minas Camaquã","-53.4914016723633","-30.5121994018555",NA,NA,"Arvoreta em beira do caminho",NA,NA,"Angiospermae","Fabales","s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1998","50525","auto",NA,NA,"08",NA,NA,NA,NA
"133","2021-03-16 17:52:23-03","UCS","HUCS","12249","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Smith, S.F.","Wasum, R.A.","1997","12","12","Brasil","Caçapava do Sul","Minas Camaquã","-53.4914016723633","-30.5121994018555",NA,NA,"Arvoreta em beira do caminho",NA,NA,"Angiospermae","Fabales","s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1998","50525","auto",NA,NA,"02",NA,NA,NA,NA
"134","2021-03-16 17:52:23-03","UCS","HUCS","2603","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Smith, S.F.","Seger, L.","1987","03","29","Brasil","Dois Irmãos","Morro Reuter","-51.0853004455566","-29.5802993774414",NA,NA,"Árvore",NA,NA,"Angiospermae","Fabales","s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1987","7716","auto",NA,NA,"04",NA,NA,NA,NA
"135","2021-03-16 17:52:23-03","UCS","HUCS","41899","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Verdi, M.","Verdi, M.","2010","03","08","Brasil","Urubici","RPPN Leão da Montanha","-49.5917015075684","-28.0149993896484",NA,NA,"Joinvillea 14122.; Floresta Ombrófila Mista",NA,NA,"Angiospermae","Fabales","3830",NA,"Santa Catarina",NA,"1050","1050","2010","30102","auto",NA,NA,"03","08",NA,NA,NA
"136","2021-03-16 17:52:23-03","UCS","HUCS","8090","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Smith, S.F.","Jasper, A.","1992","01","22","Brasil","Caçapava do Sul","Seival","-53.4914016723633","-30.5121994018555",NA,NA,"Beira da mata",NA,NA,"Angiospermae","Fabales","s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1992","50525","auto",NA,NA,"03",NA,NA,NA,NA
"137","2021-03-16 17:52:23-03","UCS","HUCS","20574","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Kegler, A.","Kegler, A.","2003","03","04","Brasil","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"Na mata secundária",NA,NA,"Angiospermae","Fabales","1462",NA,"Rio Grande do Sul",NA,NA,NA,"2003","49662","auto",NA,NA,"03","04",NA,NA,NA
"138","2021-03-16 17:52:23-03","UCS","HUCS","31028","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Wasum, R.A.","Sartori, M.",NA,NA,NA,"Brasil","Caxias do Sul","Vila Seca, Faz Scopel","-51.1794013977051","-29.1681003570557",NA,NA,"Na borda do capão.",NA,NA,"Angiospermae","Fabales","173",NA,"Rio Grande do Sul",NA,NA,NA,"2007","49662","auto",NA,NA,"05",NA,NA,NA,NA
"139","2020-12-16 13:00:41-03","UTFPR","HCF","27723","S","Plantae","Quillajaceae","Quillaja","lancifolia","Quillaja lancifolia","D.Don","G. Hatschbach","J.M. Silva","2007","02","05","Brasil","Pinhão","Rod. PR-170, Rio Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,"árvore, 4 m, fruto imaturo. Mata secundária.",NA,NA,NA,NA,"5470",NA,"PR",NA,NA,NA,"2007","37408","auto",NA,NA,NA,NA,NA,NA,NA
"140","2013-04-01 09:19:36-03","IPT","BCTW","19768","S","Plantae",NA,"Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart..","Instituto Plantarum","Lorenzi, H.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"423",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"141","2013-04-01 09:19:36-03","IPT","BCTW","9384","S","Plantae",NA,"Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.",NA,NA,NA,NA,NA,"Uruguai","Toledo","Terras Indígenas",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"Canelones",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"142","2019-11-25 12:12:36-03","UFSM","SMDB","1698","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Alvarez, A.F.","Alvarez, A.F.","1977","05","23","Brasil","Minas de Camaquã","Passo da Santa Fé",NA,NA,NA,NA,NA,"SMDB001698",NA,NA,NA,"s.n.",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-02-11 16:53:23-03","UFSM","SMDB","16240","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Záchia, R.A","Záchia, R.A","2014","03","03","Brasil","Piratini","Venda da Lata, Após passar a Vila do Cancelão indo para Canguçu","-53.054972","-31.352694","-53.054972","-31.352694","Árvore, beira de estrada, capoeira, frutos imaturos,área rural aparentemente em crescente urbanização no momento","SMDB016240",NA,NA,NA,"6467",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-25 12:12:36-03","UFSM","SMDB","2518","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Alvarez, A.F.","Alvarez, A.F.","1986","06","05","Brasil","Canguçú","Alto da Tuna","-52.6755981445312","-31.3950004577637",NA,NA,NA,"SMDB002518",NA,NA,NA,"s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1986","68702","auto",NA,NA,"06","05",NA,NA,NA
"145","2019-11-25 12:12:36-03","UFSM","SMDB","2039","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Alvarez, A.F.","Marchiori, JNC; Longhi, SJ","1981","01","15","Brasil","Passo Fundo","Reserva","-52.4067001342773","-28.2628002166748",NA,NA,NA,"SMDB002039",NA,NA,NA,"s.n.",NA,"Rio Grande do Sul",NA,NA,NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA
"146","2019-11-25 12:12:36-03","UFSM","SMDB","6556","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Zanetti, GD","Zanetti, GD","1996","04",NA,"Brasil","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB006556",NA,NA,NA,"0s.n.0",NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-25 12:12:36-03","UFSM","SMDB","2145","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Ralf.","Ralf.","1981","11","05","Brasil","Santa Maria","Bairro camobi - Campus da UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB002145",NA,NA,NA,"s.n.",NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"148","2019-11-25 12:12:36-03","UFSM","SMDB","2906","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Alvarez, A.F.","Tabarelli, M","1989","02","21","Brasil","Santa Maria","Chácara Thaís","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB002906",NA,NA,NA,"s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1989","37819","auto",NA,NA,"07","31",NA,NA,NA
"149","2019-11-25 12:12:36-03","UFSM","SMDB","1640","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Alvarez, A.F.","Alvarez, A.F.","1979","05","11","Brasil","Santa Maria","Perau Velho","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB001640",NA,NA,NA,"388",NA,"Rio Grande do Sul",NA,NA,NA,"1979","37819","auto",NA,NA,"05","11",NA,NA,NA
"150","2019-11-25 12:12:36-03","UFSM","SMDB","6382","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Laracca, J","Steffen, J C","1989","01","15","Brasil","Sapiranga",NA,"-51.0069007873535","-29.6380996704102",NA,NA,NA,"SMDB006382",NA,NA,NA,"0s.n.0",NA,"Rio Grande do Sul",NA,NA,NA,NA,"11711","auto",NA,NA,NA,NA,NA,NA,NA
"151","2021-02-11 16:53:23-03","UFSM","SMDB","10689","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.",NA,"Záchia, R.A; Budke, J; Bicca, E","2001","01","20","Brasil","Unistalda","Serra do Iguariaçá - Estrada Santiago - São Borja","-55.1502990722656","-29.0471992492676",NA,NA,"Flores brancas, 6m de altura","SMDB010689",NA,NA,NA,"5307",NA,"Rio Grande do Sul",NA,NA,NA,"2018","23166","auto",NA,NA,"11",NA,NA,NA,NA
"152","2020-03-03 15:59:07-03","UFSM","SMDB","5914","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Filho, AA; Bortoluzzi, RLC","Bortoluzzi, RLC","1995","04","19","Brasil","Santa Maria","Camobi","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB005914",NA,NA,NA,"s.n.",NA,"RS",NA,NA,NA,"1995","37819","auto",NA,NA,"08",NA,NA,NA,NA
"153","2019-11-25 12:12:36-03","UFSM","SMDB","18793","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Figueira, M; Schindler, B.","Figueira, M; Schindler, B.; Gazzola, MD; Machado, PFS; Portalet, A.A.","2019","04","06","Brasil","Santa Maria","distrito de Palma","-53.573417","-29.698861","-53.573417","-29.698861","Árvore, ocasional, beira de estrada rural, aprox. 5,5 m de alt., CAP de 26 cm, tronco reto, cilíndrico, com letincelas abundanes, perpendiculares ao tronco, frutos imaturos verdes, maduros cremes; Fragmento florestal inserido na formação Floresta Est","SMDB018793",NA,NA,NA,"CFSM976",NA,"Rio Grande do Sul",NA,NA,NA,"2019",NA,NA,NA,NA,"04","06",NA,NA,NA
"154","2019-11-25 12:12:36-03","UFSM","SMDB",NA,"S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Bortoluzzi, R.L.C.; Filho, AA","Bortoluzzi, R.L.C.","1995","04","19","Brasil","Santa Maria","Camobi","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1995","37819","auto",NA,NA,"08",NA,NA,NA,NA
"155","2019-11-25 12:12:36-03","UFSM","SMDB","4568","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St .Hil. & Tul.) Mart.","Alvarez, A.F.","Alvarez, A.F.; Cauduro, R","1989","12","08","Brasil","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,"SMDB004568",NA,NA,NA,"s.n.",NA,"Rio Grande do Sul",NA,NA,NA,"1990","50525","auto",NA,NA,"07","10",NA,NA,NA
