"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"41","2021-03-15 16:37:00-03","NY","NYBG","00878138","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","G. T. Prance","59372","1964","10","11","South America","Brazil","Mato Grosso","46 km N of Chavantina, Rio Vau",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878138","NY00878138_01","Água Boa","-52.1583","-14.0503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-10-01 00:42:00-03","NY","NYBG","02565361","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"L. R. Noblick","5308","2002","12","09","South America","Paraguay","Amambay","Pedro Juan Caballero: ca. 65 km W of Pedro Juan Caballero, Parque Nacional Cerro Cora, Zona Historica, Rio Aquidaban, near the river margins.","242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2809025' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565361","NY02565361_01 NY02565361_02 NY02565361_03",NA,"-56.02289","-22.634094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-10-01 03:20:00-03","NY","NYBG","02623105","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"M. J. G. Hopkins","173","1983","08","11","South America","Bolivia","Santa Cruz","Finca of Don Luís Olivarria, 3 km north of Ascención de los Guarayos",NA,"wood sample","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2940539' target='other'> <mi>dwc_moreinfo</mi></a>","NY02623105",NA,"Nuflo de Chavez","-63.08","-15.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02326950","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","M. J. Balick","1310","1981","11","28","South America","Brazil","Goiás","Fazenda Mucambo, 11 km from Tocantinopolis",NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579375' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326950","NY02326950_01 NY02326950_02 NY02326950_03 NY02326950_04","Tocantinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","02326945","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","M. H. Nee","31605","1985","08","27","South America","Bolivia","La Paz","Along Rio Madre de Dios, upstream from Esperanza and below outlet of Arroyo Asunta, 19 km. (by air) ENE of Puerto Heath","140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579353' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326945","NY02326945_01 NY02326945_02 NY02326945_03 NY02326945_04","Abel Iturralde","-68.5","-12.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","02326949","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","E. Lleras","2067",NA,NA,NA,"South America","Brazil","Goiás","Formoso do Araguaia; Campo de Varzea Inundavel","240","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579374' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326949","NY02326949_01 NY02326949_02 NY02326949_03 NY02326949_04 NY02326949_05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00878137","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","G. T. Prance","59372","1964","10","11","South America","Brazil","Mato Grosso","46 km N of Chavantina, Rio Vau",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878137","NY00878137_01","Água Boa","-52.1583","-14.0503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-09-30 20:15:00-03","NY","NYBG","02326940","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"A. J. Henderson","768","1988","05","17","South America","Bolivia","Santa Cruz","about 5 km north of Santa Cruz","350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579269' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326940","NY02326940_01 NY02326940_02 NY02326940_03 NY02326940_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","02384407","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","E. W. Davis","1188","1981","06","11","South America","Bolivia","El Beni","Rio Maniqui-three days by dugout below mission of Fatima",NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579390' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384407","NY02384407_01 NY02384407_02 NY02384407_03 NY02384407_04 NY02384407_05 NY02384407_06 NY02384407_07 NY02384407_08 NY02384407_09 NY02384407_10 NY02384407_11","José Ballivián",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","02384415","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","A. J. Henderson","1743","1992","07",NA,"South America","Brazil","Pará",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579401' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384415","NY02384415_01","Monte Alegre","-54.0691986083984","-2.00778007507324","279177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","00568103","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","T. C. Plowman","8541","1980","02","09","South America","Brazil","Pará","Ca. 20 km. west of Redençao, near Côrrego Sao Joao and Troncamento Santa Teresa.","350","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568103","NY00568103_01 NY00568103_02 NY00568103_03 NY00568103_04 NY00568103_05 NY00568103_06 NY00568103_07 NY00568103_08 NY00568103_09 NY00568103_10 NY00568103_11","Conceição do Araguaia","-50.17","-8.05",NA,NA,"620","A. J. Henderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 11:29:03-03","UFRJ","RFA","35293","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","C.M. Vieira; E. Santos","1715","2006","04","22",NA,"Brasil","Mato Grosso do Sul","Morro do Urucum. Na beira da estrada para o piesômetro, próximo ao gabião.",NA,NA,"Palmeira arbustiva, folhas verdes discolores, pedúnculo esverdeado, infrutescência castanha.","RFA22718",NA,"Corumbá","-57.6533012390137","-19.0091991424561","295160","auto",NA,"C.M. Vieira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:51:26-03","EAO","IAN","195983","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","excelsa","Attalea excelsa","Mart.","Sarquis, RSFR; Iann-Sarquis","347","2017","09","02","Southern America","Brasil","Amapá","Foz do rio Mazagão. Casa da Srº Luiz.",NA,NA,"Palmeira nativa de floresta de várzea, com aprox. 15m de altura, com folhas compostas de 56-67 pares de pinas. Frutos em cacho de 2m de cor verde imaturo.","IAN195983",NA,"Mazagão","-51.405667","-0.228667",NA,NA,NA,NA,"-51.405667","-0.228667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:51:26-03","EAO","IAN","78034","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","excelsa","Attalea excelsa","Mart.","Silva, JF da","409","1952","08","14","Southern America","Bolivia",NA,"Guaporé. Rio Yata; mata de terra firme.",NA,NA,"Palmeira baixa.","IAN078034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:51:26-03","EAO","IAN","78034a","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","excelsa","Attalea excelsa","Mart.","Silva, JF da","409","1952","08","14","Southern America","Bolivia",NA,"Guaporé. Rio Yata; mata de terra firme.",NA,NA,"Palmeira baixa.","IAN78034a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-30 12:51:26-03","EAO","IAN","78034 A","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","excelsa","Attalea excelsa","Mart.","Silva, JF da","409","1952","08","14","Southern America","Brasil","Rondônia","Rio Yata; mata de terra firme.",NA,NA,"Palmeira baixa.","IAN78034A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-30 12:51:26-03","EAO","IAN","78034b","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","excelsa","Attalea excelsa","Mart.","Silva, JF da","409","1952","08","14","Southern America","Bolivia",NA,"Guaporé. Rio Yata; mata de terra firme.",NA,NA,"Palmeira baixa.","IAN78034b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-30 12:51:26-03","EAO","IAN","78034c","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","excelsa","Attalea excelsa","Mart.","Silva, JF da","409","1952","08","14","Southern America","Bolivia",NA,"Guaporé. Rio Yata; mata de terra firme.",NA,NA,"Palmeira baixa.","IAN78034c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-30 12:51:26-03","EAO","IAN","78034d","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","excelsa","Attalea excelsa","Mart.","Silva, JF da","409","1952","08","14","Southern America","Bolivia",NA,"Guaporé. Rio Yata; mata de terra firme.",NA,NA,"Palmeira baixa.","IAN78034d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-08 17:44:41-03","EAO","IAN","20994","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","parviflora","Attalea parviflora","Barb.Rodr.","Hassler, E","7165",NA,NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,"IAN020994","IAN020994_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-08 17:44:41-03","EAO","IAN","111555","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","1713","1961","05","17","Southern America","Brasil","Goiás","Rio Piranha, afluente do Rio Araguáia; região de Araguatins; campina.",NA,NA,"Palmeira de 2 1/2 m de altura; flores ainda em cachopa (fechada).","IAN111555",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"62","2021-04-08 17:44:41-03","EAO","IAN","111555a","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","1713","1961","05","17","Southern America","Brasil","Goiás","Rio Piranha, afl. do R. Araguaia, região de Araguatins; campina.",NA,NA,"Palmeira de 2 1/2 mts; frores ainda em cachopa (fechada).","IAN111555a",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"63","2021-04-08 17:44:41-03","EAO","IAN","111555b","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","1713","1961","05","17","Southern America","Brasil","Goiás","Rio Piranha, afl. do R. Araguaia, região de Araguatins; campina.",NA,NA,"Palmeira de 2 1/2 mts; frores ainda em cachopa (fechada).","IAN111555b",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"64","2021-04-08 17:44:41-03","EAO","IAN","111555c","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","1713","1961","05","17","Southern America","Brasil","Goiás","Rio Piranha, afl. do R. Araguaia, região de Araguatins; campina.",NA,NA,"Palmeira de 2 1/2 mts; frores ainda em cachopa (fechada).","IAN111555c",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"65","2021-04-08 17:44:41-03","EAO","IAN","111555d","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","1713","1961","05","17","Southern America","Brasil","Goiás","Rio Piranha, afl. do R. Araguaia, região de Araguatins; campina.",NA,NA,"Palmeira de 2 1/2 mts; frores ainda em cachopa (fechada).","IAN111555d",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"66","2021-04-08 17:44:41-03","EAO","IAN","111555e","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","1713","1961","05","17","Southern America","Brasil","Goiás","Rio Piranha, afl. do R. Araguaia, região de Araguatins; campina.",NA,NA,"Palmeira de 2 1/2 mts; frores ainda em cachopa (fechada).","IAN111555e",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"67","2021-04-08 17:44:41-03","EAO","IAN","115497","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, km 75-70. Mata alta da terra firme.",NA,NA,"Palmeira arbustiva; flor amarela.","IAN115497",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"68","2021-03-30 12:51:26-03","EAO","IAN","115497","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"69","2021-04-08 17:44:41-03","EAO","IAN","115497a","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497a",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"70","2021-04-08 17:44:41-03","EAO","IAN","115497b","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497b",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"71","2021-04-08 17:44:41-03","EAO","IAN","115497c","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497c",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"72","2021-04-08 17:44:41-03","EAO","IAN","115497d","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497d",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"73","2021-04-08 17:44:41-03","EAO","IAN","115497e","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497e",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"74","2021-04-08 17:44:41-03","EAO","IAN","115497f","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497f",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"75","2021-04-08 17:44:41-03","EAO","IAN","115497g","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497g",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"76","2021-04-08 17:44:42-03","EAO","IAN","115497h","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Oliveira, E","2714","1963","10","17","Southern America","Brasil","Amazonas","Rodovia Manaus-Itacoatiara, Km 70-75. Mata alta de terra firme.",NA,NA,"Palmeira arbustiva, flor amarela.","IAN115497h",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-30 12:51:26-03","EAO","IAN","181141a","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Noblick, LR; Cerqueira, LS; Guedes, DG; Almeida, RN de","5018","1994","10","18","Southern America","Brasil","Pará","Praia do Caripí. Rain forest remnants in alluviaal sandy soils neaar the river.","10",NA,"This palm is known from the region as Scheelea martiana Burret which name. Dr. Glassman says is an uncertain name (A taxonomic treatment of the subtribe Attalinae (tribe Cocoeae). This name was used by Burret to replace Attalea excels","IAN181141a",NA,"Barcarena","-48.583333","-1.583333",NA,NA,"10","Nascimento, EAP","-48.583333","-1.583333","2015","06","18",NA,NA,NA,NA,NA,NA
"78","2021-03-30 12:51:26-03","EAO","IAN","181411","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Noblick, LR; Cerqueira, LS; Guedes, DG; Almeida, RN de","5018","1994","10","18","Southern America","Brasil","Pará","Praia do Caripí. Rain forest remnants in alluviaal sandy soils neaar the river.","10",NA,"This palm is known from the region as Scheelea martiana Burret which name. Dr. Glassman says is an uncertain name (A taxonomic treatment of the subtribe Attalinae (tribe Cocoeae). This name was used by Burret to replace Attalea excelsa","IAN181411",NA,"Barcarena","-48.583333","-1.583333",NA,NA,"10","Nascimento, EAP","-48.583333","-1.583333","2015","06","18",NA,NA,NA,NA,NA,NA
"79","2021-03-30 12:51:26-03","EAO","IAN","181411b","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Noblick, LR; Cerqueira, LS; Guedes, DG; Almeida, RN de","5018","1994","10","18","Southern America","Brasil","Pará","Praia do Caripí. Rain forest remnants in alluviaal sandy soils neaar the river.",NA,NA,"This palm is known from the region as Scheelea martiana Burret which name. Dr. Glassman says is an uncertain name (A taxonomic treatment of the subtribe Attalinae (tribe Cocoeae). This name was used by Burret to replace Attalea excels","IAN181411b",NA,"Barcarena","-48.583333","-1.583333",NA,NA,NA,"Nascimento, EAP","-48.583333","-1.583333","2015","10","18",NA,NA,NA,NA,NA,NA
"80","2021-03-30 12:51:26-03","EAO","IAN","181411c","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Noblick, LR; Cerqueira, LS; Guedes, DG; Almeida, RN de","5018","1994","10","18","Southern America","Brasil","Pará","Praia do Caripí. Rain forest remnants in alluviaal sandy soils neaar the river.",NA,NA,"This palm is known from the region as Scheelea martiana Burret which name. Dr. Glassman says is an uncertain name (A taxonomic treatment of the subtribe Attalinae (tribe Cocoeae). This name was used by Burret to replace Attalea excels","IAN181411c",NA,"Barcarena","-48.583333","-1.583333",NA,NA,NA,"Nascimento, EAP","-48.583333","-1.583333","2015","06","18",NA,NA,NA,NA,NA,NA
"81","2021-03-30 12:51:26-03","EAO","IAN","49084","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Capucho, P","516","1932","12",NA,"Southern America","Brasil",NA,"Region Boa Vista. Habitat: low land.",NA,NA,NA,"IAN049084",NA,NA,NA,NA,NA,NA,NA,"Nascimento, EAP",NA,NA,"2015","06","18",NA,NA,NA,NA,NA,NA
"82","2020-11-26 18:07:05-03","CPAN-UFMS","COR","2048","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Lopo,N.",NA,"1990","07","04",NA,"Brasil","Mato Grosso do Sul","Morro ; calcário ; mata .",NA,NA,NA,NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-02-08 08:45:30-03","NBC","NL-BOTANY","U.1124494","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Scheelea","amylacea","Scheelea amylacea","Barb.Rodr.","Glaziou AFM",NA,"1887","01","09","Southern America","Brazil",NA,"Cultivated",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1124494","NL-U1124494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0045810",NA,NA,NA,NA
"84","2020-02-08 08:45:31-03","NBC","NL-BOTANY","L.1408596","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Scheelea","phalerata","Scheelea phalerata","(Mart. ex Spreng.) Burret","Fiebrig K",NA,"1908","10","01","Southern America","Paraguay",NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1408596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1408596","NL-L1408596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"85","2020-02-08 08:45:31-03","NBC","NL-BOTANY","U.1124609","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Scheelea","phalerata","Scheelea phalerata","(Mart. ex Spreng.) Burret","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"1983","03","24","Southern America","Paraguay","Amambay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1124609","NL-U1124609",NA,NA,NA,NA,NA,NA,"Hahn WJ",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0141946",NA,NA,NA,NA
"86","2020-02-08 08:45:31-03","NBC","NL-BOTANY","U.1124610","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Scheelea","phalerata","Scheelea phalerata","(Mart. ex Spreng.) Burret","Prance GT; Silva NT",NA,"1964","10","11","Southern America","Brazil","Mato Grosso",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1124610","NL-U1124610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0045738",NA,NA,NA,NA
"87","2020-02-08 08:45:31-03","NBC","NL-BOTANY","U.1124611","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Scheelea","phalerata","Scheelea phalerata","(Mart. ex Spreng.) Burret","Prance GT; Silva NT",NA,"1964","10","11","Southern America","Brazil","Mato Grosso",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1124611","NL-U1124611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0045739",NA,NA,NA,NA
