"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","typeStatus","minimumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","514285","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","L. Riedel","808","1822","06","South America","Brazil","Bahia","Esperança.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509209' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514285","NY00514285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","514277","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","M. S. Menandro","161","1989","09","South America","Brazil","Espírito Santo","Reserva Florestal da CVRD.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514277","NY00514277_01","H. T. Beck","04","Linhares","-39.961174","-19.138199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","514275","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","J. R. Pirani","3317","1994","12","South America","Brazil","Espírito Santo","Praia de Guiri.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514275","NY00514275_01","G. V. Somner","03","Sao Mateus","-39.8589","-18.7161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","514279","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","A. M. Amorim","652","1992","08","South America","Brazil","Bahia","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré. Conjunto Fazenda Santa Cruz.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514279","NY00514279_01","G. V. Somner","25","Uruçuca","-39.0617","-14.4231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","514282","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","P. von Luetzelburg","157","1912",NA,"South America","Brazil","Bahia",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514282","NY00514282_01",NA,NA,NA,"-39.039072","-15.159747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","514280","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","J. S. Blanchet","873","1831",NA,"South America","Brazil","Bahia","In Brasilia intratropica circa Bahia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514280","NY00514280_01","D. R. Simpson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","514288","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","R. M. Harley","17202","1974","03","South America","Brazil","Bahia","Serra do Curral Feio. Pau Brasil Biological Reserve, 17 km W from Porto Seguro on road to Eunapólis.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514288","NY00514288_01",NA,"19",NA,"-39.2","-16.42","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","514276","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","J. R. Pirani","3317","1994","12","South America","Brazil","Espírito Santo","Praia de Guriri","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514276","NY00514276_01","G. V. Somner","03","Sao Mateus","-39.8589","-18.7161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","514290","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","J. G. Jardim","397","1994","04","South America","Brazil","Bahia","Reserva da Brasil Holanda de Industrias S/A. Entrada no km 22 da Rod. Eunapólis/P. Seguro, Ca. 9.5 km da entrada.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514290","NY00514290_01","G. V. Somner","07","Porto Seguro","-39.5219","-16.4625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","381120","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","Martii Herbar. Florae Brasil.","1270",NA,NA,"South America","Brazil",NA,"Sylvae ad Alamanda, Insulanorum","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00381120","NY00381120_01",NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","514291","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","P. Acevedo-Rodríguez","3692","1990","09","South America","Brazil","Espírito Santo","Reserva Valle do Rio Doce. Along road, area close to Administration Building.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=523652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514291","NY00514291_01","G. V. Somner","11","Linhares","-39.961174","-19.138199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","514396","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","G. L. Farias","378","1990","11","South America","Brazil","Espírito Santo","Reserva Florestal da CVRD.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=523655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514396","NY00514396_01","G. V. Somner","12","Linhares","-39.961174","-19.138199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","514286","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","L. Riedel","808","1822","06","South America","Brazil","Bahia","Esperança.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509210' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514286","NY00514286_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","514284","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","L. Riedel","341","1821","09","South America","Brazil","Bahia","Ilhéus.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514284","NY00514284_01",NA,NA,"Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","822331","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","M. Rosa","16","1978","08","South America","Brazil","Espírito Santo","Reserva Florestal da CVRD. E X2 km 22845","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822331","NY00822331_01","P. Acevedo-Rodríguez","10","Linhares","-40.0719","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02715748","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","A. M. Amorim","2519","1998","09","South America","Brazil","Bahia","Parque Nacional de Monte Pascoal, área limitrofe entre o Parna e a Reserva Indígena Bara Velha, da tribo Pataxó","sheet","Site: MP <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=523567' target='other'> <mi>dwc_moreinfo</mi></a>","NY02715748","NY02715748_01","P. Acevedo-Rodríguez","13","Porto Seguro","-39.2033815","-16.8700182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","822330","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","J. G. Jardim","2258","1999","10","South America","Brazil","Bahia","Área do CEPEC (Centro de Pesquisas do Cacau), Km 22 da Rod. Ilhéus/Itabuna (BA 415).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822330","NY00822330_01","P. Acevedo-Rodríguez","28","Ilhéus","-39.22","-14.7577778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","514289","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","G. C. P. Pinto","122/83","1983","05","South America","Brazil","Bahia","Fazenda Experimental da EPABA. Folha SC.24-Y-B.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514289","NY00514289_01",NA,"27","Itiúba","-39.83","-10.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","514281","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","R. de Lemos Fróes","20012","1943","03","South America","Brazil","Bahia",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514281",NA,NA,NA,NA,"-39.039072","-15.159747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","514278","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","D. A. Folli","934","1989","06","South America","Brazil","Espírito Santo","Reserva Biológica de Comboio - Regência. Est. MUNICIPAL, lado direito","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514278","NY00514278_01","H. T. Beck","26","Linhares","-40.0719","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","514287","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","P. Acevedo-Rodríguez","1537","1986","09","South America","Brazil","Bahia","Rod. BR 255 km 8 E de Teixeira de Freitas, perto na beira do rio Itanhen, na orla da estrada.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514287","NY00514287_01",NA,"03","Alcobaça","-39.3981743","-17.4777421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02239873","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","P. Acevedo-Rodríguez","3692","1990","09","South America","Brazil","Espírito Santo","Reserva Valle do Rio Doce. Along road, area close to Administration Building.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2484198' target='other'> <mi>dwc_moreinfo</mi></a>","NY02239873","NY02239873_01",NA,"11","Linhares","-39.961174","-19.138199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","514283","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","P. von Luetzelburg","157","1912",NA,"South America","Brazil","Bahia",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514283","NY00514283_01",NA,NA,NA,"-39.039072","-15.159747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1146204","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","riodocensis","Paullinia riodocensis","Somner","P. J. M. Maas","9815","2009","05","South America","Brazil","Espírito Santo","Reserva do Vale de Rio Doce, Estrada Aceiro Arlindinho.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1333704' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146204",NA,"G. Siqueira","07","Linhares","-40.03","-19.09","69",NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-19 15:45:05-03","UNEB","HUNEB","13872","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","Lisboa, M. S.","120","2010","08",NA,"Brasil","Bahia","Região Metropolitana de Salvador, Ilha das fontes",NA,"Mata ombrófila antropizada.","HUNEB0013872",NA,NA,"30","São Francisco do Conde","-38.6800003051758","-12.6274995803833",NA,NA,NA,"Dicotyledoneae","19587","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:43:47-03","EAO","IAN","7100","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","Martins-da-Silva, RCV","1270",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN007100","IAN007100_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2013-11-22 14:37:46-02","EBDA","BAH","3140","S","Plantae",NA,NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","Gº Pedra do Cavalo","789","1980","09",NA,"Brasil","Bahia","Mata a Ne da B. Bananeiras/Cachoeira Ba.",NA,"Trepadeira semilenhosa; flores avermelhadas, em cachos axilares e densos; frutos sâmaras avermelhadas.",NA,NA,"Genise V. Somner",NA,"Cachoeira","-38.9558","-12.6183",NA,NA,NA,NA,"26884","auto","1998","07",NA,NA,NA,NA,NA,NA
"28","2013-11-22 14:37:46-02","EBDA","BAH","9148","S","Plantae",NA,NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","Liana Mendes",NA,"1999","07",NA,"Brasil","Bahia","Área da refinaria Landulfo Alves (Petrobrás)",NA,"Arbusto; fruto avermelhado",NA,NA,"Liana Mendes","11","Candeias","-38.5506","-12.6678",NA,NA,NA,NA,"17657","auto","1999","07",NA,NA,NA,NA,NA,NA
"29","2013-11-22 14:37:46-02","EBDA","BAH","4536","S","Plantae",NA,NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","G.C.P. Pinto","122","1983","05",NA,"Brasil","Bahia","Faz. Exp. da EPABA",NA,"Cipó com gavinhas; inflorescências congestas, flores brancacentas, frutos imaturos. Muito frequente.",NA,NA,"Genise V. Somner","27","Itiúba","-39.833333","-10.716667",NA,NA,NA,NA,NA,NA,"1998","07","39W 50'","10S 43'",NA,NA,NA,NA
"30","2013-11-22 14:37:46-02","EBDA","BAH","4669","S","Plantae",NA,NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","G.C.P.Pinto","122","1983","05",NA,"Brasil","Bahia","Faz. Experimental da EPABA",NA,"Cipó com gavinhas, inflorescências congestas, flores brancacentas, frutos imaturos. Muito frequente.",NA,NA,"Genise V. Somner","27","Itiúba","-39.833333","-10.716667",NA,NA,NA,NA,NA,NA,"1998","07","39W 50'","10S 43'",NA,NA,NA,NA
