"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"15","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","2616","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Furlan, A.","Assis Camargo, P.F.","1997","11","04","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU002616",NA,"1998","05","08",NA,"483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","8448","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Furlan, A.","Ehrendorfer, F.","1973","09","02","Brasil","São Paulo","Peruíbe",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU008448",NA,"1998",NA,NA,NA,"73902-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","23335","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Rodrigues, R.R.",NA,"2001","02","07","Brasil","São Paulo","Itatinga",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU023335",NA,"2001",NA,NA,NA,"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","27303","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Dias, M.C.","Kinupp, V.F.","1997","09","26","Brasil","Paraná","Cambé",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU027303",NA,"1998",NA,NA,NA,"837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","24947","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Slusarski, S.R.","Pavão, O.C.","2000","10","26","Brasil","Paraná","São Jerônimo da Serra",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU024947",NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:54-03","UTFPR","DVPR","2841","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Dias, MC; Kinupp, VF","Kinupp, VF; Medri, C; Francisco, EM","1997","09","26","Brasil","Paraná","Cambé","Parque Histórico Municipal Danziger Hof","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,"Arvoreta 3m, flores verdes com estames brancos, altamente pilosas.","DVPR002841",NA,"1997","09","26",NA,"837","Magnoliophyta",NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA
"21","2020-11-24 17:10:54-03","UTFPR","DVPR","4","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Rosseto & Farney","Ferreira, GM; et al.","2008","09","01","Brasil","Paraná","Ibiporã","Parque Estadual de Ibiporã.","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"Árvore 10 m, flor branca.","DVPR000004","DVPR000004","2018","04","10",NA,"128","Magnoliophyta",NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"22","2020-11-24 17:10:54-03","UTFPR","DVPR","2","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Leite, EC","Leite, EC","2005","02","02","Brasil","Paraná","Londrina","Mata Porto Seguro","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Arvoreta 4 m, frutos imaturos rosa-escuro, maduros preto.","DVPR000002","DVPR000002","2005",NA,NA,NA,"s.n.","Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"23","2021-03-30 12:46:09-03","EAO","IAN","106288","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Oliveira, E","1960","05","08","Brasil","Pará",NA,"Km 177 da rodovia Belém-Brasília, beira da estrada em terra firme.",NA,NA,NA,NA,NA,NA,"Árvore de 4m de altura; flores roxa.","IAN106288",NA,"2019","04","08",NA,"697","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:46:09-03","EAO","IAN","125814","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Sastre, C","1968","03","08","Brasil","Pará",NA,"11km de Peixe Boi.",NA,NA,NA,NA,NA,NA,"Petit arbre 2m formant parasol; fruits rouge-vineux.","IAN125814",NA,"2019","04","08",NA,"83","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:46:09-03","EAO","IAN","135963","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Pires, JM","1970","09","24","Brasil","Pará",NA,"Rio Itacaiunas, porto deserto.",NA,NA,NA,NA,NA,NA,"Árvore pequena.","IAN135963",NA,"2019","04","08",NA,"13094","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:46:09-03","EAO","IAN","91167","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Cowan, RS","1954","11","10","Brasil","Amapá",NA,"Occasional in forest on slopes of Macaco Ore Body.","-52.916667","-0.916667","-52.916667","-0.916667","220","220","Tree 4m tall, with drooping, slender branchlets; fruit red.","IAN091167",NA,"2019","04","08",NA,"38223","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:46:09-03","EAO","IAN","84695","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Fróes, RL","1954","06","18","Brasil","Pará",NA,"Estrada Mojuí, igarapé da Lama, terra firme, alta; mata virgem; planalto de Santarém.",NA,NA,NA,NA,NA,NA,"Árvore de 15m x 25cm.","IAN084695",NA,"2019","04","08",NA,"30838","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:46:09-03","EAO","IAN","86486","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Fróes, RL","1954","11","06","Brasil","Pará","Taperinha","Paraná do Ituqui, região do planalto de Santarém",NA,NA,NA,NA,NA,NA,"Arbusto de 1,50m de altura, na capoeira aberta, resultante da caída da mata.","IAN086486",NA,"2019","04","08",NA,"31176","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:46:09-03","EAO","IAN","128260","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Belém, RP","1965","09","23","Brasil","Bahia","Itabuna","Margem do rio Cachoeira.","-39.2803001403809","-14.7855997085571",NA,NA,NA,NA,"Planta de 1m de altura; flores creme, cálice verde.","IAN128260",NA,"2019","04","09",NA,"1798","Dicotiledônea",NA,"Southern America",NA,"30592","auto",NA,NA,NA,NA,NA
"30","2021-03-30 12:46:09-03","EAO","IAN","120048","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Belém, RP","1965","09","23","Brasil","Bahia","Itabuna","Margem do rio Cachoeira.","-39.2803001403809","-14.7855997085571",NA,NA,NA,NA,"Planta de 1m de altura; flores creme; cálice verde.","IAN120048",NA,"2019","04","08",NA,"1798","Dicotiledônea",NA,"Southern America",NA,"30592","auto",NA,NA,NA,NA,NA
"31","2021-03-30 12:46:09-03","EAO","IAN","156103","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Silva, MG da; Rosa, NA","1977","10","21","Brasil","Pará","Altamira","KM 23 da Transamazônica, centro de experimentação da Embrapa. Mata de terra firme, solo argiloso.","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,"Árvore de 6m, 40cm de circunferência; flor em botão esverdeado.","IAN156103",NA,"2019","04","09",NA,"3431","Dicotiledônea",NA,"Southern America",NA,"748499","auto",NA,NA,NA,NA,NA
"32","2021-03-30 12:46:09-03","EAO","IAN","36040","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Silva, NT da","1947","07","02","Brasil","Pará","Belém","Bosque Municipal.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Árvore; flores pequenas, cor vermelha; frutos pequenos, cor roxa.","IAN036040",NA,"2019","04","08",NA,"9","Dicotiledônea",NA,"Southern America",NA,"48462","auto",NA,NA,NA,NA,NA
"33","2021-04-08 17:43:06-03","EAO","IAN","XILO6419","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Silva, NT da","1947","07","02","Brasil","Pará","Belém","Bosque Municipal.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Árvore; flores pequenas, cor vermelha; frutos pequenos, cor roxa.","IANXILO6419",NA,"2019","04","08",NA,"9","Dicotiledônea",NA,"Southern America",NA,"48462","auto",NA,NA,NA,NA,NA
"34","2021-03-30 12:46:09-03","EAO","IAN","27927","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Pires, JM; Black, GA","1947","01","22","Brasil","Pará","Belém","Bosque Municipal.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Árvore pequena.","IAN027927","IAN027927","2019","04","09",NA,"1238","Dicotiledônea",NA,"Southern America",NA,"48462","auto",NA,NA,NA,NA,NA
"35","2021-03-30 12:46:09-03","EAO","IAN","13083","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Silva, A da","1944","06","26","Brasil","Pará","Belém","On lands of IAN, 1,2k so. Administration Building. Along roads.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Tree.","IAN013083","IAN013083","2019","04","08",NA,"258","Dicotiledônea",NA,"Southern America",NA,"48462","auto",NA,NA,NA,NA,NA
"36","2021-03-30 12:46:09-03","EAO","IAN","80580","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Fróes, RL","1953","09","28","Brasil","Pará","Monte Alegre","Região da Colônia da Mulata, terra firme, mata virgem.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"Arbusto de 2m de altura.","IAN080580",NA,"2019","04","09",NA,"30436","Dicotiledônea",NA,"Southern America",NA,"279177","auto",NA,NA,NA,NA,NA
"37","2021-03-30 12:46:09-03","EAO","IAN","169785","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Mart. ex J.A.Schmidt) Lundell","Costa, DS","Cordeiro, MR; Baider, C","1999","02",NA,"Brasil","Pará","Ourilândia do Norte","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,NA,NA,NA,"C 301. Árvore de 11m. 10 DAP. Flores em botões.","IAN169785",NA,"2019","04","09",NA,"2964","Dicotiledônea",NA,"Southern America",NA,"209767","auto",NA,NA,NA,NA,NA
"38","2019-12-12 15:31:46-03","UFABC","HUFABC","001278","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","EHPB","Barreto, EHP","2014","02","08","Brasil","São Paulo","Ubatuba","praia do Felix - mata de encosta.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; Arvore 7m.","HUFABC001278",NA,"2014","06",NA,NA,"282","Angiospermas",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"39","2019-10-09 11:21:51-03","UFBA","ALCB","16300","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Souza, FS","Noblick, LR","1984","05","24","Brasil","Bahia","Feira de Santana","Paraguaçu, Fazenda Boa Vista. Serra de São José","-38.966667","-12.266667","-38.966667","-12.266667",NA,NA,"4m de altura. Frutos esbranquiçados. Parece que flor feminina continha 5 estaminóides.",NA,NA,"2014","07",NA,NA,"3276","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:21:51-03","UFBA","ALCB","128418","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Guedes, ML","Guedes, ML; Amaral, ECA do; Santos, JJ; Xavier, BIA; et al.","2017","06","16","Brasil","Bahia","Wagner","Chapada Diamantina, Mata do CETEP.","-41.166667","-12.683333","-41.166667","-12.683333",NA,NA,"de ca 2,60 m de altura. Folhas membranáceas, discolores, indumento ferrugíneos. Frutos imaturos verdes.","ALCB045350","ALCB045350","2017","07",NA,NA,"25657","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:21:51-03","UFBA","ALCB","038585","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Souza, FS","Gasson, P; Harley, RM; França, F; Nic Lughadha, E","1997","03","03","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Rio Ferro Doido, um pouco em baixo à Cachoeira","-40.996111","-11.620833","-40.996111","-11.620833","879","879","1,50 m, muito ramificada. Folhas discolores. Inflorescência semi-pendentes, tubo de tépalas verdes, lacínios vermelhos. Frutos imaturos verdes. Ocasional. Xiloteca.; Mata ciliar",NA,NA,"2014","07",NA,NA,"PCD5972","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:21:51-03","UFBA","ALCB","05981","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Furlan, A","Pinto, GCP","1952","06",NA,"Brasil","Bahia","Palmeiras","Chapada Diamantina","-41.55","-12.516667","-41.55","-12.516667",NA,NA,NA,NA,NA,"1995",NA,NA,NA,"52148","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:51-03","UFBA","ALCB","07607","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Furlan, A","Faria, LSS; Noblick, LR; Paranhos, LH","1980","11",NA,"Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçú. Morro Belo","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,"ca. de 1m de altura. Folhas pilosas. Inflorescência em dicásios. Flores de pétalas vermelha-escuro.",NA,NA,"1995",NA,NA,NA,"954","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:51-03","UFBA","ALCB","101308","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Oliveira, RB","Oliveira, RB; Teixeira, SR; Alves, M","2010","01","14","Brasil","Bahia","Entre Rios","Litoral Norte, Fazenda Regional de Criação/UFBA","-38.084400177002","-11.9419002532959",NA,NA,NA,NA,"Parcela: 3; Alt.: 9 m; Cap (cm): 16,3; Nº Fito: 259.",NA,NA,"2011","06",NA,NA,"66","Dicotyledon",NA,"Southern America",NA,"52418","auto",NA,NA,NA,NA,NA
"45","2020-02-08 08:55:30-03","NBC","NL-BOTANY","L.4149066","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell",NA,"Maas PJM; et al.","2009","05","08","Brazil",NA,NA,"Espírito Santo, Linhares, Reserva do Vale de Rio Doce, Estrada Oiticica, roadside.","-40","-19.15","-40.0","-19.15",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4149066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4149066","NL-L4149066",NA,NA,NA,NA,NA,NA,"Caryophyllales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 08:55:36-03","NBC","NL-BOTANY","U 0284768","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","opposita","Guapira opposita warmingii","(Heimerl) Reitz",NA,"Lindeman JC; Haas JH de","1966","06","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284768",NA,NA,NA,NA,"warmingii",NA,NA,"Caryophyllales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw13190",NA,NA,NA
"47","2020-02-08 08:55:36-03","NBC","NL-BOTANY","U 0284769","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","opposita","Guapira opposita warmingii","(Heimerl) Reitz",NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284769",NA,NA,NA,NA,"warmingii",NA,NA,"Caryophyllales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw13574",NA,NA,NA
