"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","infraspecificEpithet","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2016-09-28 15:27:00-03","NY","NYBG","627769","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Aristida","laevis","Aristida laevis","A. T. Hunziker","22503","1974","01","25","South America","Argentina","Córdoba","Depart. Calamuchita. Sierra Grande: falda E, entre Yacnto y Atos Pampa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00627769",NA,NA,NA,NA,NA,NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 14:48:00-02","NY","NYBG","627770","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Aristida","laevis","Aristida laevis","J. R. Swallen","7757","1945","12","17","South America","Brazil","Rio Grande do Sul","Valinho, 3-4 km from Passo Fundo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00627770","NY00627770_01",NA,"Passo Fundo","-52.4067","-28.2631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","627792","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Aristida","laevis","Aristida laevis","J. E. Leite","474","1941","01",NA,"South America","Brazil","Rio Grande do Sul","Vicinity of Sao Leopoldo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00627792","NY00627792_01","H. M. Longhi-Wagner",NA,"-51.143791","-29.75136","(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:26-03","UNESP-IBB","BOTU","16941","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","laevis","Aristida laevis","Kleinnbing","33","1972","10","12",NA,"Brasil","Rio Grande do Sul","Campus IPEAS- UFPEL",NA,NA,"BOTU016941",NA,NA,"Pelotas",NA,NA,"(Nees) Kunth",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:32:00-03","UFRJ","RFA","20978","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","laevis","Aristida laevis","Ângela",NA,"1970","11","06",NA,"Brasil","Rio Grande do Sul","Marau - Km17",NA,NA,"RFA30560",NA,"Severo, Branca","Passo Fundo","-52.4067001342773","-28.2628002166748","(Nees) Kunth",NA,NA,NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:52:57-03","EAO","IAN","62738","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Aristida","laevis","Aristida laevis","Chase, A","10488","1930","01","01","Southern America","Brasil","Minas Gerais","Buritis, perto de São Francisco.",NA,NA,"IAN062738","IAN062738 IAN062738_e IAN062738_e1",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:52:57-03","EAO","IAN","103999","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Aristida","laevis","Aristida laevis","Sacco, JC da","235","1954","10","12","Southern America","Brasil","Rio Grande do Sul","Beira da estrada. I.A.S.",NA,NA,"IAN103999",NA,"Longhi-Wagner, HM","Pelotas","-52.3424987792969","-31.771900177002","(Nees) Kunth",NA,NA,NA,NA,"51462","auto","1988","12",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214781","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Rosengurtt B",NA,"1938","02","23","Southern America","Uruguay",NA,"depto Cerro Largo. Ceuo de las Cucutas. [!][?].",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214781 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214781","NL-L1214781",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214782","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Rosengurtt B",NA,"1936","01","12","Southern America","Uruguay",NA,"Cerro Largo. (departamento). Sierra de Acegua. [!].",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214782 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214782","NL-L1214782",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214784","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Parodi LR",NA,"1926","12","01","Southern America","Argentina",NA,"Copinas = [?] Sierra de Achala, prov. de Córdoba.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214784","NL-L1214784",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214785","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Parodi LR",NA,"1926","12","01","Southern America","Argentina",NA,"Sierra de Achala, prob. de Córdoba.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214785","NL-L1214785",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214786","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Parodi LR",NA,"1926","12","01","Southern America","Argentina",NA,"Copinas = [?] Sierra de Achala, prov. de Córdoba.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214786","NL-L1214786",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214787","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Parodi LR",NA,"1933","11","10","Southern America","Argentina",NA,"Lanteri (F.C.S. Fé) PROVINCIA DE SANTA FÉ.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214787","NL-L1214787",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.3812013","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Pedersen TM",NA,"1959","12","23","Southern America","Argentina",NA,"Descabezado, dep. Empedrado, prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812013","NL-L3812013",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.3812018","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Pedersen TM",NA,"1979","11","28","Southern America","Brazil",NA,"Rio Grande do Sul, mun.dom. Pedrito: near Estância, Santo Affonso.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812018","NL-L3812018",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.3812289","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Hagelund K",NA,"1980","11","30","Southern America","Brazil",NA,"Fazenda Faxinal-Arroio dos Ratos-RS-Brasil.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812289","NL-L3812289",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.3812290","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Hagelund K",NA,"1980","11","30","Southern America","Brazil",NA,"Fazenda Faxinal-Arroio dos Ratos-RS-Brasil.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812290","NL-L3812290",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:16:04-03","NBC","NL-BOTANY","U.1510295","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Valls JFM; et al.",NA,"1972","10","09","Southern America","Brazil",NA,"Rio Pardon-Estrada, Pantano-Grande-Encruzilhada do Sul, 22 km apos Pantano Grande.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1510295","NL-U1510295",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:16:04-03","NBC","NL-BOTANY","U.1510296","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Lindeman JC",NA,"1980","12","17","Southern America","Brazil",NA,"Rio Grande do Sul, Embrapa - UEPAE, former Faz. 5 Cruzes, 10 km SE of Bagé, medium grazed natural campo, plot II.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510296 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1510296","NL-U1510296",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:16:04-03","NBC","NL-BOTANY","U.1510297","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Lindeman JC",NA,"1980","12","17","Southern America","Brazil",NA,"Rio Grande do Sul, Embrapa - UEPAE, former Faz. 5 Cruzes, 10 km SE of Bagé, medium grazed natural campo, plot II.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510297 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1510297","NL-U1510297",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 10:16:04-03","NBC","NL-BOTANY","U.1510298","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Valls JFM",NA,"1972","11","05","Southern America","Brazil",NA,"Viamão, Cantagalo, Chacara do Dr. Pascoal Adrio Crocco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1510298","NL-U1510298",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:16:04-03","NBC","NL-BOTANY","U.1510299","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Reitz R",NA,"1952","12","19","Southern America","Brazil",NA,"Santa catarina, Campo do Massiambu, Palhoça, Restinga.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1510299","NL-U1510299",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:16:04-03","NBC","NL-BOTANY","WAG.1814744","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Pedersen TM",NA,"1979","11","28","Southern America","Brazil",NA,"Rio Grande do Sul, mun.dom. Pedrito: near Estância, Santo Affonso.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1814744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1814744","NL-WAG1814744",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:16:04-03","NBC","NL-BOTANY","WAG.1814745","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis","Rambo B",NA,"1955","10","26","Southern America","Brazil",NA,"Brasiliae Australis. Rio Grande do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1814745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1814745","NL-WAG1814745",NA,NA,NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:16:04-03","NBC","NL-BOTANY","AMD.121730","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis argentina","Herter",NA,"1933","12","02","Southern America","Uruguay",NA,"Dep. de Rvera, Galco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.121730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD121730","NL-AMD121730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","argentina",NA,NA,NA,NA
"36","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214788","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Aristida","laevis","Aristida laevis argentina","Herter WGF",NA,"1933","12","01","Southern America","Uruguay",NA,"Revera; Galgo. [?].",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214788","NL-L1214788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","argentina",NA,NA,NA,NA
"37","2020-11-04 12:18:35-03","ESALQ","ESA","45675","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Aristida","laevis","Aristida laevis","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17449.0","1997","06","09",NA,"Brasil","Mato Grosso","75 km NE (em linha reta) de Tapurah. Estrada para Projeto Ipiranga. Transição savana arborizada (cerrado) - savana florestada (cerradão).",NA,"Erva; espiguetas verdes.","ESA045675","ESA045675","Souza, V.C.","Tapurah","-56.03","-12.14","(Nees) Kunth",NA,NA,"-56.03","-12.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:24:45-03","CPAP","CPAP","12575","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Aristida","laevis","Aristida laevis","Pott, A.","6601","1993","12","01",NA,"Brasil","RS","Estação Experimental Agronômica (UFRGS)",NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Campo natural, bem drenado. SUBSTRATO: solo argilo-arenoso. RELEVO: suave ondulado/ondulado.",NA,NA,"I. J. Boldrini","Porto Alegre","-51.216667","-30.033333","(Nees) Kunth","50","50","51°13' W","30°02' S",NA,NA,"1993","12",NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:47:23-02","IPA","IPA","52893","S","Plantae","Plantae",NA,"Poaceae","Aristida","laevis","Aristida laevis","Bueno, O.","773","1977","10","28","Southern America","Brasil","Rio Grande do Sul","Polo Petroquimico",NA,"Campo de Barba de Bode.","IPA0052893",NA,"Bueno, O.","Montenegro","-51.4611015319824","-29.6886005401611","(Nees.) Kunth",NA,NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:25:45-03","IAP","PACA-AGP","57125","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aristida","laevis","Aristida laevis","Rambo, B.",NA,"1955","11","14",NA,"Brasil","RS","Esteio",NA,"conf B. Severo em 01.1979 Habitat: in alte graminosis siccis Fenofase: flor","PACA057125",NA,"Emrich-Rambo","São Leopoldo","-51.1472015380859","-29.7602996826172","(Nees) Kunth",NA,NA,NA,NA,"10287","auto","1957","05","Liliatae",NA,"12",NA,NA,NA
"41","2019-08-27 13:25:45-03","IAP","PACA-AGP","38927","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aristida","laevis","Aristida laevis","Rambo, B.",NA,"1948","12","18",NA,"Brasil","RS","Granja Neugebauer",NA,"Habitat: in campestribus siccis alte graminosis Fenofase: fruto","PACA038927",NA,"B. Severo","Itapoã",NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,"1978",NA,"Liliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:25:45-03","IAP","PACA-AGP","53410","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aristida","laevis","Aristida laevis","Rambo, B.",NA,"1952","11","24",NA,"Brasil","RS","Caaró",NA,"Swallen det. A.altissima Arech. Habitat: in campestribus alte graminosis Fenofase: fruto","PACA053410",NA,"B. Severo","São Luiz",NA,NA,"(Nees) Kunth",NA,NA,NA,NA,NA,NA,"1979","01","Liliatae",NA,NA,NA,NA,NA
"43","2019-08-27 13:25:45-03","IAP","PACA-AGP","96060","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aristida","laevis","Aristida laevis","C. Mondin & A. Iob","2145","2001","01","03",NA,"Brasil","RS","BR 290,Km 78",NA,"HASU 10688","PACA096060",NA,"C. Mondin","Butiá","-51.9622001647949","-30.1196994781494","(Nees) Kunth",NA,NA,NA,NA,"39953","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"44","2019-08-27 13:25:45-03","IAP","PACA-AGP","61969","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aristida","laevis","Aristida laevis","Camargo, O. R.","2628","1957","11","25",NA,"Brasil","RS","Povoado de São Roque",NA,"Habitat: in alte graminosis Fenofase: flor","PACA061969",NA,"B. Severo","Farroupilha","-51.3478012084961","-29.2250003814697","(Nees) Kunth",NA,NA,NA,NA,"19545","auto","1979","01","Liliatae",NA,NA,NA,NA,NA
"45","2019-08-27 13:25:45-03","IAP","PACA-AGP","29609","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aristida","laevis","Aristida laevis","Rambo, B.",NA,"1945","10","03",NA,"Brasil","RS","Pareci",NA,"Habitat: in campestribus siccis graminosis alte Fenofase: flor","PACA029609",NA,"J. R. Swallen","Montenegro","-51.4611015319824","-29.6886005401611","(Nees) Kunth",NA,NA,NA,NA,"21601","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"46","2019-08-27 13:25:45-03","IAP","PACA-AGP","1094","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aristida","laevis","Aristida laevis","C. Orth SJ",NA,"1934","09","13",NA,"Brasil","RS",NA,NA,"Habitat: in campestribus siccis graminosis alte Fenofase: flor","PACA001094",NA,"B. Severo","Novo Hamburgo","-51.1305999755859","-29.6783008575439","(Nees) Kunth",NA,NA,NA,NA,"20722","auto","1979","01","Liliatae",NA,NA,NA,NA,NA
"47","2019-08-27 13:25:45-03","IAP","PACA-AGP","39872","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aristida","laevis","Aristida laevis","Rambo, B.",NA,"1949","01","12",NA,"Brasil","RS","ad montem Ferrabraz",NA,"Habitat: in arenosis siccis alte dumetosis Fenofase: fruto","PACA039872",NA,"B. Severo","Novo Hamburgo","-51.1305999755859","-29.6783008575439","(Nees) Kunth",NA,NA,NA,NA,"20722","auto","1978",NA,"Liliatae",NA,NA,NA,NA,NA
