"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"49","2020-12-21 16:16:26-03","MBM","MBM","398887","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Savarais, M.","240","2013","01","12","Southern America","Brazil","Mato Grosso do Sul","margem da Rodovia BR 163","-54.423483","-22.9673","322","322",NA,NA,"MBM398887","MBM398887","Barboza, E.","Naviraí",NA,NA,NA,NA,"2015","07","20","-54.423483","-22.9673",NA,NA,NA
"50","2020-12-21 16:16:26-03","MBM","MBM","398888","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Savarais, M.","241","2013","01","12","Southern America","Brazil","Mato Grosso do Sul","margem da Rodovia BR 163","-54.863394","-22.508403","283","283",NA,NA,"MBM398888","MBM398888","Barboza, E.","Caarapó",NA,NA,NA,NA,"2015","07","20","-54.863394","-22.508403",NA,NA,NA
"51","2020-12-21 16:16:26-03","MBM","MBM","399180","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Savarais, M.","136","2013","01","23","Southern America","Brazil","Paraná","margem da Rodovia BR 277","-49.952258","-25.266733","839","839",NA,NA,"MBM399180","MBM399180","Cordeiro, J.","Ponta Grossa",NA,NA,NA,NA,"2015","07","20","-49.952258","-25.266733",NA,NA,NA
"52","2020-12-21 16:16:26-03","MBM","MBM","399191","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Savarais, M.","139","2013","01","23","Southern America","Brazil","Paraná","margem da Rodovia BR 277","-49.952258","-25.266733","839","839",NA,NA,"MBM399191","MBM399191","Cordeiro, J.","Ponta Grossa",NA,NA,NA,NA,"2015","07","20","-49.952258","-25.266733",NA,NA,NA
"53","2020-12-21 16:16:26-03","MBM","MBM","428641","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Lozano, E.D.; Martins-Filho, V.S.; Oliveira, A.A.; Silva, A.A.; Martins-Filho, V.S.; Oliveira, A.A.; Silva, A.A.","3617","2017","03","14","Southern America","Brazil","Paraná","Sítio da Família Martins","-50.035444","-25.060333",NA,NA,NA,"Arbusto, 1 m, flores lilases, em campo seco.; Campos Gerais.","MBM428641",NA,"Lozano, E.D.","Ponta Grossa",NA,NA,NA,NA,"2018",NA,NA,"-50.035444","-25.060333",NA,NA,NA
"54","2020-12-21 16:16:26-03","MBM","MBM","68732","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.","43672","1981","03","21","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"MBM068732","MBM068732","Dematteis, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:16:26-03","MBM","MBM","295961","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","77097","2004","02","14","Southern America","Brazil","Mato Grosso do Sul","Boqueirão","-56.1380996704102","-21.4803009033203",NA,NA,NA,NA,"MBM295961","MBM295961","Dematteis, M.","Jardim",NA,NA,"79469","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:16:26-03","MBM","MBM","414831","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Pott, A.; Dutra, I.S.; Dutra, I.S.","13998","2006","02","21","Southern America","Brazil","Mato Grosso do Sul","Rodovia MS-276, Km 178, 30 Km W de Nova Andradina.","-53.3431015014648","-22.2332992553711",NA,NA,NA,"Subarbusto 70cm de altura, pouco ramificado. Esparsa. Flor: roxa. Fruto: não observado.&nf;Importância: invasora de pastagem.; Vegetação secundária. Solo argiloso (terra-roxa). Relevo em vale ondulado.","MBM414831",NA,"Loeville, B.","Nova Andradina",NA,NA,"77831","auto","2014","11","19",NA,NA,NA,NA,NA
"57","2020-12-21 16:16:26-03","MBM","MBM","211300","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1750","1997","02","11","Southern America","Brazil","Paraná","Rio Samambaia","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM211300","MBM211300","Robinson, H.","Jaguariaíva",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:16:26-03","MBM","MBM","220781","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2447","1998","02","02","Southern America","Brazil","Mato Grosso do Sul","Rod. BR-060, 7km N de Bela Vista","-56.5210990905762","-22.1089000701904",NA,NA,NA,NA,"MBM220781","MBM220781","Robinson, H.","Bela Vista",NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:16:26-03","MBM","MBM","279571","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74473","2003","03","20","Southern America","Brazil","Mato Grosso do Sul","Rodovia Bonito - Campo dos Índios, próximo a Três Morros","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"MBM279571","MBM279571","Dematteis, M.","Bonito",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:16:26-03","MBM","MBM","279599","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74388","2003","03","09","Southern America","Brazil","Mato Grosso do Sul","Rod. BR-267, próximo ao km 447, descida da Chapada","-56.114200592041","-21.457799911499",NA,NA,NA,NA,"MBM279599","MBM279599","Dematteis, M.","Guia Lopes da Laguna",NA,NA,"44012","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:16:26-03","MBM","MBM","220783","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2628","1998","02","08","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-295, 30km O de Iguatemi","-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,"MBM220783","MBM220783",NA,"Iguatemi",NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:16:26-03","MBM","MBM","293377","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76879","2004","03","10","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-295, próximo ao km 35","-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,"MBM293377","MBM293377","Dematteis, M.","Iguatemi",NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:16:26-03","MBM","MBM","156654","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58546","1993","02","07","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-295, 1km de Mundo Novo","-54.2708015441895","-23.9381008148193",NA,NA,NA,NA,"MBM156654","MBM156654","Robinson, H.","Mundo Novo",NA,NA,"19849","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:16:26-03","MBM","MBM","156655","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58742","1993","02","09","Southern America","Brazil","Mato Grosso do Sul","Ponta Porã, km 22 da rodovia para Antônio João","-55.7256011962891","-22.5361003875732",NA,NA,NA,NA,"MBM156655","MBM156655","Robinson, H.","Ponta Porã",NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:16:26-03","MBM","MBM","293366","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76917","2004","03","09","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-164, Fazenda Itamarati","-55.7256011962891","-22.5361003875732",NA,NA,NA,NA,"MBM293366","MBM293366","Dematteis, M.","Ponta Porã",NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:16:26-03","MBM","MBM","322209","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Silva, J.M.; Barboza, E.; Barboza, E.","5328","2006","11","15","Southern America","Brazil","Mato Grosso do Sul","Fazenda Dona Gertrudes, Rodovia Municipal Porto Murtinho - Bonito","-57.8824996948242","-21.6989002227783",NA,NA,NA,"Arbusto, 1m, capítulo vinoso.; Cerrado.","MBM322209","MBM322209","Dematteis, M.","Porto Murtinho",NA,NA,"185577","auto","2007",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:16:26-03","MBM","MBM","2541","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.","14250","1966","04","28","Southern America","Brazil","Paraná","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,"MBM002541","MBM002541","Robinson, H.","Cianorte",NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:16:26-03","MBM","MBM","293358","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76867","2004","03","09","Southern America","Brazil","Paraná","Rod. BR-277, próximo ao Rio Xagu","-52.5414009094238","-25.3069000244141",NA,NA,NA,NA,"MBM293358","MBM293358","Dematteis, M.","Nova Laranjeiras",NA,NA,"38588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:16:26-03","MBM","MBM","197950","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Silva, M.R.P.; et al.; et al.","3078","1996","03","08","Southern America","Brazil","São Paulo","Rod. SP-272, km 22-26","-51.5499992370605","-22",NA,NA,NA,NA,"MBM197950","MBM197950","Dematteis, M.","Presidente Bernardes",NA,NA,"48271","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:17:47-03","MBM","MBM","172320","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Montes, J.E.","216","1947","02","04","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM172320","MBM172320","Sanchez, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:17:47-03","MBM","MBM","192266","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Krapovickas, A.; et al.; et al.","14827","1969","02","10","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM192266","MBM192266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:17:47-03","MBM","MBM","201949","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Pedersen, T.M.","11171","1975","02","25","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"MBM201949","MBM201949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:17:47-03","MBM","MBM","11285","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Hatschbach, G.","21585","1969","05","20","Southern America","Brazil","Paraná","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,"MBM011285","MBM011285","H. Freitas Leitão","Cianorte",NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:17:47-03","MBM","MBM","223869","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Pedersen, T.M.","15997","1994","02","09","Southern America","Brazil","Mato Grosso do Sul","5km E de Iguatemi","-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,"MBM223869","MBM223869","Pedersen, T.M.","Iguatemi",NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:17:47-03","MBM","MBM","172322","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Montes, J.E.","192","1947","01","18","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM172322","MBM172322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:17:47-03","MBM","MBM","30639","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Pedersen, T.M.","10107","1972","03","29","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"MBM030639","MBM030639","Pedersen, T.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:17:47-03","MBM","MBM","201297","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","profusa","Vernonia profusa","Dematteis & Cabrera","Panizza, S.","s.n.","1973","04","04","Southern America","Brazil","São Paulo","Vian Anhanguera, km 257","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM201297","MBM201297","Dematteis, M.","São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:33:08-03","UFMG","BHCB","44675","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","Ribas, OS; Pereira, LBS","1750","1997","02","11","Southern America","Brasil","Paraná","Rio Samambaia.","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Campo cerrado. Ereta, 1,5m. Capítulo lilás.",NA,NA,NA,"Jaguariaíva",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","3351277","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Nélida Soria","Soria Rey 003171","1989","3","8","South America","Paraguay","Caaguazú","San Jose de loa Arroyos","-56.5","-25.66666",NA,NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-06-25 11:09:00-03","MO","MOBOT","101137970","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Isabel Basualdo","Basualdo 2174","1989","3","15","South America","Paraguay","Caazapá","Tavai. Prop de la Flia Bogado.","-55.3333333","-26.1666667",NA,NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"81","2015-07-07 12:30:00-03","MO","MOBOT","1429037","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Luciano Espinoza","Zardini 53643","2000","1","14","South America","Paraguay","Concepción","Estancia Arrecife.","-57.5188889","-22.1744445",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1199",NA
"82","2015-07-07 12:30:00-03","MO","MOBOT","1429284","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Luciano Espinoza","Zardini 53737","2000","1","14","South America","Paraguay","Concepción","Estancia Arrecife.","-57.5188889","-22.1744445",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1199",NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","1225094","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|L. Villate","Zardini 46266","1997","1","21","South America","Paraguay","Itapúa","Isla Yacyreta. Inundated savanna.","-56.69638","-27.41388",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1089",NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3351804","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Nélida Soria","Soria Rey 003248","1989","3","15","South America","Paraguay","Caazapá","Tavai, 3 km S del Destacaento",NA,NA,NA,NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-03-02 04:36:00-03","MO","MOBOT","100360672","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","W. D. Stevens|Isabel Basualdo|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","Stevens 30901","2011","3","8","South America","Paraguay","Paraguarí","Distrito Sapucai, Granja Yvyraty; cerrado-forest transition, red sand on sandstone, about 30 years of grazing protection","-56.9822223","-25.6288889","405.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1387",NA
"86","2020-03-02 04:36:00-03","MO","MOBOT","100363022","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","W. D. Stevens|Isabel Basualdo|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","Stevens 31196","2011","3","19","South America","Paraguay","Concepción","Estancia Garay Cuê, near N boundary; low forest on sandstone, near limestone transition","-57.3688889","-22.5258334","375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1412",NA
"87","2019-06-25 11:10:00-03","MO","MOBOT","1119026","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Robert R. Brooks|Elsa M. Zardini","Brooks MS312","1996","1","30","South America","Paraguay",NA,"Junction Ruta 1 and Camino to Montiel Potrero, 4 km N of Villa Florida. Serpentine outcrops in open farmland. National Geographic Mercosur Botanical Expedition - Jan./Feb. 1996","-57.1","-26.3666667","250.00000000",NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","28",NA
"88","2017-03-16 11:26:00-03","MO","MOBOT","1226848","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 46520","1997","2","26","South America","Paraguay","Amambay","Parque Nacional Cerro Corá. Buffer zone.","-56.0105556","-22.6861111",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1094",NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","1227726","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 46904","1997","5","28","South America","Paraguay","San Pedro","Yaguareté Forest (Sustainable Forest Systems site): trail to Céspedes Cué. Cerrado scrub. Collecting area: 200 m 2 of removed soil adjacent to a 1 hectare cleared land.","-56.11305","-23.81027","200.00000000",NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1103",NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","1227740","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 46915","1997","5","28","South America","Paraguay","San Pedro","Yaguareté Forest (Sustainable Forest Systems site): trail to Céspedes Cué. Cerrado scrub. Collecting area: 200 m 2 of removed soil adjacent to a 1 hectare cleared land.","-56.11305","-23.81027","200.00000000",NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1103",NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","1264859","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|M. Vera","Zardini 47806","1998","1","14","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.","-55.27916","-24.18777",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1127",NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","1264949","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|M. Vera","Zardini 47876","1998","1","14","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.","-55.27916","-24.18777",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1127",NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","1264965","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|M. Vera","Zardini 47891","1998","1","14","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.","-55.27916","-24.18777",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1127",NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","1281818","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|M. Vera","Zardini 48219","1998","3","12","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site):trail to Céspedes Cué. Cerrado scrub. Same spot as Zardini #46904-46969 (May) border of one hectare; collecting area: one hectare which had been cleared in May 1997.","-56.11305","-23.81027","182.00000000",NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1134",NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","1283375","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 48385","1998","3","12","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site) around aserradero. Cerrado scrub and cerrado forest. Same spot as Zardini #43575-43673 (August) #44256-44307 (January), #45567-45640 (October) and #46791-46903 (May); collecting area: around two hectares.","-56.21138","-23.79611","210.00000000",NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1135",NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","1392736","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Isabelino Chaparro","Zardini 50594","1999","5","26","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú. Cerrado scrub on red sandy soil. Collecting area: around two hectares.","-55.28","-24.18361",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1173",NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","1392744","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Isabelino Chaparro","Zardini 50601","1999","5","26","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú. Cerrado scrub on red sandy soil. Collecting area: around two hectares.","-55.28","-24.18361",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1173",NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","1392788","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Elsa M. Zardini|Isabelino Chaparro","Zardini 50645","1999","5","26","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú. Cerrado scrub on red sandy soil. Collecting area: around two hectares.","-55.28","-24.18361",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1173",NA
