"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","sex"
"96","2021-03-01 16:39:05-03","UNICAMP","UEC","87597","S","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","L.B.Sm. & Downs","Kirkbride Jr, JH","1978",NA,NA,"Kuhlmann, M","2733","1951","11",NA,"Brazil","São Paulo","São Paulo","Nativo no Jardim Bontânico.","-46.6300010681152","-23.5400009155273",NA,NA,"Arbusto.","UEC108185","UEC108185",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:39:05-03","UNICAMP","UEC","87594","S","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","L.B.Sm. & Downs","Jung, SL","1980","10","16","Hoehne, FC","s.n.","1931","10","31","Brazil","São Paulo","São Paulo","Parque do Estado.","-46.6300010681152","-23.5400009155273",NA,NA,"Planta viva. nº 125.; Ex. 1ª Secção Botânica e Agronomia do Instituto Biológico.","UEC108184","UEC108184",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"98","2021-03-01 16:39:05-03","UNICAMP","UEC","135050","S","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","L.B.Sm. & Downs","Arzolla, FARDP","2004","10","04","Arzolla, FARDP; Paula, GCR; Condez, TH","633","2004","09","23","Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira, proximidades da Pedra Grande.","-46.6300010681152","-23.5400009155273",NA,NA,"Arvoreta de 2m de altura; flores brancas.; Floresta ombrófila densa.","UEC108187","UEC108187","1000","1000",NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:39:09-03","UNICAMP","UEC","162023","S","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Pastore, JFB","2007","12","03","Moura, C; Arzolla, FARDP; Vilela, FESP; Paula, GCR","126","2007","11","08","Brazil","São Paulo","Guarulhos","Parque Estadual da Cantareira, Núcleo Cabuçu, Trilha da Cachoeira.","-46.532272","-23.394994","-46.532272","-23.394994","Arbusto, 50 cm, flores brancas.","UEC009085","UEC009085","770","770",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:39:09-03","UNICAMP","UEC","37438","S","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Kirkbride, JH",NA,NA,NA,"Harley, RM","19014","1977","02","24","Brazil","Bahia","Gentio do Ouro","1,5km S. of São Inácio, on Gentio do Ouro road.","-42.733333","-11.116667","-42.733333","-11.116667","Tree to 4m. Leaves rather bright green above, paler beneath. Fruit glossy reddish-black, soft.; Cerrado on shallow rocky soils.","UEC104252","UEC104252","500","500",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-04-22 16:23:48-03","UFPB","JPB","54614","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Silva-Neto, SJ","2000","09",NA,"Braga, JMA; et al.","2539","1995","07","20","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Abrigo III, margem do córrego do Tapera.","-44.566667","-22.25","-44.566667","-22.25","; HABITAT: Mata alterada densa.; DESC: Arbusto com cerca de 2,5 metros de altura, umbrófilo, folhas membranaceas, frutos imaturos verdes.","JPB0054614",NA,"650","650","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-04-22 16:23:48-03","UFPB","JPB","54651","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","1999",NA,NA,"Souza, JP; Zandoval, JA; Miyagi, PH","134","2012","09","05","Brasil","São Paulo","Tapiraí","estrada de acesso a sede.","-36.423764","-9.261111","-36.423764","-9.261111","; HABITAT: Floresta Estacional Semidecidual de Terras Altas.; DESC: Trepadeira. Folíolos cartáceos, discolores, face superior verde-escura, inferior verde-clara. Cálice vináceo, corola lilás.&nf;Material tratado com álcool 90%.","JPB0054651",NA,"538","538","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-04-22 16:23:48-03","UFPB","JPB","54613","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","2007",NA,NA,"Leoni, LS","581","1988","12","13","Brasil","Minas Gerais","Carangola","Pedra Elefante. No interior da mata.","-42.033333","-20.783333","-42.033333","-20.783333","; HABITAT: Mata Secundária.; DESC: Arbusto, ereto, medindo entre 2,5 e 3,0 metros de altura; corola branca.","JPB0054613",NA,"700","700","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-04-22 16:23:48-03","UFPB","JPB","54652","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","1999",NA,NA,"Romaniuc-Neto, S; Custodio-Filho, A","216","1984","09","13","Brasil","São Paulo","Biritiba Mirim","Estação Biologica de Boraceia","-45.866667","-23.633333","-45.866667","-23.633333","; DESC: Arbusto da mata com 2,5 m de altura. Flores brancas.","JPB0054652",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-04-22 16:23:48-03","UFPB","JPB","54653","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","1999",NA,NA,"Souza, VC; Rodrigues, RR; Arzolla, FARP; Ivanauskas, NM; Souza, JP; Scalon, VR; Farah, FT","8954","1995","09","02","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha para o Mirante dos Angicos.","-48.408889","-24.501667","-48.408889","-24.501667","; DESC: Arbusto, ca. 1,5 m alt.; corola alva. Mata.","JPB0054653",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-04-22 16:23:48-03","UFPB","JPB","54694","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","2007",NA,NA,"Souza, VC; Miyagi, PH; Zandoval, JA","134","1995","02","16","Brasil","São Paulo","Tapiraí","Cachoeira do Chá, a 12 Km de Tapiraí em direção a Juquiá.","-47.560833","-20.016667","-47.560833","-20.016667","; HABITAT: Mata mesófila.; DESC: Arbusto ca. 2,5 m alt. Frutos imaturos verdes, maduros vináceos.","JPB0054694",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-04-22 16:23:48-03","UFPB","JPB","54673","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","1999",NA,NA,"Kuhlmann, M","JPB54673","1944","03","15","Brasil","São Paulo","Água Funda","Mata do Dep. De Ind. Animal.",NA,NA,NA,NA,NA,"JPB0054673",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-04-22 16:23:48-03","UFPB","JPB","54624","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Silva-Neto, SJ","2004","03",NA,"Sampaio, JJ","RB445138","1942","10","26","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"; DESC: Arbusto, flor branca.","JPB0054624",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","19648","auto",NA,NA,NA,NA,NA,NA,NA
"109","2020-04-22 16:23:48-03","UFPB","JPB","54623","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Silva-Neto, SJ","2004","03",NA,"Andrande, SV","RB445008","1968","03","12","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Lagoa Azul.","-44.5633010864258","-22.4960994720459",NA,NA,"; DESC: Fruto madruro. Flor branca.","JPB0054623",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","19648","auto",NA,NA,NA,NA,NA,NA,NA
"110","2020-04-22 16:23:48-03","UFPB","JPB","54621","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Gomes, M","2008","03","10","Nadruz, M; Ramos, ACG; Ramos, NL; Lobão, A","1922","2007","09","25","Brasil","Rio de Janeiro","Magé","Distrito de Santo Aleixo. Fazanda picada do córrego das pedras negras. Trilha para o pico grande.","-43.040599822998","-22.6527996063232",NA,NA,"; HABITAT: Floresta Ombrófila Densa baixo montana.; DESC: Arvoreta , com cerca de 6 metros de altura; lâmina levemente discolor; sépala esverdeada, pétala alva.","JPB0054621",NA,"200","500","Southern America",NA,NA,"Angiosperma","Dicotyledon","20531","auto",NA,NA,NA,NA,NA,NA,NA
"111","2020-04-22 16:23:48-03","UFPB","JPB","54622","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Gomes, M","2008","03","10","Nadruz, M; Ramos, ACG; Ramos, NL; Lobão, A","1926","2007","09","25","Brasil","Rio de Janeiro","Magé","Fazenda Floresta do Pico, Distrito de Santo Aleixo. Fazanda picada do córrego das pedras negras. Trilha para o pico grande.","-43.040599822998","-22.6527996063232",NA,NA,"; HABITAT: Floresta Ombrófila Densa baixo montana.; DESC: Lâmina membranáceas; nervuras mais claras; frutos imaturos esverdeados, maduros amarronzados.","JPB0054622",NA,"200","500","Southern America",NA,NA,"Angiosperma","Dicotyledon","20531","auto",NA,NA,NA,NA,NA,NA,NA
"112","2020-04-22 16:23:48-03","UFPB","JPB","54599","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","2007",NA,NA,"Pessoal do Horto Florestal","RB150787","1927","04","18","Brasil","Rio de Janeiro","Rio de Janeiro","Mata das obras Públicas. Perto da sede do Horto Florestal.","-43.2075004577637","-22.9027996063232",NA,NA,"; HABITAT: Mata.; DESC: Arbusto de 2-4 metros de altura, flor alva; fruto negro (drupa).","JPB0054599",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","57442","auto",NA,NA,NA,NA,NA,NA,NA
"113","2020-04-22 16:23:48-03","UFPB","JPB","54554","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.",NA,NA,NA,NA,"Franco, GADC; Custódio-Filho, A","707","1988","09","28","Brasil","São Paulo","Salesópolis","Reversa Florestal Guaratuba.","-45.8400001525879","-23.5300006866455",NA,NA,"; DESC: Arvoreta, flores brancas.","JPB0054554",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","18032","auto",NA,NA,NA,NA,NA,NA,NA
"114","2020-04-22 16:23:48-03","UFPB","JPB","54665","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","1999",NA,NA,"Moraes, PLR","364","1990","11","04","Brasil","São Paulo","São Miguel Arcanjo","Parque E.C. Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Arvoreta 7 m altura. Flores brancas, com espinhos.","JPB0054665",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","27904","auto",NA,NA,NA,NA,NA,NA,NA
"115","2020-04-22 16:23:48-03","UFPB","JPB","54674","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barbosa, MR","1999",NA,NA,"Sugiyama, M; Kirizawa, M","1021","1992","09","23","Brasil","São Paulo","São Miguel Arcanjo","Parque E.C. Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"; DESC: Arbusto 1,5 m altura, flores brancas. Coletada na beira do Rio Braço do Taquaral em local pedregoso, Km 73 da estrada São Miguel Arcanjo para Sete Barras.","JPB0054674",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","27904","auto",NA,NA,NA,NA,NA,NA,NA
"116","2020-04-22 16:23:48-03","UFPB","JPB","54503","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","(L.B. Sm. & Downs)","Mendaçolli, SL","2001","04","30","Bernacci, LC; Arbocz, GF; Furlan, E","2977","2009","04","03","Brasil","São Paulo","Campinas","Fazenda do Sr.Pedroso., Próximo a Pedra Resoles, Morro atrás do Restaurante Resoles.","-39.783833","-12.739389","-39.783833","-12.739389","; DESC: Arbusto 1,5-2m, ramos e folhas pilosas, fruto amarelo quadno maduro, não picante.","JPB0054503",NA,"295","295","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-04-22 16:23:48-03","UFPB","JPB","54505","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","(L.B. Sm. & Downs)","Mendaçolli, SL","2001","04","30","Bernacci, LC; Durigan, G; Arbocz, GZ; Furlan, E","3018","2001","01","11","Brasil","São Paulo","Cotia","Fazenda próximo ao Beto Borracheiro, interior da mata, próximo ao ponto G45.","-46.9099998474121","-23.6000003814697",NA,NA,"; DESC: Arbusto, ca.1,5m alt.","JPB0054505",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","23869","auto",NA,NA,NA,NA,NA,NA,NA
"118","2020-04-22 16:23:48-03","UFPB","JPB","54499","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","(L.B. Sm. & Downs)","Anunciação, EA",NA,NA,NA,"Melo, MRF; Piacentin, E","1196","1994","01","20","Brasil","São Paulo","Iguape","Estação Ecológica de Juréia-Itatins, Mata de Planície às margens do Rio Verde, próximo ao alojamento da S.M.A.","-47.5499992370605","-24.7000007629395",NA,NA,"; DESC: Árvore ca. 4,5m alt., diâmetro a 1,3m do solo 7,0 cm material estéril coletado do indivíduo nº521, amostrado na parcela de estudo fitossociológico.","JPB0054499",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","55628","auto",NA,NA,NA,NA,NA,NA,NA
"119","2020-04-22 16:23:48-03","UFPB","JPB","55094","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","(L.B. Sm. & Downs)","Jung, SL","1980","10","16","Hoehne, FC","125","2003","11","04","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"; DESC: Arbusto, flor com corola amarela, flores diminutas","JPB0055094",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","53584","auto",NA,NA,NA,NA,NA,NA,NA
"120","2020-04-22 16:23:48-03","UFPB","JPB","54496","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","(L.B. Sm. & Downs)",NA,NA,NA,NA,"Kirizawa, M","1864","1987","08","18","Brasil","São Paulo","Ubatuba","Estrada Ubatuba- São Luiz de Paraitinga. Serra de Ubatuba. Parte alta da serra.","-45.0699996948242","-23.4300003051758",NA,NA,"; DESC: Arbusto esgalhado, folhas jovens avermelhadas. Corola branca.","JPB0054496",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","34265","auto",NA,NA,NA,NA,NA,NA,NA
"121","2020-04-22 16:23:49-03","UFPB","JPB","54615","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","monantha","Chomelia monantha","(Standl.) Steyerm.","Pessoa, MCR","2004","04","13","Silva-Neto, SJ","1773","2002","12","12","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Estrada para o Lago Azul, logo após o abrigo IV.","-44.566667","-22.25","-44.566667","-22.25","; DESC: Arbusto ciófilo, com cerca de 2,8 metros de altura, folhas breve discolores membranaceas, flores com calice verde-claro e corola alva, frutos imaturos verdes.","JPB0054615",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-04-22 16:23:49-03","UFPB","JPB","54603","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","monantha","Chomelia monantha","(Standl.) Steyerm.","Pessoa, MCR","2013","05",NA,"Lima, HC","70","1977","06","06","Brasil","Rio de Janeiro","Campo Grande","Serra da Mendanha, Rio de Prata.",NA,NA,NA,NA,"; HABITAT: Umbrófilo; DESC: Subarbusto,folhas levemente discolor verde escuro flores esverdeadas.","JPB0054603",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-04-22 16:23:49-03","UFPB","JPB","54593","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","monantha","Chomelia monantha","(Standl.) Steyerm.","Pessoa, MCR","2013","05",NA,"Pereira, AB; Walter","128","1945","12","20","Brasil","Rio de Janeiro","Itatiaia","Picada Barbosa Rodrigues.","-44.5633010864258","-22.4960994720459",NA,NA,"; DESC: Flores brancas com espinhos.","JPB0054593",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","19648","auto",NA,NA,NA,NA,NA,NA,NA
"124","2020-04-22 16:23:50-03","UFPB","JPB","54715","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Souza, VC","2010","01",NA,"Araki, DF; Rother, DC; Oliveira, SH; Toledo, RM; Tamashiro, JY; Rodrigues, RR; Souza, VC;","69","2003","04","19","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha saindo 500, antes da sede do núcleo Barra Grande em direção a E.E. Xitue.","-48.35","-24.3","-48.35","-24.3","; HABITAT: Floresta Ombrófila Densa Montana.; DESC: Arbórea, 4m, trilha, flor esverdeada.","JPB0054715",NA,"788","788","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-04-22 16:23:50-03","UFPB","JPB","54690","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Souza, VC","2010","01",NA,"Moraes, PLR; Lima, HC; Farias, DS","963","1900","01","01","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho","-35.125833","-6.838889","-35.125833","-6.838889",NA,"JPB0054690",NA,"35","35","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-04-22 16:23:50-03","UFPB","JPB","54608","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Barbosa, MR","2007",NA,NA,"Gomes, M; Andreata, R; Lima, M; Marquete, R; et al.","250","1987","11","13","Brasil","Rio de Janeiro",NA,"Parque Nacional da Itatiaia, Estrada para Maromba.",NA,NA,NA,NA,"; DESC: Arbusto 3 metros de altura umbrófilo, ramos muito finos, armados de espinhos. Flores isoladas com pedúnculo verde, cálice verde, corola branca, perfumada.","JPB0054608",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-04-22 16:23:50-03","UFPB","JPB","54617","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Barbosa, MR","2007",NA,NA,"Landrum, LR","2093","1977","10","17","Brasil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia, Rio Campo Belo, Lote 17 and adjacent areas.","-44.583333","-22.5","-44.583333","-22.5","; HABITAT: Tropical forest, Myrtaceae common. Common shrub.","JPB0054617",NA,"1000","1000","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-04-22 16:23:50-03","UFPB","JPB","54654","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Barbosa, MR","2000",NA,NA,"Ferreira, VF; Sanches, CD; Bastos, EB; Gorestein, MR; Hoffmann, JR","41","1994","09","06","Brasil","São Paulo","Cananéia","Estrada Cananéia. Pariquera-açú(via ponte), ca. 19 Km de Cananéia. Extensa área de transição.","-47.84175","-24.900556","-47.84175","-24.900556","; HABITAT: Mata de Restinga.; DESC: Arbusto, ca 80 cm alt.; flores brancas em brotação novas com espinhos. Beira de mata.","JPB0054654",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-04-22 16:23:50-03","UFPB","JPB","54726","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts",NA,NA,NA,NA,"Souza, VC; Duarte, AR; Rando, JG; Ferreira, MAP","30254",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Parcela permanente.","-47.924722","-24.191389","-47.924722","-24.191389","; HABITAT: Floresta Ombrófila Densa Submontana.; DESC: Árvore no. 164 (Parcela PECB - Outra numeração 116).","JPB0054726",NA,"350","450","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-04-22 16:23:50-03","UFPB","JPB","54727","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts",NA,NA,NA,NA,"Souza, VC; Duarte, AR; Rando, JG; Ferreira, MAP","30255",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Parcela permanente.","-47.924722","-24.191389","-47.924722","-24.191389","; HABITAT: Floresta Ombrófila Densa Submontana.; DESC: Árvore no. 7560 (Parcela PECB - Outra numeração 299).","JPB0054727",NA,"350","450","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-04-22 16:23:50-03","UFPB","JPB","56774","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts",NA,NA,NA,NA,"Pessoa, MC; Ferreira, MAP; Colletta, GD; Campos, OR; Godoy, WR","863","2014","04","13","Brasil","São Paulo","São Miguel Acanjo","Parque Estadual Carlos Bonteiro, Trilha da Represa, proximo a placa de identificação.",NA,NA,NA,NA,"; HABITAT: Mata Atlântica.; DESC: Arbusto ca. 2,5 m alt., frutos negros na maturação.","JPB0056774",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-04-22 16:23:50-03","UFPB","JPB","56775","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts",NA,NA,NA,NA,"Pessoa, MC; Ferreira, MAP; Colletta, GD; Campos, OR; Godoy, WR","864","2014","04","13","Brasil","São Paulo","São Miguel Acanjo","Parque Estadual Carlos Bonteiro, Final da Trilha da Represa",NA,NA,NA,NA,"; DESC: Arbusto ca. 3 m alt., flores alvas, frutos imaturos, verdes, tornando-se negros na maturação.","JPB0056775",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-04-22 16:23:50-03","UFPB","JPB","54597","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Barbosa, MR","2007",NA,NA,"Lanstyack, L","RB79063","1925","10","18","Brasil","Rio de Janeiro","Itatiaia","Fazenda Godoy","-44.5633010864258","-22.4960994720459",NA,NA,"; DESC: Flor verde.","JPB0054597",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","19648","auto",NA,NA,NA,NA,NA,NA,NA
"134","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.",NA,NA,NA,NA,"Badini, J.","s.n.","1938","06",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-11-08 08:55:54-03","FURB","FURB","1019","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Oliveira, AA de","2011","01","24","Sevegnani, L.",NA,"1998","09","28","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,"FURB40664","FURB40664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:05:57-03","FURB","FURB","32540","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Gasper, AL de","2010","11","25","Verdi, M.; Martins, E.M. & Veiga, O.N.","5531","2010","08","25","Brasil","Paraná","Morretes","Trilha Noroeste / Parque Estadual Pico Marumbi.","-48.9147222","-25.445","-48.9147222","-25.4450000",NA,"FURB03306","FURB03306","854","854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:05:57-03","FURB","FURB","32583","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Sobral, M","2010","09","29","Verdi, M.; Martins, E.M. & Veiga, O.N.","5480","2010","08","24","Brasil","Paraná","Morretes","Olimpo / Parque Estadual Pico Marumbi.","-48.9233334","-25.4422222","-48.9233334","-25.4422222",NA,"FURB40665","FURB40665","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:05:57-03","FURB","FURB","34796","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Sobral, M","2010",NA,NA,"Korte, A.; Kniess, A.","565","2010","05","27","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Área Virgem.","-49.14","-27.09","-49.1400000","-27.0900000","Voucher estéril IFFSC 578 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto;","FURB40662","FURB40662","803","803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
