"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","imagecode","maximumElevationInMeters","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-30 12:52:48-03","EAO","IAN","102965","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Oliveira, E","256","1959","12","07","Southern America","Brasil","Pará","Rodovia Belém-brasília, km 62 ½. Terreno alagado.",NA,NA,NA,NA,"Planta epífita; flor amarela-clara.","IAN102965","Pabst, GFJ",NA,NA,NA,"1961","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:52:48-03","EAO","IAN","111677","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Pires, JM","7813","1961","05","13","Southern America","Brasil","Pará","Cultivado no I.A.N.",NA,NA,NA,NA,"Planta comum, epífita; flor amarelo-escuro (alarajando).","IAN111677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:48-03","EAO","IAN","112452","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Santos, RR dos","s.n.",NA,NA,NA,"Southern America","Brasil","Pará",NA,"-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN112452","Pabst, GFJ","Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:46:31-03","NBC","NL-BOTANY","U.1458627","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Steyermark JA; Dunsterville GCK",NA,"1977","01","14","Southern America","Venezuela",NA,"Estado Bolivar: Rio Caura, arriba del Salto Para, en las islas 2-3 km, arriba del campamento 'Las Pavas'.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1458627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1458627",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1458627",NA,NA,NA,NA
"15","2020-11-04 12:17:38-03","ESALQ","ESA","76845","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","Rchb.f.","Sztutman, M. ; Valmir","335.0","1999","07","27",NA,"Brasil","São Paulo",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA076845","Forster, W.","Pariquera-Açu","17990","auto",NA,NA,NA,NA,NA,NA,"ESA076845",NA,NA,NA,NA
"16","2020-11-04 12:17:38-03","ESALQ","ESA","69457","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","Rchb.f.","Forster, W. et al.","410.0","2000","04","18",NA,"Brasil","São Paulo",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,"ESA069457","Forster, W.","Caraguatatuba","30093","auto",NA,NA,NA,NA,NA,NA,"ESA069457",NA,NA,NA,NA
"17","2020-10-20 14:17:55-03","UFOPA","HSTM","7342","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Fonseca, D.; s.c.",NA,"1993","05","00",NA,"Brasil","Pará","Viveiro da Mineração Rio do Norte. Orchidário. NULL.","-56.45","-1.7",NA,NA,NA,"HSTM007342",NA,"Oriximiná",NA,NA,NA,NA,NA,"56º27'0''W","1º42'0''S",NA,"HSTM007342",NA,NA,NA,NA
"18","2019-08-20 10:00:54-03","UNICAMP","UEC","177952","S","Plantae","Liliopsida",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9801","1978","12","14",NA,"Brazil","Minas Gerais","Serra do Caraça, Nativa nas matas e campos rupestres.","-43.4152984619141","-19.959400177002",NA,NA,"Epífita, flores com pétalas creme, labelo alaranjado.","UEC034192","Mota, RC","Santa Bárbara","33136","auto","2001","12",NA,NA,NA,NA,"UEC034192",NA,NA,NA,NA
"19","2019-03-16 13:31:12-03","UNEMAT","HERBAM","7734","S","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F.Barros","Soares, C.R.A.; Rodrigues, C.; Petini-Benelli, A.; Oliveira, O.F. & Quadros, A.A.","Triag. 1265336","2012","02","21",NA,"Brasil","Pará","Floresta Ombrofila Semidecidual.","-56.774444","-9.887778","199",NA,NA,"HERBAM007734","Petini-Benelli, A","Jacareacanga",NA,NA,"2012","02","21","-56.774444","-9.887778",NA,NA,"199",NA,NA,NA
"20","2019-06-25 17:37:25-03","UNEMAT","HERBAM","9813","S","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","Soares-Lopes, C R A; Da Silva, M.A.","H 227771","2014","05","12",NA,"Brasil","Mato Grosso","Área estrutural da UHE Salto Apiacás, Floresta Ombrófila. Afloramento rochoso.","-8857.22222","502.022222",NA,NA,NA,"HERBAM009813",NA,"Alta Floresta",NA,NA,NA,NA,NA,"-8857.22222","502.022222",NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:38:37-03","MBM","MBM","117737","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.","Grayum, M.H.; et al.; et al.","5936","1985","08","31","Southern America","Costa Rica",NA,"Prov. Puntarenas",NA,NA,NA,NA,NA,"MBM117737","Grayum, M.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM117737",NA,NA,NA,NA
"22","2014-01-10 15:42:34-02","MNHN","RECOLNAT_MNHN_P","P00224510","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Heterotaxis","crassifolia","Heterotaxis crassifolia","Lindl.","Bordenave, B.",NA,"1993","12","7",NA,"Guyane française",NA,"Montagne Plomb.","-52.95","5","40","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224510' target='other'> <mi>dwc_moreinfo</mi></a>","P00224510","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00224510_01",NA,"624 a",NA,NA
"23","2015-09-03 20:09:40-03","MNHN","RECOLNAT_MNHN_P","P00445722","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Heterotaxis","crassifolia","Heterotaxis crassifolia","Lindl.","Prévost, M.F.|Grenand, P.",NA,"1985","8","29",NA,"Guyane Française",NA,"Saut Ako, haut Oyapock",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445722' target='other'> <mi>dwc_moreinfo</mi></a>","P00445722","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00445722_01",NA,"2016",NA,NA
"24","2015-09-16 06:36:06-03","MNHN","RECOLNAT_MNHN_P","P00445875","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Heterotaxis","crassifolia","Heterotaxis crassifolia","Lindl.","Schnell, R.",NA,"1961","8","29",NA,"Guyane Française",NA,"Maripasoula",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445875' target='other'> <mi>dwc_moreinfo</mi></a>","P00445875","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00445875_01",NA,"11536",NA,NA
"25","2015-09-05 10:27:46-03","MNHN","RECOLNAT_MNHN_P","P00463536","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Heterotaxis","crassifolia","Heterotaxis crassifolia","Lindl.","Cremers, G.",NA,"1980","2","14",NA,"Guyane Française",NA,"Antecume Pata, confluent de l'Itany (Haut Maroni) et du Marouini",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00463536' target='other'> <mi>dwc_moreinfo</mi></a>","P00463536","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00463536_01",NA,"6302",NA,NA
"26","2004-08-09 17:40:05-03","MNHN","RECOLNAT_MNHN_P","P00224511","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Bordenave, B.",NA,"1993","12","7",NA,"Guyane française",NA,"Montagne Plomb.","-52.95","5","40","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224511' target='other'> <mi>dwc_moreinfo</mi></a>","P00224511","Veyret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"623",NA,NA
"27","2005-02-17 13:30:35-02","MNHN","RECOLNAT_MNHN_P","P00224522","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Bordenave, B.",NA,"1993","12","2",NA,"Guyane française",NA,"Montagne Plomb.","-52.95","5","40","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224522' target='other'> <mi>dwc_moreinfo</mi></a>","P00224522","Cremers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"580",NA,NA
"28","2020-12-11 11:44:43-03","UFMG","BHCB","53121","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F.Barros","Mota, RC da","116",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.4075012207031","-20.0746994018555",NA,NA,"Campo rupestre; herbáceo.",NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1563879","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F. Barros","Tom Delinks|G. A. Suárez","Delinks 225","1999","1","14","South America","Ecuador","Napo","Estación Biológica Jatun Sacha, 8 km east of Puerto Misahualli; tropical wet forest; collections are part of an epiphyte survey taken from a mature Phragmotheca tree in primary forest from the canopy walkway 25 m above ground level.","-77.61555","-1.06916","400.00000000",NA,NA,NA,"M.A. Blanco (FLAS)","Tena",NA,NA,NA,NA,NA,NA,NA,NA,NA,"440.00000000","15","2",NA
"30","2011-06-09 17:11:00-03","MO","MOBOT","668113","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F. Barros","Calaway H. Dodson|et al.","Dodson 358",NA,NA,NA,"South America","Ecuador","Los Ríos",NA,NA,NA,"300.00000000",NA,NA,NA,"Mario Blanco(FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2014-01-23 15:13:00-02","MO","MOBOT","798387","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F. Barros","Milton Aulestia|Gabriel Grefa","Aulestia 259","1993","7","28","South America","Ecuador","Napo","Parque Nacional Yasuní. Carretera y Oleoducto de Maxus en construcción, Km. 20. Bosque húmedo Tropical. Bosque primario, colinas de suelo rojo.","-76.5","-0.55","250.00000000",NA,NA,NA,"M.A. Blanco (FLAS)","Orellana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","2831365","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","* ICONES","ICONES 150",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","1062125","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","Nestor Jaramillo|Salomón Katip","Jaramillo 780","1995","10","5","South America","Peru","Amazonas","Yamayakat. Bosque primario.","-78.31666","-4.91666","320.00000000",NA,NA,NA,"J.T. Atwood (SEL)","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","1563746","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","César E. Barbosa|Santiago Madriñán","Barbosa 8423","1993","4","12","South America","Colombia","Guainía","Maimachi, Serranía del Naquén, Maimachi, alrededores y mina vieja. Vegetación en bosque y áreas perturbadas. Suelos de arena blanca.","-68.23333","2.15","115.00000000",NA,NA,NA,"J.T. Atwood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","2831155","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","Henry León","León 576","1976","11","26","South America","Colombia","Chocó","Municipio de Riosucio; Parque Natural Nal. Los Katyos. Junto a Salto el Tendal.",NA,NA,"230.00000000",NA,NA,NA,"C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2012-04-16 15:33:00-03","MO","MOBOT","2831282","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","Álvaro Cogollo P.|R. Moreno","Cogollo Pacheco 1202","1983","12","29","South America","Colombia","Antioquia","Municipio de San Luís, Cañon del Río Claro, sector Central, margen derecha.","-74.65","5.88333","325.00000000",NA,NA,NA,"Germán Carnevali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-06-08 12:20:00-03","MO","MOBOT","2831308","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","Manuel Rimachi Y.","Rimachi Y. 10427","1993","3","2","South America","Peru","Loreto","Dtto. Punchana. Rio Nanay, quebrada el caserio de Mapa Cocha, ca 1 hora del puerto Bellavista, en orilla inundable.",NA,NA,"90.00000000",NA,NA,NA,"J.T. Atwood, 30 Apr","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-11-20 17:19:00-02","MO","MOBOT","2831503","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","George S. Bunting|Ronald L. Liesner|Romer León|Victor M. Ibarra Z.","Bunting 12046","1982","11","9","South America","Venezuela","Zulia","Dtto. Mara: cuenca del río Guasare, alrededores del Destacamento Guasare No 1 (La Yolanda), en la Hacienda Doña Clara, 5 km al noreste del Destacamento, en vecindad de La Piscina (Caño Rechazo), en bosque húmedo original.","-72.49166","10.86944","200.00000000",NA,NA,NA,"!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","658695","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","gatunensis","Maxillaria gatunensis","Schltr.","O. Haught","Haught 3128","1942","1","10","South America","Ecuador","Guayas","Pedro Carbo.",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2012-05-04 05:16:00-03","MO","MOBOT","2830152","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Maxillaria","sessilis","Maxillaria sessilis","Lindl.","Cyril Allen","Allen 569","1924","9","5","South America","Colombia",NA,"Forest, shade, La Jagua, Magdalena Valley.",NA,NA,NA,NA,NA,NA,"M. Blanco (FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-08-31 09:19:37-03","INPA","INPA","284811","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F.Barros","Demarchi, LO","1152","2018","04","28","Southern America","Brasil","Amazonas","RDS Uatumã, Parcelas PELD-MAUA","-59.023147","-2.297222",NA,NA,NA,"INPA0284811","Blanco Coto, MA","São Sebastião do Uatumã",NA,NA,"2019","09","26","-59.023147","-2.297222",NA,NA,NA,NA,NA,NA
"42","2020-08-31 09:19:37-03","INPA","INPA","208483","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F.Barros","Veiga, JB da","INPA208483","2000","04","05","Southern America","Brasil","Amazonas","BR 174, km 45, EEST, Estação Experimental de Silvicultura Tropical (Campina Hidro).","-60.025","-2.57",NA,NA,NA,"INPA0208483","Blanco Coto, MA","Manaus",NA,NA,"2019","09","26","-60.025","-2.57",NA,"INPA0208483 INPA0208483_e",NA,NA,NA,NA
"43","2020-08-31 09:19:37-03","INPA","INPA","270243","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F.Barros","Terra-Araujo, MH","298","2008","05","27","Southern America","Brasil","Amazonas","Morro dos Seis Lagos, Morro dos Seis Lagos - Igarapé Yá-mirim","-66.68106","0.28369","331",NA,NA,"INPA0270243","Blanco Coto, MA","São Gabriel da Cachoeira",NA,NA,"2019","09","25","-66.68106","0.28369",NA,NA,"331",NA,NA,NA
"44","2020-08-31 09:19:37-03","INPA","INPA","284828","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F.Barros","Demarchi, LO","1189","2018","05","02","Southern America","Brasil","Amazonas","RDS Uatumã, Parcelas PELD-MAUA","-59.023147","-2.297222",NA,NA,NA,"INPA0284828","Blanco Coto, MA","São Sebastião do Uatumã",NA,NA,"2019","09","26","-59.023147","-2.297222",NA,NA,NA,NA,NA,NA
"45","2021-01-10 20:51:55-03","INPA","INPA","101864","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Martinelli, G","7336","1980","07","08","Southern America","Brasil","Pará","Rio Trombetas, Lago Maincoé, 8 km NE de Mineração Santa Patrícia. Campinas.","-56.9","-1.383333",NA,NA,NA,"INPA0101864","Dodson, CH","Oriximinã",NA,NA,"1986",NA,NA,"-56.9","-1.383333",NA,"INPA0101864 INPA0101864_1 INPA0101864_e INPA0101864_e1",NA,NA,NA,NA
"46","2021-01-10 20:51:55-03","INPA","INPA","195023","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Assunção, PACL","186","1995","03","08","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,NA,"INPA0195023","Ribeiro, JELS","Manaus",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"47","2021-01-10 20:51:55-03","INPA","INPA","195091","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Ribeiro, JELS","1230","1994","03","21","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Próximo ao alojamento. Solo argiloso.","-59.966667","-2.883333",NA,NA,NA,"INPA0195091","Ribeiro, JELS","Manaus",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"48","2021-01-10 20:51:55-03","INPA","INPA","195257","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Vicentini, A","641","1994","07","21","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Na entrada da reserva.","-59.966667","-2.883333",NA,NA,NA,"INPA0195257","Ribeiro, JELS","Manaus",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"49","2020-08-31 09:19:40-03","INPA","INPA","258384a","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Mari, MLG","14","2013","07","07","Southern America","Brasil","Amazonas","RDS do Tupé, Comunidade Agrovila","-60.24046","-2.98178",NA,NA,NA,"INPA258384a","Mari, MLG","Manaus",NA,NA,"2013","07","07","-60.24046","-2.98178",NA,NA,NA,NA,NA,NA
"50","2021-01-10 20:51:55-03","INPA","INPA","99127","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Monteiro, OP","81-186","1981","07",NA,"Southern America","Brasil","Amazonas","Projeto RADAM, Rodovia Manaus-Caracaraí, ZF 2, km 16. Campina alta, solo arenoso.","-72.77","-7.631",NA,NA,NA,"INPA0099127","Dodson, CH","Manaus",NA,NA,"1986",NA,NA,"-72.77","-7.631",NA,"INPA0099127 INPA0099127_e INPA0099127_e1",NA,NA,NA,NA
