"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"1","2021-03-15 16:37:00-03","NY","NYBG","470676","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","Y.- T. Lee","P. von Luetzelburg","725","1913","11","South America","Brazil","Bahia","Brasilia: N of Bahia. Villa Nova","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470676","NY00470676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","4419","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne",NA,"J. S. Blanchet","2648",NA,NA,"South America","Brazil","Bahia","Serra de Jacobina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004419","NY00004419_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00979447","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne",NA,"J. A. Ratter","R3533","1976","09","South America","Brazil","Distrito Federal","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower. Amongst the buildings of the fazenda","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979447","NY00979447_01 NY00979447_02",NA,"02","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","470678","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","Y.- T. Lee","R. U. Delforge","s.n.","1960",NA,"South America","Brazil","Distrito Federal","Ilha do Catalao","sheet","Jardim Botanico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470678","NY00470678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00979577","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","J. W. Grimes","G. T. Prance","19309","1973","10","South America","Brazil","Mato Grosso","Road from Buriti to Agua Fria about 10 miles from Buriti.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979577","NY00979577_01",NA,"23",NA,NA,NA,"720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00979422","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne",NA,"J. A. Ratter","R3533","1976","09","South America","Brazil","Distrito Federal","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower. Amongst the buildings of the fazenda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979422","NY00979422_01",NA,"02","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","470674","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","R. C. Barneby","H. da S. Brito","316","1991","06","South America","Brazil","Bahia","Kms. 6 a 8 da estrada que liga Santo Inácio/Gentío do Ouro. Margem do rio prox. a ponte","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470674","NY00470674_01",NA,"01","Xique-Xique","-42.7308","-10.8219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","00979477","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","M. T. K. Arroyo","J. M. Pires","58052","1964","06","South America","Brazil","Minas Gerais",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979477","NY00979477_01",NA,"20","Paracatú","-46.8744","-17.2222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00979453","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne",NA,"J. H. Kirkbride Jr.","5387","1983","09","South America","Brazil","Distrito Federal","Fazenda Agua Limpa, campo experimental da Universidade de Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979453","NY00979453_01",NA,"05","Brasília","-47.92","-15.97","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","470677","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne",NA,"Y.- T. Lee","124","1971","11","South America","Brazil","Bahia","SE border of Ceará and Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470677","NY00470677_01",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","470673","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","Y.- T. Lee","R. U. Delforge","s.n.","1960",NA,"South America","Brazil","Distrito Federal","Ilha do Catalao","sheet","Jardim Botanico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470673","NY00470673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00979502","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne",NA,"J. H. Langenheim","5659","1969","11","South America","Brazil","Goiás","Near Rio Corumbá, 24 km from Luziania","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979502","NY00979502_01",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00979527","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne",NA,"J. H. Langenheim","5660","1969","11","South America","Brazil","Goiás","Near Rio Corumbá, 24 km from Luziania","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979527","NY00979527_01",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00979450","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","Y.- T. Lee; J. H. Langenheim","E. P. Heringer","11854","1968","10","South America","Brazil","Goiás","Rodovia Luziânia a Vianópolis","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979450","NY00979450_01",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","470679","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","T. J. Killeen","T. J. Killeen","5499","1993","10","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff M. 20 km al Norte de Santa Rosa de la Roca. Isla de Bosques","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470679",NA,NA,"15","José Miguel de Velasco","-61.43","-15.85","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00979424","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","J. W. Grimes","H. S. Irwin","7596","1964","10","South America","Brazil","Goiás","Ca. 20 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979424","NY00979424_01",NA,"31","Caiapônia","-51.82","-17.1","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00979446","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","martiana","Hymenaea martiana","Hayne","R. C. Barneby","W. W. Thomas","9571","1993","01","South America","Brazil","Maranhão","Along BR 316 between Caxias and Timon, 39 km SE of Caxias and ca. 37 km NW of Teresina","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=597837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979446","NY00979446_01 NY00979446_02",NA,"24","Caxias","-43.1","-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
