"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","class","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","dayIdentified"
"15","2020-10-14 09:59:13-03","FURB","FURB","40921","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T. & Ristow, R.","8223","2012","03","19",NA,"Brasil",NA,NA,NA,"FURB04268",NA,NA,"(Vell.) H.Rob.","Paraná","Parque Estadual de Vila Velha.","FURB04268","Ponta Grossa","-50.1618995666504","-25.0949993133545","Barbosa, E","2012",NA,"04","46557","auto",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-16 17:50:54-03","UCS","HUCS","40290","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Silva, J.M.","8223","2012","03","19",NA,"Brasil",NA,NA,"arbusto 1 m, capítulos alvascentos&nf;Herbário MBM; campo recém queimado",NA,"Angiospermae","Asterales","(Vell.) H. Rob.","Paraná","Parque Estadual de Vila Velha",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","Barbosa, E.","2012",NA,"04","46557","auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-16 08:38:36-03","UTFPR","HCF","2013","S","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","E.A. Maieski","87","2005","03","15",NA,"Brasil",NA,NA,"herbácea, ereta, heliófita, com capítulos terminais.",NA,NA,NA,"(Vell.) H. Rob.","PR","Estação Ecológica do Cerrado",NA,"Campo Mourão","-52.3830986022949","-24.0456008911133","J. Cordeiro & E. Barboza","2005",NA,"05","28572","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:16:27-03","MBM","MBM","17048","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.","25932","1970","12","21","Southern America","Brazil",NA,NA,NA,"MBM017048",NA,NA,"(Vell.) H. Rob.","Paraná","Rio Capivari","MBM017048","Ipiranga","-50.5842018127441","-25.0238990783691","Zardini, E.M.",NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:16:27-03","MBM","MBM","126854","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","52646","1988","12","06","Southern America","Brazil",NA,NA,NA,"MBM126854",NA,NA,"(Vell.) H. Rob.","Paraná","Rio das Mortes","MBM126854","Jaguariaíva","-49.7057991027832","-24.2511005401611","Hatschbach, G.",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:16:27-03","MBM","MBM","192568","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.","8655","1961","12","20","Southern America","Brazil",NA,NA,NA,"MBM192568",NA,NA,"(Vell.) H. Rob.","Paraná","Rodovia para Sengés","MBM192568","Jaguariaíva","-49.7057991027832","-24.2511005401611","Barroso, G.M.",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:16:27-03","MBM","MBM","68224","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.","43516","1981","01","14","Southern America","Brazil",NA,NA,NA,"MBM068224",NA,NA,"(Vell.) H. Rob.","Paraná","Palmeira, arredores","MBM068224","Palmeira","-50.0064010620117","-25.4293994903564","Hatschbach, G.",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:16:27-03","MBM","MBM","192567","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Dombrowski, L.T.","6753","1976","12","13","Southern America","Brazil",NA,NA,NA,"MBM192567",NA,NA,"(Vell.) H. Rob.","Paraná","Furnas","MBM192567","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:16:27-03","MBM","MBM","44721","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.","9009","1962","01","07","Southern America","Brazil",NA,NA,NA,"MBM044721",NA,NA,"(Vell.) H. Rob.","Paraná","Parque Vila Velha",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","Barroso, G.M.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:16:27-03","MBM","MBM","125693","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Cristóbal","40756","1987","01","11","Southern America","Brazil",NA,NA,NA,"MBM125693",NA,NA,"(Vell.) H. Rob.","Paraná","Ponta Grossa","MBM125693","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:16:27-03","MBM","MBM","191952","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumilus","Lessingianthus pumilus","Dombrowski, L.T.","6912","1977","01","10","Southern America","Brazil",NA,NA,NA,"MBM191952",NA,NA,"(Vell.) H. Rob.","Paraná","Próximo a Vila Velha","MBM191952","Ponta Grossa","-50.1618995666504","-25.0949993133545","Dematteis, M.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:16:27-03","MBM","MBM","118022","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","40785","1987","01","12","Southern America","Brazil",NA,NA,NA,"MBM118022",NA,NA,"(Vell.) H. Rob.","Paraná","Vila Velha","MBM118022","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:16:27-03","MBM","MBM","73125","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumilus","Lessingianthus pumilus","Kummrow, R.; et al.; et al.","1762","1982","02","17","Southern America","Brazil",NA,NA,NA,"MBM073125",NA,NA,"(Vell.) H. Rob.","São Paulo","Fazenda Esplanada","MBM073125","Itararé","-49.3400001525879","-24.1100006103516","Hatschbach, G.",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:16:27-03","MBM","MBM","14725","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.","23621","1970","02","15","Southern America","Brazil",NA,NA,NA,"MBM014725",NA,NA,"(Vell.) H. Rob.","Mato Grosso","Casa Branca","MBM014725","Rio Brilhante",NA,NA,"Zardini, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:16:27-03","MBM","MBM","18536","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.","26116","1971","01","25","Southern America","Brazil",NA,NA,NA,"MBM018536",NA,NA,"(Vell.) H. Rob.","Mato Grosso","Fazenda Bela Vista","MBM018536","Rio Brilhante",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:16:27-03","MBM","MBM","2675","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.; Haas, H.; Haas, H.","15929","1967","11",NA,"Southern America","Brazil",NA,NA,"Mesmo regístro de Bertolomia moseni, G. Hatschbach 15294","MBM002675",NA,NA,"(Vell.) H. Rob.","Paraná","Campo Mourão","MBM002675","Campo Mourão","-52.3830986022949","-24.0456008911133","Hatschbach, G.",NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:16:27-03","MBM","MBM","44720","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.","8820","1962","02","02","Southern America","Brazil",NA,NA,NA,"MBM044720",NA,NA,"(Vell.) H. Rob.","Paraná","Campo Mourão","MBM044720","Campo Mourão","-52.3830986022949","-24.0456008911133","Hatschbach, G.",NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:16:27-03","MBM","MBM","208329","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","66214","1997","03","14","Southern America","Brazil",NA,NA,NA,"MBM208329",NA,NA,"(Vell.) H. Rob.","Minas Gerais","Serra do Cabral","MBM208329","Joaquim Felício","-44.1721992492676","-17.7574996948242","Robinson, H.",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:16:27-03","MBM","MBM","17490","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.","23224","1969","12","13","Southern America","Brazil",NA,NA,NA,"MBM017490",NA,NA,"(Vell.) H. Rob.","Paraná","Fortaleza","MBM017490","Ponta Grossa","-50.1618995666504","-25.0949993133545","Hatschbach, G.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:16:27-03","MBM","MBM","205711","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumilus","Lessingianthus pumilus","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","66235","1997","03","14","Southern America","Brazil",NA,NA,NA,"MBM205711",NA,NA,"(Vell.) H. Rob.","Minas Gerais","Serra do Cabral, Córrego Veado Esfolado","MBM205711","Joaquim Felício","-44.1721992492676","-17.7574996948242","Dematteis, M.",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:16:27-03","MBM","MBM","256526","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumilus","Lessingianthus pumilus","Roth, L.","1614","1956","04","15","Southern America","Brazil",NA,NA,NA,"MBM256526",NA,NA,"(Vell.) H. Rob.","Minas Gerais","Serra do Curral, Rod. BR-3, km 15","MBM256526","Belo Horizonte","-43.937801361084","-19.9207992553711","Barroso, G.M.",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:33:08-03","UFMG","BHCB","39701","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G; Hatschbach, M; Barbosa, E","66214","1997","03","14","Southern America","Brasil",NA,NA,"Campo rupestre, solo turfoso, arenoso e úmido. Ereta. Flor lilás.",NA,"Dicotyledon",NA,"(Vell.) H.Rob.","Minas Gerais","Serra do Cabral",NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1003807","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Elsa M. Zardini|M. Vera","Zardini 43057","1995","6","21","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","San Pedro","Yaguareté forest (Sustainable Forest Systems Site). Around arroyo Mboi. Low forest.",NA,NA,"-56.12916","-23.80888","Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,"1014","1",NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","1004755","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Elsa M. Zardini|A. Vargas","Zardini 43594","1995","8","24","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","San Pedro","Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. North side. Cerrado scrub on red, sandy soil.",NA,NA,"-56.21138","-23.79611","Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,"210.00000000",NA,"1028","2",NA
"39","2020-04-23 16:19:00-03","MO","MOBOT","100766952","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Samuel B. Jones","Jones 22739","1976",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2016-03-08 11:18:00-03","MO","MOBOT","1073410","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Elsa M. Zardini|Leongino Guerrero","Zardini 44341","1996","1","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","San Pedro","Yaguareté Forest (Sustainable Forest Systems Site). On red sandy soil with isolated trees.",NA,NA,"-56.0952777","-23.8044444","Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1044","3",NA
"41","2016-03-08 11:18:00-03","MO","MOBOT","1073422","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Elsa M. Zardini|Leongino Guerrero","Zardini 44348","1996","1","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","San Pedro","Yaguareté Forest (Sustainable Forest Systems Site). On red sandy soil with isolated trees.",NA,NA,"-56.0952777","-23.8044444","Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1044","4",NA
"42","2016-03-08 11:18:00-03","MO","MOBOT","1073464","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Elsa M. Zardini|Leongino Guerrero","Zardini 44381","1996","1","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","San Pedro","Yaguareté Forest (Sustainable Forest Systems Site). On red sandy soil with isolated trees.",NA,NA,"-56.0952777","-23.8044444","Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1044","4",NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1265007","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Elsa M. Zardini|M. Vera","Zardini 47923","1998","1","14","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.",NA,NA,"-55.27916","-24.18777","Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1127","4",NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1283304","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Elsa M. Zardini|Leongino Guerrero","Zardini 48365","1998","3","12","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","San Pedro","Yaguarete Forest (Sustainable Forest Systems site) around aserradero. Cerrado scrub and cerrado forest. Same spot as Zardini #43575-43673 (August) #44256-44307 (January), #45567-45640 (October) and #46791-46903 (May); collecting area: around two hectares.",NA,NA,"-56.21138","-23.79611","Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,"210.00000000",NA,"1135","4",NA
"45","2012-05-02 11:13:00-03","MO","MOBOT","3354610","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","F. Javier Fernández Casas|J. Molero","Fernández Casas 5989","1982","2","5","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","Canindeyú","Entre Ype-Hu y Capitan Bado, a 10 km de Itanara, en cerecdo.",NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2014-12-18 17:16:00-02","MO","MOBOT","100766953","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Per Dusén","Dusén 16356","1915","1","13","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) H. Rob.","Paraná",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611","John Pruski (MO)",NA,NA,NA,"44368","auto",NA,NA,"740.00000000",NA,NA,"1",NA
"47","2011-12-22 05:01:00-02","MO","MOBOT","2492900","PreservedSpecimen","Plantae","Asteraceae","Vernonia","pumilla","Vernonia pumilla","Teodoro Rojas","Rojas 6287",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) Cabrera","Amambay","Amambay, río Estrella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-11-15 05:15:00-02","MO","MOBOT","2492913","PreservedSpecimen","Plantae","Asteraceae","Vernonia","pumilla","Vernonia pumilla","Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","Krapovickas 45933","1994","10","23","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Vell.) Cabrera","Amambay","Alrededores de Pedro Juan Caballero, ruta 5",NA,NA,"-55.73333","-22.56666","Cabrera, A. L., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-22 14:16:18-03","UNESP-IBILCE","SJRP","18264","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","G. Hatschbah",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Ereta, flor lilás, campo rupestre, solo turfoso, arenoso e úmido.;",NA,"Tracheophyta","Asterales","Vell H Rob","Minas Gerais","serra do cabral, fazenda dos carneiros",NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242","H. Robinson",NA,"Magnoliopsida",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-08-31 08:53:00-03","INPA","INPA","195545","S","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, GG","66214","1997","03","14","Southern America","Brasil",NA,NA,NA,"INPA0195545","Dicotyledon Asterids","Asterales","(Vell.) H.Rob.","Minas Gerais","Serra do Cabral","INPA0195545 INPA0195545_e","Joaquim Felício","-44.1721992492676","-17.7574996948242","Robinson, HE","1997",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","3409466","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","E. M. Zardini & L. Guerrero","44348","1996","1","18","South America","Paraguay",NA,NA,NA,"US01631197",NA,"Asterales","(Vell.) H. Rob.","San Pedro","Yaguarete Forest (Sustainable Forest Systems site)",NA,NA,"-56.0953","-23.8044",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
