"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"600","2020-10-15 19:26:19-03","UFJF","CESJ","53002","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","G. Hatschbach","G. Hatschbach; M .Hatschbach; O.S. Ribas; J. Carneiro","2003","04","10","Brasil","Espírito Santo","Conceição da Barra","Pq Estadual de Itaúnas","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"Árvore, 4m, floresta degradada.","CESJ053002",NA,NA,NA,NA,"CESJ75133","Angiosperma",NA,"América do Sul",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"601","2020-10-15 19:26:19-03","UFJF","CESJ","39598","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","I. Cordeiro","M.O.D. Pivari; R.F. Cortat","2002","08","11","Brasil","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Arvoreta, ca. 4m; presente em borda de mata, local de muita luminosidade. Raque da inflorescência e flores verdes com estigma amarelo.","CESJ039598",NA,"2004","03",NA,"CESJ129","Angiosperma",NA,"América do Sul",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"602","2019-11-21 14:35:34-03","UFJF","CESJ","35131","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","R.F. Santos","D.S. Pifano; R.M. Castro; M.O.D. Pivari","2001","11","28","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Arvoreta ca. 3m, na borda da mata, em local de clareira. Flores femininas com estigma verde-claro por dentro e verde escuro por fora.","CESJ035131",NA,"2016","10",NA,"155","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"603","2019-11-21 14:35:34-03","UFJF","CESJ","49391","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","A.S.M. Valente","A.S.M. Valente; P.O. Garcia","2007",NA,NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Benedito.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Fitossociologia: 38.","CESJ049391",NA,"2007",NA,NA,"s.n.","Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"604","2019-11-21 14:35:34-03","UFJF","CESJ","11571","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","I. Cordeiro","P.I.S. Braga","1972","02","18","Brasil","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,NA,"Semi-umbrófila, na beira da mata, árvore com aproximadamente 5m alt. Frutos verdes.","CESJ011571",NA,"1991",NA,NA,"s.n.","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2019-11-21 14:35:34-03","UFJF","CESJ","36794","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","V.C. Souza","K.D. Barreto; G.D. Fernandes, RO Fernand","1994","11","30","Brasil","São Paulo","Juquiá","Sítio Areia Dourada (Assungui)., 24°10'48,8S, 47°38'40,3W. Mata Atlântica.","-47.644536","-24.180244","-47.644536","-24.180244",NA,NA,"Árvore, 8m alt. Fl. creme. Borda de mata.","CESJ036794",NA,"2001","05",NA,"s.n.","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2020-10-15 19:26:19-03","UFJF","CESJ","42379","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","I. Cordeiro","F. França; E.Melo, CMoura, et","1995","03","18","Brasil","Bahia","Santa Terezinha","Serra da Jibóia, 12°51'S 39°28'W","-39.5233001708984","-12.771900177002",NA,NA,NA,NA,NA,"CESJ042379",NA,"2001","07",NA,"CESJ1093","Angiosperma",NA,"América do Sul",NA,"25196","auto",NA,NA,NA,NA,NA,NA,NA
"607","2019-11-21 14:35:34-03","UFJF","CESJ","68841","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","M. Sobral","M. Sobral; F. França; E. Melo","1991","01",NA,"Brasil","Bahia","Ubaíra","arredores de Três Braços","-39.6627998352051","-13.2680997848511",NA,NA,NA,NA,"Região de Mata Atlântica. Arvoreta 5m, em interior de mata; frutos negros, próximo à maturação.","CESJ068841",NA,"1991",NA,NA,"6685","Angiosperma",NA,"América do Sul",NA,"29816","auto",NA,NA,NA,NA,NA,NA,NA
"608","2020-10-15 19:26:19-03","UFJF","CESJ","38575","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","I. Cordeiro","M.O.D. Pivari; M.A.N.Pivari","2002","06","14","Brasil","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Árvore, ca. 5m, presente em borda de mata, local de muita luminosidade. frutos imaturos de cor verde e estigma amarelado.","CESJ038575",NA,"2004","03",NA,"CESJ105","Angiosperma",NA,"América do Sul",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"609","2019-11-21 14:35:34-03","UFJF","CESJ","33289","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","R.F. Santos","J.Rimoli","1987","11","11","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Arbórea.","CESJ033289",NA,"2016","10",NA,"s.n.","Angiosperma",NA,"América do Sul",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"610","2020-10-15 19:26:19-03","UFJF","CESJ","35769","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","D.Meideiros","R.M. Castro; R.C. Forzza; L. Menini Netto; V.R. Almeida","2002","01","12","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta na borda da mata heliófila frequente no declive. Frutos em estágio final de maturação vermelhos.","CESJ035769",NA,"2003",NA,NA,"CESJ770","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"611","2020-10-15 19:26:19-03","UFJF","CESJ","35732","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,"D.S. Pifano; R.M. Castro","2001","11","30","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta ca. 3,5m, na beira da estrada que corta a mata em local de muita luminosidade. flores femininas verdes com frutos avermelhados.","CESJ035732",NA,NA,NA,NA,"CESJ188","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"612","2020-10-15 19:26:19-03","UFJF","CESJ","34694","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","I. Cordeiro","R.C. Forzza; V.R. Almeida; L.C.S. Assis; L.F.A. Fazza","2001","10","13","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta em borda da mata, ca. 7m alt. Folhas discolores. Flores verdes.","CESJ034694",NA,"2002","08",NA,"CESJ1869","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"613","2019-11-21 14:35:34-03","UFJF","CESJ","27759","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","R.F. Santos","R.G. Silveira; M.L.G. Lisboa","1993","05",NA,"Brasil","Minas Gerais","Juiz de Fora","Mata do Morro do Redentor","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore medindo ca. de 4m de altura. Frutos maduros. Frequente no interior da mata.","CESJ027759",NA,"2016","10",NA,"s.n.","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"614","2020-10-15 19:26:19-03","UFJF","CESJ","47991","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","P.O. Garcia","s.col.",NA,NA,NA,"Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"CESJ047991",NA,NA,NA,NA,"CESJs.n.","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"615","2019-11-21 14:35:34-03","UFJF","CESJ","23441","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","R.F. Santos","S.H. Borges; O.S.T. Moreira","1989","01","19","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Arbusto (3m), folhas largas, infrutescência tricarpelar. Frutos verde-vináceos.","CESJ023441",NA,"2016","10",NA,"s.n.","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"616","2019-11-21 14:35:34-03","UFJF","CESJ","32078","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","J.A. Lombardi","P.P.Oliveira","1999","11",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 2","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"CESJ032078",NA,"1999","11",NA,"151 B","Angiosperma",NA,"América do Sul",NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"617","2019-11-21 14:35:34-03","UFJF","CESJ","32077","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","J.A. Lombardi","P.P. Oliveira","1998","10","21","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 4","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"CESJ032077",NA,"1999","11",NA,"72H","Angiosperma",NA,"América do Sul",NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"618","2019-11-21 14:35:34-03","UFJF","CESJ","32076","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","J.A. Lombardi","P.P. Oliveira","1998","01","17","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 5","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"CESJ032076",NA,"1999","11",NA,"173","Angiosperma",NA,"América do Sul",NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"619","2019-11-27 13:48:12-03","UFS","ASE","16241","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Silva, ACC","Alves-Araújo, A; Martins, S","2009","01","07","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Povoado do Cajueiro. Mata do Desidério.","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Árvore 6-7m alt., flores alvas.; Árvore 6-7m alt., flores alvas.; Complexo Vegetacional-Fision. Mata Atlântica.","ASE0022698","ASE0022698","2014","04","11","1111","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2019-11-27 13:48:12-03","UFS","ASE","38804","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Silva, CAS","Lucas, FCA","2016","09",NA,"Brasil","Pará","Santa Bárbara",NA,"-48.1746","-1.1335","-48.1746","-1.1335",NA,NA,"Árvore de 6m de altura com frutos imaturos verdes","ASE0040378",NA,"2016","09",NA,"1767","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2019-11-27 13:48:12-03","UFS","ASE","4780","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Viana, G","Viana, G","1987","07","07","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.2081","-10.4583","-37.2081","-10.4583",NA,NA,"Arbusto. 5. m. Flores esverdeadas.; Arbusto. 5. m. Flores esverdeadas.; Mata ciliar.","ASE0015870","ASE0015870","1988","12","09","1824","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2019-11-27 13:48:12-03","UFS","ASE","2092","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Atride","Carneiro, EM","1982","03","04","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.2081","-10.4583","-37.2081","-10.4583",NA,NA,"Arbusto. Folhas simples e alternas. Flores esverdeadas, fruto tricoca.; Arbusto. Folhas simples e alternas. Flores esverdeadas, fruto tricoca.; Margem do Riacho","ASE0014007","ASE0014007","1984","08","21","293","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2019-11-27 13:48:12-03","UFS","ASE","2935","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Viana, G","Santana, MC","1983","01","27","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana, 2 ºRiacho","-37.253","-10.4107","-37.253","-10.4107",NA,NA,"Arbusto. Folhas simples e alternas,flores cremes reunidas em inflorescências do tipo cacho. Frutos maduros verdes tipo trioca.; Arbusto. Folhas simples e alternas,flores cremes reunidas em inflorescências do tipo cacho. Frutos maduros","ASE0014638","ASE0014638","1984","08","27","137","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2019-11-27 13:48:12-03","UFS","ASE","5128","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Santos, ML","Santos, ML","1991","04","17","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana, Riacho de águas frias","-37.2081","-10.4583","-37.2081","-10.4583",NA,NA,"Arbusto. Folha simples e alternas, flores esverdeadas. Fruto tricoca da cor verde.; Arbusto. Folha simples e alternas, flores esverdeadas. Fruto tricoca da cor verde.; Mata ciliar.","ASE0016003","ASE0016003","1991","07","15","50","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2019-08-20 10:11:08-03","UNICAMP","UEC","66516","S","Plantae","Euphorbiaceae","Alchornea","cordata","Alchornea cordata","Müll.Arg.",NA,"Leitão Filho, HF","1968","11","21","Brazil","São Paulo","Pariquera-Açu","nativa em mata primária da Est. Exp.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"flor, Árvore 10 m florescente em novembro","UEC134690","UEC134690",NA,NA,NA,"628","Magnoliopsida",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"626","2019-08-20 10:11:12-03","UNICAMP","UEC","122995","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Ivanauskas, NM","Ivanauskas, NM",NA,NA,NA,"Brazil","Mato Grosso","Gaúcha do Norte","Propiedade de Alfredo Zingler","-53.4","-13.166667","-53.4","-13.166667",NA,NA,"fruto, Árvore de 3 m. Frutos","UEC142330","UEC142330",NA,NA,NA,"4444","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2019-08-20 10:11:12-03","UNICAMP","UEC","129365","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Tamashiro, JY","Gomes, BZ","2002","08","07","Brazil","São Paulo","Brotas","Horto Santa Fé 1, Formação estudada; Transição cerradão mata ciliar","-48.042222","-22.265","-48.042222","-22.265",NA,NA,"Altura 7,5 m","UEC142343","UEC142343",NA,NA,NA,"75","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2021-03-01 16:29:31-03","UNICAMP","UEC","133547","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Urbanetz, C","Urbanetz, C; Mariuza; Domingos; Lelo","2004","01","14","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha da Vitória.","-47.916667","-24.883333","-47.916667","-24.883333","30","155","Arvoreta de 5m, frutos imaturos verdes, passand a amarelos, depois a vermelhos, ramos com cheiro de gelol, conhecida como bálsamo.",NA,NA,NA,NA,NA,"318","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2019-08-20 10:11:12-03","UNICAMP","UEC","146441","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,"Webster, GL; Kirizawa, M; Lopes, EA","1986","10","07","Brazil","São Paulo","Santo André","Reserva Biológica de Paranapiacaba","-46.333333","-23.783333","-46.333333","-23.783333","700","850","Very common chrub or small tree 3-5m high.","UEC142326","UEC142326",NA,NA,NA,"25505","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2021-03-01 16:29:31-03","UNICAMP","UEC","149441","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,"Urbanetz, C; Matsumoto, RS","2008","11","22","Brazil","São Paulo","Cananéia","Km 31,5 da Rodovia SP-236.","-47.9125","-24.905556","-47.9125","-24.905556","10","14","Árvore ca. de 4m, frutos verdes passando a amarelos e depois a vermelhos.; Floresta de restinga, solo arenoso.","UEC142339","UEC142339",NA,NA,NA,"512","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2021-03-01 16:29:31-03","UNICAMP","UEC","149607","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Urbanetz, C","Urbanetz, C","2007",NA,NA,"Brazil","São Paulo","Cananéia","Km 31 da rodovia SP-226, estrada de terra para o mar de dentro.","-47.918056","-24.9025","-47.918056","-24.9025",NA,NA,"Árvore de 4m de altura.; Floresta alta de restinga.","UEC142348","UEC142348",NA,NA,NA,"480","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2021-01-29 12:45:37-03","UNICAMP","UEC","161714","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Equipe da disciplina Tx. de c","Godoy, JRL; Carneiro, PHM; Silva, CR; Mendonça, RR","1999","01","13","Brazil","São Paulo","Pariquera-Açu","Parque Estadual de Pariquera-abaixo, Acesso pela parte sul, atravessando o rio Pariquera Mirim. Floresta Ombrófila Densa. Floresta alta de restinga.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,NA,"UEC087762","UEC087762","1999","03",NA,"130","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2021-03-01 16:29:31-03","UNICAMP","UEC","175020","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1996","12","05","Brazil","São Paulo","Ubatuba","Picinguaba. Próximo à Trilha do Corisco.","-44.835","-23.336667","-44.835","-23.336667","120","120","Árvore 222 fp com 11m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC029633","UEC029633",NA,NA,NA,"1215","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2021-03-01 16:29:31-03","UNICAMP","UEC","196455","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Valdemarin, KS","Valdemarin, KS; et al.","2016","12","10","Brazil","Espírito Santo","Linhares","Reserva Natural Vale - Aceiro de acesso a Estrada Roxinho.","-40.132347","-19.270028","-40.132347","-19.270028",NA,NA,"Sub-arbusto 1,5m de altura. Flores e frutos verdes.; Mata Alta.","UEC137783","UEC137783","2016","12","10","319","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2021-03-01 16:29:31-03","UNICAMP","UEC","27603","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Leitão Filho, HF","Cesar","1982","01","15","Brazil","São Paulo","Anhembi","Fazenda Barreiro Rico.","-48.226833","-22.794944","-48.226833","-22.794944",NA,NA,"Árvore de ate 7m de altura, DAP = 10,00cm.; Mata.","UEC142335","UEC142335","1982","06","08","s/n°","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2021-03-01 16:29:31-03","UNICAMP","UEC","34660","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,"Brito, HS; Vinha, SG","1983","03","08","Brazil","Bahia","Cabrália","Estação Ecológica do Pau-Brasil, cerca de 16km a W de Porto Seguro.",NA,NA,NA,NA,NA,NA,"Árvore de mais de 6m de altura. Planta feminina.Pecíolo e nervuras verde. Ovário verde, estigma creme. Frutos creme avermelhados. Planta masculina sob o numero de coleta 205.; Mata Higrófila Sul Baiana.","UEC142334","UEC142334",NA,NA,NA,"206","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2021-03-01 16:29:31-03","UNICAMP","UEC","34988","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,"Brito, HS; Vinha, SG","1983","03","08","Brazil","Bahia","Cabrália","Estação Ecológica do Pau-Brasil, cerca de 16km a W de Porto Seguro.",NA,NA,NA,NA,NA,NA,"Árvore de mais de 6m de altura. Planta masculina. Pecíolo e parte da nervura principal avermelhada. Flores cremes esverdeadas. Planta feminina sob o numero de coleta206; Mata Higrófila Sul Baiana.","UEC142342","UEC142342",NA,NA,NA,"205","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2021-03-01 16:29:31-03","UNICAMP","UEC","40054","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Alves, MV","Leitão Filho, HF; Tamashiro, JY","1985","12","03","Brazil","São Paulo",NA,"Ilha Cardoso.",NA,NA,NA,NA,NA,NA,"Árvore ate 8m, frutos vermelhos.; Mata restinga.","UEC142321","UEC142321","1991","12",NA,"17981","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2021-03-01 16:29:31-03","UNICAMP","UEC","40063","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Alves, MV","Tamashiro, JY; Leitão Filho, HF","1985","12","03","Brazil","São Paulo",NA,"Ilha Cardoso.",NA,NA,NA,NA,NA,NA,"Árvore de ate 6m, flores creme masculinas.; Mata restinga.","UEC142324","UEC142324","1991","12",NA,"17977","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2021-03-01 16:29:31-03","UNICAMP","UEC","4573","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Webster, GL","Kuhlmann, M; Jimbo, S","1959","09","01","Brazil","Pará",NA,"rodovia Belém-Brasília, km 97.",NA,NA,NA,NA,NA,NA,"Árvore pequena em terreno de charas.","UEC142336","UEC142336","1984","09","19","180","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2019-08-20 10:11:12-03","UNICAMP","UEC","5149","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Webster, GL","Berg, CC; Henderson, AJ","1977","11","14","Brazil","Pará","Serra Dos Carajás","Serra Norte. Patch of disturbed low fore","-50.25","-6","-50.25","-6",NA,NA,"ori, Tree 6 m 10 cm diam, flowers pale yelow","UEC142345","UEC142345","1984","09",NA,"BG514","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2019-08-20 10:11:12-03","UNICAMP","UEC","4589","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,"Keel, S","1977","11","13","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"flor, IMPA campus. Shrub 2 m tall. Dioecious, cauliflorus, corolla yellow green. Fruit green. Scent at 10:00 a.m","UEC142332","UEC142332",NA,NA,NA,"278","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2019-08-20 10:11:12-03","UNICAMP","UEC","57871","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,"Setz, EZF","1990","12","08","Brazil","Amazonas","Suframa","Distrito Agropecuária de Suframa - Rodov","-59.866667","-2.416667","-59.866667","-2.416667",NA,NA,"ori, Nome comum mameleiro DAP 6,5 cm em botão de flor","UEC142346","UEC142346",NA,NA,NA,"s.n.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2019-08-20 10:11:12-03","UNICAMP","UEC","5151","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Webster, GL","Prance, GT; Silva, AS; Berg, CC; Henderson, AJ; Nelson, BW; Balick, MJ","1977","10","31","Brazil","Pará",NA,"Branch road north off km 20 of Transamaz",NA,NA,NA,NA,NA,NA,"ori, Forest on terra firme, sandy soil. Treelet 5 m, flowers green","UEC142344","UEC142344","1984","09",NA,"24739","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2021-03-01 16:29:31-03","UNICAMP","UEC","55144","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Webster, GL","Morzira, PR","1984","07","04","Brazil","Bahia","Cabrália",NA,NA,NA,NA,NA,"50","50","20m de altura.; Mutu hidrografia sul baiana","UEC142328","UEC142328","1995","01","30","60","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
