"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","typeStatus","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","873395","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Vriesea","goniorachis","Vriesea goniorachis","(Baker) Mez","L. B. Smith","L. B. Smith","6430","1952","04","08","South America","Brazil","Rio de Janeiro","Pedra da Gavea, Distrito Federal.","-43.284653","-22.997401","850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873395","NY00873395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-08 17:44:51-03","EAO","IAN","58071","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Vriesea","goniorachis","Vriesea goniorachis","(Baker) Mez",NA,"Glaziou, AFM","15471",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN058071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-04 11:03:57-03","ESALQ","ESA","125709","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Vriesea","goniorachis","Vriesea goniorachis",NA,"Leme, E.","Braga, J.M.A. ; Bovini, M.G.","3524.0","1905","06","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"ESA125709","ESA125709","1905","06","22","Recreio dos Bandeirantes",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-01-14 15:26:05-03","MN","R","193081","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Stigmatodon","goniorachis","Stigmatodon goniorachis","(Baker) Leme & G.K.Br. & Barfuss","Couto, D.R.","Santos, N.","5421","1965","01","31",NA,"Brasil","Rio de Janeiro","Estrada da Guanabara, Pedra de Itanhagá - Estr. da B. da Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010066976",NA,"2018","12","14","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA
"5","2021-01-14 15:26:05-03","MN","R","166518","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Stigmatodon","goniorachis","Stigmatodon goniorachis","(Baker) Leme & G.K.Br. & Barfuss","Couto, D.R.","Santos, N.","5420","1965","01","31",NA,"Brasil","Rio de Janeiro","Estrada da Guanabara, Recreio dos Bandeirantes, Pedra de Itanhangá (Est. da Barra da Tijuca) na encosta Pétrea","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010066973",NA,"2018","12","14","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA
"6","2021-01-14 15:26:05-03","MN","R","166519","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Stigmatodon","goniorachis","Stigmatodon goniorachis","(Baker) Leme & G.K.Br. & Barfuss","Couto, D.R.","Santos, N.","5857","1965","05","13",NA,"Brasil","Rio de Janeiro","Estrada da Guanabara, Recreio dos Bandeirantes. Pedra de Itanhangá. Estrada da Barra da Tijuca (defronte ao rancho mpousada do Sol)","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010066981",NA,"2018","12","14","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA
"7","2021-01-14 15:26:05-03","MN","R","212865","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Stigmatodon","goniorachis","Stigmatodon goniorachis","(Baker) Leme & G.K.Br. & Barfuss","Couto, D.R.","Franca, C.R.P. 24; Couto, D.R.",NA,"2007","08","15",NA,"Brasil","Rio de Janeiro","na via de escalada Alfredo Maciel, na face sul do morro do Pão de Açúcar","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010066987","R010066987","2018","12","14","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA
"8","2021-04-07 17:00:40-03","MN","R","214481","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Stigmatodon","goniorachis","Stigmatodon goniorachis","(Baker) Leme & G.K.Br. & Barfuss","Couto, D.R.","Franca, C.R.P.","11","2018","12","14",NA,"Brasil","Rio de Janeiro","Na via de escalada Paredão Paraíso Perdido (P3), Na Floresta da Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010066980",NA,"2018","12","14","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA
"9","2021-04-07 17:00:40-03","MN","R","193080","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Stigmatodon","goniorachis","Stigmatodon goniorachis","(Baker) Leme & G.K.Br. & Barfuss","Couto, D.R.","Santos, N.","5327","1965","01","12",NA,"Brasil","Rio de Janeiro","Pedra do Itanhangá Estrada Jacarepaguá, Barra da Tijuca (entre o Clube dos médicos e a pousada do sol, mais ou menos defronte ao nº 4001)","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010066984,R010066985","R010066984 R010066985","2018","12","14","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA
"10","2021-03-31 13:36:31-03","MN","R","166517","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Stigmatodon","goniorachis","Stigmatodon goniorachis","(Baker) Leme & G.K.Br. & Barfuss","Couto, D.R.","Santos, N.","5858","1985","05","13",NA,"Brasil","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010067178,R010067179,R010067180","R010067178 R010067179 R010067180","2018","12","14","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA
