"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"1242","2020-04-29 16:30:06-03","UFVJM","HDJF","2559","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Verdi, M","Verdi, M; Klemz, G; Torres, JF","2568","2009","08","13","Brasil","Santa Catarina","São Martinho","Hoespers/ Vargem do Cedro","-48.876111","-28.097778","-48.876111","-28.097778",NA,NA,"HDJF002559","HDJF002559_01","2009","08","13",NA,"Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","2020-04-29 16:30:06-03","UFVJM","HDJF","2556","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Verdi, M","Verdi, M; Klemz, G; Torres, JF","2585","2009","08","14","Brasil","Santa Catarina","Anitápolis","Seção Carneiro","-49.408333","-27.867778","-49.408333","-27.867778",NA,NA,"HDJF002556","HDJF002556_01","2009","08","17",NA,"Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","2019-01-25 15:42:43-02","IAC","IAC","20198","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","I.B. Baldassari","C. Aranha","31","1968","08","23","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","2020-01-27 18:25:04-03","IAC","IAC","22361","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","H.M. Souza","s/nº","1970","10","20","Brasil","São Paulo","Ubatuba",NA,"-45.0711","-23.4339","-45.0711","-23.4339",NA,NA,NA,NA,"1996","11","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","2019-01-25 15:42:43-02","IAC","IAC","32411","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","S.A.C. Chiea","R.R. Rodrigues et al.","356","1995","10","07","Brasil","São Paulo","São João da Boa Vista","Pico do Gavião","-46.7981","-21.9692","-46.7981","-21.9692",NA,NA,NA,NA,"1997","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","2019-01-25 15:42:43-02","IAC","IAC","38500","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","R.B. Torres","R.B. Torres; E.V. Franceschinelli; G.F. Árbocz & C.S. Figueiredo","736","1999","10","11","Brasil","Minas Gerais","Camanducaia","Mata dos Mota","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,NA,NA,"2003","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","2019-01-25 15:42:43-02","IAC","IAC","38774","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","R.B. Torres et al.","937","1999","11","22","Brasil","Minas Gerais","Camanducaia","Mata dos Mota","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,NA,NA,"2001","05","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","2019-01-25 15:35:25-02","IAC","IAC","38984","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","J.C. Barros & E.T. Ito","s/nº","1997","09","12","Brasil","Paraná","Tibagi","Canyon Guartela Parte mais Alta","-50.4136","-24.5094","-50.4136","-24.5094",NA,NA,NA,NA,"1999","06","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","2019-01-25 15:35:25-02","IAC","IAC","43122","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","L.C. Bernacci et al.","L.C. Bernacci; G.F. Árbocz; V.S. Ramos & E. Furlan","3415","2001","12","06","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Nelson, indivíduo O 22.3","-47.100922","-23.710157","-47.100922","-23.710157",NA,NA,NA,NA,"2001","12","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","2019-06-24 08:13:00-03","IAC","IAC","48862","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","A.B. Martins","M.I. Ferreira; A.M. Silva; J.D. Braz & H.O. Yamaki","36","2006","10","10","Brasil","São Paulo","Pindamonhangaba","Votorantim","-45.4617","-22.9239","-45.4617","-22.9239",NA,NA,NA,NA,"2007","10","10","Coordenadas medidas: -22.4451, -45.2753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","2019-01-25 15:42:43-02","IAC","IAC","52769","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","D.A. Estevan","D.A. Estevan","446","2004","07","23","Brasil","Paraná","Ventania","Campo de fora","-50.2428","-24.2458","-50.2428","-24.2458",NA,NA,NA,NA,"2004","07","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","2019-01-25 15:42:43-02","IAC","IAC","5650","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","J. Kiehl","s/nº","1940","08","13","Brasil","Minas Gerais","Caldas","Cascata, Fazenda Cabrero","-46.3861","-21.9236","-46.3861","-21.9236",NA,NA,NA,NA,"1996","11","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","2019-01-25 15:42:43-02","IAC","IAC","7709","S","Plantae","Melastomataceae-2.Melastomoideae","Miconia","sellowiana","Miconia sellowiana","Naudin","F.C. Hoehne","M. Koscinski","166","1936","06","15","Brasil","São Paulo","São Paulo","Serra da Cantareira","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"1936","06","15","Nome popular: jacatirão de folha caudada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","2020-07-23 12:13:24-03","CEPLAC","CEPEC","128260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,"R. Goldenberg","Daneu, L.","500","2010","12","03","Brasil","Minas Gerais","Alto caparaó","Trilha de acesso ao Pico da Bandeira (Terreirão).","-41.795556","-20.434444","41W47'44","20S26'4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","2020-07-23 12:13:24-03","CEPLAC","CEPEC","125171","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,"R. Goldenberg","R. Goldenberg","1055","2008","05","02","Brasil","Espírito Santo","castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"1257","2020-07-23 12:13:24-03","CEPLAC","CEPEC","120419","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,"B. Chiavegatto","R. C. Forzza","3043","2004","03","09","Brasil","Minas Gerais","LIMA DUARTE","Parque Estadual da Serra do Ibitipoca, proximidades do Rio do Salto.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,"30/12/2006",NA,NA,NA
"1258","2020-07-23 12:13:24-03","CEPLAC","CEPEC","137294","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,"L. A. F. Santos-Filho","L. A. F. Santos-Filho","202",NA,NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"1259","2020-07-23 12:13:24-03","CEPLAC","CEPEC","145444","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,"R. Goldenberg","J. Meirelles","313",NA,NA,NA,"Brasil","Paraná","TIBAGI",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1260","2020-07-23 12:13:24-03","CEPLAC","CEPEC","137683","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,"L. A. F. Santos-Filho","L. A. F. Santos-Filho","210",NA,NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"1261","2020-11-19 14:06:23-03","Unimontes","MCMG","3997","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","2020-11-19 14:06:23-03","Unimontes","MCMG","5917","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin(A.)",NA,"Oliveira,O.S .; Tolentino, G.S.",NA,"2017","03","21","Brasil","Minas Gerais","Mariana","Antônio Pereira","-43.4160995483398","-20.377799987793","43°25#?#50,0#?##?# W","20° 16#?#34,0#?##?#",NA,NA,NA,NA,NA,NA,NA,"Mata Atlântica",NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"1263","2020-11-19 14:06:23-03","Unimontes","MCMG","4722","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin.",NA,"Silva, J.R.T",NA,NA,NA,NA,"Brasil","Minas Gerais","Montes Claros","Rio do Peixe","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA
"1264","2020-11-19 14:06:23-03","Unimontes","MCMG","6336","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Paixão, F. A.; Resck, D. V. S.","Paixão, F. A.; Resck, D. V. S.",NA,"2018","11","07","Brasil","Minas Gerais","São José do Goiabal","São José do Goiabal","-42.7050018310547","-19.9286003112793","W42° 38' 18.7","S19° 55' 42.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15967","auto",NA,NA,NA,NA,NA
"1265","2020-11-19 14:06:23-03","Unimontes","MCMG","4051","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"água doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","2020-11-19 14:06:23-03","Unimontes","MCMG","5074","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Santos | R.M | Oliveira,O.S",NA,NA,NA,NA,"Brasil","Minas Gerais","Bonito de Minas","Vereda Água Doce","-44.7543983459473","-15.3233003616333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95199","auto",NA,NA,NA,NA,NA
"1267","2020-11-19 14:06:23-03","Unimontes","MCMG","6505","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Paixão, F. A.; Resck, D. V. S.","Paixão, F. A.; Resck, D. V. S.",NA,"2018","11","28","Brasil","Minas Gerais","Governador Valadares","Governador Valadares","-41.9494018554688","-18.8511009216309","W42° 05' 40.0","S18° 59' 17.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50833","auto",NA,NA,NA,NA,NA
"1268","2020-11-19 14:06:23-03","Unimontes","MCMG","6500","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Paixão, F. A.; Resck, D. V. S.","Paixão, F. A.; Resck, D. V. S.",NA,"2018","11","28","Brasil","Minas Gerais","Governador Valadares","Governador Valadares","-41.9494018554688","-18.8511009216309","W42° 05' 40.0","S18° 59' 17.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50833","auto",NA,NA,NA,NA,NA
"1269","2020-11-19 14:06:23-03","Unimontes","MCMG","481","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Santos R.M.","Ávila, M.A. | Mota, N.M. | Silva, M.A.P.","35","2009","08","05","Brasil","Minas Gerais","Janúaria","APA do Rio PandeirosÀgua Doce","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore; 2 m de altura; 1,8 DAS",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"1270","2020-11-19 14:06:23-03","Unimontes","MCMG","1287","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Santos, R. M.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Coutinho,C.A. | Matos,F.S. | Menino,G.C.O. | Mota,G.S. | Nunes,Y.R.F. | Oliveira,M.H. | Santos,P.F. | Santos,R.M. | Silva,M.A.P. | Silva,W.P. |",NA,NA,NA,NA,"Brasil","Minas Gerais","Januária","APA do Rio PandeirosVereda Amescla","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbóreo",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"1271","2020-11-19 14:06:23-03","Unimontes","MCMG","1120","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Santos, R. M.","Ávila, M. A. | Silva, W. A. | Santos, P. F. | Braga, L. L.",NA,"2009",NA,NA,"Brasil","Minas Gerais","Januária","APA do Rio PandeirosVereda da Amescla","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbóreo",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"1272","2020-11-19 14:06:23-03","Unimontes","MCMG","1449","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Santos, R. M.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Coutinho,C.A. | Dantas, I.M. | Matos,F.S. | Menino,G.C.O. | Mota,G.S . | Oliveira,M.H. | Santos,P.F. | Silva,M.A.P. | Silva,W.P. |",NA,"2009","04","09","Brasil","Minas Gerais","Januária","APA do Rio PandeirosVereda São Francisco","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbóreo",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"1273","2020-11-19 14:06:23-03","Unimontes","MCMG","736","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Santos, R. M.","Ávila, M. A. | Mota, N. M.",NA,"2009",NA,NA,"Brasil","Minas Gerias","Januária","APA do Rio PandeirosVereda São Francisco","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"1274","2013-02-07 10:18:58-02","UMC","HUMC","1385","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,NA,"Tomasulo, P.L.","530","1997","07","22","Brazil","São Paulo","Itatinga","Fazenda São José.","-48.61","-23.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA
"1275","2013-02-07 10:18:58-02","UMC","HUMC","1421","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,NA,"Tomasulo, P.L.","indet","1997","07","22","Brazil","São Paulo","Itatinga","Fazenda São José.","-48.61","-23.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA
"1276","2019-12-20 18:46:35-03","UFSJ","HUFSJ","2917","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Sobral, M","Sobral, M; Castro, DG; Guimarães, R","14377","2011","11","12","Brasil","Minas Gerais","Santa Rita do Ibitipoca",NA,"-43.907889","-21.673361","-43.907889","-21.673361",NA,NA,"HUFSJ002917","HUFSJ002917_v00","2011",NA,NA,"Arbusto 2 m, em mata à beira da estrada para Conceição do Ibitipoca; frutos imaturos amarelo-claros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","2020-11-04 17:29:46-03","UEM","HUEM","20307","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Caxambu, MG","Caxambu, MG; et al.","3321","2010","10","13","Brasil","Paraná","Tuneiras do Oeste","Reserva Biológica das Perobas - Palmital","-52.721417","-23.890361","-52.721417","-23.890361","577","577","HUEM000007247","HUEM000007247","2010","11","17","Árvore ca. 7m, heliófita. Frutos imaturos verde e os maturos passando do amarelo ao preto. Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Montana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","2020-11-04 17:29:46-03","UEM","HUEM","24935","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meyer, F.S.","R.Gonçales; Souza, LA","12","2015","05","02","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá; 30m da entrada do des, na cerca de arame farpado","-50.25","-24.566667","-50.25","-24.566667",NA,NA,"HUEM000014825","HUEM000014825","2017","08",NA,"Arbusto, cerca de 3m de altura; botões brancos, flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","2020-11-04 17:29:46-03","UEM","HUEM","24957","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R.Goldenberg","R.Gonçales; Souza, LA","45","2015","06","03","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá,, borda do capoeirão, lado direito no caminho de descida","-50.25","-24.566667","-50.25","-24.566667",NA,NA,NA,NA,"2015",NA,NA,"Arbusto; folha membranácea, margem serreada, cerca de 4cm de comprimento. Encontrada em todo o parque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","2020-11-04 17:29:46-03","UEM","HUEM","24962","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meyer, F.S.","R.Gonçales; Souza, LA","50","2015","06","03","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá,, 30m da entrada do descanso, na cerca de arame farpado","-50.25","-24.566667","-50.25","-24.566667",NA,NA,"HUEM000014798","HUEM000014798","2017","08",NA,"Arbusto; botões brancos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","2020-11-04 17:29:46-03","UEM","HUEM","32431","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Brotto, ML","Brotto, ML; Silva, JM; Santos, TF","1711","2014","07","09","Brasil","Paraná","Campina Grande do Sul.","Próximo à Serra do Capivari., Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","-48.858056","-25.17","-48.858056","-25.17","870","870","HUEM000015372","HUEM000015372","2014","08","04","Arbusto de 2,8m; flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","2020-11-04 17:29:46-03","UEM","HUEM","32858","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R.Gonçales","R.Gonçales; Souza, LA","84","2016","09","02","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha.","-50.01","-25.14","-50.01","-25.14",NA,NA,"HUEM000015415",NA,"2016","09",NA,"Arbusto. Flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","2020-11-04 17:29:46-03","UEM","HUEM","4830","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Isernhagen, I; Kersten R.","C.C. Diogenes","15","1994","08","26","Brasil","Paraná","Curitiba","Bosque Chico Mendes","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUEM000007249","HUEM000007249","1997","03",NA,"Arbusto; aproximadamente 3 m de altura; flores brancas.",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"1284","2020-11-04 17:29:46-03","UEM","HUEM","5293","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldemberg","E. Takahashi; et al.","15","1993","11","28","Brasil","Paraná","Palmeira","Rodovia do Café, Margem esquerda do Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"HUEM000007251","HUEM000007251","1999",NA,NA,"Arbustivo; 1,60 m de altura; fruto amarelado.",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"1285","2020-11-04 17:29:46-03","UEM","HUEM","25774","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Barbosa, Flávio das Neres","s.n.","2002","09","05","Brasil","Paraná","Ponta Grossa","margem do rio, comum","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"HUEM000007246","HUEM000007246",NA,NA,NA,"Flor amarela. Doado HUPG 11573.",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"1286","2020-11-04 17:29:46-03","UEM","HUEM","32555","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Paiva, MRC","s.n.","1995","08","18","Brasil","Paraná","Tibagi","Fazenda Batavo., Rio Iapó, beira da mata ciliar.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"HUEM000016572","HUEM000016572","2001","02",NA,"Arvoreta 4,0 - 5,0m de altura. Frutos jovens verdes.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1287","2020-11-04 17:29:46-03","UEM","HUEM","32866","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R.Gonçales","R.Gonçales; Souza, LA","79","2016","09","01","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"HUEM000015422",NA,"2016","09",NA,"Arbusto. Flores de coloração branca.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1288","2020-11-04 17:29:46-03","UEM","HUEM","2926","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Cervi, AC","R.S. Moro; et al.","906","1992","07","26","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá, Ponte-de-Pedra.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"HUEM000007250","HUEM000007250","1993","12",NA,"Arbusto; 2 m de altura; flor branca; frequente.; Cerrado.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1289","2020-11-04 17:29:46-03","UEM","HUEM","8451","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meyer, F.S.","I.S.Moscheta","s.n.","1996","09","23","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá, Terreno rochoso.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"HUEM000007278","HUEM000007278","2017","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1290","2020-11-04 17:29:46-03","UEM","HUEM","33158","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R.Gonçales","R.Gonçales; Souza, LA","88","2017","09","13","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá., Trilha próxima ao centro de pesquisa.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"HUEM000015410",NA,"2017","09",NA,"Arbustiva, cerca de 3m. Frutos maduros de coloração negra.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1291","2021-03-10 11:38:45-03","UNILA","EVB","3878","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Gonçales, R.; Souza, L.A.","106","2018","10","24","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá. Parque Estadual do Guartelá","-50.25","-24.55","50º15'W","24º33'S",NA,NA,"EVB003878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","2021-03-10 11:38:45-03","UNILA","EVB","3099","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Conceição, L.H.S.M.","Conceição, L.H.S.M.; Silva, J.P.B.; Caitano, L.A.M.","20","2017","09","01","Brasil","Paraná","Cascavel","Borda da mata fechada da FAG (próximo a estrada de terra externa ao campus).","-53.513611","-24.942778","53º30'49''W","24º56'34''S",NA,NA,"EVB003099","EVB003099","2018","01","23","Flores alvas, frutos imaturos verde com estrias verticais, frutos maduros enegrecidos. Folhas concolores com domácias membranosas na base.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","2021-02-12 15:02:16-03","UFSCar","SPSC","3379","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","E.F.L.P. Silva & W.A. Ferreira","E.F.L.P. Silva;W.A. Ferreira",NA,"1997","07","29","Brasil","São Paulo","Juquitiba",NA,"-47.060001373291","-23.9300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta ombrofila densa",NA,NA,NA,NA,NA,NA,NA,"24559","auto",NA,NA,NA,NA,NA
