"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","year","month","day","decimalLongitude","decimalLatitude","imagecode","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","previousCatalogNumber"
"109","2021-04-07 11:44:34-03","UFMS","CGMS","18109","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","A.L.B. Sartori","C.A. Polido; et al.","7",NA,"Brasil","Mato Grosso do Sul","centro - em frente ao SEMA.",NA,"Papilionoideae. Fruto verde (imaturo). Habitat: Mata Decídua (antropizada) Habito: Árvore. 6,50m de altura.","CGMS1047402","2006","08","18","-56.4818992614746","-21.1210994720459",NA,"Bonito","71352","auto",NA,NA,"2012","08","03",NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-04-07 11:44:34-03","UFMS","CGMS","33572","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","A.L.B. Sartori","S.R. Zacharias; A.R. Paula","197",NA,"Brasil","Mato Grosso do Sul","Assentamento Nova Querência - Lote 122.",NA,"Papilionoideae. Habitat: Cerrado. Cerradão. Mata de galeria do Córrego Belchior. Habito: Árvore. 15,00m de altura.","CGMS1062967","2011","08","22","-54.8602981567383","-20.4421997070312",NA,"Terenos","52758","auto",NA,NA,"2011","11","07",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-27 13:48:58-03","UFS","ASE","1282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Andrade-Lima, D de; F.A. Carvalho; P.F. de Araújo","ASE1282","Southern America","Brasil","Paraíba","2km N de Natuba, na encosta da serra",NA,"árvore. 15-18. m. frutos.; árvore. 15-18. m. frutos.","ASE0010916","1971","11","26","-35.549722","-7.641667","ASE0010916",NA,NA,NA,"-35.549722","-7.641667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-27 13:48:58-03","UFS","ASE","14826","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Gomes-Silva, A","Silva, AG; Barbosa, JIS","1389","Southern America","Brasil","Pernambuco","Parque Nacional de Catimbau, Trilha Gruta da Cachoeira.",NA,"Árvore com 6m de altura. Flores com sépalas verdes e pétalas alvas. Árvore isolada.; Árvore com 6m de altura. Flores com sépalas verdes e pétalas alvas. Árvore isolada.; Caatinga.","ASE0010918","2009","09","02","-37.160825","-8.614225","ASE0010918","Buíque",NA,NA,"-37.160825","-8.614225","2010","03","04",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-09-16 10:29:45-03","UNICAMP","UEC","136920","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","254",NA,"Brazil","São Paulo","Sousas, Mata Ribeirão Cachoeira. Floresta Estacional semidecidual. Borda de mata.",NA,"Árvore. Glândulas translúcidas no limbo. Exudato incolor pegajoso. Flores brancas.","UEC166455","1997","06","07","-46.932778","-22.836944","UEC166455","Campinas",NA,NA,"-46.932778","-22.836944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:31:06-03","UNICAMP","UEC","154100","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","2080",NA,"Brazil","São Paulo","Campinas/Atibaia, Mata Santana do Atalaia.",NA,"Árvore decídua; anemocórica. Altura total de 11m. Altura do fuste de 5m. PAP 56cm. Casca rugosa; madeira pesada.","UEC161977","2000","06","14","-46.55","-22.8","UEC161977","Campinas",NA,NA,"-46.55","-22.8","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-09-16 10:29:45-03","UNICAMP","UEC","148683","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Queiroz, RT; Galvão, JC; Tozzi, AMGA; Aragaki, S; Fortuna-Perez, AP; et al.","1284",NA,"Brazil","Minas Gerais","beira de estrada, beira de estrada",NA,"árvores, frutos verdes","UEC166483","2008","11","19","-46","-20","UEC166483","Itaú de Minas",NA,NA,"-46","-20",NA,NA,NA,"953","953",NA,NA,NA,NA,NA,NA
"116","2019-09-16 10:29:45-03","UNICAMP","UEC","147962","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","179",NA,"Brazil","São Paulo","Sub-Distrito de Sousas, Floresta estacional semidecidual. Borda de mata.",NA,"Árvore, 5,5 m de altura, PAP 20 cm. Final de Frutificação. Glândulas translúcidas no limbo.","UEC166466","1996","11","25","-46.932778","-22.836944","UEC166466","Campinas",NA,NA,"-46.932778","-22.836944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:31:06-03","UNICAMP","UEC","154058","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","2398",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Santa Helena.",NA,"Árvore decídua; anemocórica. Botões em início de formação. Altura total de 16m. Altura do fuste de 8m. PAP 129cm. Casca rugosa; madeira pesada.","UEC161979","2000","06","28","-46.9","-22.9","UEC161979","Campinas",NA,NA,"-46.9","-22.9","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:31:06-03","UNICAMP","UEC","154060","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","3265",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Malabar II.",NA,"Árvore decídua; anemocórica. Com botões. Altura total de 19m. Altura do fuste de 10m. PAP 75cm. Casca rugosa; madeira pesada.","UEC161982","2000","08","23","-46.85","-22.9","UEC161982","Campinas",NA,NA,"-46.85","-22.9","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:31:06-03","UNICAMP","UEC","154082","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","1566",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata do Macuco.",NA,"Árvore decídua; anemocórica. Altira total de 13m. Altura do fuste de 5m. PAP 99cm. Casca rugosa; madeira pesada.","UEC161983","2000","05","12","-46.933333","-22.783333","UEC161983","Campinas",NA,NA,"-46.933333","-22.783333","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:31:06-03","UNICAMP","UEC","154083","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","3570",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Espírito Santo.",NA,"Árvore decídua; anemocórica. Altura total de 19m. Altura do fuste de 3m. PAP 149cm. Casca rugosa; madeira pesada","UEC161976","2000","11","02","-46.95","-22.8","UEC161976","Campinas",NA,NA,"-46.95","-22.8","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:31:06-03","UNICAMP","UEC","154084","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","420",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Ribeirão Cachoeira.",NA,"Árvore decídua; anemocórica. Altura total de 15m. Altura do fuste 6m. PAP 92cm. Casca rugosa; madeira pesada.","UEC161978","1999","08","20","-46.916667","-22.816667","UEC161978","Campinas",NA,NA,"-46.916667","-22.816667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-01 16:31:06-03","UNICAMP","UEC","154085","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","3075",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Capoeira Grande.",NA,"Árvore decídua; anemocórica. Altura total de 8m. Altura de fuste de 6m. PAP 43cm. Casca rugosa; madeira pesada.","UEC161981","2000","08","17","-46.9","-22.866667","UEC161981","Campinas",NA,NA,"-46.9","-22.866667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:31:06-03","UNICAMP","UEC","154099","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Santos, K","Santos, K","379",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Ribeirão Cachoeira.",NA,"Árvore decídua, anemocórica. Altura total de 8,5m. Altura do fuste de 6m. PAP 43cm. Casca rugosa; madeira pesada.","UEC161980","1999","08","07","-46.916667","-22.816667","UEC161980","Campinas",NA,NA,"-46.916667","-22.816667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-09-16 10:29:45-03","UNICAMP","UEC","39647","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Pires, JM; Santos, MR","16615",NA,"Brazil","Mato Grosso","10 km a E do Campo Base, mata de Cipó.",NA,"fruto, Árvore de 30m de altura, 40 cm de diâmetro, casca com forte cheiro. Ocorre quando seco tem forte cheiro. Madeira castanho-avermelhada, muito difícil de rachar e durável, usado para peças resistentes e cercas, casca grosso. Col","UEC166472","1978","08","13",NA,NA,"UEC166472","Sararé",NA,NA,NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-09-16 10:29:45-03","UNICAMP","UEC","80435","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Rodrigues, RR; Cardoso-Leite, E","Cardoso-Leite, E; Oliveira, A","390",NA,"Brazil","São Paulo","Mata da Câmara, mata mesófila semidecídua",NA,"flor, 10 m alt., nome popular: cabreúva.","UEC166479","1994","09","21","-48.080556","-23.523889","UEC166479","São Roque",NA,NA,"-48.080556","-23.523889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-09-16 10:29:45-03","UNICAMP","UEC","84332","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Kuhlmann, M","1521",NA,"Brazil","São Paulo","Bairro Três Fazendas",NA,NA,"UEC166457","1947","11","13",NA,NA,"UEC166457","Pinhal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-09-16 10:29:45-03","UNICAMP","UEC","84333","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Kuhlmann, M; Gonçalves, P","1668",NA,"Brazil","São Paulo","Bairro das Três Fazendas, Fazenda Santa",NA,"fruto, Nome vulgar: cabreúva.","UEC166453","1947","11","15",NA,NA,"UEC166453","Pinhal",NA,NA,NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-09-16 10:29:45-03","UNICAMP","UEC","91468","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Cunha, FM","s.n.",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore de 20 a 30 m de altura, flores brancas com aroma, planta resinosa e fornece madeira. N.V. Cabreúva.","UEC166486","1991",NA,NA,NA,NA,"UEC166486","Tupi",NA,NA,NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-09-16 10:29:45-03","UNICAMP","UEC","88281","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Sartori, ALB; Koch, I; Mansano, VF; Sciamarelli, A; Goldenberg, R","219",NA,"Brazil","Espírito Santo","Reserva Florestal da CVRD, Memi",NA,"folha, Árvore 15m. Material estéril.","UEC166478","1996","08","22","-40.0722007751465","-19.3910999298096","UEC166478","Linhares","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-09-16 10:29:45-03","UNICAMP","UEC","91473","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Folli, DA","2628",NA,"Brazil","Espírito Santo","Reserva Florestal de Linhares, central da mata do MME",NA,"flor, Mata de tabuleiro. Porte arbóreo, 23m de alt., flor branca.","UEC166454","1995","06","22","-40.0722007751465","-19.3910999298096","UEC166454","Linhares","48094","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:31:06-03","UNICAMP","UEC","158628","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Yamamoto, LF","Yamamoto, LF","596",NA,"Brazil","Minas Gerais","Parque de Eventos",NA,"16 m. Flor branca, fruto jovem.","UEC013619","2002","08","29","-46.3182983398438","-22.854700088501","UEC013619","Extrema","15223","auto",NA,NA,NA,NA,NA,"1015","1015",NA,NA,NA,NA,NA,NA
"132","2019-09-16 10:29:45-03","UNICAMP","UEC","35611","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Weyland Vieira, MC","1",NA,"Brazil","Minas Gerais","Fazenda Lagoa Monte Belo.",NA,"flor, Árvore, flores brancas, perfumadíssimas, pasto em local montanhoso.","UEC166474","1980","07","25","-46.3675003051758","-21.3264007568359","UEC166474","Monte Belo","16667","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-09-16 10:29:45-03","UNICAMP","UEC","65469","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Chagas e Silva, F","1448",NA,"Brazil","Paraná","Fazenda Doralice",NA,"fruto, Árvore com 28m altura, frutos imaturos de cor verde, frequente na área.","UEC166464","1991","11","18","-51.0480995178223","-23.2691993713379","UEC166464","Ibiporã","20625","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-09-16 10:29:45-03","UNICAMP","UEC","70648","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Toledo Filho, DV; Bertoni, JEA","26040",NA,"Brazil","São Paulo","Reserva Estadual de Águas da Prata, mata",NA,"folha, Árvore 15-20m, interior da mata.","UEC166477","1990","06","26","-46.7099990844727","-21.9300003051758","UEC166477","Águas da Prata","13435","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-09-16 10:29:45-03","UNICAMP","UEC","91460","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Silva, ED","Durigan, G","s.n.",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore de 12m.","UEC166460","1987","08","03","-50.4099998474121","-22.6599998474121","UEC166460","Assis","23972","auto",NA,NA,"2005","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-09-16 10:29:45-03","UNICAMP","UEC","91466","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Malagutti, AM","s.n.",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore de 15m de altura, flores rosadas, frutos imaturos verdes, maduros marrom acinzentados.","UEC166456",NA,NA,NA,"-48.1199989318848","-22.2800006866455","UEC166456","Brotas","26585","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-09-16 10:29:45-03","UNICAMP","UEC","84331","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Reis, TR","Hoehne, FC","s.n.",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore grande. N.Vulgar: Bálsamo, Óleo vermelho, Cabreúva.","UEC083210","1933","10","04","-47.1300010681152","-23.2999992370605","UEC083210","Cabreúva","16877","auto",NA,NA,"2012","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-09-16 10:29:45-03","UNICAMP","UEC","91461","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Handro, O","2329",NA,"Brazil","São Paulo","Cultivado no Jardim Botânico de São Paulo",NA,"flor, Árvore grande, flores fortemente odoríferas, corola alva. Nome vulgar: cabreúva.","UEC191166","1985","09","05","-47.1300010681152","-23.2999992370605","UEC191166","Cabreúva","16877","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-09-16 10:29:45-03","UNICAMP","UEC","111002","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Cielo-Filho, R","Cielo-Filho, R","69",NA,"Brazil","São Paulo","Bosque dos Alemães",NA,"fruto, Árvore de aproximadamente 9 m de altura, casca com lenticelas conspícuas, fruto verde. Floresta Estacional Semidecidual.","UEC166485","1999","10","14","-47.060001373291","-22.8999996185303","UEC166485","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-09-16 10:29:45-03","UNICAMP","UEC","26062","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Silva, ED","?","11391",NA,"Brazil","São Paulo","Fazenda Santa Eliza.",NA,"flor, Árvore, 3m de altura, flores alvas em início de frutificação.","UEC166463","1980","08","04","-47.060001373291","-22.8999996185303","UEC166463","Campinas","23900","auto",NA,NA,"2005","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-09-16 10:29:45-03","UNICAMP","UEC","8664","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Leitão Filho, HF; Taroda, N","8175",NA,"Brazil","São Paulo","Fazenda Santa Genebra, em mata.",NA,"flor, Árvore com mais ou menos 10 m de altura. Flores com pétalas brancas.","UEC166458","1978","07","11","-47.060001373291","-22.8999996185303","UEC166458","Campinas","23900","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-09-16 10:29:45-03","UNICAMP","UEC","62738","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Bernacci, LC","25738",NA,"Brazil","São Paulo","Fazenda São Vicente, mata mesófila semidecídua",NA,"folha, Árvore ca. 10m alt., material vegetativo. Interior da mata.","UEC166476","1990","06","26","-47.060001373291","-22.8999996185303","UEC166476","Campinas","23900","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-09-16 10:29:45-03","UNICAMP","UEC","62712","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Bernacci, LC","25879",NA,"Brazil","São Paulo","Fazenda São Vicente, mata mesófila semidecídua",NA,"fruto, Árvore ca. 15m alt., frutos amarelados. Interior da mata.","UEC166468","1989","09","08","-47.060001373291","-22.8999996185303","UEC166468","Campinas","23900","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-09-16 10:29:45-03","UNICAMP","UEC","144732","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Ikemoto, E","05/21",NA,"Brazil","São Paulo","Parque Portugal, Entorno da lagoa principal.",NA,"Árvore de 8 m.; flores com pétalas brancas.","UEC166484","2005","08","09","-47.060001373291","-22.8999996185303","UEC166484","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-09-16 10:29:45-03","UNICAMP","UEC","144912","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Ikemoto, E","04/11",NA,"Brazil","São Paulo","Parque Portugal, Entorno do Museu Dinâmico de Ciências de Campinas.",NA,"Árvore; flores com pétalas brancas.","UEC166451","2003","08","06","-47.060001373291","-22.8999996185303","UEC166451","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:31:06-03","UNICAMP","UEC","60893","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","1491",NA,"Brazil","São Paulo","Reserva Municipal de Santa Genebra",NA,"Voucher indíviduo 1491; Mata","UEC108363","1984",NA,NA,"-47.060001373291","-22.8999996185303","UEC108363","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:31:06-03","UNICAMP","UEC","60892","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","180",NA,"Brazil","São Paulo","Reserva Municipal de Santa Genebra",NA,"Voucher indíviduo 180; Mata","UEC108362","1984",NA,NA,"-47.060001373291","-22.8999996185303","UEC108362","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-09-16 10:29:45-03","UNICAMP","UEC","133824","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Toniato, MTZ","33627",NA,"Brazil","São Paulo","Rodovia D. Pedro I, Km 139",NA,"Mata de brejo.","UEC166450","1994","11","24","-47.060001373291","-22.8999996185303","UEC166450","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-09-16 10:29:45-03","UNICAMP","UEC","114634","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Mansano, VF","165",NA,"Brazil","São Paulo","UNICAMP, Instituto de Biologia, próximo ao Depto. de Botânica, atrás da sala de congregação.",NA,"flor, Árvore 12m, flores com cálice verde e pétalas brancas, estames amarelos.","UEC166471","2000","08","16","-47.060001373291","-22.8999996185303","UEC166471","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:31:06-03","UNICAMP","UEC","175064","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Mantovani, W","Melo, MMRF; Corrêa, JA","818",NA,"Brazil","São Paulo","Ilha do Cardoso.",NA,"Árvore ca. 5m alt.; perímetro a 1,3m do solo: 9cm; Material estéril coletado do indivíduo nº 997 amostrado na parcela instalada pela coletora para estudo fitossociológico.; Mata de encosta do Morro de Captação D'água.","UEC029695","1988","07","23","-47.9199981689453","-25.0100002288818","UEC029695","Cananéia","37574","auto",NA,NA,"1990","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-09-16 10:29:45-03","UNICAMP","UEC","81801","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Kinoshita, LS; Guaratini, TG","94/323a",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore 16m, fruto imaturo verde, maduro amarronzado.","UEC166469","1994","11","09","-47.1699981689453","-21.2800006866455","UEC166469","Cássia dos Coqueiros","13265","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-09-16 10:29:45-03","UNICAMP","UEC","91467","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Souza, VC","6272",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore ca. 15m alt., frutos castanhos claros.","UEC166480","1994","10",NA,"-49.3800010681152","-20.0300006866455","UEC166480","Paulo de Faria","29574","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-09-16 10:29:45-03","UNICAMP","UEC","107570","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Sartori, ALB; Koch, I","317",NA,"Brazil","São Paulo","Estrada entre Pedreira e Arcadas.",NA,"flor, Árvore 12m, início de florescimento, flores brancas.","UEC166470","1999","06","12","-46.9000015258789","-22.7399997711182","UEC166470","Pedreira","12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-09-16 10:29:45-03","UNICAMP","UEC","77560","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Reis, TR","Pirani, JR","11-80",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore com frutos ainda não totalmente maduros.","UEC083212","1980","09","14","-50.0699996948242","-21.4200000762939","UEC083212","Penápolis","25555","auto",NA,NA,"2012","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-09-16 10:29:45-03","UNICAMP","UEC","77544","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Pirani, JR","7-80",NA,"Brazil","São Paulo","Fazenda São Sebastião.",NA,"flor, Árvore 8m, flores alvas perfumadas.","UEC166465","1980","07","31","-50.0699996948242","-21.4200000762939","UEC166465","Penápolis","25555","auto",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-09-16 10:29:45-03","UNICAMP","UEC","77545","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Rawitscher, F","Rawitscher, F","s.n.",NA,"Brazil","São Paulo","Horto Florestal",NA,NA,"UEC166482","1945","08","16","-47.560001373291","-22.4099998474121","UEC166482","Rio Claro","21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:31:06-03","UNICAMP","UEC","161914","S","Plantae","Magnoliopsida",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Silva, GP","Santos, AA; et al.","728",NA,"Brazil","São Paulo","Pátio da sede da EMBRAPA, Região: CO.&nf;Antropizado.&nf;Relevo: plano&nf;Substrato: solo arenoso.",NA,"Uso:ornamental.&nf;Frequência: ocasional no local.&nf;Flor: alva&nf;Fruto: imaturos verdes&nf;Árvore de aproximadamente 3,5 m de altura.&nf;Material introduzido no local.","UEC009241","2000","08","03","-49.3699989318848","-20.8199996948242","UEC009241","São José do Rio Preto","20305","auto",NA,NA,"2000","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
