"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"113","2020-11-04 11:11:51-03","ESALQ","ESA","68798","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R.","2335.0","2000","11","21","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"ESA068798",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:11:51-03","ESALQ","ESA","97380","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez",NA,"Rotta, E.","159.0","1980","02","07","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA097380","ESA097380",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:11:51-03","ESALQ","ESA","71657","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Nilson, A.D.","88.0","1982","04","29","Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,NA,NA,"ESA071657","ESA071657",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA
"116","2020-11-04 11:11:51-03","ESALQ","ESA","71648","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Mattos, J. Model","26407.0","1989","02","20","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"ESA071648","ESA071648",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA
"117","2020-11-04 11:11:51-03","ESALQ","ESA","21901","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Jarenkow, J.A. et al.","2162.0","1992","12","01","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ESA021901",NA,NA,NA,NA,"Magnoliophyta",NA,"2006",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:11:51-03","ESALQ","ESA","67744","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2261.0","2000","09","19","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ESA067744","ESA067744",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"119","2020-11-04 11:11:51-03","ESALQ","ESA","69842","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2402.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069842","ESA069842",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"120","2020-11-04 11:11:51-03","ESALQ","ESA","97379","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Robim, M.J.","588.0","1988","03","15","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA097379","ESA097379",NA,NA,NA,"Magnoliophyta",NA,"2003","01","01","21048","auto",NA,NA,NA,NA,NA,NA
"121","2020-11-04 11:11:51-03","ESALQ","ESA","69837","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2395.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069837",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"122","2020-11-04 11:11:51-03","ESALQ","ESA","69834","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R.","2398.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069834",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"123","2020-11-04 11:11:51-03","ESALQ","ESA","69835","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R.","2397.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069835",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"124","2020-11-04 11:11:51-03","ESALQ","ESA","69819","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2403.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069819","ESA069819",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"125","2020-11-04 11:11:51-03","ESALQ","ESA","69813","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2407.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069813",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"126","2020-11-04 11:11:51-03","ESALQ","ESA","69841","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2401.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069841","ESA069841",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"127","2020-11-04 11:11:51-03","ESALQ","ESA","69836","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2396.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069836","ESA069836",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"128","2020-11-04 11:11:51-03","ESALQ","ESA","23307","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Rodrigues, R.R. et al.","33434.0","1995","02","14","Brasil","São Paulo","Jacupiranga",NA,"-48","-24.6900005340576",NA,NA,NA,NA,NA,"ESA023307",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"35797","auto",NA,NA,NA,NA,NA,NA
"129","2020-11-04 11:11:51-03","ESALQ","ESA","68888","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R.","2382.0","2001","02","01","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA068888",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"130","2020-11-04 11:11:51-03","ESALQ","ESA","68893","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2384.0","2001","02","01","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA068893",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"131","2020-11-04 11:11:51-03","ESALQ","ESA","67731","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2244.0","2000","09","19","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA067731",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"132","2020-11-04 11:11:51-03","ESALQ","ESA","76594","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2504.0","2001","10","30","Brasil","São Paulo","Lindóia",NA,"-46.6500015258789","-22.5200004577637",NA,NA,NA,NA,NA,"ESA076594",NA,NA,NA,NA,"Magnoliophyta",NA,"2001",NA,NA,"6377","auto",NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:11:51-03","ESALQ","ESA","19732","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Tamashiro, J.Y. et al.","979.0","1995","05","08","Brasil","São Paulo","Pedra Bela",NA,"-46.439998626709","-22.7900009155273",NA,NA,NA,NA,NA,"ESA019732",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"10848","auto",NA,NA,NA,NA,NA,NA
"134","2020-11-04 11:11:51-03","ESALQ","ESA","73237","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2490.0","2000","10","12","Brasil","São Paulo","São João da Boa Vista",NA,"-46.7900009155273","-21.9599990844727",NA,NA,NA,NA,NA,"ESA073237",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17205","auto",NA,NA,NA,NA,NA,NA
"135","2020-11-04 11:11:51-03","ESALQ","ESA","96252","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes,P.L.R.","Moraes, P.L.R.","2488.0","2001","10","12","Brasil","São Paulo","São João da Boa Vista",NA,"-46.7900009155273","-21.9599990844727",NA,NA,NA,NA,NA,"ESA096252",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17205","auto",NA,NA,NA,NA,NA,NA
"136","2020-11-04 11:11:51-03","ESALQ","ESA","88955","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez",NA,"Viani, R.A.G. et al.","313.0","2002","06","20","Brasil","São Paulo","Sertãozinho",NA,"-47.9900016784668","-21.1299991607666",NA,NA,NA,NA,NA,"ESA088955","ESA088955",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19376","auto",NA,NA,NA,NA,NA,NA
"137","2020-11-04 11:11:51-03","ESALQ","ESA","123526","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Folli, D.A.","5313.0","2006","07","03","Brasil","Espírito Santo","Linhares","Reserva Natural CVRD. Flamengo (estrada) Km 10,3.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"ESA123526",NA,NA,NA,NA,"Magnoliophyta",NA,"2018","09","21","48094","auto",NA,NA,NA,NA,NA,NA
"138","2020-11-04 11:11:51-03","ESALQ","ESA","128220","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,"Baitello, J.B.","Virillo, C.B.","214.0","2013","04","02","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Serraria - Trilha da Igrejinha","-47.5","-23.9599990844727",NA,NA,"678","678",NA,"ESA128220",NA,NA,NA,NA,"Magnoliophyta",NA,"2013",NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"139","2020-11-04 11:11:51-03","ESALQ","ESA","67533","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R. et al.","2296.0","2000","10","09","Brasil","São Paulo","Saibadela",NA,NA,NA,NA,NA,NA,NA,NA,"ESA067533",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-04 11:11:51-03","ESALQ","ESA","91443","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez",NA,"Viani, R.A.G. et al.","418.0","2004","07","12","Brasil","São Paulo","Bofete","Fazenda Santa Terezinha (Eucatex) . Remanescente de Floresta Estacional Semidecidual","-481.833","-230.333","-481,833","-230,333",NA,NA,NA,"ESA091443","ESA091443",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-11-04 11:11:51-03","ESALQ","ESA","131578","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez.","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36783.0","2013","02","26","Brasil","Rio de Janeiro","Barra Mansa","Fragmento 50 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5262","-44.2232","-22.5262","-44.2232","464","464","Árvore","ESA131578",NA,NA,NA,NA,"Magnoliophyta",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-11-04 11:11:51-03","ESALQ","ESA","46770","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Folli, D.A.","1368.0","1991","07","04","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"ESA046770",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"143","2020-11-04 11:11:51-03","ESALQ","ESA","67503","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R.","2294.0","2000","10","02","Brasil","Minas Gerais","São Sebastião do Paraíso",NA,"-46.9914016723633","-20.9169006347656",NA,NA,NA,NA,NA,"ESA067503",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"24792","auto",NA,NA,NA,NA,NA,NA
"144","2020-11-04 11:11:51-03","ESALQ","ESA","68795","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R.","2333.0","2000","11","21","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"ESA068795",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"145","2020-11-04 11:11:51-03","ESALQ","ESA","60830","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","van der Werff, H.","Hatschbach, G. et al.","50354.0","1986","02","15","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"ESA060830","ESA060830",NA,NA,NA,"Magnoliophyta",NA,"1992","01","01","47271","auto",NA,NA,NA,NA,NA,NA
"146","2020-11-04 11:11:51-03","ESALQ","ESA","97381","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez",NA,"Ribas, O.S. ; Barbosa, E.","406.0","1992","01","10","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"ESA097381","ESA097381",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"147","2020-11-04 11:11:51-03","ESALQ","ESA","71655","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Nilson, A.D.","290.0","1989","02","01","Brasil","Rio Grande do Sul","Dois Irmaos",NA,"-51.0853004455566","-29.5802993774414",NA,NA,NA,NA,NA,"ESA071655","ESA071655",NA,NA,NA,"Magnoliophyta",NA,"2005","12","28","7716","auto",NA,NA,NA,NA,NA,NA
"148","2020-11-04 11:11:51-03","ESALQ","ESA","78640","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Poliquesi, C.B. et al.","501.0","1996","02","12","Brasil","Santa Catarina","Joaçaba",NA,"-51.5046997070312","-27.1781005859375",NA,NA,NA,NA,NA,"ESA078640","ESA078640",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"18588","auto",NA,NA,NA,NA,NA,NA
"149","2020-11-04 11:11:51-03","ESALQ","ESA","103497","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,"Vatin, I. de","Klein, R.","3187.0","1962","12","04","Brasil","Santa Catarina","Lajes",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"ESA103497","ESA103497",NA,NA,NA,"Magnoliophyta",NA,"1964",NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"150","2020-11-04 11:11:51-03","ESALQ","ESA","69817","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2400.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069817",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"151","2020-11-04 11:11:51-03","ESALQ","ESA","69815","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2406.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069815","ESA069815",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"152","2020-11-04 11:11:51-03","ESALQ","ESA","69832","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2391.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069832",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"153","2020-11-04 11:11:51-03","ESALQ","ESA","69838","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R.","2394.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069838",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"154","2020-11-04 11:11:51-03","ESALQ","ESA","69839","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2393.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069839","ESA069839",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"155","2020-11-04 11:11:51-03","ESALQ","ESA","69818","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2404.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069818","ESA069818",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"156","2020-11-04 11:11:51-03","ESALQ","ESA","67765","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2225.0","2000","09","09","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA067765",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"157","2020-11-04 11:11:51-03","ESALQ","ESA","69812","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2405.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069812",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"158","2020-11-04 11:11:51-03","ESALQ","ESA","69816","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2390.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069816","ESA069816",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"159","2020-11-04 11:11:51-03","ESALQ","ESA","69833","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",NA,NA,"Moraes, P.L.R.","2399.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069833",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"160","2020-11-04 11:11:51-03","ESALQ","ESA","69840","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2392.0","2001","03","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA069840","ESA069840",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"161","2020-11-04 11:11:51-03","ESALQ","ESA","92726","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Baitello, J.B.","Ivanauskas, N.M. et al.","5062.0","2004","01","28","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"ESA092726","ESA092726",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"162","2020-11-04 11:11:51-03","ESALQ","ESA","68889","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2383.0","2001","02","01","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA068889",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"163","2020-11-04 11:11:51-03","ESALQ","ESA","68887","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2381.0","2001","02","01","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA068887",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"164","2020-11-04 11:11:51-03","ESALQ","ESA","67728","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2243.0","2000","09","19","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA067728",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"165","2020-11-04 11:11:51-03","ESALQ","ESA","68891","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2388.0","2001","02","01","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA068891","ESA068891",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"166","2020-11-04 11:11:51-03","ESALQ","ESA","68894","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2385.0","2001","02","01","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA068894",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"167","2020-11-04 11:11:51-03","ESALQ","ESA","67736","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","Moraes, P.L.R.","Moraes, P.L.R.","2245.0","2000","09","19","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA067736",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
