"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","class","order","individualCount","continentOcean","preparationType","infraspecificEpithet","relationshipType","relatedCatalogItem","fieldNumber","previousCatalogNumber","typeStatus"
"94","2020-10-14 10:03:52-03","FURB","FURB","17296","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Mancinelli, WS","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","12","09","Brasil","Santa Catarina","Tijucas","Oliveira.","-48.7797223","-27.1802778","-48.7797223","-27.1802778","186","186","FURB34401","FURB34401","1419",NA,"Florística IFFSC 523 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:03:52-03","FURB","FURB","17512","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Laitano, T","2013","11","08","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","11","24","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","572","572","FURB34396","FURB34396","689",NA,"Epífita IFFSC e74a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:03:52-03","FURB","FURB","17515","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Mancinelli, WS","2010","01","25","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB34400","FURB34400","385",NA,"Epífita IFFSC e518a (Acima de 4m), forófito 2. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 10:03:52-03","FURB","FURB","17567","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Mancinelli, WS","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","23","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí.","-49.1797223","-27.1161111","-49.1797223","-27.1161111","780","780","FURB34399","FURB34399","1325",NA,"Florística IFFSC 9996 (Epífita) Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 10:03:52-03","FURB","FURB","20346","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Mancinelli, WS","2010","10","10","Korte, A.; Kniess, A.","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas.","-49.9475","-26.5497222","-49.9475000","-26.5497222","747","747","FURB34398","FURB34398","1642",NA,"Florística IFFSC 899 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-10-14 10:03:52-03","FURB","FURB","20566","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Mancinelli, WS","2010","10","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","FURB34397","FURB34397","1102",NA,"Epífita IFFSC e148a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor corola marrom com ponta amarela, labelo amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-10-14 10:03:52-03","FURB","FURB","31351","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Verdi, M","2013","04","05","Verdi, M.; Souza, N.L. de & Klemz, G.","2010","03","30","Brasil","Santa Catarina","Orleans","Barracão.","-49.3191667","-28.2608333","-49.3191667","-28.2608333","314","314","FURB34394","FURB34394","4104",NA,"Florística IFFSC 119 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor amarela com mancha marrom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-08 08:54:12-03","FURB","FURB","37350","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Caetano, JO","2011","11","22","Caetano, J.O.","2011","11","22","Brasil","Santa Catarina","Benedito Novo","Terreno de Ivo Werlich, rua Holanda, Alto Benedito.","-49.4122222","-26.7861111","-49.4122222","-26.7861111","330","330","FURB02675","FURB02675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-10-14 10:03:52-03","FURB","FURB","49447","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Caetano, J","2015","12","13","Schwirkowski, P.","2015","12","13","Brasil","Santa Catarina","São Bento do Sul","Minas de caulin.","-49.2147222","-26.2947222","-49.2147222","-26.2947222","1050","1050","FURB49447","FURB49447","1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 10:03:52-03","FURB","FURB","55478","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Funez, L.A.","2017","12","05","Schwirkowski, P.","2016","11","26","Brasil","Santa Catarina","São Bento do Sul","Minas de caulin. Próximo às minas de caulim.","-49.2247223","-26.2908333","-49.2247223","-26.2908333","950","950","FURB55478","FURB55478","2150",NA,"Campo de altitude com capões de FOM Altomontana Habitat: Interior de capão de FOM Altomontana Habito: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-14 10:03:52-03","FURB","FURB","23885","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","uniflorum","Alatiglossum uniflorum","(Booth.) Baptista","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","718","718","FURB04603","FURB04603 FURB04603_1","2428",NA,"Florística IFFSC 349 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; área aberta Habito: epífita; flor amarela com marrom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:03:52-03","FURB","FURB","31201","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","uniflorum","Alatiglossum uniflorum","(Booth.) Baptista","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","05","06","Brasil","Santa Catarina","Joinville","Serra Dona Francisca.","-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576","FURB34406","FURB34406","2047",NA,"Epífita IFFSC e1048b (Acima de 4m), forófito 3 e 4. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:04:09-03","FURB","FURB","16138","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Cadorin, T.J.","2009","11","02","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual Serra do Tabuleiro, Morro da Queimada.","-48.7761111","-27.7169445","-48.7761111","-27.7169445","470","470","FURB34403","FURB34403","358",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:04:09-03","FURB","FURB","42529","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Caglioni, E.; et al.","2012","12","03","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.0591667","-49.0783334","-27.0591667","320","320","FURB34395","FURB34395","75",NA,"Habitat: Floresta Ombrófila Densa; Estágio Secundário Habito: epífito; flor labelo amarelo, pétalas e sépalas com marrom claro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:04:09-03","FURB","FURB","57359","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","Kassner-Filho, A.","2018","02","16","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","02","16","Brasil","Santa Catarina","José Boiteux",NA,"-49.68","-26.82","-49.6800000","-26.8200000","394","394","FURB57359","FURB57359","2094",NA,"flor amarela Habitat: interior da unidade amostral Habito: epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-24 16:38:57-03","FURB","FURB","67001","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","Funez, L.A.","2019","10","30","Funez, L.A.","2019","10","30","Brasil","Santa Catarina","Rio dos Cedros","Peninsula Palmeiras.","-49.3388889","-26.6036111","-49.3388889","-26.6036111","647","647","FURB67001","FURB67001","9202",NA,"Flores amareladas com manchas marrons. Floração em cultivo Habitat: Floresta Ombrófila Densa Habito: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-16 17:50:18-03","UCS","HUCS","44289","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Gaio, J.","2015","11","17","Valduga, E.","2014","11","30","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806","4","4",NA,NA,"576",NA,"Epífita; No interior da mata de restinga",NA,"Angiospermae",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-16 17:50:18-03","UCS","HUCS","44344","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Gaio, J.","2015","11","10","Valduga, E.","2015","01","20","Brasil","Rio Grande do Sul","Osório","lagoa das Traíras","-50.189811","-29.864942","-50.189811","-29.864942","3","3",NA,NA,"606",NA,"Epífita em arbusto; Na mata de restinga seca",NA,"Angiospermae",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-16 17:50:18-03","UCS","HUCS","14333","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Wiliams","Castro, J.B.","2017","05","24","Wasum, R.A.","1999","10","31","Brasil","Rio Grande do Sul","Caçapava do Sul","Gruta da Varzinha","-53.305833","-30.730833","-53.305833","-30.730833","300","300",NA,NA,"222",NA,"sobre troncos-interior da mata",NA,"Angiospermae",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-16 17:50:18-03","UCS","HUCS","23310","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Wiliams","Castro, J.B.","2017","05","24","Silva, J.M.","1998",NA,NA,"Brasil","Paraná","Bocaiuiva do Sul","Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,"2606",NA,"flor amarela, mata de encosta de morro; epífita",NA,"Angiospermae",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-16 17:50:18-03","UCS","HUCS","4133","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Wiliams","Castro, J.B.","2017","05","24","Kummrow, R.","1988","01","14","Brasil","Paraná","Ponta Grossa","Rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"3003","46557","flor amarela com manchas castanhas. Do capão.; epífita","auto","Angiospermae",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-08-16 08:40:23-03","UTFPR","HCF","15794","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","M.E. Engels","2014",NA,NA,"E.D. Lozano","2013","11","26","Brasil","PR","Piraí do Sul","Chácara Santa Rita da Serra","-50.028333","-24.466389","50°01'42 W","24°27'59 S",NA,NA,NA,NA,"1879",NA,"epífita, 15 cm, labelo amarelo, pétalas e sépalas marrons, mata de galeria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-08-16 08:40:23-03","UTFPR","HCF","22247","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","G.A. Dettke","2017","01","31","M.G. Caxambu","2017","01","31","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha do Rio","-53.753333","-25.133333","53°45'12 W","25°08'00 S","646","646",NA,NA,"7745",NA,"erva semi-ciófila. Flores com cálice esverdeado e corola amarela, com máculas castanhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-08-16 08:40:23-03","UTFPR","HCF","13325","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","M.E. Engels","2014","04",NA,"M.G. Caxambu","2014","01","29","Brasil","PR","Tuneiras do Oeste","Reserva Biológica das Perobas","-52.754361","-23.870167","52°45'15,7 W","23°52'12,6 S","530","530",NA,NA,"5022",NA,"erva epífita, semi-ciófila. Flores amarelas com manchas marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-03-01 12:47:40-03","UTFPR","HCF","30669","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","R. Kersten","2016","12","22","F. Marinero","2016","12","19","Brasil","PR","Guaraqueçaba","RPPN Salto Morato","-48.293056","-25.1575","48°17'35 W","25°09'27 S","70","70",NA,NA,"539",NA,"epífita, flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-08-16 08:40:23-03","UTFPR","HCF","3679","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","J. Cordeiro & E. Barboza","2006","09",NA,"H.C.L. Geraldino","2006","01","31","Brasil","PR","Campo Mourão","Capela do Calvário","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"350","28572","Epífita, ciófila, encontrada a aproximadamente 5m no tronco do forófito com presença de flores amarelas com máculas marrons.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-16 08:40:23-03","UTFPR","HCF","27792","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","L. Menini Neto","2005",NA,NA,"R. Kummrow","1990","02","13","Brasil","PR","Ponta Grossa","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"3212","46557","epífita, flor amarela com manchas castanhas. Mata de galeria.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-07-30 15:33:33-03","UFSM","SMDB","15260","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Williams","Portalet, A","2018","03",NA,"Wolf, K; Portalet, A; Wolf, S","2012","10","06","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB015260",NA,"62",NA,"A primeira determinação foi Alatiglossum longipes (Lindl.) Baptista det. Por Wolf, K.M.; Portalet, A. & Wolf, S.M. Trabalho de Conclusão de Curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Lucinao Denardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-07-30 15:33:33-03","UFSM","SMDB","15253","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Williams","Wolf, S; Wolf, K; Portalet, A",NA,NA,NA,"Wolf, K; Portalet, A; Wolf, S","2012","10","06","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB015253",NA,"55",NA,"Trabalho de Conclusão de Curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Prof. Luciano Denardi. A primeira determinação foi Alatiglossum longipes (Lindl.) Baptista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-07-30 15:33:33-03","UFSM","SMDB","15259","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Williams","Portalet, A","2018","03",NA,"Wolf, K; Portalet, A; Wolf, S","2012","10","06","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB015259",NA,"61",NA,"A primeira determinação foi Alatiglossum longipes (Lindl.) Baptista det. Por Wolf, K.M.; Portalet, A. & Wolf, S.M. Trabalho de Conclusão de Curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Lucinao Denardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-06-24 11:39:36-03","UFSM","SMDB","12349","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Williams","Portalet, AA","2018","03","06","Portalet, AA","1999","10","14","Brasil","Rio Grande do Sul","Santa Maria","Morro do Cerrito.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB012349",NA,"4","37819",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-25 12:12:23-03","UFSM","SMDB","6106","S","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes",NA,"Breier, TB",NA,NA,NA,"Breier, TB",NA,NA,NA,"Brasil","Rio Grande do Sul","Itaara",NA,"-53.7647018432617","-29.6096992492676",NA,NA,NA,NA,"SMDB006106",NA,"0s.n.0","17818",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:38:13-03","MBM","MBM","387679","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Engels, M.E.","2014",NA,NA,"Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2013","11","26","Brazil","Paraná","Piraí do Sul","Chácara Santa Rita da Serra","-50.028444","-24.4665","-50.028444","-24.4665",NA,NA,"MBM387679","MBM387679","1879",NA,"Epífita, 15 cm, labelo amarelo, pétalas e sépalas marrons, mata de galeria.; Campos Gerais",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:38:13-03","MBM","MBM","401052","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Barboza, E.","2015","12","03","Brotto, M.L.; Barboza, E.; Barboza, E.","2015","10","27","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.713056","-24.854417","-48.713056","-24.854417","877","877","MBM401052","MBM401052","2111",NA,"Epífita; flor amarela com marrom.; Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:38:13-03","MBM","MBM","397476","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","longipes","Alatiglossum longipes","(Lindl.) Baptista","Ariati, V.","2013","10","28","Ariati, V.","2013","10","28","Brazil","Paraná","Guaratuba","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM397476","MBM397476","825","41937","Cultivada até florir.","auto",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:38:30-03","MBM","MBM","416577","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Williams","Kersten, R.","2016","12","22","Marinero, F.; Brotto, M.L.; Brotto, M.L.","2016","12","19","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.293","-25.157444","-48.293","-25.157444","70","70","MBM416577",NA,"539",NA,"Epífita; flores amarelas.; Floresta Ombrófila Densa Submontana.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:38:30-03","MBM","MBM","430482","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase & N.H. Williams","Engels, M.E.","2020","11","13","Brotto, M.L.","2020","11","02","Brazil","Paraná","Piraquara","Recreio da Serra, topo do morro","-49.003889","-25.456111","-49.003889","-25.456111","1210","1210","MBM430482",NA,"4020",NA,"Erva epífita; labelo amarelo, sépalas esverdeadas e máculas marrons.; Floresta Ombrófila Densa Altomontana.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:38:40-03","MBM","MBM","48916","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1964","12","04","Brazil","Paraná","Jaguariaíva","Estrada do Sertão, Entrada Grande","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM048916","MBM048916","11957","44368",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"132","2020-12-21 16:38:40-03","MBM","MBM","46103","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel","Pabst, G.",NA,NA,NA,"Kummrow, R.","1976","02","03","Brazil","Paraná","Porto Amazonas","Fazenda São Roque","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"MBM046103","MBM046103","1048","14684",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"133","2020-12-21 16:38:40-03","MBM","MBM","29383","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1973","12","18","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM029383","MBM029383","33554","45291",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"134","2020-12-21 16:38:40-03","MBM","MBM","192738","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.","Menini Neto, L.","2008","01","16","Hatschbach, G.; Ziller, S.R.; Silva, J.M.; Ziller, S.R.; Silva, J.M.","1996","02","22","Brazil","Paraná","Pinhão","Vale do Rio Iguaçu, Córrego Estreito","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"MBM192738","MBM192738","64433","37408","Flor amarela com máculas marrom. Epífita da mata pluvial. Unicata","auto",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:38:40-03","MBM","MBM","310870","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.","Menini Neto, L.","2008","01","15","Silva, J.M.; Barboza, E.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.","2005","11","10","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM310870","MBM310870","4462","35166","Epífita, flor amarela, máculas marrons. Capão","auto",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:38:40-03","MBM","MBM","48921","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1961","12","07","Brazil","Paraná","Tijucas do Sul","Matuão","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM048921","MBM048921","8704","25228",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"137","2020-12-21 16:38:40-03","MBM","MBM","48916","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1964","12","04","Brazil","Paraná","Jaguariaíva","Estrada do Sertão, Entrada Grande","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM048916","MBM048916","11957","44368",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"138","2020-12-21 16:38:40-03","MBM","MBM","46103","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel","Pabst, G.",NA,NA,NA,"Kummrow, R.","1976","02","03","Brazil","Paraná","Porto Amazonas","Fazenda São Roque","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"MBM046103","MBM046103","1048","14684",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"139","2020-12-21 16:38:40-03","MBM","MBM","29383","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1973","12","18","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM029383","MBM029383","33554","45291",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"140","2020-12-21 16:38:40-03","MBM","MBM","48921","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1961","12","07","Brazil","Paraná","Tijucas do Sul","Matuão","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM048921","MBM048921","8704","25228",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
