"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","infraspecificEpithet","individualCount","typeStatus","eventTime","fieldNumber"
"93","2020-12-09 14:46:52-03","FURB","FURB","30951","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Oliveira, AA de","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4977","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/Parque Estadual da Serra do Tabuleiro.","-48.7558333","-27.8933333","-48.7558333","-27.8933333","295","295","Florística IFFSC 226 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio mosaicos de inicial, médio a avançado; interior do fragmento Habito: arbusto; flor roxa","FURB30825","FURB30825","2010","10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-09 14:46:52-03","FURB","FURB","32380","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Uller, HF","Uller, H.F.; Bartolomeu, P.E. & Teske, C.R.","84","2010","11","02","Brasil","Santa Catarina","Indaial","Warnow.","-49.2880555","-26.9666667","-49.2880555","-26.9666667",NA,NA,NA,"FURB30832","FURB30832","2010","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-09 14:46:52-03","FURB","FURB","33627","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Oliveira, AA de","Korte, A.","5300","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.5994444","-27.9047222","-48.5994444","-27.9047222","15","15","Florística IFFSC 228 (Arbusto) Habitat: Restinga; Estágio Avançado Habito: arbusto; Fruto roxo;","FURB30831","FURB30831","2011","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-09 14:46:52-03","FURB","FURB","33630","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Oliveira, AA de","Korte, A.","5705","2010","12","15","Brasil","Santa Catarina","Penha","Praia Vermelha.","-48.5986111","-26.8077778","-48.5986111","-26.8077778","7","7","Coleta Extra IFFSC (Arbusto) Habitat: Restinga; Habito: arbusto; flor roxa","FURB30830","FURB30830","2011","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-09 14:46:52-03","FURB","FURB","33631","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Oliveira, AA de","Korte, A.","5610","2010","12","14","Brasil","Santa Catarina","Florianópolis","Praia de Jurerê Internacional.","-48.5080556","-27.4511111","-48.5080556","-27.4511111","6","6","Florística IFFSC 391 (Arbusto) Habitat: Restinga; Estágio Médio Habito: arbusto; flor roxa","FURB30827","FURB30827","2011","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-09 14:46:52-03","FURB","FURB","37244","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Oliveira, A. A.","Klemz, G.; Doerner, W.","79","2012","01","18","Brasil","Santa Catarina","Blumenau","Vale do Selke.","-49.125","-26.8183334","-49.1250000","-26.8183334","276","276",NA,"FURB30882","FURB30882","2017","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-09 14:46:52-03","FURB","FURB","40192","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Funez, L.A.; Kemmelmeier, K. & Zermiani, A.E.","1548","2013","01","21","Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0983333","-27.0644444","-49.0983333","-27.0644444","388","388",NA,"FURB30829","FURB30829","2013","01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-09 14:46:52-03","FURB","FURB","43073","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Gasper, A.L. de; Funez, L.A.","3256","2013","12","16","Brasil","Santa Catarina","Brusque","Azambuja.","-48.9155556","-27.1133333","-48.9155556","-27.1133333","55","55","Projeto REFLORA FAPESC 14843/2011-1. Habitat: capoeira Habito: arbustiva; flor roxa","FURB30818","FURB30818","2013","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-09 14:46:52-03","FURB","FURB","43335","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Gasper, A.L. de; Bittencourt, F.","3196","2013","12","13","Brasil","Santa Catarina","Timbó","Morro Azul.","-49.2119444","-26.7627778","-49.2119444","-26.7627778","537","537",NA,"FURB30817","FURB30817","2014","01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-09 14:46:52-03","FURB","FURB","43525","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Gasper, A.L. de; Funez, L.A. & Kemmelmeier, K.","3437","2014","01","31","Brasil","Santa Catarina","Blumenau","Morro do Cachorro, parte de baixo.","-49.0394444","-26.7713889","-49.0394444","-26.7713889","400","400","Projeto REFLORA FAPESC 14843/2011-1 Habitat: Floresta Ombrófila Densa; Estágio Secundário; beira de estrada Habito: arbustiva; flor roxa","FURB30819","FURB30819","2014","02","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-09 14:46:52-03","FURB","FURB","46128","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Funez, L.A.","3594","2014","11","27","Brasil","Santa Catarina","Florianópolis","joaquina.","-48.4291667","-27.5961111","-48.4291667","-27.5961111","42","42",NA,"FURB30828","FURB30828","2014","11","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-09 14:46:52-03","FURB","FURB","49129","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Oliveira, AA de","Oliveira, A.A. de","2890","2016","01","16","Brasil","Santa Catarina","São João Batista","Camboriú.","-48.8094444","-27.2711111","-48.8094444","-27.2711111","119","119",NA,"FURB49129","FURB49129","2016","01","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-09 14:46:52-03","FURB","FURB","50037","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Funez, L.A.","4799","2015","11","28","Brasil","Santa Catarina","Florianópolis","Costão do Santinho.","-48.3722223","-27.45","-48.3722223","-27.4500000","5","5",NA,"FURB50037","FURB50037","2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-09 14:46:52-03","FURB","FURB","50622","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Funez, L.A.","5096","2015","11","03","Brasil","Santa Catarina","Ilhota","Próximo à ponte na BR-470.","-48.8377777","-26.8808334","-48.8377777","-26.8808334","7","7",NA,"FURB50622","FURB50622","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-09 14:46:52-03","FURB","FURB","52350","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Funez, L.A.","5851","2016","12","26","Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.3636111","-28.9344444","-49.3636111","-28.9344444","50","50","Flores roxas Habitat: Restinga herbácea Habito: Arbusto","FURB52350","FURB52350","2016","12","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-09 14:46:52-03","FURB","FURB","54005","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Oliveira, A. A.","Funez, L.A.","6341","2017","05","15","Brasil","Santa Catarina","Blumenau","Morro do Cachorro.","-49.0377777","-26.7766667","-49.0377777","-26.7766667","150","150","Flores roxas Habitat: Área aberta Habito: Arbusto","FURB54005","FURB54005","2017","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-09 14:46:52-03","FURB","FURB","54165","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Oliveira, A. A.","Lichtenfelz, F.A.","29","2017","01","19","Brasil","Santa Catarina","Blumenau",NA,"-49.0916666","-26.9208334","-49.0916666","-26.9208334",NA,NA,"Árvore. Flor roxa.","FURB54165","FURB54165","2017","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-09 14:46:52-03","FURB","FURB","56383","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Farias, D.M.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1930","2017","12","04","Brasil","Santa Catarina","Águas Mornas",NA,"-48.8713889","-27.7188889","-48.8713889","-27.7188889",NA,NA,"flor lilás-escuro Habitat: borda do fragmento Habito: arbusto","FURB56383","FURB56383","2018","02","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-09 14:46:52-03","FURB","FURB","56787","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Funez, L.A.; Marascachi, M.N., Farias, D.","6760","2017","10","24","Brasil","Santa Catarina","Blumenau","Rua Hermann Huscher.","-49.0794445","-26.9452777","-49.0794445","-26.9452777","41","41","Flores roxas Habitat: Borda da floresta Habito: Arbusto","FURB56787","FURB56787","2017","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-09 14:46:52-03","FURB","FURB","57659","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Meyer, F.S.","Valduga, E.","611","2015","01","21","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Veados.","-50.1697223","-29.8977777","-50.1697223","-29.8977777","7","7","In conferatum Habitat: Beira de estrada Habito: Arbusto","FURB57659","FURB57659","2015","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-09 14:46:52-03","FURB","FURB","60045","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Gebien, W.","Gebien, W.","187","2017","04","21","Brasil","Santa Catarina","Blumenau","interior de fragmento na rua antonio Zendrom. beira do caminho do fragmento.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","220","220","flores roxas Habitat: Borda de mata ensolarada Habito: Arbusto","FURB60045","FURB60045","2018","08","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-09 14:46:52-03","FURB","FURB","58117","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Funez, L.A.","Funez, L.A.; Zermiani, A.E.","7016","2018","01","10","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"corola e androceu roxos Habitat: Restinga herbáceo-arbustiva Habito: Arbusto","FURB58117","FURB58117","2018","01","10","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-09 14:46:52-03","FURB","FURB","5947","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Meyer, FS","Vieira, F.C.S.","824","2005","02","21","Brasil","Santa Catarina","Joinville","Castelo dos Bugres - Rodovia.","-48.8456001281738","-26.3043994903564",NA,NA,"900","900",NA,"FURB30821","FURB30821","2010","01","21","37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-09 14:46:52-03","FURB","FURB","6292","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Meyer, FS","Mancinelli, W.S.","24","2004","10","04","Brasil","Santa Catarina","São Francisco do Sul","Ilha da Rita.","-48.6380996704102","-26.2432994842529",NA,NA,"25","25",NA,"FURB30835","FURB30835","2010","01","21","23627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-09 14:46:52-03","FURB","FURB","56599","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","Farias, D.M.","Kassner-Filho, A.","1980","2017","12","03","Brasil","Santa Catarina","São José","Pedra Branca.","-48.627498626709","-27.6152992248535",NA,NA,NA,NA,"flor roxa Habitat: área aberta Habito: arbusto","FURB56599","FURB56599","2018","02","16","12814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-16 17:53:48-03","UCS","HUCS","43128","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Meyer, F.S.","Valduga, E.","611","2015","01","21","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Veados","-50.169714","-29.897839","-50.169714","-29.897839","7","7","arbusto. In conferatum.; beira de estrada",NA,NA,"2015","11","12",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-16 17:53:48-03","UCS","HUCS","45027","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Bonatto, L.","Gonzatti, F.","2232","2015","11","22","Brasil","Rio Grande do Sul","Osório","Margem Oeste da Lagoa Horácio","-50.232247","-29.906428","-50.232247","-29.906428","3","3","Pétalas violáceas. Folhas velutinas.; sub-arbustos, formando moitas às margens de lago artificial. Solo arenoso.",NA,NA,"2016","08","03",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-16 17:53:48-03","UCS","HUCS","35755","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Meyer, F.S.","Wasum, R.A.","4593","2010","02","19","Brasil","Rio Grande do Sul","Caxias do Sul","Bairro Madureira","-51.1794013977051","-29.1681003570557",NA,NA,"790","790","terreno baldio",NA,NA,"2010","04",NA,"49662","auto","Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-16 17:53:48-03","UCS","HUCS","1143","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Wurdack, J.J.","Klein; Bresolin, A.","6197","1965","09","14","Brasil","Santa Catarina","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,"2","2","arbusto 1m, flor roxa; campo úmido",NA,NA,"1968",NA,NA,"27000","auto","Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-16 17:53:48-03","UCS","HUCS","31712","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Meyer, F.S.","Marchett, F.","586","2007","09","21","Brasil","Santa Catarina","Bombinhas","Praia do Mariscal","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"arbustiva - restinga",NA,NA,"2007","11",NA,"11943","auto","Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2014-10-14 15:56:57-03","BS","M","M-0165859","S","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana var. glandulifera","Wurdack",NA,"Klein, R.M.",NA,"1954","11","28","Brasil",NA,NA,"Cunhas, Itajaí",NA,NA,NA,NA,NA,NA,NA,"M0165859",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Magnoliopsida",NA,"var. glandulifera",NA,"ISOTYPE","21:00",NA
"124","2020-12-09 17:59:22-03","UTFPR","HCF","13538","S","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","F.S. Meyer","M. Macieski",NA,"2014","01","10","Brasil","SC","Imbituva","Praia da Vila - Dunas","-48.670278","-28.24","48°40'13 W","28°14'24 S","30","30","erva heliófita, psamófila, pilosa, ca. 0,30 m. Flores roxas.",NA,NA,"2017","08","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-09 17:59:22-03","UTFPR","HCF","28600","S","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","L. Bonatto","F. Gonzatti","2232","2015","11","22","Brasil","RS","Osório","margem Oeste da Lagoa Horácio","-50.232222","-29.906389","50°13'56 W","29°54'23 S","3","3","pétals violáceas. Folhas velutinas. Sub-arbustos, formando moitas às margens de lago artificial. Solo arenoso.",NA,NA,"2016","08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-09 17:59:22-03","UTFPR","HCF","26127","S","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","F.S. Meyer","E. Valduga","611","2015","01","21","Brasil","RS","Osório","próximo à Lagoa dos Veados","-50.169722","-29.897778","50°10'11 W","29°53'52 S","7","7","arbusto. Beira de estrada.",NA,NA,"2015","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-09 17:59:22-03","UTFPR","HCF","3391","S","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","F.S. Meyer","M.G. Caxambu","999","2006","02","10","Brasil","SC","Bombinhas","Praia de Bombas","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"Arbusto com flores de cor roxa.",NA,NA,"2017","08","19","11943","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-09 17:59:22-03","UTFPR","HCF","616","S","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","F.S. Meyer","A.E. Bianek","152","2003","12","10","Brasil","SC","Itajai",NA,"-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Planta com 1,5m de altura, densamente pubescente, com presença de flores roxas.",NA,NA,"2017","08","19","27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-09 17:59:22-03","UTFPR","HCF","1911","S","Plantae","Melastomataceae","Pleroma","urvilleanum","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","F.S. Meyer","G. Ribeiro",NA,"2005","01","15","Brasil","SC","Itajai",NA,"-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Herbácea, ereta, com flores roxas. Folhas gríseo-esverdeadas, pilosas. Na restinga.",NA,NA,"2017","08","19","27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:35:17-03","MBM","MBM","201825","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Wurdack, J.J.","Urbani, M.","2",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM201825","MBM201825",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:35:17-03","MBM","MBM","177910","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux",NA,"Almeda, F.; et al.; et al.","7365",NA,NA,NA,"Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM177910","MBM177910",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:35:17-03","MBM","MBM","137961","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Wurdack, J.J.","Ricardo, J.","3",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM137961","MBM137961",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:35:17-03","MBM","MBM","226372","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Brade, A.C.","Bigarella, J.J.","2389",NA,NA,NA,"Brazil","Paraná","Paranaguá","Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM226372",NA,NA,NA,NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:35:17-03","MBM","MBM","226374","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Ribas, O.S.","Britez, R.M.","1121",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM226374",NA,NA,NA,NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:35:17-03","MBM","MBM","226371","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Silva, S.M.","Britez, R.M.","1126",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM226371",NA,NA,NA,NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:35:17-03","MBM","MBM","16881","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Wurdack, J.J.","Hatschbach, G.","25675",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM016881","MBM016881",NA,NA,NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:35:17-03","MBM","MBM","102137","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Wurdack, J.J.","Klein, R.M.; Bresolin, A.; Souza Sobrinho; Bresolin, A.; Souza Sobrinho","6485",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"=97397","MBM102137","MBM102137",NA,NA,NA,"27000","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:35:17-03","MBM","MBM","97397","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Wurdack, J.J.","Klein, R.M.; Bresolin, A.; Souza Sobrinho; Bresolin, A.; Souza Sobrinho","6485",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"=102137","MBM097397","MBM097397",NA,NA,NA,"27000","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:35:17-03","MBM","MBM","202848","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Souza, M.L.","Souza, M.L.","1195",NA,NA,NA,"Brazil","Santa Catarina","Garuva","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,"MBM202848","MBM202848",NA,NA,NA,"22441","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:35:17-03","MBM","MBM","340245","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux",NA,"Melo Junior, J.C.F.; J.C.F.","681","2007","12","18","Brazil","Santa Catarina","Jaraguá do Sul","Guaramirim, BR 280","-49.0666999816895","-26.4860992431641",NA,NA,NA,NA,"Floresta Ombrófila Densa Terras Baixas, Estágio médio de regeneração","MBM340245","MBM340245",NA,NA,NA,"33840","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:35:17-03","MBM","MBM","339480","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Goldenberg, R.","Marchett, F.","638","2007","10","13","Brazil","Santa Catarina","Laguna","Praia da Gravata","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Restinga","MBM339480","MBM339480","2008",NA,NA,"21199","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:35:17-03","MBM","MBM","155503","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Dombrowski, L.T.","Dombrowski, L.T.","5387",NA,NA,NA,"Brazil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM155503","MBM155503",NA,NA,NA,"31105","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:35:17-03","MBM","MBM","109875","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogniaux","Souza, M.L.","Falkenberg, D.B.","3205",NA,NA,NA,"Brazil","Santa Catarina","Penha","Armação","-48.6458015441895","-26.7693996429443",NA,NA,NA,NA,NA,"MBM109875","MBM109875",NA,NA,NA,"9872","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
