"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem"
"51","2020-07-23 12:18:42-03","CEPLAC","CEPEC","141338","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii",NA,"R. Vinícius-Silva",NA,NA,NA,"A. M. Amorim","2013","06","17","Brasil","Bahia","SÃO JOSÉ DA VITÓRIA","PARNA Serra das Lontras. Trilha de acesso ao javi com entrada pela Vila Família Unida. Coletas efetuadas pelo acesso ao pico indo pela cachoeira.","-39.3175","-15.148889","39W19'3","15S8'56","900","900",NA,NA,NA,NA,NA,"8370",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-23 12:18:42-03","CEPLAC","CEPEC","109023","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii",NA,"R. Vinícius-Silva",NA,NA,NA,"Amorim, A. M.","2005","01","30","Brasil","Bahia","ALMADINA","Serra do Corcovado. 13,8 km ao SW de Coaraci na estrada para Almadina, Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","39W36'12","14S42'21","650","650",NA,NA,NA,NA,NA,"4688",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-23 12:18:42-03","CEPLAC","CEPEC","39686","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii",NA,"R. Vinícius-Silva",NA,NA,NA,"L. A. Mattos-Silva","1993","03","08","Brasil","Bahia","UNA","Ribeirão das Palmeiras. Serra Javi. Ramal c/ entrada no Km 11 Rod. São José/Una, ao S a 9Km até cima da Serra.","-38.3","-15.15","38W18'","15S9'",NA,NA,"Estéril",NA,NA,NA,NA,"4160",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-07-23 12:18:42-03","CEPLAC","CEPEC","98379","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii",NA,"R. Vinícius-Silva",NA,NA,NA,"W. W. Thomas","2003","03","15","Brasil","Bahia","JUSSARÍ","Fazenda Serra do Teimoso. Reserva Serra do Teimoso. Perto do topo da montanha, em área perto Ribeirão da Bica.","-39.5425","-15.095556","39W32'33","15S5'44","750","750","<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"13330",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-23 12:18:42-03","CEPLAC","CEPEC","8948","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii",NA,"R. Vinícius-Silva",NA,NA,NA,"R. S. Pinheiro","1972","10","25","Brasil","Bahia","jaguaquara","Km 30 da Rod. Jaguaquara/Apuerema.","-39.9707984924316","-13.5305995941162","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,"1952",NA,NA,"Paratipo","34448","auto",NA,NA,NA,"30/12/1978"
"56","2020-07-23 12:18:42-03","CEPLAC","CEPEC","130583","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii",NA,"R. Vinícius-Silva",NA,NA,NA,"P. L. Viana","2008","07","18","Brasil","Espírito Santo","castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"3642",NA,NA,NA,"23588","auto",NA,NA,NA,NA
"57","2020-07-23 12:18:42-03","CEPLAC","CEPEC","109456","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii",NA,"R. Vinícius-Silva",NA,NA,NA,"T. R. Soderstrom","1972","03","01","Brasil","Rio de Janeiro","rio de janeiro","Morro Novo Mundo.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1864",NA,NA,NA,"57442","auto",NA,NA,NA,"30/12/1979"
"58","2019-11-01 15:16:27-03","UnB","UB","155254","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinícius-Silva, R","2018","06","25","Davidse, G; Ramamoorthy, TP; Vital, DM","1976","03","26","Brasil","Rio de Janeiro",NA,"16km S of Itaipara. Serra dos Órgãos",NA,NA,NA,NA,"950","950","Plants flowering in mass; culms 10-12m, straight except at flexuous tip, erect, culm walls weak; Montane forest","UB0041085","UB0041085","Monocotyledonae",NA,"11419","Southern America",NA,"paratype",NA,NA,NA,NA,NA,NA
"59","2020-06-01 13:11:23-03","UFU","HUFU","79887","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinícius-Silva, R.","2017","03","20","Assis, C.L.","2015","11","02","Brasil","Minas Gerais","Cataguases","Serra da Neblina","-42.748889","-21.230278","-42.748889","-21.230278",NA,NA,NA,"HUFU00077323",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:15:56-03","IBt","SP","366701","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius Silva, R","2017","06","29","Thomas, WW; Amorim, AM; Paixão, JL","1998","02","10","Brasil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 45 min. walk W to reserva da Fazenda Teimoso.","-39.583333","-15.166667","-39.583333","-15.166667","450","800",NA,NA,NA,NA,NA,"11800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:15:56-03","IBt","SP","236258","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Sendulsky, T","1995","01",NA,"Brade, AC","1948","11","27","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos, Fazenda Dr. Portugal",NA,NA,NA,NA,"1400","1400",NA,"SP003107","SP003107",NA,NA,"19457",NA,NA,"Paratype",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:15:56-03","IBt","SP","238256","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius Silva, R","2017","06","29","Clark, L; Morel, M; Sarahyba, S","1990","02","15","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Road from the administration to the Barragem, close to the Barragem.","-42.966667","-22.45","-42.966667","-22.45","1240","1240",NA,NA,NA,NA,NA,"678",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:15:56-03","IBt","SP","367669","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius Silva, R","2017","06","29","Sarahyba, LS; Clark, L; Alves da Silva, M","1994","02","25","Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica de Macaé de Cima, Pedra Bicuda.","-42.416667","-22.383333","-42.416667","-22.383333","1350","1350",NA,NA,NA,NA,NA,"1052",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:15:56-03","IBt","SP","377047","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius Silva, R","2017","06","29","Londoño, X; Sarahyba, S","1992","03","06","Brasil","Rio de Janeiro",NA,"Parque Nacional da Serra dos Órgãos, Por la tocha a Piedra de Sino.",NA,NA,NA,NA,"1290","1290",NA,NA,NA,NA,NA,"715",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:15:56-03","IBt","SP","385278","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius Silva, R","2017","06","29","Amorim, AM; et al.","2005","01","30","Brasil","Bahia","Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci na estrada para Almadina, fazenda São José. Proprietário Sr. Francisco.","-39.603333","-14.705833","-39.603333","-14.705833","650","900",NA,NA,NA,NA,NA,"4688",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:15:56-03","IBt","SP","373297","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius Silva, R","2017","06","29","Sarahyba, LS; Clark, L","1991","12","05","Brasil","Rio de Janeiro","Nova Friburgo","Distrito de Macaé de Cima.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,"851",NA,NA,NA,"33190","auto",NA,NA,NA,NA
"67","2019-11-21 10:15:56-03","IBt","SP","236259","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Sendulsky, T","1995",NA,NA,"Martinelli, G; et al.","1978","04","04","Brasil","Rio de Janeiro","Rio de Janeiro","Campo Grande, Serra do Mendanha","-43.2075004577637","-22.9027996063232",NA,NA,"600","700","Semi-heliófila, crescendo em encosta, colmos verdes; flores verdes; frutos imaturos de cor verde-acastanhado; frutos maduros de cor castanhos; sinais de animais terrestres em redor da planta; folhas em ambas as faces verdes","SP002698","SP002698",NA,NA,"4129",NA,NA,"Paratype","57442","auto",NA,NA,NA,NA
"68","2019-11-21 10:15:56-03","IBt","SP","249451","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius Silva, R","2017","06","29","Barros, F","1991","04","10","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,"700","700",NA,NA,NA,NA,NA,"2276",NA,NA,NA,"37574","auto",NA,NA,NA,NA
"69","2019-11-21 10:15:56-03","IBt","SP","50362","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Sendulsky, T","1995","01",NA,"Toledo, JF","1944","01","19","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP002560","SP002560",NA,NA,"s.n.",NA,NA,"Paratype","53584","auto",NA,NA,NA,NA
"70","2019-11-21 10:15:56-03","IBt","SP","50462","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Sendulsky, T","1995","01",NA,"Gehrt, A; Kuhlmann, M","1944","03","23","Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP002565","SP002565",NA,NA,"s.n.",NA,NA,"Paratype","53584","auto",NA,NA,NA,NA
"71","2019-11-21 10:15:56-03","IBt","SP","79757","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Sendulsky, T","1995","01",NA,"Kuhlmann, M","1944","03","25","Brasil","São Paulo","São Paulo","Jardim Botânico, NAtiva no Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP002557","SP002557",NA,NA,"s.n.",NA,NA,"Holotype","53584","auto",NA,NA,NA,NA
"72","2019-11-21 10:15:56-03","IBt","SP","238492a","Extra","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"Toledo, JF","1959","05","19","Brasil","São Paulo","São Paulo","Jardim Botânico, Picada Porsh (?), além do lago das Guaricangas, à esquerda. Igual ao material SP 50362, fértil em 19/I/1944","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP002562","SP002562",NA,NA,"s.n.",NA,NA,"Paratype","53584","auto",NA,NA,NA,NA
"73","2019-11-21 10:15:56-03","IBt","SP","238492c","Extra","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"Toledo, JF","1959","05","19","Brasil","São Paulo","São Paulo","Jardim Botânico, Picada Porsh (?), além do lago das Guaricangas, à esquerda. Igual ao material SP 50362, fértil em 19/I/1944","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP002564","SP002564",NA,NA,"s.n.",NA,NA,"Paratype","53584","auto",NA,NA,NA,NA
"74","2019-11-21 10:15:56-03","IBt","SP","238492b","Extra","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"Toledo, JF","1959","05","19","Brasil","São Paulo","São Paulo","Jardim Botânico, Picada Porsh (?), além do lago das Guaricangas, à esquerda. Igual ao material SP 50362, fértil em 19/I/1944","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP002563","SP002563",NA,NA,"s.n.",NA,NA,"Paratype","53584","auto",NA,NA,NA,NA
"75","2019-11-21 10:15:56-03","IBt","SP","238492","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"Toledo, JF","1959","05","19","Brasil","São Paulo","São Paulo","Jardim Botânico, Picada Porsh (?), além do lago das Guaricangas, à esquerda. Igual ao material SP 50362, fértil em 19/I/1944","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP002561","SP002561",NA,NA,"s.n.",NA,NA,"Paratype","53584","auto",NA,NA,NA,NA
