"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","individualCount","class"
"28","2020-07-15 14:43:33-03","UNESP-RC","HRCB","33653","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","N. Roque","Roque, N.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto","Parátipo",NA,NA
"29","2019-06-10 10:10:21-03","FZB-BH","BHZB","9061","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata",NA,"Jimi NakaJima","Fernandes, M.G.C. et al.","1558","2012","07","11",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,"Sobre solo arenoso. s/ponto. , Duplicata doada para Herbário HUFU",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"30","2019-06-10 10:10:21-03","FZB-BH","BHZB","9079","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata",NA,"Jimi Nakajima","Fernandes, M.G.C. et al.","1567","2012","07","11",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,"s/ponto. Duplicata doada para Herbário HUFU",NA,NA,NA,NA,"2013","02",NA,NA,NA,"26557","auto",NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","3371719","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","conduplicata","Richterago conduplicata",NA,NA,"N. Roque & P. Hervencio","475","1998","9","29","South America - Neotropics","Brazil","Minas Gerais",NA,"Santana do Riacho, Serra do Cipo, Estrada Delo Horizonte-Conceicao do Mato Dentro, Alto do Palacio (27 km da Ponte do Rio Cipo)",NA,NA,NA,NA,"US01209057","US01209057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"32","2020-09-12 05:00:02-03","US","US","3371709","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","conduplicata","Richterago conduplicata",NA,NA,"N. Roque & P. Hervencio","502","1998","9","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Santana do Riacho, Serra do Cipo, Acesso que sai da Estrada Delo Horizonte-Conceicao do Mato Dentro (MG010) para a Serra do Salitreira, ca. 1.2 km da casa do IBAMA",NA,NA,NA,NA,"US01209056","US01209056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"33","2019-11-13 11:16:32-03","USP","SPF","131336","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Forzza, RC","747","1998","03","03",NA,"Brasil","Minas Gerais",NA,"Serra da Carapina.","-43.683333","-18.933333",NA,NA,"SPF00131336",NA,"1200","1200","1999",NA,NA,"-43.683333","-18.933333",NA,NA,"paratype",NA,NA
"34","2019-11-13 11:16:32-03","USP","SPF","134591","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Melo, GFA","10","1998","04","14",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"SPF00134591",NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,"paratype",NA,NA
"35","2019-11-13 11:16:32-03","USP","SPF","187384","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","1624","2007","09","19",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.540556","-19.266944",NA,NA,"SPF00187384",NA,"1352","1352","2007",NA,NA,"-43.540556","-19.266944",NA,NA,NA,NA,NA
"36","2019-11-13 11:16:32-03","USP","SPF","187385","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","1636","2007","09","19",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.552222","-19.164167",NA,NA,"SPF00187385",NA,"1386","1386",NA,NA,NA,"-43.552222","-19.164167",NA,NA,NA,NA,NA
"37","2021-03-15 18:25:35-03","USP","SPF","209768","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Hind, DJN","Zappi, DC","2252","2009","07","27",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da Senhorinha, topo da serra.","-43.743249","-18.937314",NA,"Ervas com folhas eretas verde-amareladas, flores creme.; Campo limpo com afloramentos rochosos planos a angulosos, em solo arenoso.","SPF00209768",NA,NA,NA,"2010",NA,NA,"-43.743249","-18.937314",NA,NA,NA,NA,NA
"38","2019-11-13 11:16:32-03","USP","SPF","32044","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Forero, E","CFSC9023","1980","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,"Coleta: Forero 7901","SPF00032044",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"39","2019-11-13 11:16:32-03","USP","SPF","121954","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","316","1997","06","24",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00121954",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"40","2019-11-13 11:16:32-03","USP","SPF","121957","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","326","1997","06","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00121957",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"41","2019-11-13 11:16:32-03","USP","SPF","121958","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","330","1997","06","26",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00121958",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"42","2019-11-13 11:16:32-03","USP","SPF","124105","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","355","1997","09","24",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00124105",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"43","2019-11-13 11:16:32-03","USP","SPF","124107","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","360","1997","09","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00124107",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"44","2019-11-13 11:16:32-03","USP","SPF","128049","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Sano, PT","539","1997","10","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00128049",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"45","2019-11-13 11:16:32-03","USP","SPF","133222","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","475","1998","09","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00133222",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"46","2019-11-13 11:16:32-03","USP","SPF","133231","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","502","1998","09","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00133231",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"47","2019-11-13 11:16:32-03","USP","SPF","136716","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Hervencio, P","127","1998","09","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00136716",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"48","2019-11-13 11:16:32-03","USP","SPF","138527","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Menezes, NL","1408","1999","10","12",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00138527",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"49","2019-11-13 11:16:32-03","USP","SPF","142955","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Costa, FN","213","2000","06","21",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00142955",NA,NA,NA,"2003",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"50","2019-11-13 11:16:32-03","USP","SPF","20331","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Cordeiro, I","CFSC7529","1981","10","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00020331",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"51","2019-11-13 11:16:32-03","USP","SPF","39986","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Forero, E","CFSC8814","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,"Coleta: Forero 7901","SPF00039986",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"52","2019-11-13 11:16:32-03","USP","SPF","73076","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Pirani, JR","CFSC12324","1991","05","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00073076",NA,"1310","1360","1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
