"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","individualCount","class"
"1","2021-03-15 16:37:00-03","NY","NYBG","871900","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","N. Roque","N. Roque","360","1997","09","25","South America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, campo a direita em frente á Estátua do Velho Juca, na estrada MG010.","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871900","NY00871900_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","871902","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque",NA,"B. Maguire","49089","1960","08","08","South America","Brazil","Minas Gerais",NA,"Summit of Serra do Cipo, Km. 120-140 on road from Hotel Chapeu do Sol to Concepcao.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871902","NY00871902_01","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","871901","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","N. Roque","N. Roque","316","1997","06","24","South America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.539757","-19.388386","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871901","NY00871901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-06-29 11:29:20-03","UFRJ","RFA","11167","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Ribeiro, THB Férraz. A.","P. Occhioni; Carmem, Elêna",NA,"1970","05","27",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó, km 110-131",NA,NA,NA,"Subarbusto, 20 cm; flores brancas","RFA10973",NA,NA,NA,"2005","08","19",NA,NA,NA,NA,NA,NA,NA
"5","2019-11-25 16:50:25-03","UFBA","ALCB","106123","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","N.Roque","Roque, N","Andrino, CO; Araújo, IM; Franco, IM; Tannure, MP; Costa, FN","41","2010","04","08","Southern America","Brasil","Minas Gerais","Serro","estrada para Milho Verde.","-43.429722","-18.443611",NA,"pouco indivíduos floridos.",NA,NA,"1254","1254","2011","06",NA,"-43.429722","-18.443611",NA,NA,NA,NA,NA
"6","2019-11-25 16:50:25-03","UFBA","ALCB","120877","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","N.Roque","Roque, N","Roque, N; Alves, M; Campos, L; Barres, L","4703","2015","09","28","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Alto do Palácio, atrás da Sede do ICMBIO.","-43.531111","-19.259167",NA,"ca. 20 cm alt. Brácteas involucrais verde-cinéreas. Corola alva, pápus estramíneo.; graminoso","ALCB007975","ALCB007975","1361","1361","2015","09",NA,"-43.531111","-19.259167",NA,NA,NA,NA,NA
"7","2019-11-25 16:50:25-03","UFBA","ALCB","122484","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","N.Roque","Barres, L","Barres, L; Alves, M; Campos, L; Roque, N","197","2015","09","28","Southern America","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra de Cipó, Alto de Palácio, atrás da sede do ICMbio.","-43.516667","-19.25",NA,"ca. 60 cm alt. Folhas em roseta basal, eretas, conduplicatas, escapo floral hirsuto; capítulo solitario radiado; flores alvas.","ALCB007924",NA,"1361","1361","2015","09",NA,"-43.516667","-19.25",NA,NA,NA,NA,NA
"8","2019-11-25 16:50:25-03","UFBA","ALCB","81464","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","N.Roque","Roque, N","Roque, N; Sano, PT; Watanabe, MTC; Travó, MLO; Echternacht, L","1624","2007","09","19","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Alto do Palácio - em torno da Sede do IBAMA. Material para DNA","-43.540556","-19.266944",NA,"ca. 30cm alt., em solo arenoso. Brácteas involucrais cinéreas, flores alvas.",NA,NA,"1352","1352","2007","09",NA,"-43.540556","-19.266944",NA,NA,NA,NA,NA
"9","2020-11-04 11:02:11-03","ESALQ","ESA","8412","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque",NA,"Sakuragui, C.M. ; Souza, V.C.","123.0","1990","08","04",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA008412","ESA008412",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"10","2020-11-04 11:02:11-03","ESALQ","ESA","32809","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N.","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","11652.0","1996","07","04",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Fazenda Cachoeira da Capivara. Campo arenoso com afloramentos rochosos.","-43.7144012451172","-19.1688995361328",NA,"Erva; capítulos com flores alvas e tricomas dourados. Campo arenoso.","ESA032809",NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"11","2020-11-04 11:02:11-03","ESALQ","ESA","120710","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N.","Delfini, C.","282.0","2012","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, rodovia MG 10, km 131, bifurcação para o Morro do Pilar.","-43.49884","-19.2236",NA,"Erva, 40-50cm alt., capítulos brancos.","ESA120710","ESA120710","1337","1337","2016","07","06","-43.49884","-19.2236",NA,NA,NA,NA,NA
"12","2021-03-01 16:25:10-03","UNICAMP","UEC","174037","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Franco, IM","Souza, VC; Souza, JP; Romão, GO; Araújo, AO","25228","2001","07","05",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do cipó. Próximo à estátua do Juquinha.","-43.551111","-19.258333",NA,"Ervas; flores do raio alvas, do disco creme.; Campo rupestre.","UEC089205","UEC089205","1500","1500","2013","04",NA,"-43.551111","-19.258333",NA,NA,NA,NA,NA
"13","2019-08-20 10:06:34-03","UNICAMP","UEC","2723","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Joly, AB; Semir, J; Ugadim, Y","346","1970","06","08",NA,"Brazil","Minas Gerais","Jaboticatubas","Entre km 137-138 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"UEC130727","UEC130727","1240","1240","1999",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"14","2021-03-01 16:25:10-03","UNICAMP","UEC","2725","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Joly, AB; Semir, J","2955","1972","08","20",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 128 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Erva. Escapo até 30 cm. Flores brancas.","UEC130726","UEC130726",NA,NA,"1999",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"15","2021-03-01 16:25:10-03","UNICAMP","UEC","2724","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Joly, AB; Semir, J","3124","1972","08","21",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"35 cm.","UEC130724","UEC130724",NA,NA,"1999",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"16","2021-03-01 16:25:10-03","UNICAMP","UEC","2794","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Semir, J; Sazima, M","1996","1972","04","30",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 142 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Acaule.","UEC130728","UEC130728",NA,NA,"1999",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"17","2021-03-01 16:25:10-03","UNICAMP","UEC","2722","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Joly, AB; Semir, J","3160","1972","08","22",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 142 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Altura 60 cm.","UEC130723","UEC130723",NA,NA,"1999",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"18","2021-03-01 16:25:10-03","UNICAMP","UEC","60202","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Forero, E; Muniz, CF; Menezes, N; Jung, SL; et al.","CFSC9023","1980","09","07",NA,"Brazil","Minas Gerais","Santana do Riacho","Km 107 da Rodovia Belo Horizonte - Conceição do Mato Dentro, caminho para Usina Dr. Pacífico Mascarenhas.","-43.7144012451172","-19.1688995361328",NA,"Hierba. Lígulas blancas.","UEC130729","UEC130729",NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"19","2021-03-01 16:25:10-03","UNICAMP","UEC","27747","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Cordeiro, I; Pirani, JR; Kawasaki, ML; Furlan, A","CFSC7592","1981","10","06",NA,"Brazil","Minas Gerais","Santana do Riacho","Km 134 ao longo da Rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Erva 30-55 cm. Capítulos creme a alvos.","UEC130725","UEC130725",NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"20","2021-03-01 16:25:10-03","UNICAMP","UEC","66773","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Franco, IM","Pinheiro, JD; Esteves, GL","CFSC8586","1982","07","31",NA,"Brazil","Minas Gerais","Santana do Riacho","Km 135 ao longo da Rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Erva, pétalas brancas com o centro amarelo.","UEC130722","UEC130722",NA,NA,"2013","04",NA,NA,NA,"26557","auto",NA,NA,NA
"21","2020-12-21 16:17:05-03","MBM","MBM","243741","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N.","Roque, N.; et al.; et al.","316","1997","06","24","Southern America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"MBM243741","MBM243741",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"22","2021-01-29 17:16:15-03","UFMG","BHCB","129176","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","N.Roque",NA,"Arruda, LJ; Santos, LM dos","70",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Itabirito","Mina do Pico. Cava do Sapecado","-43.879764","-20.255969",NA,"Campo rupestre laterítico.",NA,NA,"1515","1515",NA,NA,NA,"-43.879764","-20.255969",NA,NA,NA,NA,NA
"23","2021-01-29 17:16:15-03","UFMG","BHCB","61017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","N.Roque",NA,"Pirani, JR; Coffani-Nunes, JV; Parra-Lazzari, L; Vitta, FA","12324","1991","05","30","Southern America","Brasil","Minas Gerais","Santana do Riacho","Km 125 da Rodovia BH-Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Erva com roseta de folhas basais, Capítulos com flores alvas.; Em solo arenoso pedregoso","BHCB000071","BHCB000071","1310","1310","1999",NA,NA,NA,NA,"26557","auto","Paratypus",NA,NA
"24","2021-01-29 17:16:15-03","UFMG","BHCB","50742","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","N.Roque",NA,"Roque, N; Hervêncio, P; Araújo, AC; Vitta, FA","349","1997","09","23","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Campo areno-pedregoso do lado direito da estrada BH-Conceição do Mato Dentro entre Eucaliptal e Casa do IBAMA, ca. 22 Km da base da Serra","-43.7144012451172","-19.1688995361328",NA,"Grande população próximo á população de Actinoseris arenaria. Brácteas involucrais verde-cinéreas a castanhas; flores alvas quando maduras castanhas, estames amarelos, papus amarelo.","BHCB000070","BHCB000070",NA,NA,NA,NA,NA,NA,NA,"26557","auto","Isotypus",NA,NA
"25","2009-10-26 13:02:00-02","MO","MOBOT","100223693","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","N. Roque","N. Roque","José R. Pirani","Pirani 12324","1991","5","30","South America","Brazil","Minas Gerais","Santana do Riacho","Km 125 da Rodovia Belo Horizonte-Conceição do Mato Dentro. Elevação frente à Estrátua do Velho Juca. vide suplemento.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"1310.00000000",NA,NA,NA,NA,NA,NA,"26557","auto",NA,"1",NA
"26","2021-03-04 11:04:32-03","UFRB","HURB","19504","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","N.Roque","Roque, N.; Alves, M.; Campos,L. & Barres, L.","4703","2015","09","28",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó; Alto do Palacio, atrás da Sede do ICMBIO","-43.531111","-19.259167",NA,"ALCB 120877.","HURB000019504",NA,"1361","1361","2015","09",NA,"43º31'52W","19º15'33S",NA,NA,NA,NA,NA
"27","2020-06-15 15:28:54-03","UNESP-RC","HRCB","32886","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N.","Pirani, J.R.","12158","1991","03","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra da Lapinha, Maciço NW da Serra do Cipó, próximo a localidade da Lapinha","-43.7144012451172","-19.1688995361328",NA,"Invólucro cinéreo, flores liguladas alvas, tubulosas amarelas.",NA,NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
