"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","previousCatalogNumber","fieldNumber","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","555656","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago ceanothifolium","(Kunth) Yunck.",NA,NA,NA,NA,"A. J. de Sampaio","1934","05",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Estrada para o Recreio dos Bandeirantes","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555656","NY00555656_01","ceanothifolium","502","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00957141","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago ceanothifolium","(Kunth) Yunck.",NA,NA,NA,NA,"W. A. Ducke","1909","07","16","Brazil","Ceará","Guaramiranga","Riacho do Capim.","-38.9331","-4.2633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957141","NY00957141_01","ceanothifolium","s.n.","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4135112","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.",NA,NA,NA,NA,"M. H. Nee","1987","03","02","Bolivia","Santa Cruz","Andrés Ibáñez","12 km E of of center of Santa Cruz, on road to Cotoca","-63.07","-17.77",NA,NA,"375",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457902' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135112",NA,NA,"34315","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","555705","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.","T. G. Yuncker",NA,NA,NA,"G. G. Hatschbach","1963","02","18","Brazil","Paraná","Foz do Iguaçu","Parque Nacional","-54.5881","-25.5481",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555705","NY00555705_01","medium","9734","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4135214","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"J. A. Steyermark","1980","06","05","Venezuela","Zulia","Mara","Sierra de la Corbata, deciduous forest on limestone slopes, mostly on ridge bordering southeast facing slopes, 3-4 km NNE of Parcelamiento Cachirí","-72.25","10.87",NA,NA,"100","360","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4458046' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135214",NA,"medium","123346","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","778532","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago amalago","L.","J. A. Steyermark",NA,NA,NA,"R. L. Liesner","1979","06","22","Venezuela","Falcón",NA,"Parque Nacional Quebrada de la Cueva el Toro. Trail going to La Piedra.","-69.12","10.83",NA,NA,"600","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778532","NY00778532_01","amalago","7817","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","555689","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.","T. G. Yuncker",NA,NA,NA,"B. Rambo","1950","05","22","Brazil","Rio Grande do Sul","Montenegro","Butterberg, p. Montenegro","-51.4608","-29.6886",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555689","NY00555689_01","medium","47147","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4135218","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"H. H. van der Werff","1985","10","19","Venezuela","Falcón","Bolívar (Distrito)","Limestone ridges, 2-4 km W of Carrizalito","-69.77","11.13",NA,NA,"1200","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4458050' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135218",NA,"medium","7437","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4135119","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.",NA,NA,NA,NA,"M. H. Nee","1990","10","03","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, 4 km SW of center of Buena Vista, south side of Rio Surutu","-63.68","-17.48",NA,NA,"315",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457909' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135119",NA,NA,"39072","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1523010","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.",NA,NA,NA,NA,"W. Hoehne","1951","10","28","Brazil","São Paulo","Jales","Jales. Mata do Retiro.","-50.548731","-20.268919",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1788636' target='other'> <mi>dwc_moreinfo</mi></a>","NY01523010","NY01523010_01",NA,"s.n.","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","778524","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.","R. Callejas Posada",NA,NA,NA,"R. Callejas Posada","1983","10","28","Brazil","Bahia","Una","Km. 9 da estrada. Sao José de Burarema-Una.","-39.0753","-15.2933",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778524","NY00778524_01",NA,"1559","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"25","2016-09-27 18:40:00-03","NY","NYBG","00957142","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago ceanothifolium","(Kunth) Yunck.",NA,NA,NA,NA,"D. Melo","1956","11","02","Brazil","Minas Gerais","Leopoldina","Pedra Pinguda, prox. estrada Rio Bahia, km. 120.","-42.6431","-21.5319",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957142","NY00957142_01","ceanothifolium","4","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","555688","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.","T. G. Yuncker",NA,NA,NA,"A. F. M. Glaziou","1869","02","06","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.212076","-22.951842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555688","NY00555688_01","medium","3118","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","555669","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"A. H. Gentry","1983","05","10","Venezuela","Zulia",NA,"Headwaters of Rio Guasare, Serrania de Perijá","-72.48","10.87",NA,NA,"270","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555669","NY00555669_01","medium","41192","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4135128","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.",NA,NA,NA,NA,"M. H. Nee","1986","12","28","Bolivia","Santa Cruz","Ñuflo de Chávez","2 km N of center of Concepcion","-62.03","-16.12",NA,NA,"475",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457918' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135128",NA,NA,"33361","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00957138","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.","M. Carvalho-Silva",NA,NA,NA,"R. Simão-Bianchini","1989","10","23","Brazil","Minas Gerais","Muriaé","Muriaé:. Fazenda Barra Alegre","-42.3664","-21.1308",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957138","NY00957138_01",NA,"222","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4135215","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"J. A. Steyermark","1980","05","28","Venezuela","Zulia","Mara","lower slopes (northwest side) of Cerro Negro, following quebrada to Lagunita Araguaney, southeast of Río Guasare, 2.5-3 km (by air) southeast of Rancho 505","-72.42","10.925",NA,NA,"400","530","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4458047' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135215",NA,"medium","122703","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01096305","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.","E. L. M. Catharino",NA,NA,NA,"E. L. M. Catharino","1985","06","06","Brazil","São Paulo","Piracicaba","Parque da ESALQ/USP.","-47.6397","-22.72",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236302' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096305","NY01096305_01","medium","308","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","778537","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago ceanothifolium","(Kunth) Yunck.","E. F. Guimarães; C. L. F. Ichaso",NA,NA,NA,"B. D. Sucre","1968","09","15","Brazil","Rio de Janeiro","Cabo Frio","Restinga da Praia do Pero, Cabo Frio.","-42.0183","-22.8794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778537","NY00778537_01","ceanothifolium","3651","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4135183","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"D. Villarroel S.","2007","11","12","Bolivia","Santa Cruz","Florida","Bella Vista, bosque Boliviano-Tucumano húmedo de fondo de valle con árboles mayores a 10 m de altura, bastante acumulacion hojarasca","-63.6947286","-18.24356",NA,NA,"1348",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4458015' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135183",NA,"medium","1497","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4135140","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.",NA,NA,NA,NA,"T. B. Croat","1980","11","06","Peru","San Martín",NA,"Province of Tarapoto; along banks of Río Mayo near village of Cunumbigue, ca 6 km S of Tarapoto - Moyabamba road at km 15","-76.65","-6.38",NA,NA,"350",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457930' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135140",NA,NA,"51108","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00957147","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.","C. L. F. Ichaso; E. F. Guimarães",NA,NA,NA,"A. F. C. P. Saint-Hilaire","1816",NA,NA,"Brazil","Minas Gerais",NA,"Brésil, Province de Minas Geraes. Serra de Carassa.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957147","NY00957147_01","medium","s.n.","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","555698","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"G. Tessmann","1949","02","24","Brazil","Paraná","Bela Vista do Paraíso","Fazenda no Rio Vermelho (18 km ao nort oeste de Bela Vista; norte do Paraná","-51.1906","-22.9969",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529807' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555698","NY00555698_01","medium","3833","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","555692","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.","T. G. Yuncker",NA,NA,NA,"R. Reitz","1951","02","03","Brazil","Santa Catarina","Chapecó","Itapiranga, Rio Peperí-guaçú, Chapeco","-52.6181","-27.0967",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555692","NY00555692_01","medium","3860","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","555706","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"R. E. Braga",NA,NA,NA,"Brazil","Paraná",NA,"Serra dos Dourados",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555706","NY00555706_01","medium","s.n.","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","555701","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"J. C. Lindeman","1967","01","20","Brazil","Paraná","Icaraíma","Road from Icaraima to Pôrto Camargo","-53.6139","-23.3958",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555701","NY00555701_01","medium","4277","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01421219","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.","R. Callejas Posada",NA,NA,NA,"M. J. G. Hopkins","1986","06","06","Brazil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação.-Forest trails close to Estação. Primary forest of sandy soil, canopy between 20 & 30 m, heavily dissected.","-61.33","3.366667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668438' target='other'> <mi>dwc_moreinfo</mi></a>","NY01421219","NY01421219_01",NA,"526","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1019351","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago","L.","B. L. Stannard",NA,NA,NA,"R. M. Harley","1984","11","13","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 104. Morro do Calcáreo. Ao longo da Rod. B. Horizonte - Conceição do Mato Dentro.","-43.7142","-19.1692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280682' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019351","NY01019351_01",NA,"CFCR5889","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","778539","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.","R. Callejas Posada",NA,NA,NA,"J. C. Gomes","1965","04","02","Brazil","São Paulo",NA,"Ilha da Vitória, Litoral Norte.","-45.024073","-23.736481",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778539","NY00778539_01","medium","3620","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4135206","PreservedSpecimen","Plantae","Piperaceae","Piper","amalago","Piper amalago medium","(Jacq.) Yunck.",NA,NA,NA,NA,"F. J. Breteler","1964","12","15","Venezuela","Mérida",NA,"Península Paraguaná. Cerro Santa Ana",NA,NA,NA,NA,"650",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4458038' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135206",NA,"medium","4291","Magnoliophyta","Piperales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
