"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","country","individualCount","occurrenceRemarks","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","year","month","dayIdentified","recordedBy","recordNumber","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","typeStatus","fieldNumber","relatedCatalogItem","previousCatalogNumber","sex"
"15","2021-03-15 16:37:00-03","NY","NYBG","1032205","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192166' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Serra do Espinhaço, near summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.67613","-19.82237",NA,NA,NA,NA,NA,NA,"1971","01",NA,"H. S. Irwin","30251","13","South America","1800","2000","sheet","NY01032205","NY01032205_01",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1032202","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192153' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2",NA,NA,NA,NA,NA,NA,"1968","02",NA,"H. S. Irwin","19539","07","South America","1500","1500","sheet","NY01032202","NY01032202_01",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","822569","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913167' target='other'> <mi>dwc_moreinfo</mi></a>","Paraná",NA,"Serrinha.",NA,NA,NA,NA,NA,NA,NA,NA,"1908","11",NA,"P. K. H. Dusén","7189","22","South America",NA,NA,"sheet","NY00822569","NY00822569_01",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1032201","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192152' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2",NA,NA,NA,NA,NA,NA,"1968","02",NA,"H. S. Irwin","19539","07","South America","1500","1500","sheet","NY01032201","NY01032201_01",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","822568","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913166' target='other'> <mi>dwc_moreinfo</mi></a>","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.97","-25.42",NA,NA,NA,NA,NA,NA,"1998","12",NA,"E. P. dos Santos","694","10","South America","1100","1100","sheet","NY00822568","NY00822568_01",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","822566","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913161' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Ca. 24 km SW of Diamantina, on road to Gouveia. Serra do Espinhaço.","-43.7","-18.38",NA,NA,NA,NA,NA,NA,"1969","01",NA,"H. S. Irwin","22340","20","South America","1250","1250","sheet","NY00822566","NY00822566_01",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1032204","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192165' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Serra do Espinhaço, near summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.67613","-19.82237",NA,NA,NA,NA,NA,NA,"1971","01",NA,"H. S. Irwin","30251","13","South America","1800","2000","sheet","NY01032204","NY01032204_01",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","822570","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913168' target='other'> <mi>dwc_moreinfo</mi></a>","Paraná",NA,"Serrinha.",NA,NA,NA,NA,NA,NA,NA,NA,"1911","11",NA,"P. K. H. Dusén","13440","26","South America",NA,NA,"sheet","NY00822570","NY00822570_01",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","822572","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913171' target='other'> <mi>dwc_moreinfo</mi></a>","São Paulo",NA,"Parque Jabaquara.",NA,NA,NA,NA,NA,NA,NA,NA,"1924","01",NA,"F. C. Hoehne","14581","24","South America",NA,NA,"sheet","NY00822572","NY00822572_01",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1032203","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192154' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais","Ouro Preto","Serra do Espinhaço, on middle slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874",NA,NA,NA,NA,NA,NA,"1971","01",NA,"H. S. Irwin","29493","31","South America","1750","1750","sheet","NY01032203","NY01032203_01",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","822571","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913169' target='other'> <mi>dwc_moreinfo</mi></a>","Paraná",NA,"Serrinha.",NA,NA,NA,NA,NA,NA,NA,NA,"1908","10",NA,"P. K. H. Dusén","7055","22","South America",NA,NA,"sheet","NY00822571","NY00822571_01",NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","822510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","blanchetii","Gomesa blanchetii","(Rchb.f.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912428' target='other'> <mi>dwc_moreinfo</mi></a>","Bahia","Abaíra","Riacho da Taquara.","-41.92","-13.25",NA,NA,NA,NA,NA,NA,"1992","02",NA,"R. M. Harley","51168","04","South America","1620","1620","sheet","NY00822510","NY00822510_01",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1032198","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","ramosa","Gomesa ramosa","(Lindl.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192148' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"S. Tomé das Letras, arredores","-44.98139","-21.7234469",NA,NA,NA,NA,NA,NA,"1975","02",NA,"G. G. Hatschbach","36576","28","South America",NA,NA,"sheet","NY01032198","NY01032198_01",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1032199","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","ramosa","Gomesa ramosa","(Lindl.) M.W.Chase & N.H.Williams",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192149' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais","Ouro Preto","Saramenha","-43.5081","-20.2878",NA,NA,NA,NA,NA,NA,"1950","12",NA,"A. Macedo","2761","27","South America",NA,NA,"sheet","NY01032199","NY01032199_01",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","431867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","blanchetii","Oncidium blanchetii","Rchb.f.",NA,"Brazil",NA,"What does the date 1841 on the lower left corner of this label refer to? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416729' target='other'> <mi>dwc_moreinfo</mi></a>","Bahia",NA,"Igreja Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J. S. Blanchet","3343",NA,"South America",NA,NA,"sheet","NY00431867","NY00431867_01","isotype",NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","431867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","blanchetii","Oncidium blanchetii","Rchb.f.",NA,"Brazil",NA,"What does the date 1841 on the lower left corner of this label refer to? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416729' target='other'> <mi>dwc_moreinfo</mi></a>","Bahia",NA,"Igreja Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J. S. Blanchet","3343",NA,"South America",NA,NA,"sheet","NY00431867","NY00431867_01","isotype",NA,NA,NA,NA
"31","2016-09-27 03:28:00-03","NY","NYBG","9128","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","boliviense","Oncidium boliviense",NA,NA,"Bolivia",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197470' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Coripata, Yungas",NA,NA,NA,NA,NA,NA,NA,NA,"1894","05",NA,"M. Bang","2196","16","South America",NA,NA,"sheet","NY00009128","NY00009128_01","isotype",NA,NA,NA,NA
"32","2016-09-27 03:28:00-03","NY","NYBG","9129","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","boliviense","Oncidium boliviense",NA,NA,"Bolivia",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197471' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Coripata, Yungas",NA,NA,NA,NA,NA,NA,NA,NA,"1894","05",NA,"M. Bang","2196","16","South America",NA,NA,"sheet","NY00009129","NY00009129_01","isotype",NA,NA,NA,NA
"33","2016-10-21 20:32:00-02","NY","NYBG","431869","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","mandonii","Oncidium mandonii",NA,NA,"Bolivia",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648118' target='other'> <mi>dwc_moreinfo</mi></a>","La Paz","Larecaja","Viciniis Sorata, Catarquata",NA,NA,NA,NA,NA,NA,NA,NA,"1859","09",NA,"G. Mandon","1151",NA,"South America","2700","3000","sheet","NY00431869","NY00431869_01","isotype",NA,NA,NA,NA
"34","2016-10-21 20:32:00-02","NY","NYBG","431868","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","mandonii","Oncidium mandonii",NA,NA,"Bolivia",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648117' target='other'> <mi>dwc_moreinfo</mi></a>","La Paz","Larecaja","Viciniis Sorata, Catarquata, Carapata, Cerro del [..]",NA,NA,NA,NA,NA,NA,NA,NA,"1859","09",NA,"G. Mandon","1151",NA,"South America","2700","3000","sheet","NY00431868","NY00431868_01","isotype",NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","505012","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","martianum","Oncidium martianum","Lindl.",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589065' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. F. P. von Martius","s.n.",NA,"South America",NA,NA,"photo","NY00505012","NY00505012_01","photo of type",NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","505025","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","pinellianum","Oncidium pinellianum","Lindl.",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57718' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"photo","NY00505025","NY00505025_01","photo of type",NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","505052","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","ramosum","Oncidium ramosum","Lindl.","G. F. J. Pabst","Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=391552' target='other'> <mi>dwc_moreinfo</mi></a>","Goiás",NA,"Ca. 3 km S of Ouro Preta",NA,NA,NA,NA,NA,NA,NA,NA,"1971","02",NA,"H. S. Irwin","29549","01","South America","1600","1600","sheet","NY00505052","NY00505052_01",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","505053","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","ramosum","Oncidium ramosum","Lindl.","G. F. J. Pabst","Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=391553' target='other'> <mi>dwc_moreinfo</mi></a>","Goiás",NA,"Ca. 3 km S of Ouro Preta",NA,NA,NA,NA,NA,NA,NA,NA,"1971","02",NA,"H. S. Irwin","29549","01","South America","1600","1600","sheet","NY00505053","NY00505053_01",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","505054","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","ramosum","Oncidium ramosum","Lindl.",NA,"Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=391554' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais","Ouro Preto","Itacolumi, near Villa Rica","-43.5081","-20.2878",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. F. P. von Martius","s.n.",NA,"South America",NA,NA,"photo","NY00505054","NY00505054_01","photo of type",NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","9133","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Oncidium","williamsii","Oncidium williamsii","Schltr.",NA,"Bolivia",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33799' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Apolo","-68.41692","-14.720389",NA,NA,NA,NA,NA,NA,"1902","02",NA,"R. S. Williams","86","19","South America","1828.8","1828.8","sheet","NY00009133","NY00009133_01","isotype",NA,NA,NA,NA
"41","2020-01-28 13:11:28-03","MCN-PUC-MINAS","HPUC-MG","ANG2993","S","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","ramosa","Gomesa ramosa",NA,"J.A.N. Batista & R. Belisário","Brasil",NA,NA,"Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,"2006","02",NA,"Ornellas, H.O.",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9218","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","paranapiacabensis","Gomesa paranapiacabensis","(Hoehne) M.W.Chase & N.H.Williams","Helfstein, E.A.","Brasil",NA,NA,"São Paulo","Botucatu","Estrada de Pardinho via fazenda Monjolão, + - A 5 KM DA Rod. Marecahl rondon (entrada pelo Ponto Alto da serra)",NA,NA,"9999","9999",NA,NA,"1998","04","1972","02","22","Amaral Jr., A.",NA,"07",NA,NA,NA,NA,"BOTU009218",NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:52:46-03","EAO","IAN","130619","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Gomesa","ramosa","Gomesa ramosa","(Lindl.) M.W.Chase & N.H. Williams","Meneguzzo, TEC","Brasil",NA,"Terrestrial, the inflorescence to ca. 2m tall. Perianth yellow, spoted brownish violet at base within.","Minas Gerais",NA,"Steep rochy slopes, Cerrado Itabarito, ca. 45km SE of Belo Horizonte.",NA,NA,NA,NA,NA,NA,"2013",NA,"1968","02",NA,"Irwin, HS; Maxwell, HS","19539","07","Southern America","1500","1500",NA,"IAN130619",NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:52:46-03","EAO","IAN","135533","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Gomesa","ramosa","Gomesa ramosa","(Lindl.) M.W.Chase & N.H. Williams","Meneguzzo, TEC","Brasil",NA,"Terrestrial, the inflorescence to ca. 2m tal. Perianth yellow.","Minas Gerais",NA,"Campo thicket. Low galerry woods and adjacent rocky campo with sandstone and quartz outcrops. Serra do Espinhaço at Lapinha. Ca. 18km N of Sêrro on road (MG 2) to Diamantina.",NA,NA,NA,NA,NA,NA,"2013",NA,"1968","02",NA,"Irwin, HS; Maxwell, HS","20718","23","Southern America","1200","1200",NA,"IAN135533",NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:45:20-03","EAO","IAN","19585","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Oncidium","mandonii","Oncidium mandonii","Rchb.f.",NA,"Bolívia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandon, G","1151",NA,NA,NA,NA,NA,"IAN019585",NA,NA,NA,NA,NA,NA
