"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","dayIdentified","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","593481","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalc. & S.A.Graham","S. A. T. Graham","L. P. de Queiroz","4282","1995","03","14","South America","Brazil","Bahia","Morro do Chapéu","Municipio de Morro do Chapéu Morrâo, em torno da estaçâo retransmissora da Telebahia, a ca. 6 km W da BA-046 (Morro do Chapéu - Utinga), entrando a ca. 1 km do entroncamento para Morro do Chapéu com a BA - 052 (estrada do feijâo)","-41.1558","-11.5503","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593481","NY00593481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","445729","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalc. & S.A.Graham","T. B. Cavalcanti","T. B. Cavalcanti","366","1989","03","10","South America","Brazil","Bahia","Morro do Chapéu","Morro do Chapeu - Piritiba; km 8","-41.1","-11.58","sheet","Material Coletado-Exsicatas; Sementes. Interesse Economico-Oleos Lauricos <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445729","NY00445729_01","870","870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","445728","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalc. & S.A.Graham","T. B. Cavalcanti","M. M. Arbo","5376","1992","02","28","South America","Brazil","Bahia","Morro do Chapéu","Morrao al Sur de Morro do Chapeu","-41.22","-11.58","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445728","NY00445728_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","01080978","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalc. & S.A.Graham","T. B. Cavalcanti","S. A. Mori","14445","1981","06","16","South America","Brazil","Bahia","Morro do Chapéu","Telebahia Tower, ca 6 km S of Morro do Chapeu.","-41.1558","-11.5503","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225299' target='other'> <mi>dwc_moreinfo</mi></a>","NY01080978","NY01080978_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","445730","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalc. & S.A.Graham","T. B. Cavalcanti","T. B. Cavalcanti","360","1989","03","10","South America","Brazil","Bahia","Morro do Chapéu","Morro da Antena; entrada pela estrada para Wagner","-41.27","-11.38","sheet","Material Coletado-Exsicatas; Sementes. Interesse Economico-Oleos Lauricos <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445730","NY00445730_01","1190","1190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-11-25 16:50:58-03","UFBA","ALCB","08994","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Cavalcanti, TB","Costa, AL; Barroso, GM","s/n","1975","05","17","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.1561012268066","-11.5500001907349",NA,"Flores roxas.",NA,NA,NA,NA,"1991","11","98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-11-25 16:50:58-03","UFBA","ALCB","02950","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Cavalcanti, TB","Andrade-Lima, D","s/n","1970","10","25","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Serra","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"1200","1200","1991","11","98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-10-09 11:18:33-03","UFBA","ALCB","02950","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Brauner, LM","Andrade-Lima, D","s/n","1970","10","25","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Serra","-41.1561012268066","-11.5500001907349",NA,NA,"ALCB056066",NA,"1200","1200","2016","12","98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-10-09 11:18:33-03","UFBA","ALCB","031892","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Brauner, LM","Amorim, AMA; Carvalho, AM de; Jardim, JG; Silva, JR","1049","1993","02","22","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Estrada para o Morro da Torre de Transmissão, ca. de 10 km a partir da Sede do Municipio, ca. 1.100 msm","-41.001111","-11.628056",NA,"com ca. 80 cm de alt. Folhas verdes concolores. Flores com calice vinaceo, corola lilas, vistosa. Frutos imaturos arroxeadas. Flores muito viscosas.","ALCB056064",NA,NA,NA,"2016","12",NA,NA,"-41.001111","-11.628056",NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-10-09 11:18:33-03","UFBA","ALCB","036332","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Cavalcanti, TB","Harley, RM; Nic Lughadha, E; França, F; Gasson, P","PCD5951","1997","03","02","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.207222","-11.590556",NA,"0,40 m, xilopódio. Folhas coriáceas. Flores rosas.","ALCB056291",NA,"1151","1151","2014","10",NA,NA,"-41.207222","-11.590556","23",NA,NA,NA,NA,NA,NA,NA
"11","2019-10-09 11:18:33-03","UFBA","ALCB","107590","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Facco, MG","Guedes, ML; Alunos do PARFOR","20296","2013","01","19","Southern America","Brasil","Bahia","Morro do Chapéu","Morrão, próximo da Torre.","-41.15","-11.55",NA,"Folhas opostas, sésseis, ovada-lanceolada. Inflorescência terminal, flores com pétalas liláses.","ALCB056297",NA,NA,NA,"2016","11",NA,NA,"-41.15","-11.55","30",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:18:33-03","UFBA","ALCB","107800","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Brauner, LM","Guedes, ML; Mattos Andrade, PE de; Alunos de Botânica III","20497","2013","03","09","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, à 12 km da Cidade de Morro do Chapéu em direção à Cachoeira do Ferro Doido","-41.076111","-11.5875",NA,"Folhas rígidas. Flores liláses.","ALCB056294",NA,"972","972","2016","12",NA,NA,"-41.076111","-11.5875",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:18:33-03","UFBA","ALCB","108173","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Facco, MG","Roque, N; Alunos de Botânica III","3900","2013","02","23","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Estrada Real.","-41.000833","-11.628333",NA,"ca. 50 cm alt, folhas discolores. Hipanto verde com estrias vináceas, corola magenta.","ALCB056296",NA,"976","976","2016","11",NA,NA,"-41.000833","-11.628333","30",NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:18:33-03","UFBA","ALCB","113102","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Cavalcanti, TB","Guedes, ML; Costa, TF; Alunos de Botânica III","21212","2014","01","18","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Capão do Pinho, Vila Ecológica Catinguara.","-41.016667","-11.6",NA,"Folhas rígidas, com nervuras conspícuas, alvas. Flores com cálice e estrias vináceas, pétalas liláses.","ALCB056292",NA,"840","840","2014","10",NA,NA,"-41.016667","-11.6","23",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:18:33-03","UFBA","ALCB","117524","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Brauner, LM","Roque, N; Alunos de Botânica III","4555","2014","11","15","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Utinga - Tabuleiro do morrinho (Areial)","-41.1625","-11.600556",NA,"ca. 40 cm. alt. Folha discolores, cálice verde com lista vináceae, corola magenta.; Areial","ALCB056067",NA,NA,NA,"2016","11",NA,NA,"-41.1625","-11.600556",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:18:33-03","UFBA","ALCB","59833","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Brauner, LM","Guedes, ML; Loureiro, DM; Guaré, F; et al.","9834","2002","09","07","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Caminho para Ventura , na estrada","-41.15","-11.55",NA,"piloso. Folhas coriáceas, revoluta. Flores com cálice estriado de vinho, pétalas roxas. Ocasional.","ALCB056440",NA,NA,NA,"2016","12",NA,NA,"-41.15","-11.55",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:18:33-03","UFBA","ALCB","69485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Cavalcanti, TD","Roque, N; Alunos de Botânica III","1316","2006","01","21","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Trilha cachoeira do Ferro Doido à Vila do Ventura","-41.002222","-11.638611",NA,"ca. 10m alt.; hipanto roxo-vináceo, corola lilás.","ALCB056299",NA,"876","876","2014","10",NA,NA,"-41.002222","-11.638611","23",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:18:33-03","UFBA","ALCB","81851","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Facco, MG","Roque, N; Carvalho, G; Alunos de Botânica III","1740","2007","11","10","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.207778","-11.591667",NA,"ca. 40cm alt. Hipanto vináceo, corola lilás.","ALCB056065",NA,"1297","1297","2016","11",NA,NA,"-41.207778","-11.591667","30",NA,NA,NA,NA,NA,NA,NA
