"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","dayIdentified","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"19","2019-10-09 11:18:33-03","UFBA","ALCB","85942a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Brauner, LM","Gomes, FS; Guedes, ML; Silva, LB da","72a","2008","07","22",NA,NA,NA,NA,NA,NA,NA,NA,"Sub-arbusto: ca. 20 cm alt. Folhas cartáceas, discolores. Flores de corola lilás.","ALCB056068",NA,NA,NA,"2016","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:18:33-03","UFBA","ALCB","08994","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Brauner, LM","Costa, AL; Barroso, GM","s/n","1975","05","17","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.1561012268066","-11.5500001907349",NA,"Flores roxas.","ALCB056295",NA,NA,NA,"2016","12","98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-25 16:50:58-03","UFBA","ALCB","08996","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","& (Lour.) T.B Cavalc. & S.A. Graham","Cavalcanti, TB","Costa, AL; Barroso, GM","s/n","1975","05","17","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira do Ferro-doido","-41.1561012268066","-11.5500001907349",NA,"Flores roxas.",NA,NA,"850","850","1991","11","98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363370","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","sessilifolia","Cuphea sessilifolia bahiensis","Lourteig",NA,"Arbo MM; Mello-Silva R de; Vicente J",NA,"1992","11","28","Southern America","Brazil",NA,NA,"Bahia, Mun. Morro do Chapeu. Morrao al Sur de Morro do Chapeu.","-41.216667","-11.583333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363370","NL-U1363370",NA,NA,NA,NA,NA,NA,"-41.216667","-11.583333",NA,"Magnoliopsidae","bahiensis",NA,NA,NA,NA,NA
"23","2020-11-04 11:12:19-03","ESALQ","ESA","74646","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourt.) T. Cavalcanti & S. Graham","Cavalcanti, T.B.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","26395.0","2001","07","18",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Utinga, ca. 5 km de Morro do Chapéu. Campo rupestre, com campo arenoso adjacente.","-410.948","-113.551",NA,"Subarbusto, ca. 50 cm alt.; hipanto verde com estrias vinho; pétalas rosa-forte.","ESA074646","ESA074646","1000","1000","2014","04",NA,NA,"-410,948","-113,551","15",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:12:19-03","ESALQ","ESA","90399","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourt.) T. Cavalcanti & S. Graham","Cavalcanti, T.B.","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4793.0","2005","01","28",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para o Morrão (Morro do Chapéu). Ca. 13km da rodovia para Utinga, arredores da antena. Caatinga/Campo rupestre","-41.1561012268066","-11.5500001907349",NA,"Arbusto, ca. 30cm alt., glutinoso. Flores róseo-arroxeadas","ESA090399","ESA090399","1235","1235","2014","04","98143","auto","-41,209,444","-11,090,833","15",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:12:19-03","ESALQ","ESA","74736","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourt.) T. Cavalcanti & S. Graham","Cavalcanti, T.B.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","26485.0","2001","07","19",NA,"Brasil","Bahia","Morro do Chapéu","Morro da Antena. 11o35'25S, 41o12'29W. Campo rupestre.","-41.1561012268066","-11.5500001907349",NA,"Subarbusto; cálice verde com estrias vinho; pétalas rosa-forte.","ESA074736","ESA074736","1100","1100","2014","04","98143","auto",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:12:19-03","ESALQ","ESA","90517","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourt.) T. Cavalcanti & S. Graham","Cavalcanti, T.B.","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4909.0","2005","01","28",NA,"Brasil","Bahia","Morro do Chapéu","Entrada da estrada para o Morrão (Morro do Chapéu). Caatinga degradada","-411.625",NA,NA,"Arbusto, ca. 30cm alt. flores róseas","ESA090517","ESA090517","1010","1010","2014","04",NA,NA,"-411,625","-11,564,167","15",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:12:19-03","ESALQ","ESA","24452","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourt.) T.Cavalcanti & S.Graham","Cavalcanti, T.B.","Souza, V.C. et al.","5246.0","1994","02","13",NA,"Brasil","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,"ESA024452","ESA024452",NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-02-15 11:44:38-02","IPA","IPA","21957","S","Plantae","Plantae",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) Cavalcanti & S.A. Graham","Lima, T.L.G.","Andrade-Lima","706131","1970","10","25","Southern America","Brasil","Bahia",NA,"Alto do Morro do Chapéu. Carrasco nebular.",NA,NA,NA,NA,"IPA0021957",NA,NA,NA,"2018","11",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:44:38-02","IPA","IPA","67980","S","Plantae","Plantae",NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) Cavalcanti & S.A. Graham",NA,"Miranda-Silva, E.","77","1999","02","07","Southern America","Brasil","Bahia","Morro do Chapéu","Morrão.","-41.206667","-11.591111",NA,"Subarbusto procumbente. Folha cartácea. Petála lilás. Semente amarelas.; Vegetação arbustiva em solo arenoso.","IPA0067980",NA,NA,NA,NA,NA,NA,NA,"-41.206667","-11.591111",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:32:10-03","MBM","MBM","280732","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourt.) T.B. Cavalc. & S. Graham","Cavalcanti, T.B.","Mello-Silva, R.; et al.; et al.","2151","2003","02","05","Southern America","Brazil","Bahia","Morro do Chapéu","Estrada para Utinga","-41.1561012268066","-11.5500001907349",NA,NA,"MBM280732","MBM280732",NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:32:18-03","MBM","MBM","22677","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","sessilifolia","Cuphea sessilifolia bahiensis","Lourteig","Lourteig, A.","Hatschbach, G.","29531",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Corumbá","Serra do Urucum","-57.6533012390137","-19.0091991424561",NA,NA,"MBM022677","MBM022677",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,"bahiensis",NA,NA,NA,NA,NA
"32","2020-12-21 16:32:18-03","MBM","MBM","160936","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","sessilifolia","Cuphea sessilifolia bahiensis","Lourteig","Cavalcanti, T.B.","Arbo, M.M.; et al.; et al.","5376",NA,NA,NA,"Southern America","Brazil","Bahia","Morro do Chapéu","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,"MBM160936","MBM160936",NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,"bahiensis",NA,NA,NA,NA,NA
"33","2020-12-21 16:32:18-03","MBM","MBM","129510","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","sessilifolia","Cuphea sessilifolia bahiensis","Lourteig","Cavalcanti, T.B.","Furlan, A.; et al.; et al.","17958",NA,NA,NA,"Southern America","Brazil","Bahia","Morro do Chapéu","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,"MBM129510","MBM129510",NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,"bahiensis",NA,NA,NA,NA,NA
"34","2015-11-07 05:02:59-02","MNHN","RECOLNAT_MNHN_P","P01901822","PreservedSpecimen",NA,NA,NA,"Lythraceae","Cuphea","sessilifolia","Cuphea sessilifolia bahiensis","Lourteig","Lourteig","Hatschbach, G.",NA,"1977","1","15",NA,"Brazil",NA,NA,"Morrao (mun. Morro do Chapéu), Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901822' target='other'> <mi>dwc_moreinfo</mi></a>","P01901822","P01901822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bahiensis","holotype","39648",NA,NA,NA
"35","2015-11-07 05:03:03-02","MNHN","RECOLNAT_MNHN_P","P01901823","PreservedSpecimen",NA,NA,NA,"Lythraceae","Cuphea","sessilifolia","Cuphea sessilifolia bahiensis","Lourteig","Lourteig","Hatschbach, G.",NA,"1977","1","15",NA,"Brazil",NA,NA,"Morrao (mun. Morro do Chapéu), Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901823' target='other'> <mi>dwc_moreinfo</mi></a>","P01901823","P01901823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bahiensis","isotype","39648",NA,NA,NA
"36","2019-08-09 04:34:00-03","MO","MOBOT","100910540","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B. Cavalc. & S.A. Graham",NA,"Nádia Roque","Roque 4555","2014","11","15","South America","Brazil","Bahia","Morro do Chapéu","Utinga-Tabuleiro do morrinho (Areial).","-41.1625","-11.6005556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2009-06-04 14:31:00-03","MO","MOBOT","3172365","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B. Cavalc. & S.A. Graham","S. Graham (MO)","Maria M. Arbo|Renato de Mello-Silva|Joao Vicente","Arbo 5376","1992","11","28","South America","Brazil","Bahia",NA,"Mun. Morro do Chapeu. Morrao al Sur de Morro do Chapeau. Campo rupestre. Suelo arenoso.","-41.2166667","-11.5833333",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2021-03-04 11:05:36-03","UFRB","HURB","10268","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalcanti","G.Costa","Guedes, M.L.; Costa, T.F.; Alunos de Botânica BIO C05","21212","2014","01","18",NA,"Brasil","Bahia","Morro do Chapéu","Capão do Pinho, Vila Ecológica Catinguara;","-41.016667","-11.6",NA,NA,"HURB000010268",NA,"840","840","2017","03",NA,NA,"41º01'W","11º36'S","20",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-04 11:05:36-03","UFRB","HURB","23691","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lour.) T.B.Cavalc.","T.Lacerda","Braga, N.M.P.; Oliveira, C.R.S.","108","2012","06","14",NA,"Brasil","Bahia","Sento Sé","Povoado Alegre; Margem do riacho do Alegre","-41.462556","-10.318861",NA,"erva, ca. 60cm alt., folhas simples, opostas, flores cor de rosa.","HURB000023691","HURB000023691","1142","1142","2019","02",NA,NA,"41º27'45,20W","10º19'7,90S","19",NA,NA,NA,NA,NA,NA,NA
"40","2020-09-02 16:30:46-03","Cenargen","CEN","51488","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalc. & S.Graham","T. B. Cavalcanti","Vinícius Castro Souza","26485","2001","07","19",NA,"Brasil","BA","MORRO DO CHAPEU","Morro da Antena","-41.208055","-11.590277","Exsicatas","Cálice verde com estrias vinho; pétalas rosa-forte. Doação da Universidade de São Paulo. Escola Superior de Agricultura Luiz de Queiroz - ESALQ. Departamento de Botânica - Herbário ESA (74736). Piracicaba.","CEN00051488","CEN00051488","1100","1100","2003",NA,NA,NA,"-41.208055","-11.590277",NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-09-02 16:30:46-03","Cenargen","CEN","13180","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalc. & S.Graham","M. G. Facco","Taciana Barbosa Cavalcanti","364","1989","03","01",NA,"Brasil","BA","MORRO DO CHAPEU","Morro do Chapéu - Piritiba, km 11.","-41.05","-11.6","Unicata","Apenas uma planta. Guias-de-néctar brancas.","CEN00013180","CEN00013180","910","910","2017","02",NA,NA,"-41.05","-11.6",NA,NA,NA,NA,NA,"1",NA,NA
"42","2020-09-02 16:30:46-03","Cenargen","CEN","16392","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","bahiensis","Cuphea bahiensis","(Lourteig) T.B.Cavalc. & S.Graham","T. B. Cavalcanti","Larry Ronald Noblick","3478","1984","11","16",NA,"Brasil","BA","MORRO DO CHAPEU","1 - 2 km Sul da cidade na estrada para Urtiga.","-41.1561012268066","-11.5500001907349","Exsicatas","Folhas pequenas coriáceas de margens recurvadas. Flores de corolas roxas e cálice esbranquiçado com listas roxas. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (4259). Feira de Santana - Bahia.","CEN00016392","CEN00016392",NA,NA,"2003","03","98143","auto","-4115000.0","-1155000.0",NA,NA,NA,NA,NA,"1",NA,NA
