"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","scientificNameAuthorship","identifiedBy","day","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"1","2016-09-30 19:17:00-03","NY","NYBG","879098","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","acuminata","Terminalia acuminata","P. Occhioni","s.n.","1995","04","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232","57442","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2536611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00879098","NY00879098_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-13 09:19:22-03","UFRJ","RFA","29160","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","acuminata","Terminalia acuminata","P. Occhioni; H. Occhioni","s.n.","1995","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, cultivada no arboreto, quadra das Araceae","-43.2075004577637","-22.9027996063232","57442",NA,"Árvore grande + - 15 à 20 metros de altura. Tronco grosso, casca lisa, amarelada. Fruto sâmara ainda imatura","RFA20007",NA,"auto","(Allemão) Eichler","P. Occhioni","00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-30 12:37:23-03","EAO","IAN","93970","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Combretaceae","Terminalia","acuminata","Terminalia acuminata","Glaziou, AFM","11947",NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"IAN093970",NA,NA,"Eichler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-02-08 10:01:34-03","NBC","NL-BOTANY","L.2498235","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","acuminata","Terminalia acuminata","Sellow F",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498235","NL-L2498235",NA,"Eichler",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-02-08 10:01:29-03","NBC","NL-BOTANY","L 0087011","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","acuminata","Terminalia acuminata","Inst. Bot. Firenze",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200087011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0087011",NA,NA,"Eichler",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-02-08 10:01:29-03","NBC","NL-BOTANY","L.1057405","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","acuminata","Terminalia acuminata","Inst. Bot. Firenze",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057405","NL-L1057405",NA,"Eichler",NA,NA,"Magnoliopsidae","FPRLw28555",NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-02-08 10:01:29-03","NBC","NL-BOTANY","L.1057406","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","acuminata","Terminalia acuminata","Inst. Bot. Firenze",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057406","NL-L1057406",NA,"Eichler",NA,NA,"Magnoliopsidae","FPRLw28555",NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-02-08 10:01:29-03","NBC","NL-BOTANY","L.1057407","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","acuminata","Terminalia acuminata","Inst. Bot. Firenze",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057407","NL-L1057407",NA,"Eichler",NA,NA,"Magnoliopsidae","FPRLw28555",NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-02-08 10:01:34-03","NBC","NL-BOTANY","L.1131288","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","acuminata","Terminalia acuminata","Inst. Bot. Firenze",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1131288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1131288","NL-L1131288",NA,"Eichler",NA,NA,"Magnoliopsidae","FPRLw28555",NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-02-08 10:01:34-03","NBC","NL-BOTANY","L.1131289","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","acuminata","Terminalia acuminata","Inst. Bot. Firenze",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1131289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1131289","NL-L1131289",NA,"Eichler",NA,NA,"Magnoliopsidae","FPRLw28555",NA,NA,NA,NA,NA,NA,NA,NA
